Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;4;24.1066050529;1;11.0;10.0;6;20.0;
7;2;10.4239864349;11.543302536;4;24.5685391426;1;12.0;10.0;6;20.0;
8;2;10.527920723;11.7641716003;4;25.180866003;2;13.0;10.3000001907;5;21.3999996185;
9;2;10.6656951904;12.0549411774;4;25.6679409742;2;14.4499998093;10.1999998093;5;21.7264003754;
10;2;10.7752866745;12.2827939987;4;26.0522544384;2;14.7768793106;10.3632001877;5;22.8394274712;
11;2;10.8617572784;12.4589796066;5;26.1668007374;2;15.2777423859;10.9097137451;5;23.7717995644;
12;2;13.7824735641;12.5;5;26.1998585463;2;15.6973104477;11.3658018112;5;24.5351434946;
13;2;15.7824735641;12.5;5;26.233456254;2;18.2868309021;11.7372808456;5;25.1485489607;
14;2;16.8047847748;12.5;5;26.26758039;2;20.2868309021;12.0336990356;5;25.6344225407;
15;2;17.812461853;12.5;5;26.302216053;2;21.3145961761;12.2662630081;5;26.0153459311;
16;2;18.8202552795;12.5;5;26.3373470306;2;22.3240089417;12.446267128;5;26.1438889503;
17;2;19.8281593323;12.5;5;26.3729559183;2;23.3334922791;12.5;5;26.1651208401;
18;2;19.9339141846;12.5;6;26.4090241194;2;24.3430480957;12.5;6;26.1864993572;
19;2;19.942029953;12.5;6;26.4455316067;2;25.3526668549;12.5;6;26.2080165148;
