Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.0;6;20.0;
3;2;8.14999961853;10.0;4;22.0299999714;1;8.0;12.0;6;20.0;
4;2;8.30449962616;10.5;4;22.900591135;1;9.0;11.0;6;20.0;
5;2;8.43508911133;10.9200000763;4;23.6219098568;1;10.0;10.0;6;20.0;
6;2;9.52164745331;11.2650718689;4;24.2101223469;1;11.0;10.0;6;20.0;
7;2;10.4472780228;11.543302536;4;24.6841782331;1;12.0;10.0;6;20.0;
8;2;10.5539398193;11.7641716003;4;25.3101495504;2;13.0;10.3000001907;5;21.3999996185;
9;2;10.6947841644;12.0549411774;3;25.8114621639;2;14.4499998093;10.1999998093;5;21.7664003372;
10;2;10.8075790405;12.2827939987;3;26.2106050253;2;14.7948799133;10.3632001877;5;22.9110114574;
11;2;10.8973855972;12.4589796066;4;26.3405687809;2;15.3099555969;10.9097137451;5;23.8767670393;
12;2;13.8181018829;12.5;3;26.3896260262;2;15.7445459366;11.3658018112;5;24.6753208637;
13;2;15.8181018829;12.5;3;26.4397966862;2;18.334066391;11.7372808456;5;25.325784564;
14;2;16.8512115479;12.5;3;26.4910563231;2;20.334066391;12.0336990356;4;25.8505803347;
15;2;17.862745285;12.5;2;26.5433766842;2;21.4118671417;12.2662630081;4;26.2722991705;
16;2;18.8745155334;12.5;1;26.5967253447;2;22.4396362305;12.446267128;4;26.4435132742;
17;2;19.8865184784;12.5;1;26.6510663033;2;23.4683227539;12.5;3;26.5092867613;
18;2;19.9964904785;12.5;2;26.7063593864;2;24.49792099;12.5;4;26.5770645142;
19;2;20.0089302063;12.5;2;26.7625607252;2;25.528421402;12.5;3;26.6468170881;
20;2;20.0215759277;12.5;2;26.8196225166;2;25.9910678864;12.5;3;26.7185060978;
21;2;20.0344142914;12.5;2;26.8774933815;2;26.0233268738;12.5;3;26.7920838594;
22;3;20.0474357605;12.5;1;26.9361182451;2;26.056438446;12.5;3;26.8674932718;
23;3;20.0606269836;12.5;2;26.9954385757;2;26.0903720856;12.5;4;26.9446675777;
24;4;20.0739746094;12.5;1;27.0553927422;3;26.1251010895;12.5;3;27.0235302448;
25;4;20.0874633789;12.5;1;27.1159160137;4;25.25;12.5;2;27.1039953232;
26;4;20.1010818481;12.5;1;27.176940918;4;25.25;12.5;2;27.1859669685;
27;4;19.625;13.5;1;27.2383973598;4;25.25;13.5;2;27.2693405151;
28;4;20.1286392212;12.5;1;28.3002130985;4;26.25;12.5;2;27.3540019989;
29;4;21.1425476074;13.0;1;28.3923139572;4;26.3093013763;12.5;2;27.4398288727;
30;4;21.625;13.5;1;28.4852154255;4;26.3479232788;12.5;1;27.5266909599;
31;4;21.625;14.2426071167;1;28.5788338184;0;0;0;0;0;
