Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;12.0;10.3000001907;5;21.0;
8;2;10.2938766479;11.9641714096;4;25.1098823547;2;13.4499998093;10.0;5;21.4999996424;
9;2;10.6497240067;12.0549411774;4;25.6555880308;2;14.4949998856;10.1999998093;5;21.9353003502;
10;2;10.7725067139;12.2827939987;4;26.1050782204;2;14.8708848953;10.3632001877;5;23.1829590797;
11;2;10.8736419678;12.4589796066;5;26.2917383909;2;15.4323320389;10.9097137451;5;24.267437458;
12;2;13.7943592072;12.5;5;26.4042263031;2;15.9203472137;11.3658018112;5;25.2018244267;
13;2;15.7943592072;12.5;5;26.5249304771;2;18.5098686218;11.7372808456;5;26.0066431761;
14;2;16.8703670502;12.5;5;26.6541694403;2;20.5098686218;12.0336990356;5;26.7056586742;
15;2;17.8994445801;12.5;5;26.7922235727;2;21.7966518402;12.2662630081;5;27.3226804733;
16;2;18.9305057526;12.5;5;26.9393253326;2;22.9123077393;12.446267128;5;27.7113106251;
17;2;19.9636039734;12.5;5;27.0956480503;2;24.0388336182;12.5;5;28.0173821449;
18;2;20.0965213776;12.5;6;27.261295557;2;25.1765651703;12.5;6;28.3487696648;
19;2;19.625;13.1783885956;6;27.4362905025;2;26.3256893158;12.5;6;28.7054548264;
