Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;9.0;10.1999998093;5;22.0;1;8.0;12.0;6;20.0;
4;2;10.1499996185;10.5;5;22.870000124;1;9.0;11.0;6;20.0;
5;2;11.2760000229;10.9200000763;5;23.5907347202;1;10.0;10.0;6;20.0;
6;2;12.5146331787;11.2650718689;5;24.178371191;1;11.0;10.0;6;20.0;
7;2;13.4401340485;11.543302536;5;24.6518604755;1;12.0;10.0;6;20.0;
8;2;13.5466680527;11.7641716003;5;25.2769526243;1;13.0;10.0;6;20.3999996185;
9;2;13.6873149872;12.0549411774;5;25.7773911953;1;14.0;10.1999998093;6;20.7264003754;
10;2;13.7999124527;12.2827939987;5;26.175667882;1;14.3268795013;10.3632001877;6;21.8194274902;
11;2;15.7999124527;12.4589796066;5;26.3047758341;1;14.8187427521;10.9097137451;6;22.7316036224;
12;2;17.799911499;12.5;5;26.3529902697;2;15.2292222977;11.665802002;5;24.4745616913;
13;2;18.8316802979;12.5;5;26.4023339748;2;17.8187427521;11.7372808456;5;25.1073980331;
14;2;19.8427810669;12.5;5;26.4527852535;2;19.8187427521;12.0336990356;5;25.6137099266;
15;2;20.854133606;12.5;5;26.5043187141;2;21.3052749634;12.2662630081;5;26.0160877705;
16;2;21.527256012;12.9512958527;5;26.556904912;2;22.3243408203;12.446267128;5;26.1671074629;
17;2;22.8775596619;12.5;5;26.6105105877;2;23.3439407349;12.5;5;26.211841464;
18;2;22.625;12.9831533432;5;26.6650986671;2;24.3640708923;12.5;6;26.2577478886;
19;2;22.625;12.9995298386;6;26.7206280231;2;25.3847293854;12.5;6;26.3048160076;
