Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.0;10.3000001907;5;21.0;
7;2;10.194486618;11.7433023453;4;24.5283432007;2;12.4499998093;10.0;5;21.0599999428;
8;2;10.5188770294;11.7641716003;4;25.1398823261;2;13.4770002365;10.0;5;21.5335636139;
9;2;10.6564731598;12.0549411774;4;25.6261789799;2;14.5101041794;10.1999998093;4;21.9604711533;
10;2;10.7658901215;12.2827939987;4;26.0097253323;2;14.8822116852;10.3632001877;4;23.1616760492;
11;2;10.8521881104;12.4589796066;5;26.1235172749;2;15.4227542877;10.9097137451;4;24.1900607347;
12;2;13.7729043961;12.5;5;26.1558350325;2;15.8855276108;11.3658018112;3;25.0575935841;
13;2;15.7729043961;12.5;5;26.1887089014;2;18.4750480652;11.7372808456;1;25.7836732864;
14;2;16.7947158813;12.5;5;26.2221269608;2;20.4750480652;12.0336990356;1;26.3909727335;
15;2;17.8022346497;12.5;5;26.2560760975;2;21.6550445557;12.2662630081;1;26.9022874832;
16;2;18.8098735809;12.5;5;26.2905418873;2;22.7231311798;12.446267128;1;27.1703374386;
17;2;19.8176269531;12.5;5;26.3255085945;2;23.7953948975;12.5;1;27.3402674198;
18;2;19.9232387543;12.5;5;26.3609591722;2;23.8187427521;12.5;2;27.519525528;
19;2;19.625;12.908288002;4;26.3968753815;2;24.8187427521;12.5;1;27.7079980373;
