Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;12.0;10.0;6;20.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;13.0;10.0;6;20.3999996185;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;14.0;10.5;5;21.7264003754;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;14.7768793106;10.3632001877;5;22.9094275236;
11;1;10.6065406799;12.4589796066;6;25.0;2;15.3092432022;10.9097137451;5;23.9187226295;
12;2;13.5272569656;12.6999998093;5;26.0;2;15.763425827;11.3658018112;5;24.7663000822;
13;2;15.5272569656;12.5;5;26.0399999619;2;18.3529472351;11.7372808456;5;25.4716243744;
14;2;16.7612571716;12.5;5;26.0811839104;2;20.3529472351;12.0336990356;5;26.0574564934;
15;2;17.7705230713;12.5;5;26.1235535145;2;21.5049610138;12.2662630081;5;26.5467036963;
16;2;18.7800559998;12.5;5;26.1671074629;2;22.563117981;12.446267128;5;26.7922235727;
17;2;19.789855957;12.5;5;26.211841464;2;23.6252441406;12.5;5;26.9393253326;
18;2;19.8976650238;12.5;5;26.2577478886;2;24.6914386749;12.5;6;27.0956480503;
19;2;19.9079933167;12.5;5;26.3048160076;2;25.7617835999;12.5;6;27.261295557;
20;2;19.9185829163;12.5;6;26.3530313969;2;26.2675819397;12.5;6;27.4362905025;
