Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;12.0;10.0;4;20.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;13.0;10.0;4;20.3999996185;
9;2;10.4247236252;12.2549409866;4;25.5655879974;1;14.0;10.1999998093;4;20.7264003754;
10;2;10.7522573471;12.2827939987;4;25.9679591656;1;14.3268795013;10.3632001877;4;21.8194274902;
11;2;10.8427906036;12.4589796066;5;26.1019749641;2;14.8187427521;11.2097139359;3;23.7316036224;
12;2;13.7635068893;12.5;5;26.1559499502;2;15.6792221069;11.3658018112;3;24.5145616531;
13;2;15.7635068893;12.5;5;26.2119446993;2;18.268743515;11.7372808456;2;25.1485819817;
14;2;16.799943924;12.5;5;26.269973278;2;20.268743515;12.0336990356;2;25.6560795307;
15;2;17.8130016327;12.5;5;26.3300433159;2;21.3243408203;12.2662630081;2;26.0596417189;
16;2;18.8265151978;12.5;5;26.3921557665;2;22.3439407349;12.446267128;2;26.211841464;
17;2;19.8404903412;12.5;5;26.4563041925;2;23.3640708923;12.5;2;26.2577478886;
18;2;19.9526691437;12.5;6;26.5224741697;2;24.3847293854;12.5;3;26.3048160076;
19;2;19.9675559998;12.5;6;26.5906432867;2;25.4059104919;12.5;3;26.3530313969;
