Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;6;21.0;1;8.0;12.0;4;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;11.0;3;20.0;
5;2;9.27600002289;11.1199998856;5;23.5301437378;1;10.0;10.0;3;20.0;
6;2;11.2760000229;11.2650718689;5;24.1166050434;1;11.0;10.0;3;20.0;
7;2;13.194486618;11.543302536;5;24.5889341831;1;12.0;10.0;3;20.0;
8;2;13.5325098038;11.7641716003;4;25.212254405;1;13.0;10.0;2;20.3999996185;
9;2;13.6727571487;12.0549411774;4;25.7109264135;1;14.0;10.1999998093;2;20.7264003754;
10;2;13.7849578857;12.2827939987;4;26.1074465513;1;14.3268795013;10.3632001877;2;21.8194274902;
11;2;15.7849578857;12.4589796066;4;26.2348128557;1;14.8187427521;10.9097137451;2;22.7316036224;
12;2;17.7849578857;12.5;4;26.2813059092;1;15.2292222977;11.3658018112;2;23.4745616913;
13;2;18.8155517578;12.5;4;26.328953743;1;16.8187427521;11.7372808456;2;24.0673980713;
14;2;19.8262710571;12.5;4;26.3777402639;1;17.8187427521;12.0336990356;2;24.5325260162;
15;2;20.8372497559;12.5;4;26.4276455641;1;18.8187427521;12.2662630081;3;24.892534256;
16;2;21.8484764099;12.5;4;26.4786461592;2;19.8187427521;12.446267128;3;25.0;
17;2;22.8599510193;12.5;3;26.5307145119;2;20.8187427521;12.5;4;25.0;
18;2;22.9694099426;12.5;4;26.5838193893;2;21.8187427521;12.5;4;25.0;
19;2;22.9813594818;12.5;4;26.6379255056;2;22.8187427521;12.5;4;25.0;
20;2;22.625;12.9913778305;4;26.6929937601;2;23.25;12.5;4;25.0;
21;2;23.0059242249;12.5;4;26.7489811182;2;23.25;12.5;4;25.0;
22;3;23.0185203552;12.5;3;26.8058408499;2;23.25;12.5;4;25.0;
23;3;22.625;12.5;3;26.8635222912;2;23.25;12.5;5;25.0;
24;3;22.625;13.431760788;4;26.9219712019;2;23.25;12.5;5;25.0;
25;3;23.0574436188;12.5;4;26.9811300039;2;23.25;12.5;5;25.0;
26;3;22.625;13.4905653;5;27.0409376621;2;23.25;12.5;4;25.0;
27;4;22.625;13.5204687119;4;27.1013302803;2;23.25;12.5;4;25.0;
28;4;22.625;13.5506649017;4;27.1622409821;2;23.25;12.5;3;25.0;
29;4;22.625;13.581120491;4;27.2236001492;2;23.25;12.5;3;25.0;
30;4;22.625;13.6118001938;4;27.285336256;2;23.25;12.5;3;25.0;
31;4;23.1392002106;12.5;4;27.3473753929;2;23.25;12.5;3;25.0;
32;4;22.625;13.5;4;27.409642458;2;23.25;12.5;3;25.0;
33;4;23.1671695709;12.5;4;28.4720609188;2;23.25;12.5;3;25.0;
34;4;22.1812133789;13.5;4;28.6645530462;2;23.25;12.5;3;25.0;
35;4;23.625;13.5;4;28.872472167;2;23.25;12.5;4;25.0;
36;4;22.496307373;13.5;4;29.0971710682;2;23.25;12.5;5;25.0;
37;4;22.9484882355;13.5;4;29.3400278091;2;23.25;12.5;5;25.0;
38;4;24.2373809814;13.3091678619;4;30.6024132967;2;23.25;12.5;5;25.0;
39;4;26.6605434418;17.3091678619;5;31.0556508303;2;23.25;12.5;6;25.0;
40;4;27.7242698669;21.3091678619;5;31.5578780174;2;23.25;13.5;6;25.0;
41;4;28.100522995;25.3091678619;5;32.1137018204;2;23.25;14.5;7;25.0;
42;4;28.2255821228;29.3091678619;6;32.7277098894;2;23.25;15.5;7;25.0;
43;5;28.3637332916;32.5;5;33.4043092728;3;23.25;16.5;7;40.0;
44;5;27.8046760559;32.5;5;34.1475193501;3;24.25;18.5;7;40.75;
45;5;28.6831912994;32.5;6;34.9607174397;3;25.25;19.5;7;41.4193744659;
46;5;28.8661613464;32.5;6;35.8463387489;3;26.25;20.5;7;42.0072898865;
47;5;29.0654258728;32.5;7;36.805536747;3;27.25;21.5;7;42.5162696838;
48;5;29.2812461853;32.5;7;37.8378229141;3;28.25;22.5;8;42.9513263702;
49;5;29.5135097504;32.5;7;38.9407055378;3;29.25;22.5;8;43.3190898895;
50;5;29.7616596222;32.5;8;41.1093702316;3;30.25;22.5;8;43.6270179749;
51;6;31.0246086121;33.5;7;42.4664474726;3;31.25;22.5;8;43.8827629089;
52;7;31.5049934387;34.5;4;53.8873506784;3;32.25;22.5;8;44.0;
53;7;32.780330658;36.5;4;55.7609410286;3;33.25;22.5;8;44.0;
54;7;33.4541969299;39.5;5;57.6482849121;3;33.7999992371;22.5;9;44.0;
55;7;35.2515487671;40.5;5;59.533126235;3;33.7999992371;22.5;9;44.0;
56;7;37.3704986572;42.4093551636;5;61.3989713192;3;31.7999992371;23.5;10;44.0;
57;7;38.8147659302;42.5;5;63.2299067974;3;30.7999992371;24.5;10;44.0;
58;7;39.226726532;42.5;6;65.0114293098;3;29.7999992371;25.5;11;44.0;
59;7;38.7557373047;43.5;6;66.7311854362;3;28.7999992371;26.5;11;44.0;
60;7;39.3746109009;43.5;6;71.2167124748;3;27.7999992371;27.5;12;44.0;
61;7;41.7987594604;44.0;7;74.4615356922;3;26.7999992371;28.5;12;44.0;
62;7;41.7629814148;47.3899993896;10;77.4215006828;3;25.7999992371;29.5;14;45.5699996948;
63;7;43.5021705627;48.6872596741;10;80.1170347929;3;25.0564994812;30.5;14;46.8255519867;
64;7;43.7317504883;50.192111969;11;82.4239931107;3;24.2704982758;31.5;14;47.8118495941;
65;7;45.4008865356;49.2823677063;13;84.4227639437;3;23.4468002319;32.5;14;48.5761852264;
66;7;43.9951210022;50.0;13;86.2948569059;3;23.3405151367;33.5;15;49.0;
67;7;43.1000556946;51.7028579712;15;87.9330444336;3;23.4500007629;34.5;15;49.0;
68;7;41.2893447876;51.7421760559;15;89.4404908419;3;23.4500007629;35.5;14;49.0;
69;7;41.874256134;50.0;16;90.8544309139;4;24.4500007629;37.5;14;50.0;
70;7;38.1126670837;53.0;15;92.1791094542;5;26.4500007629;36.5;14;50.0399999619;
71;7;36.8849487305;56.8698272705;14;93.3305972815;5;27.4500007629;36.5;14;52.3211836815;
72;7;33.6188545227;58.9155807495;14;94.2500758171;5;28.827999115;36.5;14;54.1120960712;
73;7;33.0521621704;60.0;15;95.0370371342;5;30.1385650635;36.5;15;55.4862431288;
74;7;32.6188545227;64.0;15;95.7961018085;5;31.3889732361;35.5;16;56.5247400999;
75;7;31.6279525757;65.0;16;96.5216836929;5;32.5877532959;34.5;16;57.1323473454;
76;7;31.9084014893;69.0;20;97.2095441818;5;33.7435684204;33.5;17;57.3048160076;
77;7;31.9500808716;73.0;20;97.8568530083;6;34.7999992371;32.5;17;57.3530313969;
78;7;31.1499996185;76.0;20;98.4621472359;6;32.7999992371;33.5;17;57.4023760557;
79;7;31.1499996185;78.2771759033;21;99.0251953602;6;31.7999992371;34.5;16;57.4528282881;
