Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;12.0;10.0;4;20.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;13.0;10.0;4;20.3999996185;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;14.0;10.1999998093;4;20.7264003754;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;14.3268795013;10.3632001877;4;21.8194274902;
11;2;10.6065406799;12.6589794159;4;26.0;1;14.8187427521;10.9097137451;4;22.7316036224;
12;2;13.5272569656;12.5;4;26.0399999619;1;15.2292222977;11.3658018112;4;23.4745616913;
13;2;15.5272569656;12.5;4;26.0811839104;1;16.8187427521;11.7372808456;4;24.0673980713;
14;2;16.7705230713;12.5;4;26.1235535145;1;17.8187427521;12.0336990356;4;24.5325260162;
15;2;17.7800559998;12.5;4;26.1671074629;1;18.8187427521;12.2662630081;5;24.892534256;
16;2;18.789855957;12.5;4;26.211841464;2;19.8187427521;12.446267128;5;25.0;
17;2;19.7999210358;12.5;4;26.2577478886;2;20.8187427521;12.5;6;25.0;
18;2;19.9079933167;12.5;5;26.3048160076;2;21.8187427521;12.5;6;25.0;
19;2;19.9185829163;12.5;5;26.3530313969;2;22.8187427521;12.5;6;25.0;
20;2;19.9294319153;12.5;5;26.4023760557;2;23.25;12.5;7;25.0;
21;2;19.9405345917;12.5;6;26.4528282881;2;23.25;12.5;7;25.0;
22;2;19.9518871307;12.5;6;26.5043625832;2;23.25;12.5;7;25.0;
23;2;19.9634819031;12.5;6;26.5569496155;2;23.25;12.5;7;25.0;
24;2;19.9753131866;12.5;6;26.6105561256;2;23.25;12.5;8;25.0;
25;2;19.9873752594;12.5;6;26.6651450396;2;23.25;12.5;8;25.0;
26;2;19.625;12.99954319;6;26.72067523;2;23.25;12.5;8;25.0;
27;2;20.0121517181;12.5;6;26.7771017551;2;23.25;12.5;8;25.0;
28;2;20.024848938;12.5;6;26.8343759775;2;23.25;12.5;8;25.0;
29;2;19.625;13.4171876907;6;26.8924454451;2;23.25;12.5;8;25.0;
30;2;20.0508003235;12.5;7;26.9512542486;2;23.25;12.5;8;25.0;
31;2;19.625;13.4756269455;7;27.0107431412;2;23.25;12.5;8;25.0;
32;2;19.625;13.5053710938;7;27.0708494186;2;23.25;12.5;8;25.0;
33;2;20.0909404755;12.5;7;27.1315076351;2;23.25;12.5;8;25.0;
34;2;20.1045894623;12.5;6;27.1926498413;2;23.25;12.5;8;25.0;
35;2;19.625;13.5;6;27.2542052269;2;23.25;12.5;9;25.0;
36;2;20.1321964264;12.5;6;27.3161010742;2;23.25;12.5;9;25.0;
37;2;19.625;13.5;6;27.3782629967;2;23.25;12.5;9;25.0;
38;2;19.625;13.6891317368;5;27.4406147003;2;23.25;12.5;9;25.0;
39;2;19.625;13.7203073502;5;27.5030794144;2;23.25;12.5;10;25.0;
40;2;19.625;13.7515392303;5;27.5655794144;2;23.25;13.5;10;25.0;
41;2;19.625;13.7827892303;6;27.628036499;2;23.25;14.5;10;25.0;
42;2;19.625;13.8140182495;6;27.690372467;2;23.25;15.5;11;25.0;
43;2;19.625;13.8451862335;6;27.7525100708;2;23.25;16.5;11;25.0;
44;2;20.2443141937;15.8451862335;7;27.8143725395;2;23.25;17.5;11;25.0;
45;2;19.625;17.8451862335;7;27.8758842945;2;23.25;17.5;12;25.0;
46;2;19.625;19.8451862335;8;27.936971426;2;23.25;17.5;12;25.0;
47;2;20.2858181;21.5;8;27.9975619316;2;23.25;17.5;12;25.0;
48;2;20.299451828;22.5;9;28.0575861931;2;23.25;17.5;13;25.0;
49;2;20.3129577637;22.5;9;28.1169772148;2;23.25;17.5;14;25.0;
50;2;20.3263206482;22.5;10;28.1756706238;2;23.25;17.5;14;25.0;
51;2;20.3395252228;22.5;10;28.2336053848;2;23.25;17.5;14;25.0;
52;2;20.3525619507;22.5;11;28.2907235622;2;23.25;17.5;14;25.0;
53;2;20.3654136658;22.5;11;28.346971035;2;23.25;17.5;14;25.0;
54;2;19.625;22.5;11;28.4022974968;2;23.25;17.5;15;25.0;
55;2;20.3905162811;22.5;12;28.4566559792;3;23.25;17.5;14;25.0;
56;2;20.4027481079;22.5;12;28.5100040436;3;23.25;17.5;14;25.0;
57;2;20.4147510529;22.5;13;28.5623030663;3;23.25;17.5;14;25.0;
58;2;20.4265174866;22.5;13;28.6135182381;3;23.25;17.5;14;25.0;
59;2;20.438041687;22.5;13;28.6636190414;3;23.25;17.5;13;25.0;
60;2;20.4493141174;22.5;14;28.7125790119;3;23.25;17.5;13;25.0;
61;2;20.4603309631;22.5;14;28.7603754997;3;23.25;17.5;13;25.0;
62;2;20.4710845947;22.5;15;28.8069901466;3;23.25;17.5;13;25.0;
63;2;20.4815731049;22.5;16;28.8524079323;3;23.25;17.5;13;26.0;
64;2;20.4917907715;22.5;16;28.8966178894;3;24.25;18.5;13;26.0399999619;
65;2;20.501739502;22.5;16;28.9396123886;3;25.25;19.5;14;26.0811839104;
66;2;20.5114135742;22.5;16;28.9813876152;3;25.25;20.5;14;27.1451772451;
67;2;20.5208129883;22.5;18;29.0;3;25.7000007629;22.0;14;27.9922260046;
68;2;20.5249996185;22.5;18;29.0;3;26.0510005951;23.3899993896;15;28.6569036245;
69;2;20.5249996185;22.5;18;29.0;4;26.3185329437;24.328453064;15;29.1751928329;
70;2;20.5249996185;22.5;19;29.0;4;26.5187683105;24.5875968933;16;29.4322282076;
71;2;20.5249996185;22.5;19;29.0;4;26.5999984741;24.7161140442;16;29.5119713545;
72;2;20.5249996185;22.5;19;29.0;4;26.5999984741;24.75598526;15;29.5949487686;
73;2;20.5249996185;22.5;19;30.1199998856;4;26.5999984741;24.7974739075;14;29.6811565161;
74;2;20.7770004272;23.0;19;31.0186567307;4;26.5999984741;24.8405780792;13;29.7705745697;
75;2;20.9791984558;23.3899993896;20;31.7302174568;4;26.5999984741;24.8852882385;13;29.8631654978;
76;2;21.1392993927;23.6872596741;20;32.2903623581;4;25.0192108154;25.0;13;30.9588732719;
77;2;21.2653312683;23.9097423553;20;32.5839514732;4;26.5999984741;25.9794368744;13;31.0876226425;
78;2;21.3313884735;24.0;20;32.6947021484;4;28.5999984741;27.0288124084;14;31.281637907;
79;2;21.3563079834;24.0;22;32.8029289246;4;28.5999984741;28.1105232239;14;31.4855873585;
80;2;21.380657196;24.0;22;32.9084525108;5;29.5999984741;31.1105232239;13;32.1994168758;
