Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;2;9.27600002289;11.4650716782;4;24.086605072;1;11.0;10.0;5;20.0;
7;2;10.4194869995;11.543302536;4;24.5583431721;2;12.0;10.3000001907;4;21.0;
8;2;10.5256261826;11.7641716003;4;25.1807733774;2;13.0;10.0;4;21.4399995804;
9;2;10.6656742096;12.0549411774;4;25.6785554886;2;14.0;10.1999998093;4;22.6235842705;
10;2;10.777674675;12.2827939987;4;26.0741881132;2;14.6940803528;10.7712001801;4;24.5203593969;
11;2;10.866692543;12.4589796066;5;26.2006716728;2;15.5139665604;11.682185173;4;26.1498484612;
12;2;13.7874088287;12.5;5;26.246289134;2;16.2116355896;12.4573717117;4;27.5003812313;
13;2;15.7874088287;12.5;5;26.29307127;2;18.5139656067;13.0908613205;4;28.5881763697;
14;2;16.8181972504;12.5;5;26.3410044909;2;20.5139656067;13.5907068253;4;29.4470598698;
15;2;17.8289833069;12.5;5;26.3900717497;2;21.5139656067;13.9737730026;4;30.1181458235;
16;2;18.8400230408;12.5;5;26.4402523041;2;22.5139656067;14.2605781555;4;30.6421847343;
17;2;19.8513126373;12.5;5;26.4915215969;2;23.5139656067;14.4714698792;5;30.8063102961;
18;2;19.9605922699;12.5;5;26.5438512564;2;24.5139656067;14.5;5;30.918187499;
19;2;19.972366333;12.5;5;26.597209096;3;25.5139656067;14.5;4;31.0348479748;
