Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;6.0;14.3000001907;3;21.0;1;9.0;10.0;4;20.0;
2;2;7.30000019073;13.0;3;21.0900000334;1;9.0;10.0;5;20.0;
3;2;8.32699966431;12.0;3;21.1871190071;1;9.0;10.0;5;20.0;
4;2;9.35613536835;11.0;3;21.2917383909;1;9.0;10.0;5;20.0;
5;2;10.3875217438;10.0;3;21.4042263031;1;10.0;10.0;5;20.0;
6;2;11.631901741;10.0;3;21.5249304771;1;11.0;10.0;5;20.0;
7;2;12.6862182617;10.0;3;21.6541694403;1;11.0;10.0;5;20.3999996185;
8;2;13.7443761826;10.0;3;22.2087649107;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;14.8139448166;10.1999998093;3;22.7014135122;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;15.2156352997;10.3632001877;3;24.0319356918;1;11.2971115112;10.4951858521;3;22.0419120789;
11;2;15.814371109;10.9097137451;3;25.2049109936;1;11.6125736237;11.0209560394;3;22.9143505096;
12;2;16.3422107697;11.3658018112;3;26.2329595089;1;11.8743057251;11.4571752548;3;23.6214065552;
13;2;18.9317321777;11.7372808456;5;27.1358840466;1;12.8743057251;11.8107032776;3;24.1832637787;
14;2;20.9317321777;12.0336990356;5;27.9364440441;1;13.8743057251;12.0916318893;3;24.6226100922;
15;2;22.3505058289;12.2662630081;6;28.6571342945;1;14.3867835999;12.3113050461;3;24.9617595673;
16;2;23.5128135681;12.446267128;6;29.1499218941;1;14.488527298;12.4808797836;3;25.0;
17;2;24.6862068176;12.5;6;29.5586924553;1;16.3867835999;12.5;3;25.0;
18;2;25.8701553345;12.5;6;29.9890928268;1;17.3867835999;12.5;3;25.0;
19;2;27.063835144;12.5;6;30.4386553764;1;18.3867835999;12.5;4;25.0;
20;2;27.6973953247;12.5;7;30.9042773247;1;19.3867835999;12.5;5;25.0;
21;2;27.9069252014;12.5;7;31.3822712898;1;19.5;12.5;6;25.0;
22;2;28.1220207214;12.5;7;31.86845541;1;19.5;12.5;7;25.0;
23;2;28.3408050537;12.5;7;32.3582825661;1;19.5;12.5;7;25.0;
24;2;28.5612258911;12.5;7;32.8469986916;1;19.5;12.5;7;25.0;
25;3;28.7811489105;12.5;6;33.3298244476;1;19.5;12.5;7;25.0;
26;3;28.9984207153;12.5;6;33.8021402359;1;19.5;12.5;7;25.0;
27;3;29.2109642029;12.5;6;34.2596635818;1;19.5;12.5;6;25.0;
28;3;29.4168491364;12.5;7;34.6986026764;1;19.5;12.5;7;25.0;
