Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;1;12.0;10.0;4;20.0;1;11.0;10.0;4;20.3999996185;
8;1;13.0;10.0;4;20.3999996185;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;14.0;10.1999998093;4;20.7264003754;1;11.2179203033;10.3632001877;4;20.9903717041;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;14.8187427521;11.2097139359;3;23.7316036224;2;11.9125738144;11.0209560394;3;23.944350481;
12;2;15.6792221069;11.3658018112;3;24.5045616627;2;12.1833057404;11.4571752548;3;24.6819975376;
13;2;18.268743515;11.7372808456;3;25.1279890537;2;14.9215736389;11.8107032776;4;25.2750298977;
14;2;20.268743515;12.0336990356;3;25.6242921352;2;16.9215736389;12.0916318893;4;25.746127367;
15;2;21.3100376129;12.2662630081;3;26.0160515308;2;17.94962883;12.3113050461;4;26.1175945997;
16;2;22.3243255615;12.446267128;3;26.1558350325;2;18.9593238831;12.4808797836;4;26.1887089014;
17;2;23.3388690948;12.5;5;26.1887089014;2;19.9691867828;12.5;4;26.2221269608;
18;3;24.3536624908;12.5;4;26.2221269608;2;20.9792118073;12.5;4;26.2560760975;
19;3;25.3687000275;12.5;4;26.2560760975;2;21.8768234253;12.5;4;26.2905418873;
20;3;25.8152351379;12.5;5;26.2905418873;2;21.8871631622;12.5;4;26.3255085945;
21;3;25.8307437897;12.5;5;26.3255085945;2;21.8976516724;12.5;6;26.3609591722;
22;3;25.8464794159;12.5;5;26.3609591722;2;21.9082870483;12.5;6;26.3968753815;
23;3;25.8624305725;12.5;5;26.3968753815;2;21.9190635681;12.5;6;26.4332377911;
24;3;25.8785934448;12.5;5;26.4332377911;2;21.5;12.9299716949;7;26.4700255394;
25;3;25.8949565887;12.5;6;26.4700255394;2;21.5;12.9410076141;7;26.5072168112;
26;4;25.25;13.5;5;26.5072168112;2;21.9521656036;12.5;7;26.5447884798;
27;5;25.25;13.5550518036;3;33.3906775713;2;21.9634361267;12.5;7;26.5827163458;
28;5;24.25;13.5;3;33.9183677435;2;21.5;13.2913579941;7;26.6209751368;
29;5;26.25;13.5;3;34.4455000162;2;21.9862918854;12.5;7;26.6595385075;
30;5;25.9794387817;13.5;3;34.9672653675;2;19.9978618622;13.5;7;26.6983793974;
31;5;25.9967918396;14.5;3;36.4790047407;2;19.009513855;14.5;7;26.7374696732;
32;5;25.8841876984;17.2000007629;3;37.0363888741;2;18.0212402344;15.5;7;26.7767804861;
33;5;26.0216751099;18.4582290649;3;37.5785363913;2;17.033033371;16.5;7;26.8162822723;
34;5;25.1536369324;19.5298213959;3;38.1022757292;2;16.044883728;17.5;8;26.8559447527;
35;5;24.2791099548;20.6036720276;3;38.6051131487;2;15.0567836761;18.5;8;26.8957372904;
36;5;23.3973350525;21.6797981262;4;39.0852634907;2;14.5687217712;19.5;9;26.9356285334;
37;5;22.5077705383;22.7582187653;5;39.5416407585;2;14.5806884766;20.5;10;26.9755871296;
38;6;21.6100902557;23.8389396667;4;39.9738137722;2;14.5926761627;21.5;10;27.015581131;
39;6;22.7041625977;24.8389396667;6;40.3819285631;2;14.6046743393;22.5;11;27.0555787086;
40;6;23.7900371552;26.8389377594;6;40.7666194439;3;14.6166734695;23.5;11;27.0955479145;
41;6;25.792924881;28.8389377594;6;41.1289063692;3;14.6286640167;24.5;11;27.135456562;
42;6;25.9381122589;31.8389377594;8;41.4700931311;4;15.6406364441;22.5;8;42.17527318;
43;6;27.9619979858;33.483997345;8;41.7916772366;4;15.0;24.5;8;42.9649660587;
44;6;28.05717659;34.8480682373;9;42.0952615738;4;17.0;23.6074829102;9;43.6738784313;
45;6;30.0176200867;32.5;9;42.3787379265;4;18.0;23.6272525787;9;44.3011460304;
46;6;31.1059055328;32.5;9;42.5216627121;4;17.0;22.6469287872;9;44.8492622375;
47;6;32.1525115967;32.5;10;42.6671142578;4;19.6998977661;22.6469287872;9;45.323210001;
48;6;32.1500015259;33.5;10;42.8149125576;4;21.7115650177;23.6469287872;9;46.7295906544;
49;6;33.1500015259;35.2101211548;10;42.9648578167;5;24.7231502533;25.6469268799;8;47.1258335114;
50;6;34.1500015259;32.5;11;43.1167302132;5;27.7346439362;28.5;9;49.3293266296;
51;6;33.1500015259;33.5;10;43.2702920437;5;28.8324718475;32.125;7;51.0966204405;
52;6;34.1500015259;33.5;10;43.4252884388;5;30.8118877411;32.6171875;8;52.5196801424;
53;6;33.1500015259;35.2671012878;10;43.581448555;6;31.9960479736;33.9937896729;7;53.7035746574;
54;6;34.1500015259;34.5;11;43.7384874821;6;33.1648406982;34.2754020691;7;54.6510579586;
55;6;33.1500015259;35.6979751587;11;43.8961088657;6;33.1601486206;34.4822807312;8;55.1467555761;
56;7;34.1500015259;34.7828140259;10;44.0540070534;6;34.1263809204;34.5;7;55.4228891134;
57;7;34.1500015259;33.7828140259;12;44.2118692398;6;33.3000030518;35.5;7;55.2790488005;
58;7;34.7274551392;34.3944892883;13;44.3693788052;6;34.1269721985;34.5;7;56.719286561;
59;7;34.1500015259;33.5;14;45.9587507248;6;35.2385940552;35.5;6;56.9671076536;
60;7;33.6780014038;36.0;14;47.3078086376;6;35.3000030518;37.5;6;57.9027658701;
61;7;33.7472190857;34.0;14;48.4519748688;6;37.5509796143;38.5;6;57.9440885782;
62;7;34.125038147;34.6872596741;16;50.4280502796;6;37.1290016174;41.5;7;58.0221424103;
63;7;35.7497024536;35.6872596741;17;51.132412672;7;35.1290016174;43.5;6;58.1342605352;
64;7;37.7887878418;37.6872596741;17;51.5335402489;7;34.1290016174;45.5;6;58.2780163288;
65;7;36.1595039368;39.0;18;51.9369952679;7;35.1290016174;44.5;7;57.853531599;
66;8;34.1775131226;43.0;19;52.340904355;7;36.0090026855;44.2999992371;7;57.9496048689;
67;9;33.1960220337;46.2563171387;18;52.7433773279;7;36.7371444702;44.1199989319;6;58.4114305973;
68;9;32.2150344849;48.2964019775;18;53.1425514221;7;34.7299423218;46.108001709;5;61.1066741943;
69;9;32.2345428467;47.3358879089;19;53.5366346836;7;36.1348991394;46.0054664612;6;63.3376716375;
70;9;30.2545471191;48.3358879089;19;53.923946619;7;35.028842926;48.6140365601;6;65.1793560982;
71;9;30.2750396729;50.3358879089;20;54.3029521704;7;36.6614112854;48.0912094116;6;66.7122497559;
72;10;30.2960109711;49.3358879089;19;54.6722923517;8;34.5060424805;49.4679946899;6;67.7962226868;
73;10;30.3174533844;50.3358879089;15;55.030803442;8;32.5589981079;48.9234008789;6;69.524780035;
74;10;30.3393554688;53.3358879089;15;55.3775317669;8;29.5540409088;51.9234008789;5;70.2357367277;
75;9;30.3617038727;56.3358879089;14;55.7117366791;9;30.5540409088;54.3467521667;4;70.9705557823;
76;9;31.3844871521;59.3358879089;15;56.0328899622;9;30.9101772308;54.1993713379;5;71.7283376455;
77;9;32.4076881409;62.3358879089;15;56.3406639099;10;31.5540409088;56.3316879272;4;72.5079364777;
78;9;33.4312896729;65.3358917236;16;56.6349160671;10;32.5540390015;56.6932525635;5;73.307956934;
79;9;35.4552688599;65.3358917236;16;56.9156748056;10;33.5540390015;58.2805175781;6;74.12675035;
80;9;35.4796104431;67.7221679688;17;57.18311131;10;34.0962524414;58.6792755127;7;74.9624196291;
81;9;36.5042877197;69.7524108887;17;57.4375218153;11;33.5999984741;60.7407646179;6;76.812830925;
82;9;38.5292816162;68.7818069458;17;57.6645183563;11;34.5999984741;62.9831809998;6;77.7156326771;
83;9;38.5545654297;70.8000030518;17;57.8545866013;11;36.2286949158;64.1851348877;6;78.6294624805;
84;9;39.0801086426;72.8000030518;17;58.0342404842;11;35.5999984741;67.3587188721;7;79.5516123772;
85;9;40.1058883667;67.8000030518;17;58.1926498413;11;35.5999984741;69.7515869141;8;80.479244113;
86;9;38.1318740845;69.8000030518;18;58.2542052269;11;35.5999984741;72.0187072754;8;81.409427762;
87;9;39.1580352783;72.8000030518;18;58.3161010742;11;35.5999984741;73.2897796631;10;82.3391828537;
88;9;40.1843414307;67.8000030518;19;58.3782629967;11;36.5048484802;73.0557098389;11;83.2655220032;
89;9;38.2107620239;69.8000030518;18;58.4406147003;11;36.5680389404;74.2262954712;13;84.1854910851;
90;9;39.2372589111;72.8000030518;19;58.5030794144;11;36.6336097717;75.3937606812;13;85.0962101221;
91;9;40.2638092041;67.8000030518;20;58.5655794144;11;35.5999984741;77.5573501587;14;85.9949079752;
92;9;38.2903709412;69.8000030518;18;58.628036499;11;36.5999984741;77.7163772583;15;86.8441815376;
93;9;39.3169136047;72.8000030518;19;58.690372467;11;35.5999984741;79.8702392578;15;87.6528773308;
94;10;39.3434066772;75.8000030518;19;58.7525100708;11;36.5999984741;80.0184173584;16;88.4451918602;
95;11;39.3698158264;78.0;16;58.8143725395;11;35.5999984741;82.1604766846;11;89.2189828157;
96;11;40.39610672;77.0;16;58.8758842945;11;35.5999984741;80.1604766846;12;89.9723293781;
97;11;40.4222488403;76.0;17;58.936971426;11;35.5999984741;83.1604766846;14;90.7035410404;
98;11;39.4482116699;78.0;19;58.9975619316;11;35.5999984741;87.1604766846;14;91.4111658335;
99;11;40.4739608765;77.0;19;59.0575861931;11;35.5999984741;91.1604766846;15;92.0939930677;
100;11;40.4994735718;76.0;20;59.1169772148;11;36.5999984741;92.1604766846;16;92.7510532141;
101;11;39.5247154236;78.0;20;59.1756706238;11;37.4347038269;93.5494232178;17;93.3816132545;
102;11;40.549659729;77.0;21;60.6606323719;11;37.5059700012;95.6711044312;18;93.9851679802;
103;11;39.6282691956;79.1999969482;22;62.1506507397;11;35.5999984741;98.7843704224;19;94.5275332928;
104;11;39.7088127136;81.4015960693;22;63.6201686859;11;36.5999984741;99.8895187378;19;95.0181536674;
105;11;40.7910423279;80.6040039062;22;65.0449693203;11;35.5999984741;102.986862183;23;95.4643497467;
106;11;40.874671936;80.6040039062;22;67.4041390419;11;35.5999984741;106.076774597;23;95.7520599365;
107;11;40.9594039917;84.6040039062;24;69.7415275574;11;36.5999984741;106.099998474;25;96.0048828125;
108;11;44.0449142456;86.6040039062;25;71.0494585037;11;35.5999984741;109.099998474;25;96.2482433319;
109;11;45.1308708191;88.6040039062;25;72.2658089399;12;36.5999984741;109.099998474;26;96.481880188;
110;11;44.2169265747;93.6040039062;26;73.3903912306;12;38.5999984741;107.099998474;26;99.2446227074;
111;11;45.3027305603;95.6040039062;27;74.4267946482;12;38.1856384277;108.666999817;28;101.98291564;
112;11;45.3879394531;97.6040039062;28;75.3812031746;12;36.1856384277;112.219085693;28;104.670876265;
113;11;45.4722175598;99.6040039062;26;76.2612880468;12;36.5999984741;112.749794006;29;107.284998894;
114;11;45.5552368164;101.604003906;26;77.075294137;12;38.5999984741;113.253555298;31;110.805038452;
115;11;44.6366882324;106.604003906;22;77.8013490438;12;38.5999984741;118.538856506;22;114.274594307;
116;11;45.7162857056;108.604003906;23;78.3128038645;12;41.9127502441;121.229370117;20;117.684324741;
117;11;46.7937698364;107.604003906;23;78.8181741238;12;42.9888572693;124.895057678;21;120.088988304;
118;11;44.8689117432;111.885818481;26;79.3167704344;12;45.0614089966;127.533805847;22;122.377212405;
119;11;45.9415092468;112.233886719;23;79.8080127239;12;48.1302146912;125.81678772;22;124.548855901;
120;11;47.0114021301;107.30229187;22;80.2914242744;12;49.1951370239;126.912902832;22;126.067722917;
121;11;45.078453064;109.372779846;20;80.7666232586;12;51.256111145;128.003387451;23;127.49858892;
122;11;46.1425590515;108.445281982;22;81.2333135605;12;51.6006546021;124.122512817;24;127.184527159;
123;11;47.2036590576;104.519699097;23;81.6912736893;12;50.5261993408;124.207138062;24;126.960678697;
124;11;45.2617034912;106.595939636;20;82.1403441429;12;51.456703186;125.288543701;25;126.760947347;
125;11;46.3166923523;106.392051697;22;82.580416441;12;52.0493278503;123.728820801;25;126.550889015;
126;11;46.368637085;106.471542358;22;83.0114216805;12;51.03150177;125.145378113;27;126.428604245;
127;11;46.4175720215;106.552444458;22;83.363312006;12;46.8025245667;131.113540649;27;129.723624229;
128;11;46.463558197;106.634605408;23;83.7010302544;12;48.3206520081;133.155303955;28;132.562184811;
129;11;48.463558197;106.717842102;24;84.0350234509;12;46.6091194153;136.798400879;28;134.844763756;
130;11;50.463558197;106.801979065;25;84.3649947643;12;48.9128913879;140.282546997;30;136.606300116;
131;11;53.4635543823;104.801979065;18;84.644258976;12;52.7906265259;135.627227783;20;138.128549099;
132;12;54.4635543823;105.801979065;19;84.8885519505;12;54.1717147827;134.962768555;19;139.586428642;
133;12;55.5999984741;106.801979065;19;85.1334149837;12;50.2832336426;139.28755188;19;140.7995193;
134;12;57.5999984741;104.801979065;19;85.3782510757;12;51.8993644714;137.600219727;21;141.862224102;
135;12;57.5999984741;105.801979065;20;85.6224610806;12;54.0194206238;135.679718018;22;142.895466566;
136;12;58.5999984741;106.801979065;21;85.865449667;12;51.5999984741;137.760620117;23;143.820388794;
137;12;60.5999984741;104.801979065;21;86.106631279;12;56.5999984741;139.351211548;24;144.730275869;
138;12;60.5999984741;105.801979065;21;87.3454360962;12;61.5999984741;141.940124512;24;145.62155652;
139;12;62.5999984741;107.801979065;23;87.6613146067;12;65.8764724731;144.099456787;25;146.490856171;
140;12;65.5999984741;106.801979065;23;87.9792791605;12;71.96434021;141.099456787;27;147.335062742;
141;12;66.5999984741;108.801979065;23;88.2990782261;13;77.0527420044;140.099456787;26;148.151384115;
142;12;67.7625808716;110.801979065;17;88.6204804182;13;82.141456604;140.099456787;19;148.937411308;
143;14;67.8526000977;112.801979065;16;88.9432752132;13;86.141456604;138.099456787;19;149.691161871;
144;14;67.5999984741;111.801979065;16;89.2672704458;13;90.141456604;139.099456787;21;150.297891378;
145;14;66.5999984741;114.801979065;16;89.5922878981;13;94.141456604;140.099456787;23;150.875580788;
146;14;66.5999984741;117.801979065;18;89.9181596041;13;95.4951324463;140.099456787;23;151.430025101;
147;14;67.5999984741;117.801979065;21;90.2447224855;13;96.5821762085;141.099456787;24;152.95991087;
148;15;66.5999984741;120.801979065;20;90.5718123913;13;98.9711380005;144.099456787;25;153.524404526;
149;15;66.5999984741;123.801979065;15;91.8992571831;13;100.188789368;144.099456787;19;154.066074371;
150;15;66.5999984741;130.801971436;13;92.2868709564;13;95.1887893677;150.099456787;21;154.584976554;
151;15;67.5999984741;134.801971436;14;92.677410841;13;95.1887893677;156.099456787;20;155.081483364;
152;15;68.5999984741;136.801971436;15;93.0707112551;13;96.1887893677;160.700012207;22;155.556221604;
153;15;67.5999984741;141.801971436;16;93.4665646553;14;97.1887893677;164.700012207;22;156.010011077;
154;16;68.5999984741;143.801971436;17;93.8647159338;15;94.1887893677;171.700012207;18;156.443809032;
155;16;67.5999984741;148.801971436;18;94.2648583651;15;93.1887893677;177.700012207;20;156.858663201;
156;16;69.5999984741;148.801971436;19;94.6666281223;15;93.1205291748;183.700012207;22;157.148938417;
157;16;68.5999984741;151.801971436;20;95.0696028471;15;94.1205291748;187.700012207;23;157.421052337;
158;16;67.5999984741;157.801971436;20;95.4248936176;15;94.1205291748;191.700012207;26;157.689759612;
159;15;69.5999984741;157.801971436;23;95.7228163481;16;94.1205291748;195.700012207;25;158.954927921;
160;15;69.5999984741;157.801971436;22;97.0141566992;16;95.1999969482;196.818389893;23;160.27644372;
161;15;68.5999984741;164.801971436;20;97.3903018236;16;96.1999969482;202.330596924;23;160.697173476;
162;15;71.5999984741;165.801971436;22;97.7759236097;16;98.1999969482;208.461517334;30;161.126001716;
163;15;72.5999984741;166.801971436;22;98.1703619957;17;100.167114258;214.596160889;30;161.563480139;
164;15;71.856842041;170.801971436;25;98.5729173422;17;104.261810303;211.734359741;30;162.010146618;
165;16;72.9541625977;171.801971436;25;98.9828598499;17;102.364517212;217.875946045;29;162.466509461;
166;16;62.3661613464;166.801971436;25;91.3994363546;18;108.794578552;220.0206604;31;170.884622693;
167;16;61.1999969482;168.801971436;26;91.8218787909;18;110.94455719;220.168289185;32;171.255736947;
168;16;62.1999969482;167.801971436;25;92.2494105101;18;110.199996948;225.31854248;34;171.631541252;
169;16;60.1999969482;169.801971436;26;92.681250453;18;112.199996948;229.471115112;34;173.024267793;
170;16;57.1999969482;173.801971436;26;93.1166188717;18;115.199996948;230.625701904;35;173.493811011;
171;16;58.5999984741;173.801971436;27;94.5547370911;18;114.599998474;237.781951904;35;173.982875824;
172;16;62.5999984741;174.801971436;29;96.0548298359;19;115.599998474;239.285507202;34;174.491098762;
173;16;66.5999984741;176.801971436;29;96.619089365;19;116.788955688;238.412536621;35;175.017919779;
174;16;69.5999984741;177.819351196;32;97.1897779703;19;116.858047485;242.543457031;36;175.562568069;
175;16;71.5999984741;178.157730103;34;97.7662535906;19;117.599998474;244.678100586;35;176.124051213;
176;16;69.5999984741;183.503479004;34;98.347854495;19;116.0;244.643737793;38;177.991795897;
177;16;73.5999984741;179.855819702;35;98.933893919;19;115.0;246.048919678;38;179.833483815;
178;16;74.5999984741;180.213973999;36;99.5236557722;19;114.625709534;253.293518066;39;182.641920209;
179;16;75.5999984741;183.57699585;38;100.116391063;19;113.0;257.549804688;39;184.501536846;
180;16;76.5999984741;182.94392395;38;100.711316466;19;114.0;259.817382812;43;187.248058081;
181;16;75.5999984741;185.313659668;39;102.158970833;19;114.222000122;259.21673584;45;189.980538487;
182;16;75.5999984741;188.697387695;45;103.628520608;19;111.432365417;264.641967773;45;192.690237284;
183;17;75.5999984741;192.100585938;44;105.115719795;19;110.92376709;268.092102051;47;195.36886704;
184;17;74.5999984741;194.241271973;45;106.615931511;20;108.26373291;273.565490723;49;198.008565545;
185;17;73.5999984741;195.685775757;46;108.060776711;20;107.437667847;279.770446777;50;200.601893663;
186;17;74.5999984741;194.580703735;47;109.496251822;20;109.599517822;277.283447266;51;203.057301998;
187;17;73.5999984741;196.50894165;49;110.934444189;20;105.30267334;278.811523438;52;205.390256882;
188;17;73.7999954224;198.466567993;49;112.369471073;20;103.841201782;285.350921631;53;207.68009901;
189;17;73.7999954224;197.449157715;51;114.795441151;20;105.968688965;284.897460938;55;209.918483257;
190;17;74.7999954224;193.98928833;52;116.306566596;20;105.085647583;292.446716309;55;213.098062277;
