Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;8.0;13.3000001907;4;21.0;1;9.0;10.0;5;20.0;
3;2;10.0;12.0;4;21.0299999714;1;9.0;10.0;4;20.0;
4;2;12.0;11.0;3;21.0605909824;1;9.0;10.0;4;20.0;
5;2;13.3181772232;10.0;2;21.091766119;1;10.0;10.0;4;20.0;
6;2;14.4912948608;10.0;2;21.1235172749;1;11.0;10.0;4;20.0;
7;2;15.5055828094;10.0;2;21.5670698881;1;11.0;10.0;4;20.3999996185;
8;2;16.5251808167;10.1999998093;2;21.9382035732;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;17.5453109741;10.3632001877;2;23.0892542601;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;18.390165329;10.9097137451;2;24.0614954233;2;11.597111702;10.4951858521;2;23.0819120407;
11;2;18.8276729584;11.3658018112;2;24.866560936;2;11.9245738983;11.0209560394;2;23.99553442;
12;2;20.8276729584;11.7372808456;2;25.523540616;2;13.9245738983;11.4571752548;2;24.7449600697;
13;2;22.8276729584;12.0336990356;2;26.0548336506;2;15.9245738983;11.8107032776;3;25.3503712416;
14;2;23.9142608643;12.2662630081;2;26.4830061197;2;16.9627056122;12.0916318893;2;25.8344515562;
15;2;24.944934845;12.446267128;2;26.6606041193;2;17.9761257172;12.3113050461;2;26.2195074558;
16;2;25.9764938354;12.5;2;26.7326643467;2;18.6125736237;12.4808797836;2;26.3048160076;
17;2;27.0089206696;12.5;2;26.8066029549;2;19.6125736237;12.5;2;26.3530313969;
18;2;28.0421924591;12.5;3;26.8823609352;2;20.6125736237;12.5;2;26.4023760557;
19;2;29.0762844086;12.5;3;26.9598697424;2;21.5;12.5;3;26.4528282881;
20;2;29.1319408417;12.5;3;27.0390510559;2;21.5;12.5;4;26.5043625832;
21;2;29.1675720215;12.5;4;27.1198167801;2;21.5;12.5;4;26.5569496155;
22;2;28.25;13.5;4;27.202069521;2;21.5;12.5;4;26.6105561256;
23;2;29.2409324646;12.5;5;27.2857027054;2;21.5;12.5;4;26.6651450396;
24;2;29.2785663605;12.5;6;27.370600462;2;21.5;12.5;4;26.72067523;
25;2;27.3167705536;13.5;6;27.4566390514;3;21.5;12.5;3;26.7771017551;
26;2;26.3554878235;14.5;6;27.5436866283;3;21.5;12.5;4;26.8343759775;
