Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;4;20.0;
5;2;10.0;10.3000001907;5;21.0;1;10.0;10.0;4;20.0;
6;2;11.4499998093;10.0;5;21.0900000334;1;11.0;10.0;4;20.0;
7;2;12.4905004501;10.0;5;21.1871190071;1;11.0;10.0;3;20.3999996185;
8;2;13.5342035294;10.0;5;21.7036092281;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;14.5866241455;10.1999998093;4;22.1564130783;1;11.2179203033;10.3632001877;3;20.9903717041;
10;2;14.9703855515;10.3632001877;4;23.4291926622;1;11.2971115112;10.4951858521;3;22.0419120789;
11;2;15.5431365967;10.9097137451;4;24.540822506;2;11.9125738144;11.0209560394;1;23.9143505096;
12;2;16.0433712006;11.3658018112;3;25.5043385029;2;12.1743059158;11.4571752548;1;24.6714065075;
13;2;18.6328907013;11.7372808456;3;26.3401436806;2;14.9125738144;11.8107032776;1;25.2852387428;
14;2;20.6328907013;12.0336990356;3;27.0718023777;2;16.9125728607;12.0916318893;1;25.7785600424;
15;2;21.9614181519;12.2662630081;3;27.7228300571;2;17.9593582153;12.3113050461;1;26.1737042665;
16;2;23.092376709;12.446267128;3;28.1464314461;2;18.6125736237;12.4808797836;2;26.269973278;
17;2;24.2346363068;12.5;3;28.4879314899;3;19.6125736237;12.5;2;26.3300433159;
18;2;25.3883113861;12.5;4;28.8545851707;3;20.6125736237;12.5;3;26.3921557665;
19;2;26.5533065796;12.5;4;29.2456488609;3;21.5;12.5;3;26.4563041925;
20;2;27.1605415344;12.5;6;29.659784317;3;21.5;12.5;3;26.5224741697;
21;3;27.3469028473;12.5;5;30.0950183868;3;21.5;12.5;3;26.5906432867;
22;3;27.5427589417;12.5;5;30.5487289429;3;21.5;12.5;3;26.6607804298;
23;3;27.7469291687;12.5;5;31.0176672935;3;21.5;12.5;3;26.7328453064;
24;3;27.957950592;12.5;6;31.4980173111;3;21.5;12.5;4;26.8067884445;
25;3;25.957950592;13.5;6;31.9854974747;3;21.5;12.5;5;26.8825509548;
26;3;25.25;14.5;6;32.4754953384;3;21.5;12.5;5;26.9600640535;
27;3;25.25;15.5;6;32.9632344246;3;21.5;12.5;4;27.0392494202;
28;3;24.25;14.5;6;33.4439563751;3;21.5;12.5;4;27.120018959;
29;3;24.25;14.5;6;33.9131059647;3;21.5;12.5;4;27.2022752762;
30;3;24.25;15.5;6;35.3665065765;4;19.5;13.5;2;27.2859115601;
31;3;25.25;17.2000007629;6;35.8905028105;4;18.5;14.5;2;27.3708124161;
32;3;25.6602249146;18.2630004883;6;36.3991932869;4;17.5;16.5;2;27.4568536282;
33;3;24.8454322815;19.3309841156;6;36.8906382322;4;16.5;17.7284259796;2;27.5439035892;
34;3;24.6007862091;19.5;6;37.3636054993;4;15.5;18.7719516754;3;27.6318233013;
35;3;23.1817207336;21.48295784;6;37.8175425529;4;14.5;19.8159122467;3;27.7204678059;
36;3;23.0178947449;21.5;6;38.2525161505;4;14.0;20.8602333069;3;27.8096864223;
37;3;21.4692554474;23.5;6;38.6691223383;4;14.0;21.9048423767;3;27.8993241787;
38;3;20.4692554474;23.5;6;39.0683822632;4;14.0;22.9496612549;3;27.989222765;
39;3;23.3419513702;24.5;7;39.4516327381;4;14.0;23.9946117401;4;28.079221487;
40;3;24.4692554474;25.5;7;39.8204147816;4;14.0;25.0396099091;4;29.1691586971;
41;3;24.4692554474;26.5;7;40.176371336;4;15.0;26.0845794678;5;29.2988724709;
42;3;23.4692554474;28.5;8;40.5211601257;4;17.0;24.1294364929;6;29.4293863773;
43;4;27.4692554474;28.5;7;41.8139474392;4;16.5405921936;25.1741008759;8;29.5605435371;
44;4;29.4692554474;30.5;7;42.1461592913;4;16.5617771149;26.2184944153;8;29.6921879053;
45;5;32.9777526855;30.5;7;42.5022341013;4;17.5835533142;24.2625408173;10;29.8241647482;
46;5;33.0999984741;32.5;7;42.8830850124;4;16.6059207916;25.3061618805;10;29.9563217163;
47;5;34.7469749451;34.5;8;43.2895269394;4;17.6288738251;25.3061618805;10;30.088509798;
48;5;36.828250885;32.5;9;43.7222465277;4;18.6524085999;26.3061618805;12;30.2205834389;
49;6;35.0999984741;34.5;8;44.1817667484;4;19.6765155792;27.3061618805;12;30.3524016142;
50;6;36.0181121826;34.5;8;44.6684060097;4;20.7011871338;28.3061618805;12;30.4838284254;
51;6;35.0999984741;36.5;8;46.1822316647;4;21.7264137268;29.3061618805;13;30.6147332191;
52;6;38.0999984741;34.5;9;46.753007412;4;22.7521820068;29.555185318;13;30.7449908257;
53;6;39.0999984741;35.5;9;47.3507306576;4;23.7784748077;29.5940208435;15;30.8744831085;
54;6;39.4079742432;37.5;9;47.974383831;4;24.8052787781;29.6319637299;15;31.0030966997;
55;6;38.4079742432;37.5;10;48.622477293;4;25.832572937;29.6689758301;15;31.1307256222;
56;7;37.0999984741;40.5;9;50.2929996252;4;26.8603382111;29.7050247192;16;31.2572696209;
57;7;38.0999984741;39.5;9;51.0533823967;4;27.8885498047;29.7400836945;17;31.3826347589;
58;7;40.0999984741;41.0943527222;11;53.4364317656;5;28.9171886444;29.7741298676;16;31.5067332983;
59;7;37.0999984741;45.6288948059;12;55.5973320007;5;29.4462223053;29.807144165;16;31.6294826269;
60;7;39.9010009766;45.0550079346;12;57.566806078;5;29.4756278992;29.8391151428;17;31.7508068085;
61;7;38.1685333252;46.3899726868;12;59.3765202761;5;29.5053710938;29.8700313568;17;31.8706350327;
62;7;39.1685333252;45.4292869568;12;60.9067519903;5;29.5354251862;29.899892807;17;31.9889008999;
63;7;40.1685333252;45.7829551697;13;63.2361106873;5;29.5657539368;29.9286956787;17;32.1055440903;
64;7;41.1685333252;48.8255004883;14;64.5694339275;5;29.5963249207;29.9564476013;17;32.2205076218;
65;8;42.6738128662;51.8696594238;13;65.7607215643;5;29.6271018982;29.9831504822;18;33.3161010742;
66;8;40.6943092346;52.0;13;66.8916656971;6;30.6580505371;31.0;17;33.4182629585;
67;8;39.6943092346;54.962726593;15;68.000068903;6;32.6891326904;30.0;17;33.5217986107;
68;8;38.0685348511;56.0115814209;16;69.0792382956;6;33.7203063965;30.5;17;33.6266329288;
69;8;40.0685348511;55.0619277954;17;70.1237593889;6;34.2515411377;31.5;18;33.7326868773;
70;8;42.0685348511;55.1137084961;17;71.1296179295;6;34.2827911377;32.5;18;33.8398779631;
71;8;44.0685348511;57.1668586731;17;72.0942094326;6;34.3140182495;33.1059188843;18;35.0249180794;
72;8;46.0685348511;59.2213096619;18;73.0162436962;6;34.8714675903;33.6409912109;19;35.9949914217;
73;8;45.0685348511;62.2769699097;18;73.8955733776;6;35.3198509216;34.0676422119;19;36.7844103575;
74;8;46.3499984741;63.3337440491;19;74.7329801321;6;35.6763114929;34.4031562805;19;37.4288790226;
75;8;47.3499984741;65.3915252686;19;75.5299270153;6;35.9586830139;34.6655006409;18;38.8132365942;
76;8;45.3499984741;68.4502105713;19;76.2214875221;6;37.1093826294;35.7972373962;19;39.0811353922;
77;8;46.3499984741;69.5096588135;19;76.8495869637;7;34.1702346802;38.8403320312;18;39.3557450771;
78;9;47.3499984741;71.5697555542;18;85.4522269964;7;32.7313575745;41.8850326538;20;39.6368014812;
79;9;48.8499984741;75.630355835;20;86.242333293;7;31.7926006317;44.4313201904;21;39.924010396;
80;10;48.8499984741;78.4637145996;19;86.619931221;7;30.8538150787;46.4791641235;21;40.2170485258;
81;10;47.8499984741;81.4138259888;20;86.998003006;7;29.9148483276;48.4791641235;21;40.5155643225;
82;10;47.8499984741;84.2728271484;20;87.3735171556;8;28.9755554199;50.4791641235;20;40.8191790581;
83;10;47.8499984741;86.4093017578;20;87.7438203096;8;28.0357875824;52.4791641235;20;42.1274882555;
84;10;47.8499984741;88.549079895;19;88.1066202521;8;28.0954055786;55.4791641235;20;42.5000622272;
85;10;47.8499984741;90.6907348633;18;88.4599730968;8;28.1542682648;56.4791641235;19;42.8794130087;
86;10;47.8499984741;95.0432739258;19;89.8022655845;8;29.2122497559;55.9791641235;17;43.2651355267;
87;10;48.8499984741;98.2233352661;15;90.1921961904;8;27.2692260742;58.9791641235;16;43.6567971706;
88;10;49.8499984741;101.401596069;16;90.5717172623;8;26.3250846863;61.9791641235;17;44.0539377928;
89;11;50.3553314209;104.576828003;16;90.940151155;9;25.3797187805;63.9791641235;19;44.4560712576;
90;12;49.8499984741;107.747955322;16;91.2535182536;9;24.4330387115;65.9791641235;19;44.8626863956;
91;12;49.8499984741;110.914085388;16;91.5025991201;9;24.4849586487;67.9791641235;19;45.2732466459;
92;12;50.8499984741;115.108436584;17;92.5256006718;9;24.5354042053;69.9791641235;21;45.6871926785;
93;13;51.8499984741;119.82371521;17;93.566749543;10;24.584318161;71.9791641235;20;46.103943944;
94;14;51.8499984741;124.53918457;17;94.6182389855;10;24.6316452026;73.9791641235;20;46.5228997469;
95;14;51.8499984741;129.246932983;18;95.6724994779;10;24.6773490906;75.9791641235;21;46.9434409142;
96;14;52.8499984741;130.939361572;20;97.722561419;10;24.7214012146;77.8956680298;22;47.3649330139;
97;14;53.8499984741;132.68862915;20;99.8023593426;10;24.7637786865;78.9564971924;22;47.7867286205;
98;14;54.8499984741;138.357162476;20;100.928109467;10;24.804473877;80.0168914795;23;48.2081692219;
99;14;57.8499984741;140.993988037;22;102.038996458;10;24.8434848785;81.076713562;24;48.628590107;
100;14;58.8499984741;143.595581055;27;104.132457316;10;24.880821228;82.1358337402;24;50.0473217964;
