Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;9.0;10.0;5;20.0;
4;2;9.0;11.3000001907;4;21.0;1;9.0;10.0;4;20.0;
5;2;10.3000001907;10.0;4;21.0599999428;1;10.0;10.0;4;20.0;
6;2;11.4770002365;10.0;4;21.1229639053;1;11.0;10.0;4;20.0;
7;2;12.5053339005;10.0;4;21.1889609098;1;11.0;10.0;4;20.3999996185;
8;2;13.5350322723;10.0;3;21.6699410677;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;14.5714740753;10.1999998093;3;22.0818096399;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;14.9368133545;10.3632001877;3;23.2920063734;2;11.597111702;10.4951858521;3;23.0719120502;
11;2;15.4814033508;10.9097137451;3;24.3297555447;2;11.9215736389;11.0209560394;3;23.9749414921;
12;2;15.9483909607;11.3658018112;2;25.2069878578;2;13.9215736389;11.4571752548;3;24.7131726742;
13;2;18.5379104614;11.7372808456;2;25.9430538416;2;15.9215736389;11.8107032776;4;25.3067810535;
14;2;20.5379104614;12.0336990356;2;26.5605664253;2;16.94962883;12.0916318893;4;25.7784451246;
15;2;21.7313613892;12.2662630081;2;27.0822491646;2;17.9593238831;12.3113050461;4;26.1504684687;
16;2;22.8041152954;12.446267128;2;27.3607378006;2;18.9691867828;12.4808797836;4;26.2221269608;
17;2;23.8810749054;12.5;2;27.5410807133;2;19.9792118073;12.5;4;26.2560760975;
18;2;24.962228775;12.5;3;27.7306177616;2;20.989397049;12.5;4;26.2905418873;
19;2;26.0475196838;12.5;3;27.9291167259;2;21.8871631622;12.5;5;26.3255085945;
20;2;26.5681018829;12.5;3;28.136231184;2;21.8976516724;12.5;5;26.3609591722;
21;2;26.6613044739;12.5;3;28.3514947891;2;21.9082870483;12.5;4;26.3968753815;
22;3;26.7581729889;12.5;3;28.5743191242;2;21.9190635681;12.5;4;26.4332377911;
23;3;26.8584442139;12.5;4;28.8039934635;2;21.5;12.9299716949;4;26.4700255394;
24;3;26.9617977142;12.5;4;29.039689064;2;21.5;12.9410076141;3;26.5072168112;
25;3;25.0678596497;13.5;4;29.2804670334;2;21.9521656036;12.5;5;26.5447884798;
26;3;24.1762104034;14.5;4;29.5252895355;2;21.9634361267;12.5;5;26.5827163458;
27;3;23.2863807678;15.5;4;29.7730360031;3;21.5;13.2913579941;4;26.6209751368;
28;3;22.3978652954;16.5;4;30.022521019;3;21.9862918854;12.5;5;26.6595385075;
29;3;21.5101356506;17.5;4;30.2725157738;3;21.9978618622;12.5;5;26.6983793974;
30;3;20.5101356506;16.5;4;30.5217733383;3;20.009513855;13.5;5;26.7374696732;
31;3;19.5101356506;16.5;4;30.769051075;3;19.0212402344;14.5;5;26.7767804861;
32;3;19.5101356506;17.5;5;31.0131368637;3;18.033033371;15.5;5;26.8162822723;
33;3;18.9559116364;18.5;5;31.252872467;3;17.044883728;16.5;5;26.8559447527;
34;3;18.0637931824;19.5;5;31.4871754646;3;16.0567836761;17.5;5;26.8957372904;
35;3;17.1692276001;20.5;5;31.7150583267;3;15.0687217712;18.5;6;27.9356285334;
36;3;17.0217761993;21.5;5;31.9356441498;3;15.5806884766;19.5;6;27.9955871105;
37;3;17.1210403442;22.5;5;33.1481771469;3;16.5926761627;20.5;6;28.0557770729;
38;3;18.2166786194;23.5;5;33.4820302725;3;16.604675293;21.5;7;28.116160512;
39;3;18.2166786194;22.5;5;33.8221410513;3;16.6166725159;22.5;7;28.1766988039;
40;3;20.2166786194;23.5;5;34.1695766449;3;16.6286640167;23.5;8;28.2373530865;
41;3;22.2166786194;24.5;5;34.5255572796;3;16.6406364441;24.5;8;28.2980848551;
42;3;23.5582504272;25.5;7;34.8914142847;3;17.6525821686;22.5;8;28.3588550091;
43;3;24.6327171326;26.5;7;35.2685420513;3;16.6644897461;23.5;8;28.4196248055;
44;3;23.6327171326;28.5;7;35.6583328247;3;16.0;24.5;8;28.4803555012;
45;4;26.6327171326;28.5;7;37.0621082783;3;17.0;24.5;8;28.5410090685;
