Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;4;21.0;
3;1;8.0;10.0;6;20.0;1;8.0;10.6999998093;4;21.0;
4;1;8.0;10.0;6;20.0;2;8.14999961853;10.6999998093;3;22.0;
5;1;8.0;10.0;5;20.0;2;8.29999923706;10.5;3;22.0900000334;
6;1;9.0;10.0;5;20.0;2;9.39524936676;10.5;3;22.1871190071;
7;1;9.5;10.0;5;20.0;2;9.99210166931;10.5;3;22.2917383909;
8;1;9.5;10.0;5;20.3999996185;2;10.0156412125;10.5;3;22.8371437788;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;10.1383571625;10.7100000381;3;23.3113827705;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;10.2450618744;10.8792181015;3;23.6996542215;
11;2;9.72283363342;10.6951856613;4;23.0419120789;2;10.3324222565;11.0;3;25.4997080564;
12;2;10.184431076;11.0209560394;3;24.0443505049;2;10.7374343872;11.7700004578;3;27.0797379017;
13;2;10.4099788666;11.4571752548;3;24.8968375921;2;12.4572515488;12.4126424789;3;28.4485538006;
14;2;10.6017885208;11.8107032776;3;25.6209878922;2;14.4572515488;12.9308347702;3;29.6330289841;
15;2;12.6017885208;12.0916318893;3;26.2409451008;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;14.6017885208;12.3113050461;3;26.7804714441;3;17.7094402313;13.6469516754;3;31.5947263241;
17;2;15.0256061554;12.4808797836;3;27.0402543545;3;18.8129119873;13.879781723;3;32.3400559425;
18;2;16.7738742828;12.5;3;27.2842636108;3;19.9265136719;14.0;3;32.8895044327;
19;2;17.8287754059;12.5;4;27.5518820286;3;21.0501403809;14.0;3;33.4816474915;
20;2;18.8889884949;12.5;4;27.8440244198;3;21.5333709717;14.0;3;34.1130428314;
21;2;19.9547214508;12.5;4;28.1613030434;3;21.6754341125;14.0;3;34.7785673141;
22;2;20.3362922668;12.5;4;28.5039470196;3;21.825176239;14.0;3;35.4714341164;
23;2;20.4133872986;12.5;4;28.871723175;3;21.9810714722;14.0;3;36.1833543777;
24;2;20.496137619;12.5;5;29.263862133;3;22.141254425;14.0;3;36.9048519135;
25;3;20.5843696594;12.5;5;29.6789975166;3;22.3035907745;14.0;3;37.6257123947;
26;3;20.6777744293;12.5;6;30.1151270866;3;22.4657840729;14.0;4;38.3355398178;
27;4;20.7759037018;12.5;4;30.5695996284;3;22.6254959106;14.0;4;39.0243473053;
28;4;20.8781604767;12.5;4;31.0391392708;3;22.7804775238;14.0;4;39.6831235886;
29;4;20.9838066101;12.5;4;31.5199065208;3;22.9287014008;14.0;4;40.3043012619;
30;4;21.0919799805;12.5;4;32.007601738;3;21.0684661865;15.0;4;40.8820743561;
31;4;21.2017097473;12.5;4;32.4976010323;3;20.1984672546;16.0;4;41.4125490189;
32;4;19.625;13.5;4;32.9851250648;3;19.3178215027;17.0;4;41.8937177658;
33;4;20.625;12.5;5;33.465420723;3;18.4260864258;18.0;4;42.3252954483;
34;4;19.625;13.5;5;33.9339466095;3;17.523191452;19.0;4;42.7084550858;
35;4;20.625;12.5;5;34.3865451813;3;17.3094024658;20.0;4;43.0455055237;
36;4;21.625;12.5;5;34.8195896149;3;17.3852386475;21.0;4;43.3395690918;
37;4;21.8344078064;12.5;5;35.2300891876;3;17.4514026642;22.0;4;43.5942716599;
38;4;21.9267692566;12.5;5;35.6157541275;3;17.5087108612;23.0;5;43.8134851456;
39;4;19.9267692566;13.5;5;35.9750175476;3;17.5580348969;24.0;6;44.0;
40;4;19.625;14.5;5;37.307009697;3;17.6000003815;25.0;6;44.0;
41;4;20.625;16.0;5;37.7415064573;3;17.6000003815;26.0;7;44.0;
42;4;21.625;16.5;5;38.1642774343;3;17.6000003815;27.0;7;44.0;
43;5;20.9119720459;15.5;4;38.5775623322;3;18.6000003815;25.0;8;44.0;
44;5;20.9484882355;15.5;4;38.9839937687;3;17.6000003815;26.0;9;44.0;
45;5;22.625;14.3091678619;4;39.386467576;3;17.6000003815;27.0;9;44.0;
46;5;24.0342102051;17.3091678619;4;39.7880113125;3;18.6000003815;25.0;10;44.0;
47;5;24.9523029327;20.3091678619;5;40.1916532516;3;19.6000003815;25.0;11;44.0;
48;5;25.0431213379;23.3091678619;5;40.5518820286;4;21.6000003815;26.0;10;45.0;
49;5;25.124174118;26.3091678619;5;40.8440244198;4;23.6000003815;27.0;11;45.1599999666;
50;5;25.1899051666;27.5;5;41.1613030434;4;24.6000003815;28.0;11;45.3437439203;
51;5;25.2612934113;27.5;5;41.5039470196;4;25.6000003815;29.0;11;45.5541238785;
52;5;25.338388443;27.5;4;41.871723175;4;25.8999996185;29.0;12;45.7941719294;
53;5;25.4211387634;27.5;5;43.263862133;4;25.8999996185;29.8970870972;14;46.0669906139;
54;5;26.5093688965;28.5;5;43.7289974689;4;25.8999996185;29.0;14;46.375654459;
55;5;27.6027755737;29.5;5;44.2171020508;4;25.8999996185;29.0;14;46.7230784893;
56;5;27.9488487244;30.5;6;44.7255495787;4;25.8999996185;29.0;16;47.1118502617;
57;5;28.0632476807;31.5;7;45.2510839701;4;25.8999996185;29.0;16;47.544028759;
58;5;28.1814937592;32.5;8;45.7898797989;4;25.8999996185;29.0;17;48.0209121704;
59;6;28.3027229309;32.5;7;46.3376450539;5;25.8999996185;29.0;17;48.5427899361;
60;6;28.1267108917;33.1650238037;7;46.8897567987;5;25.8999996185;29.0;18;49.1086950302;
61;6;28.550195694;32.5;7;47.4414292574;5;25.8999996185;29.0;18;49.7161855698;
62;6;28.3466529846;33.2281532288;9;47.9878948927;5;25.8999996185;29.0;20;50.3611893654;
63;6;28.4547195435;33.2612380981;9;48.5245898962;5;25.8999996185;29.0;20;51.0379443169;
64;6;28.5601387024;33.2953224182;9;49.0473256111;6;25.8999996185;29.0;13;63.2390680313;
65;6;27.0356483459;33.5;9;50.5524349213;6;26.8999996185;30.0;12;64.4157781601;
66;6;28.7594070435;34.3664245605;12;51.076877594;6;27.8999996185;31.0;12;66.5616426468;
67;6;31.2582969666;34.5;12;51.5794889927;6;29.8999996185;33.0;13;67.7054843903;
68;6;30.9385452271;36.4412765503;12;52.0586351156;6;29.8999996185;35.0;13;69.3091378212;
