Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;4;20.0;1;9.14999961853;10.5;4;21.0;
7;1;9.5;10.0;4;20.0;1;9.72500038147;10.5;4;21.0;
8;1;9.5;10.0;4;20.3999996185;1;9.72500038147;10.5;4;21.4200000763;
9;1;9.59000015259;10.1999998093;4;20.7264003754;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;9.66343975067;10.3632001877;4;20.9903717041;1;9.8956489563;10.8792181015;4;22.0;
11;1;9.72283363342;10.4951858521;4;22.0419120789;1;9.94999980927;11.0;4;23.5400009155;
12;1;9.95943069458;11.0209560394;5;22.9143505096;1;10.296500206;11.7700004578;5;24.8252849579;
13;1;11.7228336334;11.4571752548;5;23.6214065552;1;11.9499998093;12.4126424789;5;25.8616695404;
14;1;12.7228336334;11.8107032776;5;24.1832637787;1;12.9499998093;12.9308347702;5;26.6732940674;
15;1;13.7228336334;12.0916318893;5;24.6226100922;1;13.9499998093;13.3366470337;5;27.2939033508;
16;1;14.7228336334;12.3113050461;5;24.9617595673;1;14.9499998093;13.6469516754;5;27.759563446;
17;1;15.7228336334;12.4808797836;5;25.0;1;15.9499998093;13.879781723;5;28.0;
18;1;16.7228336334;12.5;5;25.0;1;16.9500007629;14.0;5;28.0;
19;1;17.625;12.5;6;25.0;1;17.9500007629;14.0;5;28.0;
20;1;17.625;12.5;6;25.0;1;18.2999992371;14.0;5;28.0;
21;1;17.625;12.5;6;25.0;1;18.2999992371;14.0;5;28.0;
22;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;5;28.0;
23;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;6;28.0;
24;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;6;28.0;
25;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;6;28.0;
26;1;17.625;12.5;8;25.0;1;18.2999992371;14.0;6;28.0;
27;1;17.625;12.5;8;25.0;1;18.2999992371;14.0;6;28.0;
28;1;17.625;12.5;8;25.0;1;18.2999992371;14.0;6;28.0;
29;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
30;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
31;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
32;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
33;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
34;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
35;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
36;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
37;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;7;28.0;
38;1;17.625;12.5;7;25.0;1;18.2999992371;14.0;8;28.0;
39;1;17.625;12.5;8;25.0;1;18.2999992371;14.0;8;28.0;
40;1;17.625;12.5;8;25.0;1;18.2999992371;14.0;8;28.0;
41;1;17.625;12.5;8;25.0;1;18.2999992371;14.0;8;28.0;
42;1;17.625;12.5;9;25.0;1;18.2999992371;14.0;9;28.0;
43;1;17.625;12.5;10;25.0;1;18.2999992371;14.0;9;28.0;
44;2;18.625;13.0;9;26.0;1;18.2999992371;14.0;9;28.0;
45;2;19.625;13.0;9;26.1299999952;1;16.2999992371;15.0;9;28.0;
46;2;19.8792495728;12.5;9;26.2754310369;1;15.2999992371;16.0;9;28.0;
47;2;17.9119720459;13.5;9;26.4377241135;1;14.2999992371;17.0;9;28.0;
48;2;16.9484882355;14.5;9;26.6183350086;1;13.2999992371;18.0;10;28.0;
49;2;15.9891252518;15.5;9;26.8187118769;1;12.2999992371;19.0;11;28.0;
50;2;15.0342102051;16.5;9;27.0402543545;1;12.0;20.0;10;28.0;
51;2;16.0840568542;18.5;9;27.2842636108;1;12.0;21.0;11;28.0;
52;2;17.1389598846;19.5;7;27.5518820286;1;12.0;22.0;12;28.0;
53;2;18.1991729736;20.5;7;27.8440244198;1;12.0;23.0;12;28.0;
54;2;18.625;21.5;7;28.1613030434;1;12.0;24.0;12;28.0;
55;2;20.3362922668;22.5;7;28.5039470196;1;12.0;25.0;12;28.0;
56;2;19.625;23.5;8;28.871723175;1;13.0;23.0;12;28.0;
57;2;19.625;24.4358615875;9;29.263862133;1;14.0;22.0;13;28.0;
58;2;20.5843696594;22.5;9;29.6789975166;1;15.0;21.0;14;28.0;
59;2;20.6777744293;22.5;9;30.1151270866;1;16.0;20.0;15;28.0;
60;2;20.7759037018;22.5;9;30.5695996284;1;17.0;19.0;15;28.0;
61;2;20.8781604767;22.5;9;31.0391392708;1;18.0;19.0;16;28.0;
62;3;21.9838066101;23.5;9;32.5199065208;1;18.2999992371;19.0;17;28.0;
63;4;23.0919799805;24.5;9;33.1776016951;1;18.2999992371;19.0;17;28.0;
64;4;23.2017097473;25.5;9;33.8645119667;1;18.2999992371;19.0;17;28.0;
65;4;23.6195144653;26.5;10;34.5793955326;1;18.2999992371;19.0;17;28.0;
66;4;23.4216537476;27.5;10;35.3212429285;1;18.2999992371;19.0;17;28.0;
67;4;23.9472808838;27.5;9;36.0893759727;1;18.2999992371;19.0;17;28.0;
68;4;23.635137558;28.5;9;36.883493185;1;18.2999992371;19.0;17;28.0;
69;4;24.2987861633;27.5;9;37.7036406994;1;18.2999992371;19.0;17;28.0;
70;4;23.8344078064;28.5;9;38.5500919819;1;18.2999992371;19.0;18;28.0;
71;4;24.6737709045;27.5;9;39.4231331348;1;18.2999992371;19.0;18;28.0;
72;4;24.8702049255;27.5;10;40.322763443;1;18.2999992371;19.0;18;28.0;
73;4;25.0726222992;27.5;11;41.2483210564;1;18.2999992371;19.0;18;28.0;
74;4;23.2061729431;28.5;11;42.1980881691;1;16.2999992371;20.0;20;28.0;
75;4;22.881980896;29.5;11;43.1689138412;1;15.2999992371;21.0;20;28.0;
76;4;22.625;28.5;12;45.1559252739;1;14.2999992371;22.0;20;28.0;
77;4;23.625;29.5;13;46.1823866367;1;13.2999992371;23.0;21;28.0;
78;4;24.625;30.5;13;48.7015691996;1;12.2999992371;24.0;20;28.0;
79;4;25.0909500122;32.0;14;51.0059251785;1;12.0;25.0;20;28.0;
80;4;26.0255012512;34.3899993896;14;53.1096590757;2;13.0;27.0;19;29.0;
81;4;26.6316833496;36.6872596741;14;55.0266575813;2;15.0;26.0;19;29.1599999666;
82;5;27.9793243408;35.5100784302;11;76.6198405027;2;16.0;26.0;20;29.3437439203;
83;7;30.5427398682;35.0;9;91.7527012825;2;17.0;26.0;20;29.5541238785;
84;7;33.4943962097;37.6465377808;9;95.1584197283;2;18.0;26.0;21;29.7941719294;
85;8;32.0134277344;41.0;9;98.1558912992;2;19.0;25.0;21;30.0669906139;
86;8;28.7117004395;46.0;10;100.693846703;2;20.0;24.0;22;31.2569944859;
87;8;27.7117004395;51.7201271057;10;102.738281965;2;20.4890003204;24.4200000763;22;32.2807486057;
88;8;27.2999992371;55.7457618713;10;104.445604682;2;20.6291618347;24.7314720154;22;33.1895930767;
89;8;27.2999992371;59.7719268799;11;106.858280301;2;20.7310562134;24.9579029083;22;33.7886300087;
90;9;29.0;64.7985992432;10;108.012179732;2;20.75;25.0;23;34.3649325371;
91;9;31.0;69.8257751465;10;108.766770959;2;20.75;25.0;23;35.0037431717;
92;9;33.0;71.8534317017;11;109.42419076;2;20.75;25.0;23;35.7040801048;
93;9;32.4000015259;76.8815307617;11;110.989554286;2;20.75;25.0;24;36.4624900818;
94;9;33.4000015259;82.9100723267;12;111.268305182;2;20.75;25.0;24;37.2727255821;
95;10;35.4000015259;82.6041564941;11;111.465324044;2;20.75;25.0;24;38.125617981;
96;10;34.4000015259;85.6711807251;14;112.669286966;2;20.75;25.0;24;39.0092287064;
97;10;35.4000015259;91.7401657104;14;112.980209112;2;20.75;25.0;25;39.9093198776;
