Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;6;20.0;2;9.14999961853;10.6999998093;4;22.0;
7;1;9.5;10.0;6;20.0;2;9.95000076294;10.5;4;22.0900000334;
8;1;9.5;10.0;6;20.3999996185;2;9.9702501297;10.5;4;22.618019104;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;10.0890541077;10.7100000381;4;23.0738848448;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;10.1916246414;10.8792181015;4;23.442843914;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.2746400833;11.0;4;25.2073103189;
12;1;9.95943069458;11.0209560394;5;22.9143505096;2;10.6716451645;11.7700004578;5;26.7482377291;
13;2;10.1557292938;11.6571750641;4;24.6214065552;2;12.3826637268;12.4126424789;5;28.074546814;
14;2;10.5398168564;11.8107032776;4;25.3132637739;2;14.3826637268;12.9308347702;5;29.2133922577;
15;2;12.5398168564;12.0916318893;3;25.8980411291;2;16.3826637268;13.3366470337;5;30.2012972832;
16;2;14.5398159027;12.3113050461;3;26.3994836807;2;17.6041641235;13.6469516754;5;31.0766849518;
17;2;14.9398841858;12.4808797836;3;26.6183350086;2;18.696352005;13.879781723;5;31.7709991932;
18;2;16.3148155212;12.5;3;26.8187118769;2;19.7984752655;14.0;5;32.2698645592;
19;2;17.3148155212;12.5;3;27.0402543545;2;20.9107208252;14.0;5;32.8134241104;
20;2;18.3148155212;12.5;3;27.2842636108;2;21.383020401;14.0;5;33.400015831;
21;2;19.3148155212;12.5;5;27.5518820286;2;21.5150032043;14.0;5;34.0264167786;
22;2;19.625;12.5;5;27.8440244198;2;21.6559429169;14.0;5;34.6877307892;
23;2;19.625;12.5;5;28.1613030434;2;21.8047389984;14.0;6;35.3773875237;
24;2;19.625;12.5;5;28.5039470196;2;21.9599113464;14.0;6;36.0872850418;
25;2;19.625;12.5;6;28.871723175;2;22.119638443;14.0;6;36.8080816269;
26;2;19.625;12.5;7;29.263862133;2;22.2818183899;14.0;6;37.5296325684;
27;3;19.625;12.5;6;29.6789975166;3;23.4441661835;14.3000001907;5;39.2415313721;
28;3;19.625;12.5;7;30.1151270866;3;24.6043434143;14.5;5;40.0937024355;
29;3;19.625;12.5;7;30.5695996284;3;24.7600822449;14.5799999237;5;40.9407173395;
30;3;19.625;12.5;7;31.0391392708;3;25.2116603851;14.0;5;41.7776851654;
31;3;19.625;12.5;7;31.5199065208;3;25.0503005981;14.7770614624;5;42.6015840769;
32;3;19.625;12.5;7;32.007601738;3;25.5853557587;14.0;5;43.4113643169;
33;3;19.625;12.5;7;32.4976010323;3;25.7675552368;14.0;5;44.2078487873;
34;4;19.625;12.5;4;41.8397145271;3;25.9467658997;14.0;5;44.9934499264;
35;4;18.625;13.5;4;42.7756147385;3;26.1235256195;14.0;5;45.7717499733;
36;4;18.625;14.5;4;43.680770874;3;26.2986431122;14.0;5;46.5469851494;
37;4;18.625;15.5;4;44.5479192734;3;26.473072052;14.0;5;47.3234844208;
38;4;18.625;16.5;4;45.3710212708;3;26.6477832794;14.0;6;48.1051125526;
39;4;19.0;17.5;4;46.1453943253;3;26.8236503601;14.0;6;48.8947534561;
40;4;19.2745914459;18.5;4;46.8677635193;3;27.0013198853;14.0;6;49.6938772202;
41;4;19.3756027222;19.5;4;47.536231041;3;27.1811218262;14.0;6;50.3611893654;
42;4;19.4683647156;20.5;5;48.1501760483;3;27.3312683105;17.0;6;51.0379443169;
43;4;19.5529499054;21.5;5;48.7101106644;3;27.4835357666;20.0;6;51.7390680313;
44;4;19.6295814514;22.5;5;49.2174930573;3;27.6412887573;23.0;7;52.4557781219;
45;4;19.6985931396;23.5;5;49.6745405197;3;27.8025493622;26.0;7;53.1782588959;
46;4;19.7604103088;24.5;5;50.0840320587;4;28.9651069641;30.0;6;54.8961582184;
47;4;20.8155117035;22.5;6;50.449131012;4;30.1266365051;31.0;6;55.7591658831;
48;4;21.8644123077;23.5;6;50.747756958;4;30.2848129272;32.0;6;56.6213451624;
49;4;22.8999996185;24.5;6;50.9073896408;4;30.4374599457;33.0;7;57.4770746231;
50;4;23.8999996185;25.5;6;51.0;5;30.5826644897;34.0;4;58.3224569559;
51;5;25.8999996185;27.5;5;52.0;5;28.5826644897;35.8970870972;5;59.1555049419;
52;5;27.5249996185;29.5;6;52.1299999952;5;29.5826644897;35.033493042;6;59.9761240482;
53;5;27.5249996185;30.5;6;52.2754310369;5;31.1171875;34.0;6;60.7858998775;
54;5;27.5249996185;31.5;6;52.4377241135;5;31.0641345978;35.0;6;61.5877223015;
55;5;27.5249996185;32.5;6;52.6183350086;5;29.0641345978;35.5559234619;7;62.3852906227;
56;5;28.889125824;32.5;7;52.8187118769;5;28.0641345978;35.7720146179;7;63.1825580597;
57;5;29.9342098236;32.5;7;53.0402543545;5;28.8047046661;34.0;7;64.9831604958;
58;5;30.9090576172;32.5;8;53.2842636108;5;29.92212677;35.0;7;65.8298778534;
59;6;30.9639587402;32.5;7;53.5518820286;5;29.0494556427;37.0;8;66.6853585243;
60;6;31.0241737366;32.5;7;53.8440244198;5;28.1861419678;39.0;9;67.4847428799;
61;6;31.0899047852;32.5;7;54.1613030434;6;27.3312683105;41.0;9;68.2050517797;
62;6;31.1612930298;32.5;9;54.5039470196;6;26.8999996185;41.0;11;68.9509094954;
63;6;31.2383880615;32.5;9;54.871723175;6;25.8999996185;41.0;11;71.6925435066;
64;6;30.4500007629;33.5;9;55.263862133;6;23.8999996185;41.4199981689;12;74.1139739752;
65;6;30.4500007629;34.5;9;56.6789975166;6;25.8999996185;41.7314720154;12;76.2570310831;
66;6;32.4500007629;33.5;12;57.145127058;6;24.8999996185;43.957901001;12;77.9186854362;
67;6;33.6009025574;34.5;12;57.6301906109;6;26.8999996185;44.0;12;79.3797785044;
68;6;33.7031593323;35.5;12;58.1309053898;6;26.2999992371;46.0;13;80.6837140322;
69;6;32.4500007629;37.5;11;58.6434237957;6;26.2999992371;44.0;14;81.5529003143;
70;6;32.7027931213;39.5;9;60.9550703764;6;27.2999992371;44.0;14;82.364546895;
71;6;33.1033401489;41.0;10;62.9925768375;6;25.2999992371;46.9313201904;14;83.1125468016;
72;6;33.164100647;42.881187439;10;64.7866688967;6;24.7096977234;48.9791641235;14;83.7940773964;
73;6;34.7118186951;40.5725440979;10;66.3697916269;6;23.8408279419;51.0;15;84.4092521667;
74;6;35.6442337036;40.4474182129;10;67.5944586992;6;23.6563644409;54.0;15;84.960568428;
75;7;34.0813446045;40.8852844238;10;68.4647929668;6;23.7568969727;57.0;15;85.4522600174;
76;7;34.8239746094;39.7011680603;10;69.2840726376;6;22.7568969727;58.0;16;85.8896627426;
77;8;35.8647537231;39.7263946533;10;69.9383864403;6;22.7568969727;60.0;16;86.2786660194;
78;8;36.7861328125;39.0;10;70.5130444765;6;23.0;62.0;16;86.6252608299;
79;8;36.915435791;39.0;11;71.0501401424;6;24.0;64.0;16;86.8227622509;
80;8;36.673915863;39.8052558899;11;71.5476250648;6;25.0;66.0;17;86.9406757355;
81;8;37.1482162476;39.0;11;73.0047638416;6;26.0;68.0;18;87.0600473881;
82;8;38.2510719299;40.0;11;73.4819684029;6;26.75;71.0;19;87.1806118488;
83;8;38.9451065063;41.8885269165;10;73.9235550165;6;26.75;74.0;19;87.3020918369;
84;8;39.2700767517;42.9171638489;10;75.3316574097;6;26.75;72.0;20;87.424200058;
85;8;40.507106781;44.0;11;75.7688937187;7;25.75;74.0;20;87.5466425419;
86;8;41.859500885;46.0;11;76.1811300516;7;26.75;77.0;20;87.6691207886;
87;8;42.1907501221;47.0;11;76.5714504719;7;26.75;75.0;21;87.7913348675;
88;8;41.6947746277;48.7028579712;12;76.8738598824;7;25.75;77.0;21;87.9129860401;
89;9;41.5330619812;51.7028579712;12;77.0891098976;7;27.75;77.0;22;88.0337805748;
