Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;6;20.0;1;9.72500038147;10.5;5;21.0;
8;1;9.5;10.0;6;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.81949996948;10.9099998474;4;22.758436203;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;10.1206493378;10.8792181015;4;23.1000000238;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.1975002289;11.0;4;24.8149009943;
12;2;9.95943069458;11.2209558487;5;23.9143505096;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;10.3807296753;11.4571752548;5;24.7514065504;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;10.5690660477;11.8107032776;5;25.4586948156;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;12.5690670013;12.0916318893;5;26.0603342056;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;14.5690670013;12.3113050461;4;26.5800945759;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;14.9805212021;12.4808797836;4;26.8187118769;2;18.5335998535;13.879781723;5;30.9674448967;
18;2;16.7240257263;12.5;3;27.0402543545;2;19.6176757812;14.0;5;31.3838531971;
19;2;17.7738742828;12.5;3;27.2842636108;2;20.7113685608;14.0;5;31.8446035385;
20;2;18.8287754059;12.5;3;27.5518820286;2;21.1650352478;14.0;5;32.350376606;
21;2;19.3148155212;13.2655649185;5;27.8440244198;2;20.2999992371;15.0;5;32.9006829262;
22;2;19.625;13.3532075882;5;28.1613030434;2;20.2999992371;15.470205307;5;33.4936323166;
23;2;20.3362922668;12.5;5;28.5039470196;2;21.2999992371;14.0;6;34.1257500648;
24;2;19.625;13.5;5;28.871723175;2;21.6782932281;14.0;6;34.7918796539;
25;2;19.625;13.6615171432;6;29.263862133;2;21.8281726837;14.0;6;35.4852027893;
26;2;19.625;13.7791585922;7;29.6789975166;2;21.9841690063;14.0;6;36.1974048615;
27;2;19.625;13.9036989212;7;30.1151270866;2;22.1444149017;14.0;6;36.9189891815;
28;2;20.625;12.5;8;30.5695996284;2;22.3067722321;14.0;6;37.6397333145;
29;2;20.8781604767;12.5;8;31.0391392708;2;22.4689388275;14.0;5;38.3492431641;
30;2;18.9838066101;13.5;8;31.5199065208;2;20.628578186;15.0;6;39.0375461578;
31;2;18.0919799805;14.5;8;32.007601738;2;19.7834472656;16.0;7;39.6956548691;
32;2;17.2017097473;15.5;8;32.4976010323;2;18.9315223694;17.0;7;40.3160324097;
33;2;16.3119602203;16.5;7;32.9851250648;2;18.071105957;18.0;6;40.8929109573;
34;2;15.7966537476;17.5;7;33.465420723;2;17.2009048462;19.0;6;41.4224338531;
35;2;15.0;16.5;7;33.9339466095;2;17.0200481415;20.0;6;41.9026298523;
36;2;15.0;16.5;7;34.3865451813;3;17.1280918121;21.0;5;42.3332462311;
37;2;16.0;17.5;8;34.8195896149;3;17.2249794006;22.0;5;42.7154788971;
38;2;16.2094078064;18.5;9;35.2300891876;3;17.3109817505;23.0;5;43.051656723;
39;2;16.3017692566;19.5;9;35.6157541275;3;17.3866233826;24.0;5;43.3449144363;
40;2;15.3017702103;18.5;11;35.9750175476;3;17.4526062012;25.0;6;43.5988855362;
41;2;16.0;18.5;10;36.307009697;3;17.5097503662;26.0;5;43.8174438477;
42;2;17.0;18.5;11;36.6115064621;3;17.5589256287;27.0;6;44.0;
43;2;18.0;18.5;11;36.8888463974;3;18.6000003815;25.0;6;44.0;
44;2;17.0;17.5;11;37.1398382187;3;17.6000003815;26.0;6;44.0;
45;2;17.0;16.5;11;37.3656587601;3;17.6000003815;27.0;7;44.0;
46;2;16.0;15.5;11;37.5677556992;3;18.6000003815;25.0;8;44.0;
47;2;16.0;15.5;11;37.747756958;3;19.6000003815;25.0;8;44.0;
48;2;15.0;14.5;11;37.9073896408;3;20.6000003815;25.0;7;44.0;
49;2;16.0;14.5;11;38.0;3;21.6000003815;25.0;6;44.0;
50;2;15.0;13.5;12;38.0;3;22.6000003815;25.0;6;44.0;
51;2;17.0;15.5;13;38.0;3;23.6000003815;25.0;6;44.0;
52;2;18.9249992371;17.5;14;38.0;3;23.8999996185;24.0;6;44.0;
53;3;19.9249992371;19.5;9;53.0;3;23.8999996185;24.0;5;44.0;
54;3;21.9249992371;22.5;8;53.75;3;23.8999996185;24.0;6;44.0;
55;4;23.9249992371;24.5;7;54.4193744659;3;23.8999996185;24.0;7;44.0;
56;4;24.5499992371;25.5;7;55.0072898865;3;23.8999996185;24.0;8;44.0;
57;4;24.5499992371;26.5;7;55.5162696838;3;23.8999996185;24.0;6;44.0;
58;4;24.5499992371;27.5;7;55.9513263702;3;23.8999996185;24.0;6;44.0;
59;4;25.5499992371;27.5;9;56.3190898895;3;23.8999996185;24.0;8;44.0;
60;4;26.5499992371;27.5;10;56.6270179749;3;23.8999996185;24.0;8;44.0;
61;4;27.5499992371;27.5;10;56.8827629089;3;23.8999996185;24.0;8;44.0;
62;4;28.5499992371;27.5;13;57.0;3;23.8999996185;24.0;9;44.0;
63;4;28.8250007629;27.5;13;57.0;3;23.8999996185;24.0;9;44.0;
64;4;28.8250007629;27.5;13;57.0;3;23.8999996185;24.0;9;44.0;
65;4;28.8250007629;27.5;13;57.0;3;23.8999996185;24.0;9;44.0;
66;4;28.8250007629;27.5;13;57.0;3;23.8999996185;24.0;10;44.0;
67;4;28.8250007629;27.5;13;57.0;3;23.8999996185;24.0;11;44.0;
68;4;28.8250007629;27.5;13;57.0;3;23.8999996185;24.0;11;44.0;
69;4;26.8250007629;28.5;13;57.0;3;23.8999996185;24.0;12;44.0;
70;4;25.8250007629;29.5;14;57.0;3;23.8999996185;24.0;13;44.0;
71;4;24.8250007629;30.5;18;57.0;5;23.8999996185;24.0;8;65.75;
72;5;24.5499992371;31.5;14;72.0;5;24.8999996185;25.0;8;66.8374996185;
73;5;25.5499992371;33.5;14;72.75;5;25.8999996185;26.0;9;69.3364849091;
74;5;27.5499992371;32.5;15;73.4193744659;5;25.0890007019;28.4200000763;9;71.3314247131;
75;5;28.5499992371;32.5;17;76.2956781387;5;25.0890007019;29.4200000763;10;72.8957748413;
76;5;27.8627510071;35.0;17;78.7093009949;5;25.0890007019;30.9579029083;10;73.8659934998;
77;5;29.1168842316;37.3899993896;17;80.7057771683;5;25.0890007019;30.9579029083;8;74.5638561249;
78;5;30.3205318451;38.6872596741;17;82.3388185501;5;25.4890003204;31.0;9;75.0;
79;6;29.4822921753;37.9097442627;15;110.500599861;4;17.4890003204;26.0;8;48.0;
80;6;28.576921463;41.0;16;111.121114731;4;19.4890003204;25.0;8;49.0;
81;6;29.6239738464;44.0;17;111.638519287;4;22.4890003204;26.0;8;49.0399999619;
82;6;30.6647529602;47.0;17;111.956251144;4;22.4890003204;28.0;9;49.0811839104;
83;6;29.6749992371;51.0;18;112.0;4;21.5390014648;30.0;10;49.1235535145;
84;7;29.6749992371;55.0;20;112.0;4;20.7918014526;32.0;10;49.1671074629;
85;7;29.6749992371;58.0;21;113.0;4;19.5390014648;32.0;10;49.211841464;
86;7;30.6749992371;62.0;21;113.100000024;4;19.5390014648;33.0;11;49.2577478886;
87;7;31.6749992371;66.0;23;113.208899975;4;19.5390014648;35.0;11;49.3048160076;
88;8;31.6749992371;68.0;22;113.327264547;4;20.4890003204;37.0;13;49.3530313969;
89;8;32.6749992371;71.0;23;113.455647349;4;21.4890003204;39.0;13;49.4023760557;
90;8;33.4000015259;74.0;24;113.594579458;4;22.4890003204;41.0;15;49.4528282881;
91;8;35.4000015259;74.0;25;113.744556308;4;22.75;42.7264137268;15;49.5043625832;
92;8;35.4000015259;77.2211914062;25;113.906022787;4;22.75;43.7521820068;16;49.5569496155;
