Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;8.0;10.0;4;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;8.0;10.0;4;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;8.0;10.0;4;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;9.0;10.0;4;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;1;9.5;10.0;4;20.0;2;10.0409517288;10.5;4;22.5249304771;
8;1;9.5;10.0;4;20.3999996185;2;10.0681095123;10.5;3;23.0894187689;
9;1;9.59000015259;10.1999998093;3;20.7264003754;2;10.1951189041;10.7100000381;3;23.5836213827;
10;1;9.66343975067;10.3632001877;3;20.9903717041;2;10.3063154221;10.8792181015;3;23.9926425219;
11;1;9.72283363342;10.4951858521;3;22.0419120789;2;10.3983440399;11.0;3;25.8316864967;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;10.8121290207;11.7700004578;4;27.4540388584;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;12.541469574;12.4126424789;4;28.8682081699;
14;1;12.7228336334;11.8107032776;4;24.1832637787;2;14.541469574;12.9308347702;4;30.1005516052;
15;1;13.7228336334;12.0916318893;4;24.6226100922;2;16.541469574;13.3366470337;4;31.1863336563;
16;1;14.7228336334;12.3113050461;4;24.9617595673;2;17.8257961273;13.6469516754;4;32.1621966362;
17;1;15.7228336334;12.4808797836;4;25.0;2;18.9405918121;13.879781723;4;32.9572491646;
18;1;16.7228336334;12.5;4;25.0;2;20.0653820038;14.0;4;33.5542383194;
19;1;17.625;12.5;5;25.0;2;21.1997051239;14.0;4;34.1899633408;
20;1;17.625;12.5;5;25.0;2;21.692741394;14.0;4;34.8591008186;
21;1;17.625;12.5;5;25.0;2;21.843296051;14.0;4;35.5546751022;
22;1;17.625;12.5;6;25.0;2;21.9998016357;14.0;4;36.2682390213;
23;1;17.625;12.5;6;25.0;2;22.1603527069;14.0;5;36.9902019501;
24;1;17.625;12.5;6;25.0;2;22.3227958679;14.0;5;37.7102985382;
25;2;17.625;12.5;5;25.0;2;22.4848175049;14.0;5;38.4181499481;
26;2;17.625;12.5;5;25.0;2;22.6440830231;14.0;5;39.1038570404;
27;2;17.625;12.5;5;25.0;2;22.7983665466;14.0;5;39.758556366;
28;2;17.625;12.5;5;25.0;3;23.9456748962;14.5;4;41.374874115;
29;2;17.625;12.5;6;25.0;3;25.0843467712;14.5;4;42.1072274446;
30;2;17.625;12.5;6;25.0;3;23.4741249084;15.0;4;42.8156934977;
31;2;17.625;12.5;6;25.0;3;22.6335296631;16.0;4;43.50137043;
32;3;18.625;13.0;5;26.0;3;21.7878074646;17.0;4;44.1671930552;
33;3;19.625;13.0;5;26.1299999952;3;20.9376182556;18.0;4;44.8175876141;
34;3;17.8792495728;13.5;5;26.2754310369;3;20.0839576721;19.0;4;45.4580519199;
35;3;16.9119720459;14.5;5;26.4377241135;3;19.928062439;20.0;4;46.0946967602;
36;3;15.9484882355;15.5;5;26.6183350086;3;20.071308136;21.0;5;46.733777523;
37;3;16.625;14.3091678619;5;26.8187118769;3;20.2150993347;22.0;5;47.3812375069;
38;3;15.0342102051;14.5;5;27.0402543545;3;20.3607788086;23.0;5;48.0209121704;
39;3;14.4590568542;15.5;5;27.2842636108;4;21.5047054291;24.5;4;49.5427899361;
40;3;14.5139598846;16.5;5;27.5518820286;4;22.622127533;25.5;4;50.2686949968;
41;3;15.0;15.5;6;27.8440244198;4;22.7494564056;26.5799999237;4;51.0599294901;
42;3;16.0;14.9220123291;8;28.1613030434;4;23.1884841919;27.0;4;51.9153132439;
43;3;14.7112932205;14.5;8;28.5039470196;4;24.0312690735;28.0;4;52.8321162462;
44;3;15.0;13.5;8;28.871723175;4;25.1835365295;30.0;6;53.8060586452;
45;3;16.0;14.4358615875;9;29.263862133;4;26.3412895203;32.0;6;54.8314325809;
46;3;17.0;14.6319313049;9;29.6789975166;4;28.0370731354;34.0;6;55.9013373852;
47;3;18.0;14.8394985199;9;30.1151270866;4;28.6651077271;36.0;7;57.0080084801;
48;3;17.0;13.8394985199;9;30.5695996284;4;29.8266372681;36.0;8;58.1431946754;
49;3;16.2531604767;14.5;9;31.0391392708;4;30.2848129272;35.7720146179;8;59.2985134125;
50;4;16.0;13.5;8;46.5199065208;4;31.3421649933;34.0;9;60.4657406807;
51;4;16.0;13.5;8;47.757601738;4;31.6047916412;34.0;10;61.6369800568;
52;4;17.0;16.5;8;48.9169754982;4;31.8683204651;34.0;11;62.8046998978;
53;4;20.0;19.5;10;49.9924149513;5;32.1310577393;34.0;10;63.9616589546;
54;4;22.7966537476;22.5;10;50.9816904068;5;32.3913726807;34.0;10;65.1007657051;
55;4;24.9047203064;25.5;10;51.8852729797;5;31.0641345978;35.0;10;66.2149400711;
56;4;27.010137558;27.5;11;52.7056350708;5;32.1570701599;34.0;10;67.2970399857;
57;4;27.8587684631;27.5;11;53.4466075897;5;33.141834259;34.0;10;68.3399047852;
58;4;28.0254859924;27.5;11;54.1128520966;5;33.3764801025;34.0;10;69.3365287781;
59;5;28.1753902435;27.5;11;54.6157541275;5;33.6007194519;34.0;11;70.2803487778;
60;6;28.2885437012;27.5;11;54.9750175476;5;33.8130760193;34.0;11;72.1655902863;
61;6;26.2885437012;28.5;11;55.307009697;5;35.0122566223;35.0;11;72.952950716;
62;6;25.8999996185;29.5;11;55.6115064621;5;36.1826629639;36.0;11;73.588876009;
63;6;25.8999996185;30.5;11;55.8888463974;5;36.5574951172;37.0;12;74.180280447;
64;6;25.8999996185;31.5;12;56.1398382187;5;36.6905632019;38.0;12;76.7966740131;
65;6;25.8999996185;32.5;12;57.3656587601;5;37.2792510986;39.4199981689;12;79.0062720776;
66;6;27.8999996185;31.5;12;57.6977556944;5;37.5112953186;40.3206176758;14;80.8603571653;
67;6;29.8999996185;31.5;12;58.023187995;7;40.1935806274;41.957901001;12;84.1696052551;
68;6;31.0552158356;31.5;13;58.3451137543;7;40.073059082;45.6347579956;13;85.5913180113;
69;7;31.1276493073;31.5;12;58.6183350086;7;39.6612243652;47.6584396362;13;86.8869637251;
70;7;30.8249988556;32.5;13;58.8187118769;7;39.1737174988;49.6826896667;13;87.8044115305;
71;8;30.8249988556;33.4093551636;12;59.0402543545;7;39.9095153809;53.6584396362;13;88.7449837923;
72;8;31.2840557098;32.5;12;59.2842636108;7;41.2743759155;55.6584396362;13;89.7242410183;
73;8;31.3389606476;32.5;12;59.5518820286;7;39.2743759155;59.6584396362;12;90.7578735352;
74;8;31.3991718292;32.5;12;59.8440244198;7;38.8499984741;63.6584396362;12;91.7299188375;
75;9;30.8249988556;33.5;12;62.1781835556;7;37.8499984741;64.8121185303;11;92.7584313154;
76;9;31.2660007477;34.6090927124;12;64.1945569515;8;37.8499984741;67.8395385742;9;93.9086835384;
77;9;31.6271324158;35.2047615051;11;66.940428257;8;37.8499984741;70.8674163818;10;95.1843010187;
78;9;32.9189300537;36.7265167236;11;68.5049510002;8;38.7999992371;73.8957366943;10;96.5852916241;
79;9;32.0909042358;39.1921081543;9;69.7320055962;8;36.8499984741;77.2926483154;8;98.1071122885;
80;9;34.1862640381;37.2823677063;9;70.5386297703;8;35.8499984741;80.0535583496;9;99.739890933;
81;9;35.708480835;38.0;9;71.3478096724;9;36.8499984741;79.8699493408;8;101.467969894;
82;9;30.1862640381;42.0;10;73.0466231108;10;34.8499984741;82.7339859009;7;104.269928694;
83;9;29.1862640381;46.6059188843;10;73.7589523792;10;35.7999992371;86.6349639893;7;106.179223061;
84;9;29.0249996185;50.6288757324;10;74.4843018055;10;35.7999992371;91.2238845825;7;108.108436584;
85;10;28.0249996185;54.6524085999;10;76.2147898674;10;35.7999992371;96.2667617798;8;110.025287271;
86;11;28.0249996185;59.0456161499;9;77.002238512;10;37.7999992371;98.3099136353;8;111.897747993;
87;11;28.7250003815;63.3875656128;9;77.7815444469;10;39.7999992371;101.647789001;10;114.696330905;
88;11;28.7250003815;67.329284668;11;78.5452257395;10;41.8499984741;105.85622406;11;117.576094627;
89;11;28.7250003815;70.6781311035;11;79.2866752148;10;43.8499984741;106.899894714;11;119.42834425;
90;11;29.3583755493;73.2358398438;11;80.0004438162;10;42.1628112793;113.943634033;14;121.188010454;
91;11;30.3918075562;73.2485733032;11;81.6824148893;10;43.1026649475;117.987380981;16;122.854020596;
92;11;32.0996551514;75.9874725342;10;82.3898645639;10;45.117515564;121.031082153;17;124.431393266;
93;11;33.903087616;78.1859436035;11;84.0123850107;10;45.1330604553;127.074691772;18;125.929974318;
94;11;32.7652015686;80.0612716675;11;85.4620103836;12;45.1493148804;126.39995575;17;127.362921834;
95;11;31.8259868622;82.5361785889;11;86.7561216354;12;44.8499984741;126.509460449;18;128.745129824;
96;11;31.194486618;88.3818588257;10;87.9156113863;12;45.1839790344;130.620849609;20;130.091732621;
97;11;32.2938766479;88.5536727905;11;88.9621417522;12;45.2024002075;134.734008789;22;131.416769743;
98;11;31.3717842102;91.7331466675;11;90.7730201483;12;46.2215461731;130.848846436;23;132.514578223;
99;11;33.4000015259;92.920249939;12;92.476447463;12;44.2414207458;133.965179443;26;133.505997539;
100;12;35.4000015259;95.1148147583;11;93.2010638714;14;45.262008667;138.082855225;25;135.557379246;
101;12;36.4000015259;100.316665649;13;93.776178956;14;47.2833061218;135.20173645;26;136.74060452;
102;13;37.4644737244;102.525505066;12;94.3616093397;14;46.3052940369;139.321640015;27;138.467985034;
103;13;36.4000015259;104.741012573;13;94.9637490511;15;47.6369590759;144.645385742;27;140.288072944;
104;13;36.4000015259;106.962715149;13;95.5814833641;15;48.4096069336;141.626724243;27;142.188447952;
105;13;36.4000015259;109.190132141;14;96.2135180235;15;46.8451881409;145.616210938;29;144.155144334;
106;13;36.4000015259;111.422653198;15;96.8583869934;15;47.9663276672;149.616027832;29;147.173599482;
107;13;36.0421943665;115.232528687;15;98.514462471;15;53.0997695923;143.004272461;30;150.289615154;
