Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;8.0;11.1999998093;4;21.0;1;7.0;11.6999998093;5;21.0;
3;2;10.0;10.0;4;21.0900000334;1;8.0;10.6999998093;5;21.0;
4;2;11.0;10.0;4;21.1871190071;1;8.14999961853;10.5;5;21.0;
5;2;11.178068161;10.0;4;21.2917383909;2;8.14999961853;10.6999998093;4;22.0;
6;2;12.290640831;10.0;4;21.4042263031;2;9.375;10.5;4;22.0900000334;
7;2;12.8159503937;10.0;4;21.9389723539;2;9.9702501297;10.5;4;22.1871190071;
8;2;12.9362688065;10.1999998093;4;22.4109756947;2;9.99210166931;10.5;4;22.7236096859;
9;2;13.0424690247;10.3632001877;4;23.7114653587;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;13.3350801468;10.9097137451;4;24.8527286053;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;13.5918636322;11.3658018112;4;25.8476524353;2;10.3025445938;11.0;4;25.3486820459;
12;2;15.5918636322;11.7372808456;5;26.7164058685;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;17.5918636322;12.0336990356;5;27.4822225571;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;18.7782936096;12.2662630081;5;28.168181181;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;19.8516311646;12.446267128;4;28.6269388199;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;20.9306716919;12.5;4;29.0031633377;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;22.0153236389;12.5;4;29.4033532143;2;18.7531986237;13.879781723;5;32.049197197;
18;2;23.1053657532;12.5;5;29.8259272575;2;19.8610706329;14.0;5;32.573600769;
19;2;23.7108345032;12.5;5;30.268661499;2;20.9790611267;14.0;5;33.1419348717;
20;2;23.8104476929;12.5;5;30.7286863327;2;21.4569339752;14.0;5;33.7516689301;
21;2;23.9139537811;12.5;5;31.2025241852;2;21.5941238403;14.0;5;34.3986358643;
22;2;24.0205688477;12.5;5;31.6861643791;2;21.739692688;14.0;5;35.0769786835;
23;2;24.1293869019;12.5;6;32.1751794815;2;21.8923187256;14.0;6;35.7792286873;
24;3;24.2394142151;12.5;5;32.6648726463;2;22.0503253937;14.0;6;36.4965333939;
25;3;22.3495960236;13.5;5;33.1504516602;2;22.2117195129;14.0;6;37.2190332413;
26;3;21.4588508606;14.5;5;33.6272163391;2;22.3742828369;14.0;6;37.9363632202;
27;3;20.625;13.5;5;34.0907382965;3;23.5356807709;14.3000001907;6;39.6382322311;
28;3;21.625;14.5;5;34.5370264053;3;24.6936016083;14.5;6;40.4750119448;
29;3;20.625;13.5;4;34.9626617432;3;24.8458766937;14.5799999237;6;41.3020130396;
30;3;20.625;14.5;4;35.3648881912;3;22.9906101227;15.671872139;6;42.1152963638;
31;3;19.9570999146;15.5;4;35.7416639328;3;22.1262626648;16.7770614624;6;42.9129129648;
32;3;19.4168739319;16.5;4;36.0916633606;3;21.2517166138;17.8970851898;6;43.694904089;
33;3;19.4956245422;17.5;5;36.4142465591;3;20.8313522339;18.0;6;44.4631130695;
34;3;18.4956245422;16.5;6;36.7093906403;3;20.0041999817;19.0;6;45.2208402157;
35;3;18.4956245422;16.5;7;36.9776067734;3;19.2619972229;21.0;6;45.9723801613;
36;3;19.4956245422;17.5;7;37.2198410034;3;19.3436203003;22.5559253693;7;46.7224955559;
37;3;18.4956245422;16.5;8;37.4373731613;3;19.4151554108;23.7720146179;8;47.475859642;
38;3;18.4956245422;16.5;8;37.6317224503;3;20.382068634;23.0;8;48.2365241051;
39;3;18.0;15.5;8;37.8045597076;3;19.5310897827;25.0;10;49.0074310303;
40;3;18.0;15.5;9;37.9576301575;3;20.5772151947;25.0;10;49.7161855698;
41;3;19.0;16.5;9;38.0;3;20.8861427307;26.0;10;50.3611893654;
42;3;19.9249992371;17.5;10;38.0;3;21.0312690735;27.0;12;51.0379443169;
43;3;20.9249992371;18.5;10;38.0;3;20.6000003815;26.0;13;51.7390680313;
44;3;21.9249992371;19.5;10;38.0;3;19.6000003815;28.0;13;52.4557781219;
45;3;22.9249992371;20.5;11;38.0;3;21.6000003815;28.0;14;53.1782588959;
46;3;23.9249992371;21.5;12;38.0;3;23.6000003815;29.0;14;53.8961582184;
47;3;24.9249992371;22.5;12;38.0;3;24.8266353607;30.0;14;54.5991659164;
48;3;25.5499992371;22.5;12;38.0;4;25.9848117828;30.0;11;63.0932269096;
49;3;25.5499992371;22.5;12;38.0;4;28.1374607086;31.0;11;63.987455368;
50;3;25.5499992371;22.5;12;38.0;4;30.2826633453;31.0;11;64.8295230865;
51;3;25.5499992371;22.5;12;38.0;4;28.5826625824;33.0;11;65.6137828827;
52;3;25.5499992371;22.5;12;38.0;4;29.5826625824;33.0;12;66.3367156982;
53;3;25.5499992371;22.5;12;38.0;5;30.5826625824;34.0;12;66.9968347549;
54;3;25.5499992371;22.5;13;38.0;5;31.0641345978;35.0;12;67.5944604874;
55;3;25.5499992371;22.5;14;38.0;5;31.1570701599;36.0;13;68.1314086914;
56;3;25.5499992371;22.5;14;38.0;5;31.239282608;37.0;14;68.6106405258;
57;3;25.5499992371;22.5;14;38.0;5;31.3113689423;38.0;14;69.0359191895;
58;3;25.5499992371;22.5;15;38.0;5;31.3740825653;39.0;15;69.4114961624;
59;3;23.5499992371;23.5;15;38.0;6;31.4282665253;40.0;14;69.7418470383;
60;3;22.5499992371;24.5;16;38.0;7;32.4748001099;42.0;13;71.966796875;
61;3;21.5499992371;25.5;16;38.0;7;34.5;45.0;13;72.2099999189;
62;3;20.5499992371;26.5;16;38.0;7;36.5;45.0;12;72.4457188845;
63;3;21.5499992371;24.5;16;38.0;7;35.5;48.0;13;72.7100738287;
