Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;8.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;8.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;8.0;10.0;4;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;9.0;10.0;4;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;1;9.5;10.0;4;20.0;2;10.0409517288;10.5;4;22.5249304771;
8;1;9.5;10.0;4;20.3999996185;2;10.0681095123;10.5;4;23.0894187689;
9;1;9.59000015259;10.1999998093;3;20.7264003754;2;10.1951189041;10.7100000381;4;23.5836213827;
10;1;9.66343975067;10.3632001877;3;20.9903717041;2;10.3063154221;10.8792181015;4;23.9926425219;
11;1;9.72283363342;10.4951858521;3;22.0419120789;2;10.3983440399;11.0;4;25.8316864967;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;10.8121290207;11.7700004578;5;27.4540388584;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;12.541469574;12.4126424789;5;28.8682081699;
14;1;12.7228336334;11.8107032776;4;24.1832637787;2;14.541469574;12.9308347702;5;30.1005516052;
15;1;13.7228336334;12.0916318893;4;24.6226100922;2;16.541469574;13.3366470337;5;31.1863336563;
16;1;14.7228336334;12.3113050461;4;24.9617595673;2;17.8257961273;13.6469516754;5;32.1621966362;
17;1;15.7228336334;12.4808797836;4;25.0;2;18.9405918121;13.879781723;5;32.9572491646;
18;1;16.7228336334;12.5;4;25.0;2;20.0653820038;14.0;4;33.5542383194;
19;1;17.625;12.5;5;25.0;2;21.1997051239;14.0;4;34.1899633408;
20;1;17.625;12.5;6;25.0;2;21.692741394;14.0;4;34.8591008186;
21;1;17.625;12.5;7;25.0;2;21.843296051;14.0;4;35.5546751022;
22;1;17.625;12.5;7;25.0;2;21.9998016357;14.0;4;36.2682390213;
23;1;17.625;12.5;7;25.0;2;22.1603527069;14.0;5;36.9902019501;
24;1;17.625;12.5;8;25.0;2;22.3227958679;14.0;5;37.7102985382;
25;1;17.625;12.5;8;25.0;2;22.4848175049;14.0;5;38.4181499481;
26;1;17.625;12.5;8;25.0;2;22.6440830231;14.0;5;39.1038570404;
27;1;17.625;12.5;7;25.0;2;22.7983665466;14.0;5;39.758556366;
28;1;17.625;12.5;7;25.0;2;22.9456748962;14.0;5;40.374874115;
29;1;17.625;12.5;7;25.0;2;23.0843467712;14.0;5;40.947227478;
30;2;17.625;12.5;6;25.0;2;23.2131252289;14.0;5;41.4719495773;
31;2;18.625;13.0;5;26.0;2;23.3311882019;14.0;5;41.9472465515;
32;2;19.625;13.0;5;26.0499999523;2;23.438129425;14.0;5;42.3730211258;
33;2;19.625;13.0249996185;6;26.1019749641;2;23.5339279175;14.0;5;42.7505970001;
34;2;19.625;13.0509872437;6;26.1559499502;2;23.6188831329;14.0;5;43.0823974609;
35;2;19.625;13.0779752731;6;26.2119446993;2;23.6935386658;14.0;5;43.3716182709;
36;2;19.625;13.10597229;6;26.269973278;2;23.7586135864;14.0;5;43.6219272614;
37;2;19.625;13.1349868774;6;26.3300433159;2;23.8149337769;14.0;6;43.8372087479;
38;2;19.625;13.1650218964;6;26.3921557665;2;23.8633708954;14.0;6;44.0;
39;2;19.625;13.1960783005;6;26.4563041925;2;23.8999996185;14.0;7;44.0;
40;2;19.625;13.2281522751;7;26.5224741697;2;23.8999996185;14.0;7;44.0;
41;3;19.9675559998;12.5;6;26.5906432867;2;23.8999996185;14.0;7;44.0;
42;3;19.625;13.2953214645;6;26.6607804298;2;23.8999996185;16.0;7;44.0;
43;3;19.625;13.3303899765;6;26.7328453064;2;23.8999996185;18.0;8;44.0;
44;3;20.0148906708;12.5;6;26.8067884445;3;24.8999996185;21.0;7;45.0;
45;3;20.0315284729;12.5;6;26.8825509548;4;25.8999996185;24.0;6;45.1599999666;
46;3;20.0485744476;12.5;7;26.9600640535;4;25.8999996185;27.0;6;45.3437439203;
47;3;19.625;13.4800319672;7;27.0392494202;4;25.8999996185;28.0;6;45.5541238785;
48;3;20.0838317871;15.4800319672;7;27.120018959;4;25.8999996185;29.0;6;45.7941719294;
49;3;20.1020050049;17.4800319672;8;27.2022752762;4;25.8999996185;29.8970870972;7;46.0669906139;
50;3;20.1205120087;19.4800319672;8;27.2859115601;5;25.8999996185;30.0334949493;7;46.375654459;
51;3;20.1393299103;21.4800319672;9;27.3708124161;6;27.4345207214;30.0;6;47.7230784893;
52;3;20.1584320068;22.5;9;27.4568536282;6;27.8999996185;31.0;7;48.2718502283;
53;3;20.1777915955;22.5;10;27.5439035892;6;27.8999996185;33.0;8;48.8877726793;
54;3;20.1973781586;22.5;10;27.6318233013;7;27.8999996185;34.7720146179;7;49.5750360489;
55;3;19.625;23.5;9;27.7204678059;7;28.8047046661;34.0;7;50.3369618654;
56;3;19.625;22.5;10;27.8096864223;7;28.92212677;34.8970870972;10;51.1756856441;
57;3;20.2571792603;22.5;10;27.8993241787;7;29.0494556427;35.033493042;10;52.0918400288;
58;3;20.2773475647;22.5;10;27.989222765;7;29.1861419678;34.0;11;53.0842678547;
59;3;19.625;23.5;12;28.079221487;7;29.3312683105;34.0;13;54.1497945786;
60;3;19.625;24.0396118164;12;28.1691586971;7;27.8999996185;36.0;12;55.2830967903;
61;3;20.338060379;22.5;12;28.258872509;7;26.8999996185;35.0;12;56.4766902924;
62;3;19.625;23.5;13;28.348202467;8;26.8025493622;36.0;10;72.7210488319;
63;3;19.625;24.1741008759;12;28.4369900227;8;28.9651069641;35.0;12;74.7548532486;
64;3;20.3983230591;22.5;12;28.5250804424;8;31.1266365051;36.0;12;76.7347259521;
65;3;19.625;23.5;13;28.6123232841;8;32.2848129272;37.0;12;80.6207747459;
66;3;19.625;24.3061618805;13;28.6985738277;8;30.674156189;39.4199981689;14;84.1415476799;
67;3;19.625;24.3492870331;13;28.7836937904;8;32.0084762573;39.7314720154;15;87.3242387772;
68;3;20.4763317108;22.5;14;28.867552042;8;30.295124054;41.957901001;15;89.9564571381;
69;3;20.4951992035;22.5;15;28.9500255585;8;29.3140678406;43.0;15;92.3139028549;
70;3;20.5137557983;22.5;15;29.0310001373;8;28.7140674591;44.0;16;94.456952095;
71;3;20.5319747925;22.5;15;29.110370636;9;27.75;45.0;13;116.24601078;
72;3;19.625;23.5;15;29.1880412102;9;29.75;48.0;13;119.670880318;
73;4;20.5673103333;22.5;15;29.2639269829;9;26.75;53.0;13;122.526006699;
74;4;19.625;23.5;15;29.3379516602;9;26.75;59.0;14;124.966274261;
75;4;20.6010398865;22.5;15;29.4100503922;9;26.75;65.0;14;127.036309242;
76;4;20.6172618866;22.5;15;29.4801678658;9;26.75;71.0;15;128.760158539;
77;4;20.6330375671;22.5;16;29.5482587814;9;28.75;73.0;15;130.175704956;
78;4;20.6483573914;22.5;16;30.6142878532;9;30.75;76.0;15;131.177110672;
79;4;19.8500003815;24.0;16;31.4582290649;9;32.75;79.0;16;131.883321762;
80;4;20.0255012512;25.3899993896;15;33.1145811081;9;34.75;83.0;17;132.240686417;
81;4;22.1592674255;24.6872596741;15;33.6792702675;9;36.75;87.0;17;132.54400444;
82;4;22.2593841553;26.9097423553;16;33.9803571701;9;38.1500015259;88.0;18;132.799444199;
83;4;23.5526657104;27.0;16;34.1018551588;9;37.1500015259;92.0;20;133.0;
84;4;22.2999992371;29.0;16;34.2243542671;10;38.1500015259;93.0;18;148.0;
85;4;23.5830612183;29.0;16;34.3302885294;10;37.1500015259;96.0;19;149.049999237;
86;4;22.599313736;29.0;17;34.4057120085;10;36.1500015259;102.0;18;150.004974365;
87;4;23.2999992371;29.7028560638;17;34.484351635;10;38.4000015259;109.0;19;150.854377747;
88;4;20.2999992371;31.7421760559;19;34.5662232637;10;42.1999969482;109.699996948;21;151.594552994;
89;4;19.2999992371;33.7831115723;20;34.6513283253;11;42.7999992371;113.699996948;20;152.227781296;
90;4;18.2999992371;32.8256645203;21;34.7396525145;11;43.9000015259;114.699996948;21;152.760816574;
91;4;17.2999992371;33.8698272705;21;34.8311642408;11;44.2999992371;115.699996948;23;153.203296661;
92;4;16.2999992371;34.9155807495;22;34.9258141518;11;43.2999992371;122.699996948;22;153.566289902;
93;4;16.0;35.9629058838;22;35.0235335827;11;46.2999992371;123.699996948;22;153.861150742;
94;4;16.4552955627;37.0;22;35.1242339611;11;46.3861122131;121.699996948;22;154.0;
95;4;16.4779529572;39.0;22;35.2278065681;11;45.3999977112;125.699996948;21;155.0;
96;4;16.0;38.0;23;35.3341217041;11;47.3999977112;127.699996948;20;155.120000005;
97;4;16.525177002;40.0;22;35.4430289268;11;48.3999977112;126.699996948;20;155.253056049;
98;4;17.0;40.0;22;35.5543570518;11;47.525302887;131.699996948;21;155.400251865;
99;4;16.0;39.277179718;21;35.667914629;12;49.5400238037;134.699996948;21;156.562677503;
100;4;16.0;40.3339576721;21;35.7834908962;12;50.5562667847;137.699996948;21;156.921405911;
