Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;6;20.0;1;9.72500038147;10.5;5;21.0;
8;1;9.5;10.0;4;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;1;9.59000015259;10.1999998093;4;20.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;1;9.66343975067;10.3632001877;4;20.9903717041;1;9.8956489563;10.8792181015;5;22.0;
11;1;9.72283363342;10.4951858521;4;22.0419120789;1;9.94999980927;11.0;5;23.5400009155;
12;1;9.95943069458;11.0209560394;4;22.9143505096;1;10.296500206;11.7700004578;6;24.8252849579;
13;2;10.1557292938;11.6571750641;3;24.6214065552;1;11.9499998093;12.4126424789;6;25.8616695404;
14;2;10.5398168564;11.8107032776;3;25.2732638121;1;12.9499998093;12.9308347702;6;26.6732940674;
15;2;12.5398168564;12.0916318893;3;25.8097290993;1;13.9499998093;13.3366470337;6;27.2939033508;
16;2;14.5398159027;12.3113050461;3;26.2534979582;1;14.9499998093;13.6469516754;6;27.759563446;
17;2;14.9070367813;12.4808797836;3;26.4042263031;1;15.9499998093;13.879781723;6;28.0;
18;2;16.6307678223;12.5;3;26.5249304771;1;16.9500007629;14.0;6;28.0;
19;2;17.6579265594;12.5;4;26.6541694403;1;17.9500007629;14.0;6;28.0;
20;2;18.6870040894;12.5;4;26.7922235727;1;18.2999992371;14.0;6;28.0;
21;2;19.3148155212;13.0376672745;4;26.9393253326;1;18.2999992371;14.0;6;28.0;
22;2;19.625;13.0817975998;4;27.0956480503;1;18.2999992371;14.0;6;28.0;
23;2;20.0965213776;12.5;4;27.261295557;1;18.2999992371;14.0;7;28.0;
24;2;19.625;13.1783885956;4;27.4362905025;1;18.2999992371;14.0;7;28.0;
25;2;19.625;13.230887413;4;27.6205644608;1;18.2999992371;14.0;7;28.0;
26;2;20.2146263123;12.5;4;27.8139474392;1;18.2999992371;14.0;8;28.0;
27;2;20.2581386566;12.5;4;28.016159296;1;18.2999992371;14.0;8;28.0;
28;2;19.625;13.4048480988;4;28.2268030643;1;18.2999992371;14.0;8;28.0;
29;2;19.625;13.4680404663;4;28.445360899;1;18.2999992371;14.0;8;28.0;
30;2;18.4002056122;13.5;4;28.6711919308;1;16.2999992371;15.0;8;28.0;
31;2;17.4510192871;14.5;5;28.9035346508;1;15.2999992371;16.0;8;28.0;
32;2;16.5032958984;15.5;5;29.141512394;1;14.2999992371;17.0;8;28.0;
33;2;15.5568408966;16.5;5;29.3841423988;1;13.2999992371;18.0;8;28.0;
34;2;14.9864320755;17.5;6;29.6303496361;1;12.2999992371;19.0;9;28.0;
35;2;15.0418281555;18.5;7;29.8789830208;1;12.0;20.0;9;28.0;
36;2;15.0977706909;19.5;8;30.1288366318;1;12.0;21.0;9;28.0;
37;2;15.1539878845;20.5;9;30.3786706924;1;12.0;22.0;9;28.0;
38;2;15.2102012634;21.5;9;30.6272368431;1;12.0;23.0;9;28.0;
39;2;15.26612854;22.5;9;30.8733024597;1;12.0;24.0;10;28.0;
40;2;15.3214931488;23.5;9;31.1156759262;1;12.0;25.0;10;28.0;
41;3;16.3760261536;25.0;8;32.353228569;1;12.0;26.0;10;28.0;
42;3;18.4294757843;23.0;9;32.71491611;1;12.0;27.0;12;28.0;
43;3;18.2542495728;22.5;9;33.0852273703;1;13.0;25.0;12;28.0;
44;3;19.2869720459;22.5;9;33.4647669792;1;12.0;26.0;12;28.0;
45;3;18.3234882355;21.5;9;33.8542888165;1;12.0;27.0;13;28.0;
46;3;17.9922142029;22.5;9;34.2546707392;1;13.0;25.0;13;28.0;
47;3;18.0823020935;23.5;9;34.6668741703;1;12.0;26.0;14;28.0;
48;3;18.1750469208;24.5;12;35.0918922424;1;12.0;27.0;15;28.0;
49;3;19.2706756592;22.5;12;35.5306828022;1;13.0;25.0;15;28.0;
50;3;20.3694038391;23.5;12;35.984092474;1;12.0;26.0;16;28.0;
51;3;20.8315162659;24.5;13;36.45277071;1;12.0;27.0;16;28.0;
52;3;22.5768718719;25.5;14;36.9370772839;1;13.0;25.0;17;28.0;
53;3;22.8974533081;26.5;14;37.4369897842;1;12.0;26.0;17;28.0;
54;3;23.5521850586;27.5;14;37.9520173073;1;12.0;27.0;18;28.0;
55;3;23.5798339844;28.5;15;38.4811282158;1;13.0;25.0;19;28.0;
56;3;24.6054801941;27.5;15;39.0226960182;1;12.0;26.0;19;28.0;
57;4;24.7801055908;27.5;11;54.5695996284;1;13.0;24.0;19;28.0;
58;4;25.9031600952;28.5;12;55.7891392708;1;14.0;23.0;20;28.0;
59;5;25.6499996185;30.5;12;56.9392809868;1;15.0;22.0;20;28.0;
60;5;26.6499996185;32.5;13;58.0148916245;1;16.0;21.0;21;28.0;
61;5;27.6499996185;34.5;13;59.0138707161;1;17.0;20.0;21;28.0;
62;5;29.6499996185;33.5;15;59.9364514351;1;18.0;19.0;21;28.0;
63;6;31.4466533661;32.5;15;60.7845106125;1;18.2999992371;19.0;22;28.0;
64;6;31.6765155792;32.5;15;61.5609645844;1;18.2999992371;19.0;23;28.0;
65;6;31.8512172699;32.5;15;62.2693080902;1;18.2999992371;19.0;23;28.0;
66;6;32.0105934143;32.5;17;62.8195896149;1;18.2999992371;19.0;23;28.0;
67;6;32.1344070435;32.5;18;63.2300891876;1;18.2999992371;19.0;24;28.0;
68;7;32.2267723083;32.5;15;78.6157541275;1;18.2999992371;19.0;24;28.0;
69;7;33.3135452271;33.5;15;79.7250175476;1;18.2999992371;19.0;24;28.0;
70;7;34.3943786621;34.5;15;80.7263841629;1;18.2999992371;19.0;25;28.0;
71;7;35.469078064;35.5;15;81.6187963486;1;18.2999992371;19.0;25;28.0;
72;7;36.5375900269;36.5;17;83.4051160812;1;18.2999992371;19.0;25;28.0;
73;7;38.5999908447;38.5;17;86.4492678642;1;18.2999992371;19.0;26;28.0;
74;7;41.1037139893;40.0;18;89.0173163414;1;18.2999992371;19.0;26;28.0;
75;7;42.0288963318;41.3899993896;18;91.1590315104;1;18.2999992371;19.0;26;28.0;
76;7;42.5107841492;42.6872596741;18;92.9311007261;1;18.2999992371;19.0;27;28.0;
77;7;42.9094963074;43.9097442627;18;94.2274096012;1;18.2999992371;19.0;27;28.0;
78;7;43.2011680603;44.0;19;94.9786313772;1;18.2999992371;19.0;27;28.0;
79;7;43.3701896667;44.0;28;95.6122536659;1;18.2999992371;19.0;27;28.0;
80;7;41.4557762146;45.0;29;95.8550879955;1;18.2999992371;19.0;28;28.0;
81;7;40.248260498;46.5825614929;29;96.0689103603;1;18.2999992371;19.0;28;28.0;
82;7;37.248260498;48.5932502747;29;96.2080165148;1;18.2999992371;19.0;28;28.0;
83;7;35.580242157;50.6040077209;30;96.2296639681;1;18.2999992371;19.0;28;28.0;
84;8;35.2750015259;52.6148300171;29;96.2514331341;1;18.2999992371;19.0;29;28.0;
85;8;35.2750015259;54.0;29;96.2733153105;1;18.2999992371;19.0;30;28.0;
86;8;35.2750015259;56.6366577148;29;96.2953014374;1;18.2999992371;19.0;30;28.0;
87;8;33.566444397;59.0;31;96.3173824549;1;18.2999992371;19.0;30;28.0;
88;8;32.2750015259;61.6586914062;31;96.3395489454;1;18.2999992371;19.0;30;28.0;
89;8;33.3263969421;64.0;32;96.3617914915;1;18.2999992371;19.0;31;28.0;
90;8;33.331401825;67.0;33;96.3841004372;1;18.2999992371;19.0;31;28.8400001526;
91;8;33.3364219666;70.0;33;96.4064661264;1;18.4890003204;19.4200000763;31;29.4629440308;
92;8;33.0250015259;73.7032318115;34;96.428878665;1;18.6291618347;19.7314720154;31;29.9158058167;
93;8;33.0250015259;76.7144393921;35;96.4513280392;1;18.7310562134;19.9579029083;31;30.0;
94;9;33.0250015259;74.7256622314;33;96.4738043547;1;18.75;20.0;31;30.0;
