Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;8.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;8.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;8.0;10.0;5;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;9.0;10.0;5;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;1;9.5;10.0;5;20.0;2;10.0409517288;10.5;4;22.5249304771;
8;1;9.5;10.0;5;20.3999996185;2;10.0681095123;10.5;4;23.0894187689;
9;2;9.59000015259;10.3999996185;4;21.7264003754;2;10.1951189041;10.7100000381;4;23.5836213827;
10;2;9.88844013214;10.3632001877;3;22.0903717279;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;9.97033405304;10.4951858521;2;23.2838120461;2;10.3983440399;11.0;4;25.8316864967;
12;2;10.238858223;11.0209560394;3;24.3146933317;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;12.0379104614;11.4571752548;3;25.1981878281;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;14.0379104614;11.8107032776;3;25.9559320211;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;16.0379104614;12.0916318893;3;26.6120283604;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;17.1704521179;12.3113050461;3;27.1901185513;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;18.2242145538;12.4808797836;3;27.4906733036;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;19.2832355499;12.5;3;27.7773330212;2;20.0653820038;14.0;5;33.5542383194;
19;2;20.2499008179;12.5;3;28.0890238285;2;21.1997051239;14.0;5;34.1899633408;
20;2;20.3200302124;12.5;3;28.4260663986;2;21.692741394;14.0;5;34.8591008186;
21;2;20.3958644867;12.5;5;28.788336277;2;21.843296051;14.0;5;35.5546751022;
22;2;20.4773750305;12.5;5;29.1751885414;2;21.9998016357;14.0;5;36.2682390213;
23;2;20.5644168854;12.5;5;29.585392952;2;22.1603527069;14.0;6;36.9902019501;
24;2;20.6567134857;12.5;4;30.0170898438;2;22.3227958679;14.0;6;37.7102985382;
25;2;19.625;13.5;4;30.4677705765;2;22.4848175049;14.0;6;38.4181499481;
26;2;20.625;12.5;5;30.9342932701;3;23.6440830231;14.3000001907;5;40.1038570404;
27;2;20.9602165222;12.5;5;31.4129357338;3;24.7983665466;14.3000001907;5;40.9185563326;
28;2;21.0679111481;12.5;6;31.8994894028;3;24.9456748962;14.5799999237;5;41.7186180353;
29;2;19.625;13.5;6;32.3893885612;3;25.3866882324;14.0;5;42.5013513565;
30;2;18.625;13.5;6;32.877872467;3;23.5628032684;15.0;5;43.2661215067;
31;2;18.3975219727;14.5;6;33.360165596;3;22.7348766327;16.0;5;44.0142371655;
32;2;17.625;13.5;6;33.8316650391;3;21.9032020569;17.0;5;44.7486755848;
33;2;18.625;14.5;6;34.2881155014;3;21.0684509277;18.0;5;45.4736754894;
34;2;17.625;13.5;6;34.7257604599;3;20.2315750122;19.0;5;46.1942477226;
35;2;17.625;14.5;6;35.141462326;3;20.093706131;20.0;5;46.9156470299;
36;2;16.625;13.5;6;35.5327749252;3;20.2560214996;21.0;6;47.6428394318;
37;2;15.625;13.5;6;35.8979701996;3;20.4196395874;22.0;6;48.3799986839;
38;2;16.0;14.5;7;36.2360286713;3;20.5854988098;23.0;6;49.1086950302;
39;2;16.5281066895;15.5;7;36.5465888977;3;20.7494564056;24.0;6;49.7161855698;
40;2;15.5281066895;14.5;7;36.8298740387;3;20.8861427307;25.0;6;50.3611893654;
41;2;15.5281066895;14.5;7;37.0865974426;3;21.0312690735;26.0;6;51.0379443169;
42;2;15.0;13.5;7;37.3178625107;3;21.1835384369;27.0;6;51.7390680313;
43;2;15.0;13.5;7;37.5250654221;3;22.3412914276;27.0;6;52.4557781219;
44;2;15.0;13.5;7;37.7098016739;3;23.5025501251;28.0;8;53.1782588959;
45;2;16.0;14.5;7;37.8737831116;3;24.6651077271;29.0;8;53.8961582184;
46;2;17.0;15.5;7;38.0;3;25.8266372681;30.0;8;54.5991659164;
47;2;16.0;14.5;7;38.0;3;26.9848136902;31.0;9;55.2776012421;
48;3;16.0;14.5;5;62.0;3;28.1374607086;30.0;9;55.9229507446;
49;3;18.9249992371;17.5;6;63.2000007629;3;28.5826644897;29.0;9;56.5282850266;
50;3;20.9249992371;20.5;6;64.1576004028;3;28.7188644409;29.0;10;57.088514328;
51;3;22.9249992371;23.5;8;64.9011039734;3;28.84491539;29.0;12;57.6004695892;
52;3;24.9249992371;25.5;8;65.4657306671;4;28.960105896;29.0;12;58.0628213882;
53;3;26.9249992371;27.5;10;65.88712883;4;29.0641345978;29.0;12;58.4758720398;
54;3;28.5499992371;27.5;10;66.0;4;29.1570701599;29.0;12;58.8412618637;
55;3;29.5499992371;27.5;11;66.0;4;29.2392845154;29.0;12;59.1616458893;
56;4;31.5499992371;28.5;10;67.0;4;29.3113708496;29.0;13;59.4403705597;
57;4;33.5499992371;29.5;10;67.0499999523;4;29.3740825653;29.0;13;59.6811828613;
58;4;34.7862472534;30.5;13;67.1019749641;5;29.4282646179;29.0;12;59.8879890442;
59;5;35.1979446411;31.5;12;84.4059499502;5;29.4747962952;29.0;12;60.0;
60;5;36.2100906372;33.5;12;85.3244439363;5;29.5;29.0;12;60.0;
61;5;37.2226867676;34.5;12;86.1318774223;5;29.5;29.0;13;60.0;
62;5;38.2357444763;35.5;14;86.8310065269;6;27.5;30.0;13;60.0;
63;6;39.2492599487;36.5;13;87.429207921;6;26.5;31.0;13;60.0;
64;6;40.2632369995;37.5;14;87.9367653131;6;25.5;32.0;13;61.0;
65;6;41.2776679993;37.5;14;88.365344882;6;25.5;34.0;13;61.0299999714;
66;6;42.2925567627;37.5;15;88.7267993689;6;25.5;36.0;13;62.8708902597;
67;6;43.3078956604;37.5;15;88.9107804298;6;24.8489494324;36.0;14;64.3665037155;
68;6;43.698677063;37.5;16;89.9828453064;6;24.6518592834;37.0;14;66.5738199949;
69;6;43.9398880005;38.0;16;93.8636646271;6;24.4814510345;38.0;15;67.3659305573;
70;6;45.7108421326;39.3899993896;17;96.3074380159;6;27.5493431091;37.6003341675;16;67.982614398;
71;7;47.3224868774;40.6872596741;16;98.2866574526;7;27.0065040588;39.6231460571;15;68.4820321798;
72;7;48.0997123718;41.9097442627;16;99.5116151571;7;29.0499992371;39.6465377808;15;68.5990563631;
73;7;48.4126396179;43.0;16;100.37476635;7;28.3517246246;41.0;16;68.7203602791;
74;7;48.6310691833;44.0;17;100.95693624;7;25.0499992371;43.6950378418;17;68.8459643126;
75;8;48.7653121948;44.0;16;130.499575853;7;24.3740558624;45.0;17;68.9758732319;
76;8;46.8647537231;46.0;17;133.260451078;7;24.0499992371;47.7457618713;17;69.1100745201;
77;9;47.9865989685;48.0;16;136.470580578;7;23.3973655701;47.0;18;69.2485374212;
78;9;49.0836105347;51.0;16;138.290231705;8;23.4093704224;48.0;18;69.3912112713;
79;10;50.1890106201;54.0;12;154.757375717;9;24.0499992371;50.0;18;70.5380244255;
80;10;49.3030090332;59.0;13;157.02262795;9;27.0499992371;52.0;18;70.8688836098;
81;10;49.875;63.0;14;158.737391233;9;29.3154983521;55.0;20;71.23394835;
82;10;51.875;68.0;14;160.27742517;10;31.3628120422;59.0;17;71.63735044;
83;10;52.875;72.0;15;161.744154572;10;32.7999992371;63.0;17;72.0834878683;
84;11;54.875;76.0;15;163.13560605;10;32.7999992371;67.0;16;72.5769187212;
85;11;54.875;80.0;15;164.453035235;10;32.7999992371;70.9979858398;17;73.1221995354;
86;11;53.321182251;85.0;15;165.699452162;10;32.7999992371;74.0279693604;17;73.7236568928;
87;11;50.6957969666;92.0;17;166.878385186;10;32.7999992371;77.0582275391;17;74.3850843906;
88;12;51.0878410339;96.0;16;167.993042111;10;32.7999992371;80.0887451172;18;75.1093661785;
89;12;53.199306488;101.0;17;168.94717145;10;32.7999992371;83.1194763184;19;75.8980369568;
90;12;54.2947158813;107.0;17;170.749745607;10;32.7999992371;86.1503829956;19;76.7508056164;
91;12;56.3749732971;114.0;19;171.592011452;10;32.7999992371;88.3754043579;21;77.6650907993;
92;13;57.8532028198;120.84928894;17;172.410269737;10;31.7999992371;87.8325424194;21;78.6356346607;
93;13;58.0410270691;126.891845703;21;173.199131131;10;31.7999992371;88.317817688;21;79.6542770863;
94;13;59.1199150085;129.933776855;22;173.954555988;10;32.7999992371;89.8271408081;21;80.7099688053;
95;14;58.1954574585;135.975006104;21;174.673898816;11;33.7999992371;88.3549957275;19;81.7890954018;
96;14;58.2673873901;142.01550293;22;175.355840802;11;32.7999992371;89.8945465088;17;82.8761239052;
97;14;59.3355865479;144.641113281;22;176.000247717;11;32.7999992371;91.4380569458;18;83.9545378685;
98;14;58.4000244141;149.866210938;23;177.607971787;11;33.7999992371;89.9772644043;18;85.0079581738;
99;14;61.4607963562;150.070449829;25;178.260624766;11;32.7999992371;91.5039825439;19;86.0212883949;
100;15;62.5180625916;154.254760742;25;178.885893583;11;32.7999992371;93.0106430054;20;86.9817228317;
