Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;4;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;4;20.0;1;9.72500038147;10.5;5;21.0;
8;2;9.5;10.3999996185;3;21.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;2;9.59000015259;10.1999998093;3;21.8964003325;2;9.81949996948;10.9099998474;4;22.758436203;
10;2;9.66343975067;10.3632001877;3;23.1863384247;2;10.1206493378;10.8792181015;4;23.1000000238;
11;2;9.90937137604;10.9097137451;3;25.2533284426;2;10.1975002289;11.0;4;24.8149009943;
12;2;10.3109855652;11.8021907806;4;27.0985519886;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;11.909371376;12.5570135117;4;28.7228281498;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;13.909371376;13.170545578;4;30.1538801193;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;15.909371376;13.6524438858;4;31.4353878498;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;17.6731567383;14.0203924179;4;32.6163463593;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;18.8152618408;14.2950820923;4;32.9809885025;2;18.5335998535;13.879781723;5;30.9674448967;
18;2;19.9780845642;14.1155738831;5;33.4772291183;2;19.6176757812;14.0;5;31.3838531971;
19;2;21.1624393463;13.9540166855;5;34.1014890671;2;20.7113685608;14.0;5;31.8446035385;
20;2;21.6728343964;13.8086147308;5;34.8458476067;2;21.1650352478;14.0;5;32.350376606;
21;2;21.8403167725;13.6777534485;6;35.6971206665;2;21.2788333893;14.0;5;32.9006829262;
22;2;22.0318527222;13.5599784851;6;36.636423111;2;21.4026527405;14.0;5;33.4936323166;
23;2;22.2431945801;13.4539804459;6;37.6394586563;2;21.5360660553;14.0;6;34.1257500648;
24;2;22.4688777924;13.3585824966;6;38.6776819229;2;21.6782932281;14.0;6;34.7918796539;
25;2;20.4302406311;14.2727241516;6;39.7203178406;2;21.8281726837;14.0;6;35.4852027893;
26;2;19.937953949;15.1954517365;6;40.7369661331;2;21.9841690063;14.0;6;36.1974048615;
27;2;19.9066581726;16.1259078979;7;41.7003221512;2;22.1444149017;14.0;6;36.9189891815;
28;2;20.8784923553;14.0633163452;7;42.5884723663;2;22.3067722321;14.0;6;37.6397333145;
29;2;19.853143692;15.0069847107;7;43.3863258362;2;22.4689388275;14.0;6;38.3492431641;
30;2;19.830329895;15.9562864304;7;44.0859737396;2;20.628578186;15.0;6;39.0375461578;
31;2;19.8097953796;16.9106578827;7;44.686088562;2;19.7834472656;16.0;6;39.6956548691;
32;2;19.7913169861;17.8695907593;7;45.1906356812;2;18.9315223694;17.0;6;40.3160324097;
33;2;19.774684906;18.8326320648;7;45.6072902679;2;18.071105957;18.0;6;40.8929109573;
34;2;19.7597160339;19.799369812;7;45.9458770752;2;17.2009048462;19.0;6;41.4224338531;
35;2;19.7462444305;20.7694320679;7;46.2170715332;2;17.0200481415;20.0;6;41.9026298523;
36;2;19.7341194153;21.7424888611;7;46.4314365387;2;17.1280918121;21.0;7;42.3332462311;
37;2;19.7232074738;22.7182388306;7;46.3928318024;2;17.2249794006;22.0;7;42.7154788971;
38;2;19.7133865356;23.6964149475;8;46.3535480499;2;17.3109817505;23.0;7;43.051656723;
39;2;19.7045478821;24.6767730713;8;46.3181934357;2;17.3866233826;24.0;8;43.3449144363;
40;2;19.6965942383;25.6590957642;9;46.2863731384;2;17.4526062012;25.0;8;43.5988855362;
41;2;19.6894340515;26.6431865692;9;46.2577362061;2;17.5097503662;26.0;8;43.8174438477;
42;2;20.6829910278;24.628868103;10;46.231962204;2;17.5589256287;27.0;9;44.0;
43;2;19.677192688;25.6159820557;11;46.2087669373;2;18.6000003815;25.0;9;44.0;
44;2;19.6719722748;26.6043834686;11;46.1878910065;3;17.6000003815;26.0;9;44.0;
45;2;20.6672744751;24.5939445496;12;46.1691017151;3;17.6000003815;27.0;9;44.0;
46;2;19.6630477905;26.5939445496;12;46.1521911621;3;18.6000003815;25.0;10;44.0;
47;2;19.65924263;28.5939445496;13;46.1369724274;5;20.6000003815;26.0;8;45.0;
48;2;19.6558189392;30.5939445496;14;46.1232757568;5;22.6000003815;27.0;8;45.1599999666;
49;2;19.6527366638;32.5939445496;14;46.1109485626;5;23.6000003815;28.0;9;45.3437439203;
50;2;19.6499633789;34.5554733276;15;46.0998535156;5;24.6000003815;29.0;10;45.5541238785;
51;2;19.6474666595;35.5499267578;16;46.0898685455;5;25.6000003815;30.0;10;45.7941719294;
52;2;19.6452217102;36.5449333191;16;46.0808811188;5;25.8999996185;29.8970870972;11;46.0669906139;
53;3;21.6431980133;35.5404396057;16;47.0727920532;5;25.8999996185;30.0334949493;11;46.375654459;
54;3;23.6413784027;35.5363960266;17;47.1555136442;5;26.4345226288;29.0;12;46.7230784893;
55;3;24.8849906921;35.5327568054;16;47.2460808754;5;25.8999996185;30.0;13;47.1118502617;
56;4;25.9053668976;35.5294799805;16;47.3448046446;6;25.8999996185;30.5559253693;13;47.544028759;
57;4;26.3619403839;35.5265350342;17;47.4519863129;7;26.8999996185;31.7720146179;12;49.0209121704;
58;5;26.6766967773;34.5238800049;16;47.5679144859;7;28.8047046661;31.0;12;49.7027899027;
59;5;26.7027797699;33.5214920044;16;47.6928542852;7;28.92212677;32.0;12;50.4524389505;
60;5;26.7308940887;32.5193405151;16;47.8270403147;7;29.0494556427;33.0;12;51.2703094482;
61;5;26.7610836029;31.517408371;16;47.9706611633;8;29.1861419678;34.0;11;52.1553612947;
62;5;26.7933979034;30.5156669617;16;48.1238501072;8;29.3312683105;34.8970870972;11;53.1049349308;
63;5;26.8278675079;29.5141010284;17;49.2866766453;9;27.8999996185;36.033493042;8;66.8647224903;
64;5;27.8645019531;29.5126914978;18;49.4891328812;9;29.8999996185;35.0;8;68.5663564205;
65;5;28.9033031464;29.5114212036;18;50.7017128468;9;27.8999996185;38.0;7;70.2616391182;
66;5;30.9442539215;31.5102787018;19;50.9742147923;9;27.8999996185;41.0;7;72.9396271706;
67;6;30.3541622162;34.5092506409;18;51.2801380157;9;29.8999996185;42.0;7;74.6108307838;
68;6;30.3537464142;37.5083236694;18;51.5986944437;9;31.8999996185;45.0;6;76.2474136353;
69;6;29.6235866547;40.5074920654;18;51.929382205;9;30.1340446472;48.0;7;78.0350071192;
70;6;28.6280345917;43.8587188721;19;52.2715681791;9;30.8386306763;51.0;7;81.4164389372;
71;6;28.6277313232;43.1651992798;18;54.5257428885;9;31.6000003815;49.0;8;85.4603903294;
72;7;29.1656188965;45.0047950745;17;73.2783380747;8;25.8479270935;45.0;9;71.1723566055;
73;7;31.3073425293;46.3936920166;17;75.2360241413;9;26.8526325226;45.0;9;73.3202624321;
74;7;32.5233688354;48.6900405884;18;76.8882695436;9;27.1701889038;45.0;10;75.3305903673;
75;7;33.3396606445;51.7304077148;20;78.1409323215;10;28.3678970337;46.5825614929;10;78.2639130354;
76;7;34.8344192505;53.0;20;79.4972617626;10;32.0;47.5932502747;11;80.1584634781;
77;7;34.7085952759;56.0;20;81.6286838055;10;32.0;49.6040077209;12;82.0503331423;
78;8;34.2999992371;60.9550666809;19;82.6950757504;10;30.0;52.0;13;83.9382406473;
79;8;35.2999992371;65.0036773682;19;83.6744813919;10;30.6868877411;55.6257171631;13;85.8233292103;
80;8;35.2999992371;68.2037887573;22;84.5758926868;10;29.8464279175;57.6366577148;13;87.7090475559;
81;9;35.2999992371;71.4033966064;21;85.4087164402;11;28.3414421082;58.0;12;89.5407840014;
82;10;35.2999992371;74.6015777588;20;86.1030033827;10;28.0499992371;60.0;13;91.2748016119;
83;10;37.0;75.6558227539;19;86.630764842;11;28.351398468;63.0;12;93.0564523935;
84;10;36.4500007629;79.7112960815;20;88.1537971497;11;29.0;66.0;10;94.8857178688;
