Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;9.0;10.0;5;20.0;2;9.375;10.5;4;22.0900000334;
7;1;9.5;10.0;5;20.0;2;9.9702501297;10.5;4;22.1871190071;
8;2;9.5;10.1999998093;4;21.3999996185;2;9.99210166931;10.5;4;22.7236096859;
9;2;9.81500053406;10.1999998093;4;21.7664003372;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;9.89743995667;10.3632001877;4;22.0715556145;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;9.96609973907;10.4951858521;4;23.1762773991;2;10.3025445938;11.0;4;25.3486820459;
12;2;10.2146625519;11.0209560394;5;24.1039098501;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;11.9904842377;11.4571752548;5;24.8681889772;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;13.9904842377;11.8107032776;5;25.4893084764;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;15.9904842377;12.0916318893;5;25.9899599552;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;17.0304870605;12.3113050461;5;26.3924539089;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;18.0447406769;12.4808797836;4;26.4960671663;2;18.7531986237;13.879781723;5;32.049197197;
18;2;19.0594482422;12.5;3;26.5634490252;2;18.9500007629;14.0;5;32.573600769;
19;2;19.976776123;12.5;3;26.6328122616;2;19.9500007629;14.0;5;33.1419348717;
20;2;19.625;12.9898433685;5;26.7041202784;2;20.2999992371;14.0;5;33.7516689301;
21;3;20.0084266663;12.5;3;44.0273271799;2;20.2999992371;14.0;5;34.3986358643;
22;3;20.625;13.0331983566;3;44.9648771286;2;20.2999992371;14.0;5;35.0769786835;
23;3;22.0417842865;12.5;4;45.7911117077;2;20.2999992371;14.0;6;35.7792286873;
24;3;23.0590724945;12.5;5;46.5087049007;2;20.2999992371;14.0;6;36.4965333939;
25;3;22.0767421722;13.5;5;47.1249480247;2;20.2999992371;14.0;6;37.2190332413;
26;3;21.0947761536;13.5;5;47.6500377655;2;20.2999992371;14.0;6;37.9363632202;
27;3;21.113155365;14.5;5;48.0955512524;2;20.2999992371;14.0;7;38.6382322311;
28;3;20.1318531036;13.5;5;48.4732518196;2;20.2999992371;14.0;7;39.3150119781;
29;4;21.1508464813;14.5;4;48.6727013588;2;20.2999992371;14.0;7;39.9582691193;
30;4;22.1701087952;15.5;5;48.7593686581;2;18.2999992371;15.0;7;40.5611724854;
31;4;22.1896076202;16.5;5;48.8469614983;2;17.2999992371;16.0;7;41.1187410355;
32;4;21.625;18.5;5;48.9353370667;2;16.2999992371;17.0;9;41.627913475;
33;5;22.2292003632;18.5;5;51.2734258175;2;15.2999992371;18.0;9;42.0874586105;
34;5;22.625;21.5;5;51.4922595024;2;14.2999992371;19.0;9;42.4977617264;
35;5;23.625;23.5968151093;6;51.7157790661;2;14.0;20.0;10;42.8605298996;
36;5;23.625;24.7353134155;6;52.9436199665;2;14.0;21.0;11;43.1784667969;
37;5;24.625;26.5768089294;6;53.2803757191;2;14.0;22.0;11;43.4549474716;
38;5;25.625;27.7945423126;6;53.6304637194;2;14.0;23.0;12;43.693734169;
39;5;26.3502731323;27.4099197388;7;53.9940719604;2;14.0;24.0;12;43.8987360001;
40;5;26.3704109192;28.6017971039;7;54.3713448048;2;14.0;25.0;13;44.0;
41;6;26.3904399872;29.803571701;5;67.5123716593;2;14.0;26.0;13;44.0;
42;6;25.625;29.015422821;6;68.5546752214;2;14.0;27.0;15;44.0;
43;6;29.9674072266;33.015422821;6;69.5572293997;2;15.0;25.0;16;44.0;
44;6;33.0390777588;37.015422821;8;70.5172321796;2;14.0;26.0;16;44.0;
45;6;34.468788147;41.0154266357;9;71.4339416027;2;14.0;27.0;17;44.0;
46;6;36.4877738953;45.0154266357;9;72.3083226681;2;15.0;25.0;18;44.0;
47;6;38.5064544678;48.0154266357;10;73.1426157951;2;14.0;26.0;18;44.0;
48;6;40.7393455505;46.5411911011;11;73.939892292;2;14.0;27.0;19;44.0;
49;6;40.9178161621;46.6523590088;11;74.7036414146;2;15.0;25.0;20;44.0;
50;7;41.9354476929;47.762588501;11;75.4374258518;2;14.0;26.0;20;44.0;
51;8;42.9526824951;48.3703918457;11;76.1316120625;2;15.0;25.0;21;44.0;
52;8;44.9695053101;46.4777297974;11;76.6497097015;2;16.0;25.0;22;44.0;
53;8;44.9859008789;47.5831451416;11;77.1730098724;2;17.0;25.0;22;44.0;
54;8;46.0018539429;48.6863555908;12;77.6996221542;2;18.0;25.0;22;44.0;
55;8;45.0173568726;50.6246299744;12;78.2274866104;2;19.0;25.0;23;44.0;
56;8;45.0323944092;51.9473419189;12;78.7544050217;2;20.0;24.0;24;44.0;
57;8;45.0469665527;53.2708435059;12;81.2780814171;2;20.2999992371;24.0;24;44.0;
58;8;48.0610694885;54.3629074097;13;81.9061669111;2;20.2999992371;24.0;24;44.0;
59;8;48.1496963501;58.4517364502;13;84.8119300604;2;20.2999992371;24.0;25;44.0;
60;8;48.3520355225;63.0372238159;14;87.3003100157;2;20.2999992371;24.0;25;44.0;
61;8;47.7284164429;68.5092773438;14;89.4260941744;2;20.2999992371;24.0;25;44.0;
62;8;48.1059417725;73.2319488525;15;91.247606039;2;20.2999992371;24.0;26;44.0;
63;8;48.4104118347;76.8882675171;16;92.4894990921;2;20.2999992371;24.0;26;44.0;
64;9;49.8891677856;75.5610809326;15;93.2093623877;2;20.2999992371;24.0;27;44.0;
65;9;46.5;79.8673553467;16;93.8782455921;2;20.2999992371;24.0;26;44.0;
66;9;45.5;83.3011398315;18;94.5375221968;2;20.2999992371;24.0;26;44.0;
67;10;44.5;85.7269744873;17;95.1855509281;2;20.2999992371;24.0;26;44.0;
68;10;43.5;86.919708252;18;95.8210787773;2;20.2999992371;24.0;27;44.0;
69;11;42.5;90.2182388306;19;96.4258075953;3;20.2999992371;24.0;27;44.0;
70;11;43.2000007629;89.2749176025;20;97.9650486708;3;20.2999992371;24.0;27;44.0;
71;12;44.2000007629;95.2182388306;20;98.4942499399;3;20.2999992371;24.0;28;44.0;
72;12;44.2000007629;101.89440155;20;99.0131342411;3;20.2999992371;24.0;28;44.0;
73;12;45.2000007629;105.022583008;22;99.5215402842;3;20.2999992371;24.0;28;44.0;
74;12;45.2000007629;108.155952454;22;100.019358397;3;20.2999992371;24.0;28;44.0;
75;12;44.2000007629;114.294006348;23;100.506468773;3;20.2999992371;24.0;28;44.0;
76;12;44.2000007629;120.136161804;24;100.982699275;3;20.2999992371;24.0;28;44.0;
77;12;46.2000007629;119.281745911;24;101.447794199;3;20.2999992371;24.0;28;44.0;
78;12;45.2000007629;121.430007935;27;102.839604378;3;20.2999992371;24.0;29;44.0;
79;12;45.2000007629;127.580123901;29;103.22808075;3;20.2999992371;24.0;29;44.0;
80;12;48.2000007629;125.968788147;29;103.619723678;3;20.2999992371;24.0;29;44.4799995422;
81;12;47.2000007629;127.138397217;30;104.012760282;3;20.2999992371;24.0;29;45.7352962494;
82;14;46.2000007629;131.307189941;29;104.405434251;3;20.4890003204;24.4200000763;29;46.7138366699;
83;14;48.2000007629;128.774261475;30;104.796046734;3;20.6291618347;24.7314720154;29;47.4684352875;
84;15;47.2000007629;130.63873291;28;105.182996631;2;20.7310562134;24.9579029083;30;47.8066806793;
85;16;47.2000007629;138.022628784;28;105.564814329;2;20.75;25.0;30;48.0;
86;16;47.2000007629;141.149017334;29;105.9401896;2;20.75;25.0;30;48.0;
87;16;47.2000007629;144.175369263;31;106.30799222;2;20.75;25.0;30;48.0;
88;16;52.6307983398;150.201660156;32;107.6672858;2;20.75;25.0;30;48.0;
89;16;56.8667297363;156.959457397;32;108.197329283;2;18.75;26.0;30;48.0;
90;16;61.1017303467;159.979446411;34;108.74785161;2;17.75;27.0;31;48.0;
