Turn;Planet_count_KI_1_SP_FULVER;Research_KI_1_SP_FULVER;Industry_KI_1_SP_FULVER;Ships_KI_1_SP_FULVER;Population_KI_1_SP_FULVER;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;12.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;2;8.0;10.1999998093;4;21.0;1;8.14999961853;10.5;5;21.0;
6;2;9.22500038147;10.0;4;21.0299999714;1;9.14999961853;10.5;5;21.0;
7;2;9.73174953461;10.0;4;21.0605909824;1;9.72500038147;10.5;5;21.0;
8;2;9.73863315582;10.0;4;21.5023716688;1;9.72500038147;10.5;5;21.4200000763;
9;2;9.83803367615;10.1999998093;4;21.8717387915;2;9.81949996948;10.9099998474;4;22.758436203;
10;2;9.92114067078;10.3632001877;4;22.1798590422;2;10.1206493378;10.8792181015;4;23.1000000238;
11;2;9.99046802521;10.4951858521;4;23.2886198759;2;10.1975002289;11.0;4;24.8149009943;
12;2;10.2399396896;11.0209560394;5;24.2203179598;2;10.5833530426;11.7700004578;5;26.3006643057;
13;2;12.0166759491;11.4571752548;5;24.988676548;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;14.0166759491;11.8107032776;4;25.6138757467;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;16.0166759491;12.0916318893;4;26.1185922623;2;16.2819595337;13.3366470337;4;29.5544860363;
16;2;17.0594291687;12.3113050461;4;26.5251210928;2;17.4586315155;13.6469516754;4;30.3533427715;
17;2;18.074590683;12.4808797836;4;26.6327222586;2;18.5335998535;13.879781723;4;30.9674448967;
18;2;19.0901966095;12.5;3;26.7040277719;2;18.9500007629;14.0;4;31.3838531971;
19;2;20.0084056854;12.5;3;26.7772322893;2;19.9500007629;14.0;4;31.8446035385;
20;2;20.0248775482;12.5;3;26.852280736;2;20.2999992371;14.0;4;32.350376606;
21;2;19.625;13.0556840897;5;26.9291081429;2;20.2999992371;14.0;4;32.9006829262;
22;2;20.0590496063;12.5;5;27.0076401234;2;20.2999992371;14.0;4;33.4936323166;
23;2;19.625;13.1022920609;5;27.0877923965;2;20.2999992371;14.0;4;34.1257500648;
24;2;19.625;13.1263380051;5;27.1694712639;2;20.2999992371;14.0;4;34.7918796539;
25;2;17.625;14.150841713;5;27.2525734901;2;20.2999992371;14.0;6;35.4852027893;
26;3;16.625;15.1757717133;6;29.4872229099;2;20.2999992371;14.0;6;36.1974048615;
27;3;16.625;17.0611896515;7;29.6986107826;2;20.2999992371;14.0;6;36.9189891815;
28;3;16.625;18.1371860504;7;29.9155557156;2;20.2999992371;14.0;6;37.6397333145;
29;3;16.0;19.2152957916;7;30.1377484798;2;20.2999992371;14.0;6;38.3492431641;
30;3;16.0;21.5770530701;9;30.3648333549;2;18.2999992371;15.0;8;39.0375461578;
31;3;16.0;22.7183380127;9;30.5964081287;2;18.2999992371;16.0;8;39.6956548691;
32;4;16.0;23.8626384735;9;30.832025528;2;18.2999992371;17.0;8;40.3160324097;
33;4;16.0;25.0096740723;9;31.0711956024;2;18.071105957;18.0;8;40.8929109573;
34;4;16.0;26.1591300964;10;31.3133888245;2;17.2009048462;19.0;9;41.4224338531;
35;4;16.0;27.3106689453;10;31.55803895;2;17.0200481415;20.0;10;41.9026298523;
36;4;16.0;28.4639282227;10;31.8045492172;2;17.1280918121;21.0;10;42.3332462311;
37;4;17.0;26.6185207367;11;32.0522968769;2;17.2249794006;22.0;11;42.7154788971;
38;5;16.0;27.7740440369;9;49.5506396294;2;17.3109817505;23.0;12;43.051656723;
39;5;18.0;26.9300804138;9;51.6614220142;2;17.3866233826;24.0;12;43.3449144363;
40;5;21.7853012085;25.8410873413;10;52.7483893633;2;17.4526062012;25.0;12;43.5988855362;
41;5;23.8050098419;25.9980621338;11;53.7307505608;2;17.5097503662;26.0;12;43.8174438477;
42;5;24.824508667;26.1582870483;12;54.6156133413;2;17.5589256287;27.0;12;44.0;
43;5;25.0;27.321598053;12;55.4130029678;2;18.6000003815;25.0;13;44.0;
44;5;25.625;28.4050445557;13;56.1343390942;2;17.6000003815;26.0;15;44.0;
45;5;25.9681091309;27.8530807495;11;56.7912367582;2;17.6000003815;27.0;15;44.0;
46;5;26.5247879028;26.8283786774;12;57.273116231;2;18.6000003815;25.0;15;44.0;
47;6;27.9460430145;28.8283786774;10;57.6453070641;2;17.6000003815;26.0;16;44.0;
48;6;28.9967708588;31.8283786774;10;58.0213711262;2;18.6000003815;25.0;17;44.0;
49;6;30.0491809845;35.82837677;11;58.4010055065;2;19.6000003815;25.0;17;44.0;
50;7;31.1032733917;38.82837677;7;78.783878088;3;20.6000003815;25.0;16;44.0;
51;7;29.6108779907;43.82837677;8;80.3696188927;3;21.6000003815;25.0;17;44.0;
52;7;32.2164611816;43.5925216675;9;81.775406599;3;22.6000003815;25.0;18;44.0;
53;7;33.2754745483;44.6806564331;9;83.0059254169;3;23.6000003815;24.0;18;44.0;
54;7;31.3036346436;46.7654266357;9;84.0758903027;3;23.8999996185;24.0;18;44.0;
55;7;31.3510303497;46.8467483521;10;85.0056068897;4;23.8999996185;24.0;18;54.0;
56;8;29.625;48.9245681763;10;85.8171851635;4;24.8999996185;25.0;17;54.3999996185;
57;8;30.4510192871;48.9988670349;11;86.516379118;5;25.8999996185;26.0;16;54.7743997574;
58;8;31.5032958984;50.0696372986;12;86.9067816734;5;25.8999996185;27.0;17;55.1219387054;
59;8;32.5568389893;51.1369018555;15;87.2947869301;5;25.8999996185;28.0;18;55.4420347214;
60;8;33.6114311218;52.2006950378;16;87.6794223785;5;25.8999996185;29.0;18;55.7347183228;
61;8;33.625;54.2610855103;16;88.0120491982;5;25.8999996185;29.0;19;56.0005426407;
62;8;35.625;54.318145752;17;88.3387823105;6;25.8999996185;29.0;18;56.2404880524;
63;8;36.2789878845;55.371963501;17;88.6286706924;6;25.8999996185;29.0;18;56.4558610916;
64;8;35.125;57.4000015259;17;88.8772368431;6;25.8999996185;29.0;18;56.6481971741;
65;8;35.125;59.4000015259;18;89.1233024597;6;25.8999996185;29.0;18;56.8191757202;
66;8;36.125;58.4000015259;19;89.3656759262;6;25.8999996185;29.0;18;56.9705476761;
67;8;35.125;60.4000015259;19;89.603228569;7;26.8999996185;30.0;17;58.0;
68;9;35.125;62.4000015259;20;92.6953234673;7;27.8999996185;31.0;17;59.1599999666;
69;9;35.6500015259;64.9000015259;20;95.1957068443;7;28.8999996185;33.0;18;60.5137438774;
70;9;36.0595016479;66.7588806152;21;97.1890869141;7;30.8999996185;36.0;18;60.9510347843;
71;9;36.3716239929;68.197052002;20;98.7651672363;7;31.8999996185;39.0;18;61.4490333796;
72;9;38.6052284241;64.4195404053;20;99.7119088173;7;31.8999996185;41.0;17;62.2851850986;
73;9;37.4043273926;65.4195404053;21;100.006951332;8;32.2307128906;43.0;15;64.5841611624;
74;9;35.4609451294;67.8097457886;19;101.246603012;8;30.4326019287;45.4199981689;16;66.6864150763;
75;9;36.5148696899;68.8097457886;20;102.496164322;8;28.9860076904;44.7314720154;16;68.6575704813;
76;10;36.5659561157;73.3097457886;19;102.773013711;8;29.1014995575;44.957901001;16;70.2879496813;
77;10;37.6593856812;73.3097457886;18;103.038125992;8;29.1343917847;45.0;17;71.8013315201;
78;10;39.7843856812;72.8097457886;20;103.291475534;8;29.1486854553;45.0;18;73.4004429579;
79;11;39.7843856812;75.9000015259;19;103.533192396;9;29.1633224487;45.0;18;74.9527672529;
80;11;37.7843856812;79.9000015259;19;103.763541579;9;29.1782932281;45.0;18;76.6457513571;
81;11;37.7843856812;81.5455856323;21;103.982899666;9;26.75;46.7393226624;18;79.4665055275;
82;11;37.7843856812;81.5945510864;23;104.191732168;9;26.75;48.7653579712;18;81.4545207024;
83;12;38.7843856812;85.5794067383;22;104.390571117;9;26.75;50.0;18;83.5247625113;
84;12;38.6593856812;87.7482910156;22;104.579995036;9;25.75;52.0;18;85.6428637505;
85;12;39.6593856812;91.6138381958;24;104.714228868;9;24.75;54.0;18;87.7700306177;
86;14;40.6593856812;95.6138381958;22;104.790847421;9;24.0;56.0;20;89.8658542633;
87;14;46.138469696;99.6138381958;21;104.868694782;9;24.0;57.665145874;20;91.891533494;
