Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;2;9.0;11.6999998093;5;24.0;1;8.0;11.0;6;20.0;
5;2;9.80000019073;11.5;5;24.0750000477;1;8.0;10.0;6;20.0;
6;2;10.9225006104;11.5;5;24.1548187733;1;9.0;10.0;5;20.0;
7;2;11.9464464188;11.5;5;24.2396422625;1;9.5;10.0;4;20.0;
8;2;12.2718925476;11.5;5;24.8020402193;1;9.5;10.0;4;20.3999996185;
9;2;12.440612793;11.7299995422;5;25.2728075981;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;12.5818424225;11.9106416702;5;25.5683498383;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;12.6705055237;12.0;5;26.9241136312;2;9.72283363342;10.7951860428;2;23.0419120789;
12;2;14.6636190414;12.6000003815;5;28.0502605438;2;10.184431076;11.0209560394;2;23.9543504715;
13;2;16.6636199951;13.0788002014;5;28.9755983353;2;11.9568338394;11.4571752548;2;24.7025904655;
14;2;18.6636199951;13.4505519867;5;29.7357566357;2;13.9568338394;11.8107032776;2;25.3068172932;
15;2;19.8273925781;13.7328653336;5;30.3666775227;2;15.9568338394;12.0916318893;2;25.789717555;
16;2;20.8902492523;13.943564415;5;30.7032151222;2;16.9854335785;12.3113050461;2;26.1736010313;
17;2;21.9573497772;14.0;6;30.9410111904;2;17.9954986572;12.4808797836;2;26.2577478886;
18;2;23.0286884308;14.0;6;31.1927320957;2;19.0058269501;12.5;3;26.3048160076;
19;2;23.3578186035;14.0;6;31.457960844;2;19.9185829163;12.5;3;26.3530313969;
20;2;23.4373874664;14.0;6;31.736051321;2;19.9294319153;12.5;3;26.4023760557;
21;2;23.5208148956;14.0;6;32.0261163712;2;19.9405345917;12.5;3;26.4528282881;
22;2;23.6078338623;14.0;6;32.3270235062;2;19.9518871307;12.5;4;26.5043625832;
23;2;23.6981067657;14.0;6;32.6373996735;2;19.9634819031;12.5;4;26.5569496155;
24;2;23.7912197113;14.0;6;32.9556460381;2;19.9753131866;12.5;4;26.6105561256;
25;2;23.8866939545;14.0;6;33.2799611092;2;19.9873752594;12.5;3;26.6651450396;
26;2;22.3999996185;15.0;6;33.6083769798;2;19.9996566772;12.5;4;26.72067523;
27;2;23.3999996185;14.0;6;33.9388012886;2;20.0121517181;12.5;5;26.7771017551;
28;2;24.181640625;14.0;6;34.2690696716;2;20.024848938;12.5;5;26.8343759775;
29;2;24.2807197571;14.0;7;34.5970001221;2;18.0377349854;13.5;5;26.8924454451;
30;2;22.3791007996;15.0;7;34.9204511642;2;17.0508003235;14.5;5;26.9512542486;
31;2;21.4761352539;16.0;7;35.2373766899;2;16.064031601;15.5;5;27.0107431412;
32;2;20.5712127686;17.0;7;35.5458788872;2;15.0774173737;16.5;7;27.0708494186;
33;2;19.5712127686;16.0;7;35.8442521095;2;14.4659414291;17.5;7;27.1315076351;
34;2;20.3999996185;16.0;7;36.1310186386;2;14.4795894623;18.5;8;27.1926498413;
35;3;22.3999996185;17.5;6;37.4049510956;2;14.4933462143;19.5;8;27.2542052269;
36;3;22.3999996185;16.5;6;37.9075886011;2;14.5071964264;20.5;10;27.3161010742;
37;3;22.7727489471;16.0;7;38.4515292645;2;14.5211229324;21.5;11;27.3782629967;
38;3;21.3999996185;15.7703962326;7;39.0475615263;2;14.5351085663;22.5;11;27.4406147003;
39;3;20.971830368;15.0;7;39.7081251144;2;14.5491380692;23.5;11;27.5030794144;
40;3;20.3999996185;17.0;7;40.4470090866;3;14.5631923676;24.5;7;32.5655794144;
41;3;22.2672729492;20.0;7;41.2787501812;3;15.0;26.5;8;32.7780365944;
42;4;21.2672729492;23.0;6;42.2176370621;3;16.5913085938;26.5;8;32.9871473312;
43;4;21.3999996185;26.0;6;43.2762308121;3;16.6053333282;27.5;8;33.1924686432;
44;4;22.3999996185;28.0;6;44.4633812904;3;16.6193141937;28.5;10;33.3935961723;
45;4;24.3999996185;29.0;7;45.7818379402;3;16.633234024;29.5;10;33.5901682377;
46;4;26.3999996185;29.0;7;47.2257299423;3;17.0;28.5;10;33.7818677425;
47;4;27.3999996185;29.0;7;48.7042198181;3;16.6608181;28.5;12;33.968421936;
48;4;25.3999996185;30.0;10;50.2395238876;3;16.674451828;29.5;12;34.1496033669;
49;4;24.3999996185;31.0;9;51.82558918;3;17.6879577637;28.5;13;34.3252291679;
50;4;24.3999996185;32.0;7;53.4145870209;3;19.7013206482;29.5;14;34.4951586723;
51;4;24.3999996185;33.0;11;54.9560718536;3;21.1364097595;30.5;14;34.6592931747;
52;5;24.3999996185;34.0;8;71.4032077789;3;22.1733417511;31.5;14;34.8175718784;
53;6;26.3999996185;33.0;7;73.4685192108;4;21.0;32.5;13;44.9699697495;
54;5;26.3999996185;31.0;8;58.8776798248;5;23.378068924;33.5;13;61.266494751;
55;5;24.3999996185;32.0;9;59.8705463409;5;26.3905181885;34.5;14;62.4509592056;
56;5;24.3999996185;33.0;9;60.6996059418;5;26.625;37.5;15;63.5213317871;
57;5;24.3999996185;34.0;9;61.3767814636;5;28.625;38.5;15;64.4796414375;
58;5;25.3999996185;32.0;10;61.9196968079;5;28.625;40.9936141968;15;65.2995629311;
59;5;24.3999996185;33.0;11;62.3483486176;5;30.438041687;39.9936141968;16;65.9832515717;
60;5;24.3999996185;34.0;11;63.6826190948;5;30.625;42.9936141968;17;66.5800850391;
61;5;26.3999996185;33.0;11;63.7899999619;5;31.1332206726;45.9936141968;18;67.0989995003;
62;5;26.3999996185;35.0;13;63.8311839104;5;32.0762214661;45.8936157227;19;67.4551873207;
63;5;26.3999996185;37.0;13;63.8735535145;5;31.3166885376;47.8936157227;20;67.6715836525;
64;5;27.3999996185;36.0;14;63.9171074629;6;31.3936290741;49.8936157227;20;67.8671655655;
65;5;26.3999996185;38.0;14;64.8712157011;6;31.4617462158;51.1276321411;21;67.9396123886;
66;5;26.3999996185;39.6059188843;15;67.3185420036;6;31.4750003815;52.1577301025;23;67.9813876152;
67;5;27.8199996948;38.3409919739;14;69.2411245108;7;32.3708114624;51.1577301025;22;68.0;
68;5;27.1375198364;39.9068412781;14;70.7278705835;7;32.375;51.4000015259;22;68.0;
69;5;28.369758606;38.3321609497;15;71.718515873;7;32.375;52.4000015259;23;68.0;
70;5;29.5353660583;37.6480331421;16;72.1971155405;7;32.375;53.4000015259;23;69.0;
71;5;27.6000003815;38.7972373962;15;72.4454356432;7;33.375;55.4000015259;24;69.0900000334;
72;5;28.6000003815;36.8403320312;15;72.6801576614;7;34.375;57.4000015259;23;69.1871190071;
73;5;29.6000003815;36.8850326538;17;72.8626385927;7;34.6421012878;58.6999969482;24;71.2536094189;
74;5;28.6000003815;37.9313201904;18;72.9583290815;7;33.8170013428;61.5989990234;22;72.9849452972;
75;5;28.2000007629;38.9791641235;15;73.0570616722;7;35.0500259399;60.3218841553;19;74.4287512302;
76;5;27.2000007629;40.0285301208;12;73.1587409973;7;34.6742630005;60.8933944702;19;75.6348705292;
77;5;26.2000007629;41.0793685913;15;73.2632513046;8;36.8880958557;58.4394302368;18;76.4578334093;
78;5;27.2000007629;40.0793685913;16;73.3704557419;8;35.6313858032;59.7000007629;19;76.7395968437;
79;5;28.2000007629;40.0793685913;16;73.4801969528;8;32.5999984741;63.7000007629;18;77.0309460163;
80;7;26.2000007629;42.0793685913;11;93.5922970772;8;31.5999984741;67.2596130371;18;77.3319108486;
81;7;24.2000007629;46.0793685913;13;95.5065569878;8;30.5999984741;70.3964233398;19;77.6424224377;
82;7;23.2000007629;50.0793685913;13;97.1923625469;9;30.5999984741;70.4419174194;18;77.9622936249;
83;7;22.6000003815;53.4113807678;14;98.626077652;9;29.2415885925;70.5999984741;18;79.2912025452;
84;7;22.6000003815;56.4703369141;14;99.8105261326;9;29.2999992371;73.5999984741;18;79.8286755085;
85;7;23.0;59.5300216675;14;100.76785779;9;30.2999992371;76.3104782104;19;80.4116748571;
86;7;25.0;58.5903053284;15;101.530822992;9;30.2999992371;78.3735351562;20;81.0454176664;
87;7;25.0;60.6510467529;15;103.135225296;9;32.2999992371;76.3735351562;21;81.7354671955;
88;7;27.0;63.7121009827;16;103.471642554;9;30.2999992371;80.3735351562;21;82.4875843525;
89;7;30.0;63.7733230591;17;103.526620805;10;31.2999992371;80.3735351562;17;103.307484627;
90;7;30.0;66.834564209;17;103.588084877;10;31.2999992371;83.6023178101;19;106.000476837;
91;7;30.3999996185;69.8956680298;20;103.655061066;10;32.2999992371;86.6536483765;19;108.540569782;
92;8;31.3999996185;69.9564971924;19;103.726648092;10;33.2999992371;89.7026596069;18;110.907227516;
93;8;30.3999996185;72.0168914795;18;103.802012205;10;34.2999992371;92.7493896484;16;113.104091167;
94;9;31.3999996185;71.076713562;15;103.880384445;13;35.2999992371;95.7938842773;13;115.099333286;
95;9;31.3999996185;70.1358337402;14;103.961057365;13;36.2999992371;97.8000030518;14;116.965543747;
96;9;30.3999996185;72.1941070557;14;104.043383002;13;37.2999992371;98.8000030518;13;118.736567974;
97;9;31.3999996185;71.2514038086;14;104.1267699;13;37.2999992371;98.8000030518;13;120.362621784;
98;9;31.3999996185;70.3076324463;14;105.21068114;13;37.2999992371;98.8000030518;13;121.728067398;
99;9;36.1210670471;73.362663269;14;105.269631147;13;37.2999992371;102.599998474;13;123.098553181;
100;9;40.1294593811;76.4164047241;14;105.330685288;13;37.2999992371;105.599998474;13;125.448994637;
101;9;42.7330703735;78.4687728882;15;105.39320606;13;38.2999992371;107.600006104;15;127.804548025;
102;9;42.9393157959;79.5196914673;14;105.456626505;13;40.2999992371;111.287567139;15;130.114676476;
103;9;42.9456634521;80.5690917969;14;105.520445734;13;42.2999992371;115.451080322;16;131.361225486;
104;9;42.9520454407;80.6169281006;14;105.584223598;13;44.2999992371;116.705612183;16;132.511366129;
105;9;42.9584197998;80.6631469727;16;105.647576749;13;43.2999992371;121.850982666;18;133.557836533;
