Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;2;8.0;10.3000001907;5;21.0;
6;1;10.6000003815;11.5;6;23.0;2;9.22500038147;10.0;5;21.0900000334;
7;1;11.6000003815;11.5;6;23.0;2;9.74524974823;10.0;4;21.1871190071;
8;2;11.8999996185;11.6999998093;5;24.4599990845;2;9.76710128784;10.0;4;21.7036092281;
9;2;12.3380002975;11.7299995422;5;24.9137833118;2;9.88331222534;10.1999998093;4;22.1564130783;
10;2;12.4741353989;11.9106416702;5;25.1925456524;2;9.98519229889;10.3632001877;4;22.557236433;
11;2;12.5577640533;12.0;5;26.536337018;2;10.075378418;10.4951858521;4;23.8035871983;
12;2;14.5472860336;12.6000003815;5;27.6531432867;2;10.3558073044;11.0209560394;4;24.8916251659;
13;2;16.5472869873;13.0788002014;5;28.5724397898;2;12.1677207947;11.4571752548;4;25.8364036083;
14;2;18.5472869873;13.4505519867;5;29.3305848837;2;14.1677207947;11.8107032776;4;26.6592981815;
15;2;19.7058410645;13.7328653336;5;29.9642994404;2;16.1677207947;12.0916318893;4;27.3839819431;
16;2;20.769536972;13.943564415;5;30.3092494011;2;17.3441429138;12.3113050461;4;28.0334718227;
17;2;21.8391609192;14.0;5;30.5618987083;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;22.9149551392;14.0;5;30.8357169628;2;19.4894981384;12.5;4;28.7683298588;
19;2;23.2507152557;14.0;5;31.13103652;2;19.625;13.5;4;29.1538929939;
20;2;23.3393096924;14.0;5;31.4478650093;2;19.625;13.7461681366;3;29.562889576;
21;2;23.4343585968;14.0;6;31.7858293056;2;19.625;12.5;3;29.9934945107;
22;2;23.5357475281;14.0;7;32.1441264153;2;19.625;12.5;4;30.4432339668;
23;2;23.6432380676;14.0;7;32.5214853287;2;19.625;12.5;4;30.9089989662;
24;2;23.756444931;14.0;7;32.9161438942;2;19.625;12.5;4;31.3870959282;
25;2;22.3999996185;15.0;8;33.3258481026;2;19.625;13.5;5;31.8733391762;
26;2;21.3999996185;15.0;8;33.7478761673;2;20.625;12.5;5;32.36317873;
27;2;21.1243629456;16.0;7;34.1790890694;2;21.2817153931;12.5;5;32.8518595695;
28;2;20.2537269592;17.0;7;34.6160068512;2;19.625;13.5;5;33.3346033096;
29;2;19.3848018646;18.0;7;35.0549120903;2;17.625;15.5;4;33.8067913055;
30;2;18.5164737701;19.0;7;35.4919700623;2;16.625;17.5;3;34.2641468048;
31;2;17.6475906372;20.0;7;35.9233598709;2;15.625;19.5;3;34.7028827667;
32;2;16.7770080566;21.0;7;36.3454084396;2;14.625;21.5;3;35.1198272705;
33;2;16.5036220551;22.0;8;36.7547168732;2;14.0;23.5;4;35.5124940872;
34;2;16.6264152527;23.0;8;37.1482658386;2;14.0;25.5;5;35.8791179657;
35;2;16.7444801331;24.0;8;37.5235033035;2;14.0;27.1153831482;5;36.2186422348;
36;2;16.8570518494;25.0;9;37.8783960342;2;14.0;28.3530502319;5;36.530673027;
37;2;16.96352005;26.0;9;38.2114562988;2;14.0;29.571472168;6;36.8154029846;
38;2;15.9635190964;25.0;10;38.521736145;2;14.0;30.7707824707;6;37.0735216141;
39;2;15.9635190964;25.0;10;38.8087968826;2;14.0;31.9514656067;6;37.3061151505;
40;2;16.96352005;26.0;11;39.0726613998;2;14.0;33.1142807007;9;37.5145664215;
41;2;17.3217983246;27.0;11;39.313750267;2;14.0;34.2601966858;9;37.7004623413;
42;2;18.3941249847;25.0;13;39.5328130722;2;14.0;35.3903236389;9;37.8655099869;
43;3;17.3941249847;25.0;12;39.7308530807;2;14.0;36.505859375;11;38.0;
44;3;17.3941249847;25.0;12;39.9090623856;2;14.0;37.5999984741;11;38.0;
45;3;19.3941249847;25.0;13;40.0687551498;2;14.0;38.5999984741;12;38.0;
46;3;21.3941249847;25.0;13;40.2113170624;2;15.0;36.5999984741;14;38.0;
47;3;23.3941249847;25.0;13;40.25;2;14.0;37.5999984741;14;38.0;
48;3;24.6749992371;24.0;13;40.25;2;14.0;38.5999984741;16;38.0;
49;3;25.6749992371;24.0;13;40.25;2;15.0;36.5999984741;17;38.0;
50;3;26.0750007629;24.0;14;40.25;2;14.0;37.5999984741;18;38.0;
51;3;26.0750007629;24.0;14;40.25;2;14.0;38.5999984741;19;38.0;
52;3;26.0750007629;24.0;14;40.25;2;16.0;34.5999984741;19;38.0;
53;3;26.0750007629;24.0;15;40.25;2;18.0;32.5999984741;21;38.0;
54;3;27.0750007629;25.0;15;41.25;2;19.9249992371;30.5999984741;21;38.0;
55;3;28.0750007629;26.0;15;41.25;2;20.9249992371;29.5;22;38.0;
56;3;28.0750007629;27.0;17;41.25;2;21.9249992371;28.5;22;38.0;
57;3;28.0750007629;28.0;17;41.25;2;22.5499992371;27.5;23;38.0;
58;3;28.0750007629;29.0;18;41.25;3;22.5499992371;26.5;20;48.0;
59;3;28.0750007629;29.5;18;41.25;3;23.5499992371;26.5;20;48.3999996185;
60;3;28.0750007629;29.5;19;41.25;3;24.5499992371;26.5;20;48.7743997574;
61;3;28.0750007629;29.5;19;41.25;3;24.5499992371;26.5;20;49.1219387054;
62;3;28.0750007629;29.5;21;41.25;3;24.5499992371;26.5;20;49.4420347214;
63;4;28.0750007629;29.0;20;41.25;3;24.5499992371;27.5;20;49.7347183228;
64;4;28.0750007629;29.0;21;41.25;3;24.5499992371;28.5;21;50.0005426407;
65;4;28.0750007629;29.0;21;41.25;3;24.5499992371;29.5;20;50.2404880524;
66;4;28.0750007629;29.0;21;41.25;3;24.5499992371;30.5;21;50.4558610916;
67;4;28.0750007629;29.0;21;41.25;3;24.5499992371;31.5;21;50.6481971741;
68;4;28.0750007629;29.0;22;43.1343749762;3;24.5499992371;32.5;22;50.8191757202;
69;4;28.6328125;29.7000007629;22;44.6363605261;5;25.5499992371;34.5;18;61.9705476761;
70;4;26.9503326416;31.2291984558;21;45.8133004904;6;27.5499992371;34.5;17;62.5299996138;
71;4;26.1825714111;32.6162643433;19;46.7283945084;6;28.8042488098;37.5;17;63.0498307943;
72;4;27.3481788635;31.4433670044;19;47.2690182924;6;29.5499992371;37.5;17;63.5596628189;
73;4;25.938583374;32.0;20;47.5587358475;6;30.5499992371;40.5;17;64.06036973;
74;4;25.9466133118;33.0;15;47.815795064;6;31.5499992371;42.5;18;64.5534301996;
75;4;25.9547386169;34.0;15;48.0431884527;6;32.0704154968;43.5;19;65.0407969952;
76;5;25.9629611969;35.0;13;61.2375754118;6;30.1501617432;32.5;15;67.5247516632;
77;5;26.6000003815;37.6187896729;14;61.5255748034;8;31.2221450806;33.5;13;68.7577431202;
78;5;27.6000003815;39.0;13;61.7845774889;8;32.2867584229;34.5;12;71.7921931744;
79;5;27.6000003815;41.0;14;62.0167341232;8;30.6068267822;37.0;12;74.4667191505;
80;5;26.6000003815;41.0;16;62.2243322134;8;29.6921691895;38.0;13;76.814530611;
81;6;26.6000003815;42.0;16;62.380228281;7;28.8432731628;39.6872596741;14;78.8768277168;
82;6;27.6000003815;44.0;16;62.4094859362;7;29.9107227325;38.9097442627;14;80.5486750603;
83;6;28.6000003815;44.0;17;62.4389514923;7;31.4201812744;39.0;15;82.9266161919;
84;6;27.6000003815;47.0;17;62.4686089754;7;31.9107227325;41.0;15;84.2048077583;
85;7;27.6000003815;50.0;15;62.498442173;6;29.9107227325;44.0;15;85.2152476311;
86;7;28.6000003815;50.0;15;62.5284343958;6;28.4722042084;47.0;16;86.111995101;
87;7;27.6000003815;53.0;15;63.5585684776;7;26.5052032471;50.0;15;86.8094873428;
88;7;28.6000003815;56.7792854309;15;63.6288269758;7;24.5397491455;53.0;14;87.5197120905;
89;7;30.6000003815;56.7944145203;15;63.700376153;7;24.5758666992;53.0;15;88.2347763777;
90;7;29.6000003815;59.8095970154;16;63.7731996775;7;25.5528564453;54.0;15;88.946542263;
91;7;29.6000003815;62.8248214722;16;64.8472778797;7;26.5921764374;55.0;16;89.6470338106;
92;7;31.6000003815;63.8400840759;11;65.0225881338;8;27.6331119537;56.0;15;90.3288414478;
93;7;31.6000003815;66.8553771973;8;65.208004117;8;28.6756649017;58.0;10;90.9854744673;
94;7;32.5999984741;66.8706817627;7;65.404061079;8;29.7198257446;60.0;10;91.6116322279;
95;7;32.5999984741;66.8859863281;7;65.6112794876;8;30.7655830383;62.0;10;92.2033629417;
96;8;31.6000003815;69.9012985229;8;65.8301535845;7;30.8129081726;62.0;11;92.7581079006;
97;9;32.5999984741;68.916595459;8;66.0611383915;7;29.8617668152;63.4000015259;12;93.2746465206;
98;9;32.5999984741;67.9318771362;9;66.3046348095;7;29.9121170044;64.4000015259;11;93.7529520988;
99;9;31.6000003815;70.9471282959;10;66.5609719753;8;29.9639034271;62.4000015259;11;94.1939945221;
100;9;32.5999984741;70.4178848267;10;66.8303904533;8;30.0170612335;62.4000015259;10;94.5995202065;
101;9;32.5999984741;70.3681640625;10;67.1130219698;8;30.0715141296;63.4000015259;9;94.9718241692;
102;9;31.6000003815;71.7164764404;11;67.4088711739;8;30.277179718;64.4000015259;9;95.3135426044;
103;10;33.5999984741;71.7390136719;13;71.3857104778;7;26.0;60.4000015259;10;92.8439846039;
104;10;33.5999984741;75.5711135864;13;71.7979810238;7;26.0;58.4000015259;10;93.0;
105;10;35.5999984741;77.5826339722;14;72.2268250585;7;26.2000007629;57.4000015259;10;93.0;
106;10;36.5999984741;80.8496704102;16;72.6710704565;7;24.2000007629;58.4000015259;10;93.0;
107;10;37.1098861694;84.1276397705;15;73.1293570399;7;24.2000007629;59.4000015259;13;93.0;
108;10;37.626991272;87.4157180786;15;73.6001347899;7;24.2000007629;60.4000015259;12;93.0;
109;10;37.2305831909;89.3412475586;15;74.0816701651;7;24.2000007629;61.4000015259;12;93.0;
110;11;38.2915496826;88.6360244751;14;88.5720583797;6;18.0;57.4000015259;12;79.0;
