Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;4;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;4;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;4;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;4;23.0;1;9.5;10.0;6;20.0;
8;1;11.8999996185;11.5;4;23.4599990845;1;9.5;10.0;6;20.3999996185;
9;1;12.0380001068;11.7299995422;4;23.8212833405;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;12.1463851929;12.1106414795;3;25.0;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;12.5000009537;12.0;4;26.2300007343;2;9.94783401489;10.4951858521;5;23.0719120502;
12;2;14.4553852081;12.6000003815;4;27.2181913853;2;10.1911802292;11.0209560394;5;23.9749414921;
13;2;16.4553852081;13.0788002014;4;27.9928700924;2;11.9614667892;11.4571752548;5;24.7131726742;
14;2;18.4553852081;13.4505519867;5;28.589247942;2;13.9614667892;11.8107032776;5;25.3067810535;
15;2;19.4834403992;13.7328653336;5;29.0429638624;2;15.9614667892;12.0916318893;5;25.7784451246;
16;2;20.4931354523;13.943564415;6;29.1887089014;2;16.9828968048;12.3113050461;5;26.1504684687;
17;2;21.5029983521;14.0;6;29.2221269608;2;17.9902935028;12.4808797836;5;26.2221269608;
18;2;22.5130233765;14.0;6;29.2560760975;2;18.9978122711;12.5;6;26.2560760975;
19;2;22.7768230438;14.0;6;29.2905418873;2;19.907617569;12.5;6;26.2905418873;
20;2;22.7871627808;14.0;7;29.3255085945;2;19.625;12.8871622086;5;26.3255085945;
21;3;22.7976531982;14.0;6;29.3609591722;2;19.9232387543;12.5;5;26.3609591722;
22;3;22.8082866669;14.0;8;29.3968753815;2;19.9312152863;12.5;5;26.3968753815;
23;3;22.8190612793;14.0;8;29.4332377911;2;19.9392967224;12.5;5;26.4332377911;
24;3;22.3999996185;14.4299716949;8;29.4700255394;2;19.947479248;12.5;5;26.4700255394;
25;3;22.3999996185;14.4410076141;8;29.5072168112;2;19.625;13.0880098343;4;26.5072168112;
26;3;20.8521652222;15.0;8;29.5447884798;2;19.625;13.1028871536;4;26.5447884798;
27;3;19.8634357452;16.0;8;29.5827163458;2;19.625;13.1179151535;4;26.5827163458;
28;3;18.8748149872;17.0;8;30.6209751368;2;19.9811115265;12.5;4;26.6209751368;
29;3;18.8862915039;18.0;8;30.7095384598;2;19.625;13.1483898163;4;26.6595385075;
30;3;18.8978614807;19.0;8;30.8003543615;2;17.9983959198;13.5;4;26.6983793974;
31;3;18.2401065826;20.0;9;30.8934196234;2;17.0071353912;14.5;4;26.7374696732;
32;3;17.2680263519;21.0;9;30.9887251854;2;16.0159301758;15.5;5;26.7767804861;
33;3;17.3999996185;20.4943618774;9;31.0862555504;2;15.0247755051;16.5;5;26.8162822723;
34;3;16.9258766174;20.0;9;31.1859880686;2;14.4086637497;17.5;5;26.8559447527;
35;3;16.9557971954;21.0;9;31.2878930569;2;14.4175872803;18.5;5;26.8957372904;
36;4;16.9863681793;22.0;9;31.3919327259;2;14.4265403748;19.5;5;26.9356285334;
37;4;17.0175800323;23.0;10;31.4980612993;2;14.4355163574;20.5;5;26.9755871296;
38;4;17.0494194031;24.0;10;31.6062244177;2;14.4445075989;21.5;6;27.015581131;
39;4;17.081867218;25.0;10;31.7163591385;2;14.4535055161;22.5;6;27.0555787086;
40;4;17.0;24.8303909302;10;31.8283932209;2;14.4625053406;23.5;6;27.0955479145;
41;4;17.1485176086;24.0;10;31.9422450066;2;14.4714984894;24.5;8;27.135456562;
42;4;17.1826725006;25.0;11;32.0578241348;2;14.4804782867;25.5;8;27.17527318;
43;4;17.2173480988;26.0;11;32.1750301123;3;15.4894361496;27.2000007629;7;28.2149660587;
44;4;17.0;25.9800319672;13;32.2937533855;3;16.4983673096;27.5;8;28.2745039463;
45;4;18.6117744446;26.9800319672;13;32.413875103;3;16.7367630005;28.5;8;28.3340520859;
46;4;19.6881561279;27.9800319672;13;32.5352678299;3;16.7501602173;29.5;10;28.393574357;
47;4;21.3605804443;28.9800319672;16;32.6577951908;3;17.7635536194;27.5;10;28.4530345201;
48;4;21.7115650177;29.9800319672;17;32.7813131809;3;16.77693367;28.5;11;28.5123972893;
49;4;22.7231502533;29.9800319672;17;32.9056692123;3;16.7902889252;29.5;11;28.5716272593;
50;4;23.7346439362;30.228427887;18;33.0307047367;3;17.8036155701;27.5;11;28.6306900978;
51;4;25.5092124939;29.0;19;33.1562547684;3;18.8169059753;28.5;14;28.6895523071;
52;4;25.1573295593;30.0;19;33.2821490765;3;19.0;29.5;14;28.7481806278;
53;4;25.2161407471;30.0;20;33.4082129002;3;20.5763778687;30.5;14;28.8065429926;
54;4;26.0224647522;29.0;20;33.5342683792;3;21.0;31.5;15;28.8646081686;
55;4;25.1904830933;30.0;22;33.6601355076;3;22.2178630829;32.5;16;28.9223458767;
56;5;26.0980396271;29.0;22;33.7856330872;3;22.2259559631;32.3760032654;16;28.9797269106;
57;5;25.2119235992;30.0;23;33.9105801582;3;21.625;32.3913192749;15;29.0367228985;
58;5;24.3999996185;31.5845794678;24;34.0347969532;3;22.5332622528;29.5;15;29.0933068991;
59;5;24.3999996185;32.0173988342;24;34.1581063271;3;21.625;30.4221687317;14;29.1494528055;
60;5;25.3999996185;30.4049530029;24;34.2803344727;3;21.926399231;29.4669322968;16;29.2051359415;
61;5;25.4310970306;30.421672821;25;34.4013125896;3;21.9314041138;29.4903411865;17;29.2603325844;
62;5;26.3203926086;29.0;25;34.5208775997;3;21.936422348;29.5133628845;17;29.315020442;
63;5;25.2725658417;30.0;26;35.6388733387;3;22.5958786011;27.5133628845;18;29.3691781759;
64;5;26.3999996185;31.0;27;35.7951517105;3;22.286567688;28.5;17;29.4227859974;
65;5;27.5351066589;32.4857292175;27;35.9487359524;3;22.2935791016;28.5159301758;16;29.4738043547;
66;5;27.2999992371;33.0;29;36.073579073;3;21.625;29.5316619873;16;29.4962974787;
67;6;27.2999992371;34.9750137329;28;36.1981076002;3;21.625;30.5474090576;17;29.5187973976;
68;6;28.2999992371;34.0;28;36.3222121;3;21.9667301178;29.6000003815;18;29.5412938595;
69;6;28.5331096649;34.6059188843;29;36.4457890987;3;21.625;30.6000003815;18;29.5637768507;
70;6;28.5564117432;34.6288757324;30;36.5687429905;3;21.9768505096;29.6000003815;18;29.5862361193;
71;6;27.2999992371;35.6524085999;30;38.362636447;4;21.625;30.6000003815;18;51.3586617708;
72;6;28.7425003052;35.3895645142;30;39.820707798;4;22.9869499207;30.6000003815;18;52.4685432911;
73;6;28.0823898315;36.9575195312;30;40.9990200996;4;23.625;32.5999984741;18;53.3843880892;
74;6;27.369758606;39.3849601746;30;41.9584083557;4;24.9970092773;32.5999984741;18;54.1230891943;
75;6;27.5353660583;40.9792060852;30;43.5830408335;4;26.0020179749;33.5999984741;19;54.7081946135;
76;6;29.6000003815;40.166847229;29;43.9926860332;4;27.0070114136;34.5999984741;18;55.1653923988;
