Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;2;9.0;10.3000001907;5;21.0;
7;1;11.6000003815;11.5;6;23.0;2;9.72500038147;10.0;4;21.0900000334;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.74524974823;10.0;4;21.5980186462;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.85955429077;10.1999998093;4;22.0418490171;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.95941543579;10.3632001877;4;22.4332156181;
11;1;12.2000007629;12.0;6;25.2000007629;2;10.0474739075;10.4951858521;4;23.6659361124;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;10.3248357773;11.0209560394;4;24.7393633127;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;12.1334619522;11.4571752548;4;25.6686143875;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;14.1334609985;11.8107032776;4;26.4751701355;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;16.1334609985;12.0916318893;4;27.1828548908;
16;1;18.1463851929;13.943564415;7;28.0;2;17.2988891602;12.3113050461;4;27.8148901463;
17;1;19.1463851929;14.0;7;28.0;2;18.3647880554;12.4808797836;4;28.1711652279;
18;1;20.1463851929;14.0;7;28.0;2;19.4363460541;12.5;5;28.5145654678;
19;1;20.3999996185;14.0;7;28.0;2;20.4157772064;12.5;5;28.8830828667;
20;1;20.3999996185;14.0;8;28.0;2;20.4986934662;12.5;5;29.2759313583;
21;1;20.3999996185;14.0;8;28.0;2;20.5870838165;12.5;5;29.6917257309;
22;1;20.3999996185;14.0;8;28.0;2;20.6806373596;12.5;5;30.1284441948;
23;1;20.3999996185;14.0;8;28.0;2;20.7789001465;12.5;6;30.5834169388;
24;1;20.3999996185;14.0;8;28.0;3;20.881269455;12.5;5;31.0533499718;
25;1;20.3999996185;14.0;8;28.0;4;20.9870033264;12.5;4;31.5343885422;
26;1;20.3999996185;14.0;9;28.0;4;21.0952377319;12.5;4;32.0222206116;
27;1;20.3999996185;14.0;9;28.0;4;21.2049999237;12.5;4;32.5122156143;
28;1;20.3999996185;14.0;9;28.0;4;21.3152484894;12.5;4;32.9995918274;
29;1;20.3999996185;14.0;9;28.0;4;17.625;14.5;4;33.4795999527;
30;1;20.3999996185;14.0;9;28.0;4;16.625;16.5;5;33.9477081299;
31;1;20.3999996185;14.0;9;28.0;4;15.625;18.5;5;34.399772644;
32;1;20.3999996185;14.0;9;28.0;4;14.625;20.5;5;34.8321838379;
33;1;20.3999996185;14.0;9;28.0;4;14.0;22.5;5;35.2419710159;
34;1;18.3999996185;15.0;9;28.0;4;14.0;24.5;5;35.6268672943;
35;1;17.3999996185;16.0;9;28.0;4;14.0;26.5;5;35.9853258133;
36;1;16.3999996185;17.0;8;28.0;4;14.0;28.1897277832;6;36.3164978027;
37;1;15.3999996185;18.0;9;28.0;4;14.0;29.4215488434;6;37.6201763153;
38;1;14.3999996185;19.0;9;28.0;4;15.0;30.6341228485;6;37.9367160797;
39;1;13.3999996185;20.0;9;28.0;4;16.0;31.8277015686;8;38.2281212807;
40;1;12.3999996185;21.0;9;28.0;4;16.2432670593;33.0028572083;8;39.4955809116;
41;1;12.0;22.0;10;28.0;4;17.2527999878;34.1604194641;9;39.8005479574;
42;1;12.0;23.0;10;28.0;4;18.2625999451;35.3014068604;9;41.7498301268;
43;1;12.0;24.0;10;28.0;4;19.2805423737;34.3014068604;10;43.3925341368;
44;1;12.0;25.0;12;28.0;4;20.2994880676;34.3014068604;11;44.7620881796;
45;1;12.0;26.0;12;28.0;4;21.0;35.2952842712;12;45.900257349;
46;1;12.0;27.0;12;28.0;5;21.6043109894;34.3014068604;11;46.8493885994;
47;1;13.0;25.0;14;28.0;6;21.7078018188;34.3014068604;9;47.3834364414;
48;1;12.0;26.0;15;28.0;6;22.8022937775;35.3014068604;10;47.8487107754;
49;1;12.0;27.0;15;28.0;6;23.8885612488;37.3014068604;10;48.2844164371;
50;1;13.0;25.0;16;28.0;7;24.9674453735;38.5;9;72.6944147348;
51;1;14.0;24.0;16;28.0;7;24.0398197174;42.5;10;74.2052484751;
52;1;15.0;23.0;17;28.0;7;23.6000003815;46.5;10;75.3841583729;
53;1;16.0;22.0;17;28.0;7;25.1176681519;48.5;12;76.3565065861;
54;1;17.0;21.0;16;28.0;7;25.6000003815;51.5;13;77.1572432518;
55;1;18.0;20.0;17;28.0;7;26.6000003815;54.2970962524;13;77.8216872215;
56;1;19.0;19.0;18;28.0;7;28.2090187073;53.5;15;78.18414855;
57;1;20.0;19.0;18;28.0;7;28.6000003815;55.5;15;78.4398314953;
58;1;20.3999996185;19.0;18;28.0;7;29.6000003815;57.5;15;78.7010955811;
59;1;20.3999996185;19.0;19;28.0;8;31.3080158234;56.5;14;88.9673726559;
60;2;20.3999996185;19.0;18;28.0;8;32.5999984741;59.5;14;89.6380410194;
61;2;20.3999996185;19.0;18;28.0;8;32.7772750854;61.5;14;90.2868320942;
62;2;20.3999996185;19.0;19;28.0;8;34.0;63.5;17;90.911772728;
63;2;20.3999996185;19.0;19;28.0;8;34.0;64.5;17;91.5115337372;
64;2;20.3999996185;19.0;19;28.0;8;35.0;66.2506713867;18;92.0853714943;
65;2;20.3999996185;19.0;20;28.0;8;34.840549469;66.2506713867;18;92.6330451965;
66;2;20.3999996185;19.0;20;28.0;8;35.0001602173;66.2506713867;19;93.1547319889;
67;2;20.3999996185;19.0;20;28.0;8;35.064125061;66.5;20;93.6509337425;
68;2;20.3999996185;19.0;20;28.0;8;35.1643600464;68.5;20;94.1223897934;
69;2;20.3999996185;19.0;20;28.0;8;35.1944580078;68.5;22;94.5700018406;
70;2;18.3999996185;20.0;20;28.0;8;35.2457504272;68.5;22;97.7005329132;
71;2;17.3999996185;21.0;20;29.0;8;36.5816230774;69.5;22;100.214261055;
72;2;17.3999996185;23.0;20;29.0399999619;8;37.8432159424;70.2648468018;22;102.22576046;
73;2;17.3999996185;25.0;20;29.0811839104;8;37.0452384949;69.4388427734;22;103.53741312;
74;2;17.3999996185;27.0;22;29.1235535145;8;37.1287727356;69.6110916138;23;105.319434166;
75;2;17.3999996185;29.0;22;29.1671074629;8;37.1798629761;70.6110916138;23;106.960636854;
76;2;17.3999996185;31.0;22;29.211841464;8;38.2000007629;75.6110916138;25;107.353809118;
77;2;17.2726631165;32.0;23;29.2577478886;8;39.4386329651;80.6110916138;26;107.738442183;
78;3;17.2829933167;33.0;22;29.3048160076;9;39.4456481934;85.2666549683;27;108.113514304;
79;3;17.2935829163;34.0;22;29.3530313969;10;39.2000007629;89.4187393188;26;108.478149176;
80;3;17.3044319153;35.0;22;29.4023760557;10;40.2000007629;90.5649795532;26;108.831621051;
81;3;17.3155345917;36.0;23;30.8808754683;10;39.2000007629;94.4763183594;28;109.173357368;
82;3;18.0;34.740436554;23;32.0210059881;10;37.2000007629;93.6244354248;29;109.502935648;
83;3;19.0;33.7813034058;23;32.8801028728;10;36.4573783875;93.838470459;30;109.820077419;
84;3;20.0;32.8237876892;23;33.5203127861;11;34.2000007629;98.6540527344;30;110.12463975;
85;3;21.0;31.8678779602;23;33.8271318674;12;34.0;102.331771851;30;110.416601419;
86;4;23.0;31.9135665894;22;35.9216469526;12;35.0;102.364562988;30;110.696054578;
87;4;26.0;32.9608230591;23;36.0492349267;12;34.0;105.397674561;31;110.963185787;
88;4;28.2849998474;34.0096168518;23;36.1903442144;12;35.0;107.40070343;31;111.218264461;
89;4;29.2714996338;35.0599060059;23;36.3446084857;12;35.154800415;109.419090271;32;111.461627841;
90;4;30.259349823;36.1116294861;24;36.5116775036;12;35.1804504395;111.437683105;33;111.693669081;
91;5;30.8484153748;37.164730072;23;36.6912081838;12;35.2041740417;114.118003845;33;111.910065413;
92;5;30.6000003815;38.3456039429;23;36.8828551769;12;35.2249984741;115.118003845;34;111.982766628;
93;5;28.6000003815;39.4414291382;24;37.0862614512;12;35.2249984741;117.118003845;35;112.043638945;
94;5;27.6000003815;40.1735572815;24;37.3010507822;12;35.2249984741;121.118003845;35;112.104845524;
95;5;26.6000003815;41.2929077148;24;37.5268187523;12;35.2249984741;125.118003845;34;112.166348338;
96;5;25.6000003815;42.4165534973;24;37.7631257772;12;35.2249984741;129.118011475;35;112.228108525;
97;5;24.6000003815;43.5443954468;25;38.0094905496;12;37.2249984741;125.404319763;35;112.290086627;
98;5;23.6000003815;44.6762924194;26;38.265384078;12;35.2249984741;127.439804077;36;112.352242231;
99;5;22.6000003815;45.8120880127;26;38.5302242637;12;34.2249984741;128.295471191;37;112.414534688;
100;5;21.6000003815;46.9515647888;26;38.8033726215;12;35.2000007629;129.345825195;37;112.476922393;
