Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;2;8.0;12.3000001907;5;24.0;1;8.0;12.0;6;20.0;
4;2;9.19999980927;11.5;5;24.1124999523;1;8.0;11.0;6;20.0;
5;2;9.82250022888;11.5;5;24.2364046574;1;8.0;10.0;6;20.0;
6;2;10.9709215164;11.5;5;24.3725773096;1;9.0;10.0;6;20.0;
7;2;12.0117731094;11.5;5;24.5218783617;1;9.5;10.0;6;20.0;
8;2;12.3565635681;11.5;5;25.1603652239;1;9.5;10.0;6;20.3999996185;
9;2;12.5481100082;11.7299995422;5;25.7180355787;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;12.7154111862;11.9106416702;5;27.2239179611;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;13.167175293;12.5274600983;5;28.5177702904;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;14.8887090683;13.0216779709;5;29.6286454201;2;10.184431076;11.0209560394;5;24.0443505049;
13;2;16.888710022;13.4066829681;5;30.5931797028;2;11.9770832062;11.4571752548;5;24.8968375921;
14;2;18.888710022;13.6998376846;5;31.4486236572;2;13.9770832062;11.8107032776;5;25.6209878922;
15;2;20.2295246124;13.9190797806;5;32.0668101311;2;15.9770832062;12.0916318893;5;26.2409451008;
16;2;21.3664283752;14.0;5;32.562277317;2;17.0869598389;12.3113050461;5;26.7804714441;
17;2;22.5150680542;14.0;6;33.0955038071;2;18.1320438385;12.4808797836;5;27.0402543545;
18;2;23.675037384;14.0;6;33.6638817787;2;19.1818904877;12.5;6;27.2842636108;
19;2;24.0991630554;14.0;6;34.263466835;2;20.1389598846;12.5;6;27.5518820286;
20;2;24.2790393829;14.0;6;34.8889698982;2;20.1991729736;12.5;6;27.8440244198;
21;3;24.4666900635;14.0;5;35.5338482857;2;20.2649059296;12.5;6;28.1613030434;
22;3;24.6601543427;14.0;5;36.1905097961;2;20.3362922668;12.5;6;28.5039470196;
23;3;24.8571529388;14.0;7;36.8506231308;2;20.4133872986;12.5;6;28.871723175;
24;4;25.0551872253;14.0;6;37.5055141449;3;20.496137619;12.5;5;29.263862133;
25;4;25.2516536713;14.0;6;38.1466121674;3;20.5843696594;12.5;6;29.6789975166;
26;4;25.443983078;14.0;6;38.7658996582;3;20.6777744293;12.5;7;30.1151270866;
27;4;25.6297683716;14.0;6;39.3563127518;4;20.7759037018;12.5;6;30.5695996284;
28;4;25.806892395;14.0;6;39.9120550156;4;20.8781604767;12.5;7;31.0391392708;
29;4;25.9736156464;14.0;7;41.4287929535;4;18.9838066101;13.5;7;31.5199065208;
30;4;24.9736156464;15.5;7;42.0087227821;4;18.0919799805;14.5;7;32.007601738;
31;4;24.9736156464;16.0;7;42.5553816557;4;17.2017097473;15.5;7;32.4976010323;
32;4;24.3395767212;15.0;7;43.0694468021;4;14.625;17.5;7;32.9851250648;
33;4;23.8035812378;15.0;7;43.5527033806;4;14.0;19.5;8;33.465420723;
34;4;22.8445625305;15.0;7;44.00778687;5;14.0;21.5;6;51.1839466095;
35;4;22.8890991211;16.0;7;45.4379194975;5;15.0;23.5;6;52.4990444183;
36;4;23.9373722076;17.0;7;45.8866604567;5;16.0;25.5;6;54.6814937592;
37;4;24.9895439148;18.0;8;46.3188698292;5;18.0;27.5;6;55.781052351;
38;5;24.8956604004;19.0;7;46.7272830009;5;20.0;29.5;6;56.7547812462;
39;5;23.3120651245;20.0;7;46.9861153364;5;21.2479438782;30.9310283661;7;57.6114286184;
40;5;25.0958328247;22.0;7;47.2602871656;6;22.2600898743;32.182510376;7;58.3618251085;
41;5;26.1780853271;25.0;7;47.5497019291;6;23.272687912;33.4149055481;7;59.0176358223;
42;5;27.2649097443;28.0;8;47.8540599346;6;24.2857437134;34.6280555725;6;59.4688897133;
43;6;28.3562164307;31.0;7;48.1728382111;6;24.6742591858;35.8221931458;6;59.7819939852;
44;6;29.4518508911;34.0;7;48.5052753687;6;24.6882362366;36.9978866577;6;60.0719629526;
45;6;30.5515823364;34.0;7;48.8503626585;6;24.7026672363;38.155960083;7;60.3402298689;
46;6;31.6551074982;34.0;7;49.2068428993;6;25.7175559998;36.2974281311;8;61.5884002447;
47;6;32.7620506287;34.0;8;49.5732192993;7;28.7328948975;36.2974281311;7;61.8881701231;
48;6;32.871963501;34.0;9;49.9477734566;7;31.7486763;37.2974281311;9;62.9769967794;
49;6;32.9843292236;34.0;9;50.328594327;7;33.9448928833;38.5;9;63.8255310059;
50;6;33.0985794067;34.0;9;50.7136170864;7;35.1703720093;40.5;10;64.5435370207;
51;6;33.2140846252;34.0;9;51.1006681919;8;35.5566596985;42.5;8;79.6509071589;
52;6;33.3302001953;34.0;10;52.4875203371;8;36.5393981934;43.5;11;81.0268968344;
53;7;34.4462547302;35.0;10;52.9219485521;8;37.6758308411;43.9274749756;11;82.2294150591;
54;7;35.5615844727;36.0;11;53.3537629843;9;39.2595252991;42.5;12;83.1426949501;
55;7;36.0061302185;37.0;11;53.7809380293;9;40.3205108643;42.5;11;83.3416321278;
56;7;35.5310592651;39.0;11;54.2016063929;9;41.1893310547;42.5;13;84.3289752007;
57;7;35.8968963623;39.0;12;54.614099741;9;42.3153076172;42.5;13;85.0424537659;
58;7;33.915096283;40.6349868774;12;55.0169796944;9;41.9467926025;43.5;14;85.5580894947;
59;7;34.9334373474;39.6650238037;13;57.6180957556;9;42.0160751343;44.2807312012;14;85.5270526409;
60;7;36.9951667786;39.7000007629;13;59.8056426048;9;41.9236221313;44.3422775269;15;87.2189948559;
61;7;35.5383682251;41.2291984558;13;61.6376999617;9;43.6689758301;43.5;15;87.7111148834;
62;7;35.6988372803;42.4669075012;16;64.179230094;9;44.7321777344;44.5;15;88.0782573223;
63;7;38.7879104614;42.8135108948;16;65.3600059748;9;44.4792633057;45.5;16;88.4839764833;
64;7;39.8463439941;44.996383667;16;66.2674739361;9;44.5313568115;46.5;16;91.8613091707;
65;7;40.0165290833;46.5655937195;16;67.122631073;10;45.3036727905;48.0;16;94.7231377363;
66;7;41.103351593;46.1606216431;19;67.7914401293;11;45.944694519;48.3899993896;15;97.1475377083;
67;7;40.2578201294;49.1606216431;19;68.4025462866;11;44.4046554565;49.6872596741;16;99.215944767;
68;7;40.3275566101;52.1606216431;19;69.0046117306;11;43.6825256348;49.6872596741;16;100.689773321;
69;7;40.3910522461;55.1606216431;20;69.5978097916;12;43.87474823;50.6872596741;15;101.586270332;
70;7;40.4485778809;58.1606216431;20;70.1823475361;12;40.9733276367;52.6872596741;15;102.491307735;
71;8;40.5004730225;61.1606216431;20;70.7584120035;12;38.0756530762;55.6872596741;16;104.295978308;
72;8;40.547088623;63.7616500854;20;71.3261235952;12;38.9842681885;59.6872596741;16;106.128576756;
73;8;40.5888175964;65.6021575928;21;71.7986986637;12;39.8250007629;65.6015319824;16;106.669876814;
74;9;40.5999984741;65.8993530273;20;72.239279747;12;40.7350006104;70.8590545654;15;110.160594583;
75;9;40.5999984741;66.119644165;20;72.6836619377;12;41.8430023193;73.8590545654;14;114.134790659;
76;9;40.5999984741;66.3418273926;20;73.1302872896;12;43.5190582275;75.8590545654;14;116.705915213;
77;9;40.5999984741;66.5651473999;20;74.5775444508;12;44.7011642456;78.6872558594;15;119.268194556;
78;9;41.5999984741;67.788772583;21;74.973796308;13;45.3018226624;81.6872558594;14;121.657055795;
79;9;42.5999984741;69.0118942261;21;75.3724039793;13;43.6365013123;86.6872558594;14;124.274811208;
80;10;42.8714981079;70.2337036133;18;76.7712572217;12;45.7098350525;94.6872558594;14;126.187720716;
81;10;43.8593521118;72.45337677;19;77.2483505011;13;48.6299133301;97.8037261963;14;126.600445688;
82;10;44.8484153748;74.6701507568;19;77.727339685;14;52.2093009949;104.051643372;13;127.374043614;
83;10;45.100818634;75.8832778931;19;78.2067312002;14;54.7287063599;109.124061584;13;128.158898115;
84;10;45.1125068665;77.092086792;20;78.6851796508;14;54.8801116943;113.991470337;15;128.949948221;
85;10;42.8217468262;79.2959365845;22;80.1614966393;15;55.0536499023;120.259925842;14;129.414642453;
86;10;41.8145675659;84.4919891357;22;80.5346523523;15;50.1920280457;119.754707336;14;130.189287066;
87;10;40.5999984741;87.34425354;22;80.9137762189;15;50.8189239502;122.845176697;15;131.959087253;
88;10;39.8023033142;89.2005996704;33;81.2971511483;15;51.8657684326;126.941810608;16;133.759738684;
89;11;39.3970718384;91.5378799438;23;86.6833021045;14;51.4828872681;127.044784546;17;129.558490753;
90;11;40.392364502;94.8701858521;25;87.0709736943;15;54.6773834229;130.144744873;17;130.353926897;
91;11;41.388130188;98.1973648071;25;87.4591026306;16;54.8703918457;135.262512207;17;132.145637751;
92;11;41.2000007629;101.321372986;25;87.8467940092;16;57.9589767456;139.372711182;17;132.978497267;
93;11;41.2000007629;103.592750549;25;88.2332901359;16;60.0462341309;144.406906128;18;133.809114575;
94;11;41.3777961731;105.448448181;27;88.6179466248;16;60.2414207458;150.380950928;18;134.583107471;
95;11;41.2000007629;107.132568359;27;88.9557777941;16;62.3256835938;156.002838135;19;135.317026377;
96;11;41.3725128174;107.966506958;28;89.2702133656;16;63.9429016113;159.840438843;20;136.4903754;
97;11;42.370262146;108.972198486;28;91.4766431451;16;66.9503479004;161.866989136;21;137.136513889;
98;11;43.3786621094;111.482421875;29;93.7576377988;16;70.0038452148;164.893768311;24;137.800921559;
99;11;43.2000007629;114.480369568;29;96.087130785;16;72.0917663574;167.920761108;25;138.481555164;
100;11;43.2000007629;117.094406128;32;98.4374119639;16;73.1547698975;170.947952271;26;139.176286936;
101;11;43.2000007629;119.721969604;32;101.780778229;16;74.6204833984;170.975311279;26;139.882916689;
102;11;45.2000007629;120.343582153;34;104.151091725;16;73.6885757446;174.002838135;26;140.599192142;
103;11;47.4263305664;118.424697876;35;106.46797809;16;73.7586975098;177.030487061;28;143.011996984;
