Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;2;9.0;11.6999998093;5;24.0;1;8.0;11.0;6;20.0;
5;2;9.80000019073;11.5;5;24.1050000191;1;8.0;10.0;6;20.0;
6;2;10.9315004349;11.5;5;24.2198647261;1;9.0;10.0;5;20.0;
7;2;11.965959549;11.5;5;24.3452684879;1;9.5;10.0;5;20.0;
8;2;12.3035802841;11.5;4;24.9553287029;1;9.5;10.0;5;20.3999996185;
9;2;12.4865989685;11.7299995422;4;25.4811691046;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;12.6443510056;11.9106416702;4;25.8398193121;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;12.7519464493;12.0;4;27.2727444172;2;9.72283363342;10.7951860428;4;23.0419120789;
12;2;14.7682085037;12.6000003815;4;28.4879291058;2;10.184431076;11.0209560394;4;23.9343504906;
13;2;16.76820755;13.0788002014;4;29.5150260925;2;11.9523334503;11.4571752548;4;24.6616024971;
14;2;18.76820755;13.4505519867;4;30.3903455734;2;13.9523334503;11.8107032776;4;25.243845582;
15;2;20.0237693787;13.7328653336;4;31.1502792835;2;15.9523334503;12.0916318893;4;25.7037609816;
16;2;21.1253299713;13.943564415;4;31.6298258305;2;16.9660930634;12.3113050461;4;26.0636560917;
17;2;22.235332489;14.0;5;32.0243940353;2;17.9707603455;12.4808797836;4;26.1228116751;
18;2;23.3537025452;14.0;5;32.4459738731;2;18.9754657745;12.5;5;26.1438889503;
19;2;23.7337913513;14.0;5;32.892973423;2;19.8823757172;12.5;5;26.1651208401;
20;2;23.8678913116;14.0;5;33.3630428314;2;19.8871517181;12.5;6;26.1864993572;
21;2;24.0089130402;14.0;6;33.853061676;2;19.8919620514;12.5;6;26.2080165148;
22;4;24.1559181213;14.0;4;34.3591723442;3;19.8968029022;12.5;5;26.2296639681;
23;4;24.3077507019;14.0;4;34.8768615723;3;19.9016742706;12.5;6;26.2514331341;
24;4;24.4630584717;14.0;4;35.4010944366;3;19.9065723419;12.5;6;26.2733153105;
25;4;24.6203269958;14.0;4;35.9264912605;3;19.9114952087;12.5;5;26.2953014374;
26;4;22.7779464722;15.0;4;36.4475402832;3;19.9164428711;12.5;5;26.3173824549;
27;4;21.934261322;16.0;4;36.9588241577;3;19.9214115143;12.5;5;26.3395489454;
28;4;21.0876464844;17.0;5;37.4552488327;3;19.625;13.0358200073;5;26.3617914915;
29;4;20.236574173;18.0;5;37.9322423935;3;17.9314041138;13.5;5;27.3841004372;
30;4;19.3796730042;19.0;5;38.3859233856;3;17.936422348;14.5;5;27.4364660978;
31;4;18.5157775879;20.0;5;38.81320858;3;17.9414558411;15.5;5;27.4894696474;
32;4;17.6439628601;21.0;5;39.2118692398;3;16.9464988708;17.2424144745;5;27.5430941582;
33;4;17.3635597229;22.0;6;39.5805301666;3;16.2456474304;18.5;5;27.5973216295;
34;5;17.4741592407;23.0;5;39.9186201096;3;16.2527923584;19.5316638947;5;27.6521325111;
35;5;17.575586319;24.0;5;40.2262849808;3;16.2600631714;20.5474090576;5;27.707506299;
36;5;17.6678848267;25.0;5;40.5042762756;3;16.3417282104;21.3320960999;6;27.7634208202;
37;5;17.7512817383;26.0;5;40.753827095;3;16.2749786377;22.5;6;27.8198529482;
38;5;17.8261489868;27.0;5;41.9765310287;3;16.3518486023;23.3792533875;6;27.8767780066;
39;5;17.8261489868;26.5;5;43.2042248249;3;16.2903709412;24.5;6;27.9341703653;
40;5;17.8261489868;28.5;5;43.4694764614;3;16.3619499207;25.4278564453;6;27.9920028448;
41;5;18.0;30.5302963257;5;43.7147300243;3;16.366985321;26.452671051;7;28.0502473116;
42;5;19.0;30.1073646545;5;43.8124781847;3;16.3720092773;27.4778137207;7;28.1088744402;
43;5;21.3370552063;32.1073646545;5;43.9138869047;3;16.322479248;28.5;8;28.167853713;
44;5;23.3774147034;33.1073646545;7;45.0189974308;3;16.3820114136;29.5;8;28.2271536589;
45;5;26.0;35.1073646545;8;45.187838912;3;16.3869857788;30.5550518036;8;28.2867416143;
46;5;29.3666381836;37.1073646545;10;45.3633916378;3;17.0;29.5813522339;8;28.3465840816;
47;6;30.7637138367;38.5614814758;12;45.5457260609;3;16.3561115265;29.7347068787;8;28.4066466093;
48;6;31.9070320129;38.0;12;45.734888792;3;16.4017753601;30.5;8;28.4668939114;
49;6;33.3204650879;39.0;12;45.9309002161;3;17.0;29.6616764069;8;28.5272901058;
50;6;33.3801841736;39.665145874;13;46.1337516308;3;18.4115047455;30.6616764069;9;28.5877985954;
51;6;33.4184112549;39.7028579712;14;46.3434035778;3;19.0;31.6616764069;9;28.6483820677;
52;7;33.0277442932;40.4587936401;15;46.5597823858;3;20.4211101532;32.6616783142;9;28.7090029716;
53;7;32.9198684692;40.7350120544;15;46.7827790976;3;21.0;33.6616783142;10;28.7696231604;
54;7;33.3975639343;40.0621185303;15;47.0122475624;3;22.0555782318;33.6616783142;11;28.8302043676;
55;7;34.1036758423;39.0;15;47.2480022907;3;22.0515403748;32.5;11;28.8907079697;
56;7;34.1744003296;39.0;15;47.4898182154;3;21.625;32.8685531616;11;28.9510955811;
57;7;33.0277442932;40.8104858398;15;47.737429142;3;22.0694885254;30.8829116821;13;29.0113284588;
58;7;32.9478607178;41.277179718;16;48.9905279875;3;22.0740432739;29.9109077454;13;29.0555787086;
59;8;34.7598876953;41.0621185303;15;49.2787671089;3;22.0750007629;28.9389038086;12;29.0955479145;
60;9;35.6395835876;42.0;14;71.3223501444;3;22.0750007629;28.966884613;13;29.135456562;
61;9;35.553527832;44.0;14;72.7083442211;3;22.5554790497;27.5;13;29.17527318;
62;9;33.4500007629;49.9081420898;15;73.9047962427;3;22.0750007629;28.5;13;29.2149660587;
63;9;34.0067825317;52.8471603394;15;74.9281041622;3;22.0750007629;29.0504760742;14;29.2545039654;
64;9;35.2287254333;53.5257873535;15;77.9733122587;3;22.5822639465;27.5;14;29.293856144;
65;9;35.4279060364;55.5821647644;15;81.4597039223;3;22.0750007629;28.5;14;29.3329925537;
66;9;37.1382217407;54.6229362488;15;83.5366641283;4;23.0750007629;30.1330947876;14;30.3718836308;
67;9;37.1824493408;57.6463241577;15;85.2416996956;4;24.0750007629;31.1603183746;16;30.4405007362;
68;9;39.5463104248;58.5625610352;16;86.2866860628;4;24.0750007629;32.1873512268;17;30.5094065666;
69;10;41.3165283203;60.6948127747;17;87.0035021305;4;24.0750007629;33.2141723633;18;30.5785672665;
70;11;38.4000015259;66.5517044067;16;87.5585429668;4;24.0750007629;34.2407608032;18;30.6479487419;
71;11;37.5;70.5284118652;17;88.1195911169;4;24.0750007629;34.2671012878;18;30.7175163031;
72;11;36.5;71.8252792358;18;88.6852706671;4;24.6513786316;32.5;18;30.7872353792;
73;11;36.5;71.0707015991;20;89.2541810274;4;24.0750007629;33.5;19;30.8570711613;
74;11;36.5;74.0707092285;20;89.8249125481;4;24.6678638458;32.5;19;30.9269888401;
75;11;37.5;79.0707092285;22;91.3960649967;4;24.6759567261;32.5;19;30.9969534874;
76;11;39.5;85.0707092285;22;91.9887620211;4;24.0750007629;33.5;19;31.0669300556;
77;11;41.5;89.0707092285;24;92.579444766;4;24.6918201447;32.5;19;32.1775528193;
78;11;42.5;95.0707092285;24;93.16682446;4;23.8500003815;35.0;19;33.0689594746;
79;11;43.8204956055;99.5509490967;24;93.7496790886;4;24.0255012512;36.7900009155;20;33.77556777;
80;12;44.5;102.79322052;23;94.3268624544;4;24.1592674255;37.1355209351;20;34.3332124949;
81;12;43.5;101.032730103;23;94.8973112106;4;24.7093849182;36.0004806519;21;34.6268903017;
82;12;41.5;104.26902771;25;95.460051775;6;24.75;36.1328315735;19;34.7404351234;
83;12;40.5;107.501663208;25;96.0142030716;6;24.75;36.1744880676;21;34.8542586565;
84;12;40.5;107.730270386;26;96.5589768887;6;24.75;36.2156639099;21;34.9682565928;
85;12;38.5;110.954498291;26;97.0936787128;6;23.0252437592;36.2156639099;21;35.0823236704;
86;12;39.5;111.792312622;27;97.6177049875;6;21.75;37.2156639099;21;35.1963551044;
87;12;41.5;110.019393921;28;98.1305395365;6;21.0508213043;38.0;23;35.3102456331;
88;12;38.5;110.241424561;29;98.6317477226;7;20.0633068085;39.4000015259;23;35.4238905907;
89;12;39.5;110.458251953;29;99.120973587;7;19.0755767822;40.4000015259;23;35.5371856689;
90;12;41.5;108.669715881;30;99.5979316235;7;18.4500007629;41.0;24;35.6500277519;
91;12;41.5;115.225982666;30;100.06240201;8;18.4500007629;43.0;23;35.7623147964;
92;12;42.5;117.506584167;31;100.504448175;8;18.811000824;43.0;23;35.8739461899;
93;12;43.5;119.772506714;32;100.869151354;8;18.4500007629;44.0;24;35.9848232269;
94;12;44.5;121.985313416;35;101.225943446;8;18.8333797455;45.0;24;36.0948493481;
95;12;45.5;124.193649292;35;101.574584842;8;19.4500007629;43.0;24;36.2039296627;
96;12;46.7000007629;123.397377014;35;101.880132914;8;20.4500007629;43.0;23;36.3119723797;
97;12;45.7000007629;125.572036743;36;102.139155388;8;21.4500007629;43.0;24;36.4188883305;
98;13;45.7000007629;127.715255737;36;102.394333482;8;22.4500007629;43.0;24;36.5245914459;
99;13;46.7000007629;126.856895447;36;102.645327687;8;23.4500007629;43.0;24;36.6289992332;
100;13;45.7000007629;128.996765137;37;102.891823769;8;24.4500007629;43.0;24;36.7172489166;
