Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;6;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.5;10.3000001907;5;21.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.81500053406;10.1999998093;5;21.8264003992;
10;2;12.1463851929;12.1106414795;5;25.0;2;9.91094017029;10.3632001877;5;22.1992716789;
11;2;12.5000009537;12.0;4;26.3975007534;2;9.99483585358;10.4951858521;5;23.4054436684;
12;2;14.5056352615;12.6000003815;4;27.5892416239;2;10.2662248611;11.0209560394;5;24.4501843452;
13;2;16.5056343079;13.0788002014;4;28.6093147993;2;12.0683965683;11.4571752548;5;25.3486692905;
14;2;18.5056343079;13.4505519867;4;29.4992153645;2;14.0683965683;11.8107032776;5;26.1225088835;
15;2;19.7564315796;13.7328653336;4;30.3012111187;2;16.0683956146;12.0916318893;4;26.7957427502;
16;2;20.8706092834;13.943564415;4;30.856726408;2;17.2117881775;12.3113050461;4;27.3919057846;
17;2;22.00340271;14.0;4;31.3678882122;2;18.2696170807;12.4808797836;4;27.7113106251;
18;2;23.1567516327;14.0;4;31.9532983303;2;19.3328781128;12.5;3;28.0173821449;
19;2;22.3999996185;15.0;4;32.6173219681;2;20.3039112091;12.5;3;28.3487696648;
20;2;23.3999996185;14.0;4;33.3622198105;2;20.3784732819;12.5;4;28.7054548264;
21;2;24.0086650848;14.0;3;34.1873464584;2;20.4587268829;12.5;5;29.0869145393;
22;2;24.2562026978;14.0;3;35.088388443;2;19.625;13.5;5;29.4920539856;
23;2;22.3999996185;15.0;3;36.0567770004;2;20.625;12.5;5;29.9191560745;
24;2;23.3999996185;14.0;3;37.0794420242;2;20.7318096161;12.5;5;30.3658571243;
25;2;22.3999996185;15.0;3;38.1390638351;2;20.8323173523;12.5;7;30.8291530609;
26;2;21.3999996185;15.0;3;39.2149133682;2;20.9365596771;12.5;7;31.3054442406;
27;2;21.3999996185;16.0;13;40.2842655182;2;21.0437240601;12.5;7;31.790620327;
28;3;21.3999996185;17.0;2;57.32421875;2;21.1528892517;12.5;6;32.2801818848;
29;3;22.3972663879;18.0;3;59.1136455536;2;17.625;14.5;6;32.7693967819;
30;3;22.6940937042;19.0;3;60.7405233383;2;16.625;16.5;6;33.2534770966;
31;3;22.9704761505;20.0;3;62.1924571991;2;15.625;18.5;7;33.7277650833;
32;3;23.2225418091;21.0;3;63.466211319;2;14.625;20.5;8;34.187912941;
33;3;24.0479888916;22.0;4;64.5663547516;2;14.0;22.5;8;34.6300430298;
34;4;25.2460403442;23.0;3;65.5033969879;2;14.0;24.5;9;35.0508718491;
35;4;26.4172286987;24.0;4;66.2918014526;2;14.0;26.5;10;35.4477939606;
36;4;27.4875411987;25.0;5;66.9481563568;2;14.0;27.8134555817;10;35.8189210892;
37;4;27.6844463348;26.0;5;67.2934036255;2;14.0;29.0732460022;10;36.1630792618;
38;5;27.7880210876;27.0;5;67.5744304657;2;14.0;30.3141555786;11;36.4797668457;
39;5;28.8723297119;25.0;5;67.75;2;14.0;31.5358352661;10;36.7690839767;
40;5;27.9249992371;28.0;5;68.75;2;14.0;32.7383575439;11;37.0316419601;
41;5;28.9249992371;32.0;5;68.7999999523;2;14.0;33.9221496582;12;37.2684679031;
42;5;29.9249992371;36.0;3;68.8519749641;2;14.0;35.087928772;13;37.4809007645;
43;5;30.9249992371;40.0;4;68.9059499502;2;14.0;36.2366294861;13;37.6704978943;
44;5;31.9249992371;44.0;4;68.9619446993;2;14.0;37.3693466187;14;37.8389520645;
45;5;32.9249992371;46.0;6;70.019973278;2;14.0;38.4872665405;15;37.9880180359;
46;5;33.9249992371;48.6349868774;7;70.1700433493;2;15.0;36.5916137695;15;38.0;
47;5;35.9249992371;47.6650238037;8;70.3292747736;2;14.0;37.5999984741;15;38.0;
48;5;35.2811355591;49.6960754395;9;70.4980425835;2;14.0;38.5999984741;12;38.0;
49;5;35.3618927002;51.0;11;70.6767004728;2;15.0;36.5999984741;12;38.0;
50;6;36.3462677002;50.7612380981;9;70.8655737638;2;14.0;37.5999984741;12;38.0;
51;6;34.9249992371;52.5577850342;11;71.0649498701;2;14.0;38.5999984741;13;38.0;
52;6;35.4212493896;52.8303909302;11;71.2750688791;2;16.0;34.5999984741;14;38.0;
53;6;35.9249992371;51.7625350952;11;71.4961137772;2;18.0;32.5999984741;15;38.0;
54;6;35.5067977905;51.9033966064;12;71.7281990051;2;19.9249992371;30.5999984741;16;38.0;
55;6;35.5536956787;52.9412765503;12;71.9713596106;2;20.9249992371;29.5;16;38.0;
56;6;37.1914100647;50.0;13;73.2255399227;2;21.9249992371;28.5;18;38.0;
57;7;36.5367736816;53.0;12;73.5305833817;2;22.5499992371;27.5;18;38.0;
58;7;36.9249992371;56.3102798462;12;73.8474066257;2;22.5499992371;26.5;18;38.0;
59;7;38.5856819153;54.4069747925;14;77.0320812464;2;22.5499992371;25.5;19;38.0;
60;7;38.2404785156;56.0;14;79.6671241522;3;23.5499992371;25.5;18;39.0;
61;7;36.5121803284;57.2541694641;15;81.8347703218;3;24.5499992371;25.5;18;39.0499999523;
62;7;37.4650421143;57.4111938477;15;83.6244542599;3;24.5499992371;25.5;18;39.1019749641;
63;7;37.7860870361;59.5798950195;16;84.8713461161;4;24.5499992371;26.5;19;40.925950408;
64;7;39.3038368225;59.2237014771;16;85.5676976442;4;24.9482498169;28.125;20;42.4368163347;
65;7;37.2625274658;60.75598526;17;86.1256673336;4;23.1697349548;29.6171875;20;43.6690897942;
66;7;36.3181724548;63.7974739075;17;86.6971241236;4;22.3392047882;30.9937877655;21;44.6654248238;
67;7;34.3038368225;67.3130111694;18;87.2798321247;4;22.4239311218;32.2754020691;21;45.4688349962;
68;7;34.3038368225;68.5074310303;19;87.8713663816;4;23.5170249939;30.4822807312;22;45.853721261;
69;7;34.4924583435;67.7046508789;19;88.4691591263;5;24.5249996185;29.5;22;46.1666477919;
70;7;31.6000003815;70.9037399292;20;89.0705487728;5;25.5249996185;29.5;22;46.4469245672;
71;7;32.5999984741;72.1037597656;22;89.6728332043;5;26.0926628113;29.5;23;46.6607804298;
72;7;33.9696044922;71.3037414551;23;90.2733259201;5;26.125;29.5;23;46.7328453064;
73;7;32.5999984741;72.356010437;23;90.869410038;5;26.125;29.5;24;46.8067884445;
74;7;32.5999984741;74.4096221924;22;91.4585886002;5;26.125;29.5;24;46.8825509548;
75;7;32.5999984741;75.4644927979;24;92.0385296345;5;26.125;29.5;24;46.9600640535;
76;7;32.5999984741;76.0853271484;24;92.6071009636;5;26.125;29.5;24;47.0392494202;
77;8;31.6000003815;79.0535507202;23;93.1624016762;5;26.125;29.5;24;47.120018959;
78;8;33.5999984741;76.2072601318;24;93.7027788162;5;26.125;29.5;17;48.2234754562;
79;8;33.5999984741;73.2662200928;24;94.2268400192;5;27.125;30.5;16;50.1196795702;
80;8;30.6000003815;76.3259124756;24;94.7334516048;5;28.4939994812;32.0800018311;16;49.9777578115;
81;9;30.6000003815;75.5091629028;23;96.4850093126;5;24.445400238;30.9720001221;16;48.498114109;
82;11;31.5406684875;77.5699005127;20;107.627042651;4;20.6936607361;24.8747997284;16;45.6535587311;
83;11;32.5897903442;84.2792129517;21;109.735782027;4;20.6542930603;24.7873191833;17;45.3882017136;
84;11;34.5999984741;87.3918075562;21;110.907323599;4;20.6188640594;24.7085876465;17;45.1493816376;
85;11;36.0;91.5076904297;22;112.085853577;4;20.5869789124;24.6377296448;15;44.9344425201;
86;11;36.2190933228;98.6264419556;24;113.272817016;4;20.5582809448;24.5739555359;15;44.7409973145;
87;11;35.8822059631;100.356811523;26;114.469677925;4;20.5324516296;24.5165596008;15;44.5668983459;
88;11;35.3774147034;101.479774475;27;115.677755475;4;18.5324516296;25.5165596008;15;44.4102077484;
89;12;34.0;105.269142151;27;116.820033669;4;17.5324516296;26.5165596008;15;45.2691869736;
90;13;36.0;106.431755066;27;117.960119724;4;16.5324516296;27.5165596008;15;45.0422691107;
91;13;35.0;105.831954956;27;119.121301532;4;15.5324516296;28.5165596008;15;45.838041842;
92;13;34.4698677063;107.264511108;30;120.301841497;4;14.9397010803;29.5165596008;15;45.5542376041;
93;13;36.0;110.507476807;28;121.498982072;4;14.3665246964;30.5165596008;14;45.2988131046;
94;14;38.0;113.67741394;23;122.610269666;4;14.0;31.5165596008;12;45.0689320564;
95;14;37.0;118.844039917;18;124.655658722;4;14.0;32.5165596008;9;44.8620395064;
96;14;42.9155654907;123.006629944;19;126.866916299;4;15.0;33.5165596008;7;44.6758348942;
97;14;48.0216903687;129.164505005;20;128.196808934;4;16.0;34.5165596008;7;44.508251965;
98;14;52.2606811523;133.071914673;19;129.55609405;4;15.0;33.5165596008;6;44.3574261069;
99;14;53.9556121826;136.218704224;21;130.938544154;4;15.0;33.5165596008;5;44.221682936;
100;14;56.0938568115;136.359298706;21;133.338011622;4;16.0;34.5165596008;5;44.0995150208;
101;14;57.2338027954;139.493377686;21;134.77876091;4;15.0;33.5165596008;5;43.9895636141;
102;14;59.3748779297;142.62071228;23;136.226337552;4;15.0;33.5165596008;6;43.890607059;
103;14;61.2226333618;142.741165161;28;137.676569819;4;15.0;32.5165596008;6;43.8015464395;
104;15;60.3676567078;145.854705811;25;154.244281292;3;12.1150197983;27.5165596008;6;28.6151432395;
105;15;61.5126228333;149.961303711;26;155.6791991;3;12.1035175323;28.5165596008;7;28.5536287278;
106;15;63.6572914124;150.061096191;26;157.110684991;4;12.0931653976;29.5165596008;6;28.4982656687;
107;15;63.8015098572;153.154205322;28;158.537329912;4;12.0838489532;30.5165596008;3;28.4484394789;
108;15;64.4537353516;156.240814209;30;162.102894545;4;12.0;31.5165596008;3;28.4035949558;
109;15;65.8102874756;156.321166992;30;166.79311347;4;12.0;32.5165596008;4;28.3632354587;
110;15;66.2073059082;157.764770508;30;172.093932033;4;12.0;33.5165596008;4;28.3269111514;
111;15;67.6651916504;160.198547363;32;177.2746135;4;12.0;34.5165596008;4;28.2942190841;
112;17;67.3274688721;161.617248535;37;182.285640121;4;12.0;35.5165596008;4;28.2647979409;
113;17;67.8285598755;163.016326904;39;188.093810439;4;12.0;36.5165596008;5;28.2383173853;
114;17;68.2426528931;168.392044067;39;192.218671083;4;12.0;37.5165596008;5;28.2144848853;
115;17;70.5860061646;169.741577148;39;196.186789989;4;12.0;38.5165596008;5;28.1930356398;
116;17;70.1063842773;175.063171387;40;200.533634543;4;13.0;36.5165596008;4;28.1737322658;
117;17;74.5344696045;179.355926514;39;204.107643127;4;12.0;37.5165596008;3;28.156359043;
118;17;76.8849639893;180.619903564;39;209.046525598;4;12.0;38.5165596008;2;28.140723899;
119;17;76.2271957397;187.855819702;40;212.053734422;4;13.0;36.5165596008;3;28.1266511269;
120;18;80.4768447876;194.064956665;35;243.440113544;3;0.0;0.0;2;0.0852533318102;
121;18;83.3167419434;197.249038696;36;246.580041528;3;0.0;0.0;2;0.0767279975116;
122;18;83.6355667114;206.410018921;37;249.499745727;3;0.0;0.0;2;0.0690551977605;
123;18;86.9323806763;216.550033569;39;253.451352596;3;0.0;0.0;2;0.0621496774256;
124;19;95.1388092041;214.983261108;40;256.67237246;3;0.0;0.0;2;0.0559347104281;
125;20;102.930084229;217.983261108;43;259.317951441;3;0.0;0.0;2;0.050341239199;
126;21;112.074295044;221.983261108;45;261.579177132;2;0.0;0.0;2;0.025031555444;
127;21;122.146453857;225.983261108;45;263.341005629;2;0.0;0.0;2;0.0225284006447;
128;22;131.863037109;228.340499878;46;264.739950754;1;0.0;0.0;2;0.020275561139;
129;22;140.58644104;230.915206909;46;265.918385567;1;0.0;0.0;2;0.0182480048388;
