Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;2;6.0;14.5;3;21.0;
2;1;7.0;13.1000003815;6;23.0;2;7.15000009537;13.0;3;21.0399999619;
3;1;8.0;12.1000003815;6;23.0;2;8.15600013733;12.0;3;21.0811839104;
4;1;9.0;11.5;6;23.0;2;8.16217803955;11.0;2;21.1235535145;
5;1;9.60000038147;11.5;6;23.0;2;8.1685333252;10.0;2;21.1671074629;
6;1;10.6000003815;11.5;6;23.0;2;9.0;10.5835533142;2;21.211841464;
7;1;11.6000003815;11.5;6;23.0;2;9.5;10.6059207916;2;21.2577478886;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.5;10.6288738251;2;21.7173930407;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.59000015259;10.8586969376;2;22.1054821014;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.66343975067;11.0527410507;2;22.4331796169;
11;1;12.2000007629;12.0;6;25.2000007629;2;9.72283363342;11.2165899277;2;23.5793277025;
12;2;14.1463851929;12.8000001907;5;27.1576004028;2;9.95943069458;11.7896642685;3;24.5511229038;
13;2;16.1463851929;13.0788002014;5;27.9611039162;2;11.7228336334;12.2755613327;4;25.3623305559;
14;2;18.1463851929;13.4505519867;5;28.5886945724;2;13.7228336334;12.6811656952;5;26.0331535339;
15;2;19.4832744598;13.7328653336;5;29.0760897398;2;15.7228336334;13.016576767;5;26.5862700939;
16;2;20.5030727386;13.943564415;5;29.2580518723;2;16.7228336334;13.2931346893;5;27.0439527035;
17;2;21.5237998962;14.0;6;29.3302885294;2;17.7228336334;13.5219764709;5;27.2054133415;
18;2;22.5454711914;14.0;6;29.4057120085;2;18.7228336334;13.6027069092;5;27.3332078457;
19;2;22.3999996185;14.421713829;6;29.484351635;2;19.625;13.6666040421;5;27.4654259682;
20;2;22.8453044891;14.0;6;29.5662232637;2;19.625;13.7327127457;6;27.6018767357;
21;2;22.8698673248;14.0;6;29.6513283253;2;19.625;14.0611257553;6;27.7423293591;
22;2;22.8953971863;14.0;6;29.7396525145;2;19.625;14.1453971863;6;27.8865120411;
23;2;22.9218959808;14.0;8;29.8311642408;2;19.625;14.2319068909;6;28.0341134071;
24;3;22.9493484497;14.0;7;29.9258141518;2;19.625;14.3204679489;6;28.1847839355;
25;3;22.9777431488;14.0;7;30.0235335827;2;19.625;14.4108705521;6;28.3381381035;
26;4;21.0070590973;15.0;6;30.1242339611;2;19.625;14.5028829575;6;28.4937574863;
27;4;19.3999996185;16.0;7;30.2278065681;2;19.625;14.5962543488;8;28.6511945724;
28;4;19.0683422089;17.0;7;30.3341217041;2;19.625;14.6907167435;8;28.8099780083;
29;4;18.1002368927;18.0;7;30.4430289268;2;19.625;14.7859869003;8;28.96961689;
30;4;17.1329078674;19.0;7;30.5543570518;2;18.518163681;13.7859869003;8;29.1296076775;
31;4;16.1663074493;20.0;7;30.667914629;3;17.5541610718;14.5;7;29.2894396782;
32;4;15.2003746033;21.0;8;30.7834908962;3;16.5901241302;15.5;8;29.4486017227;
33;4;14.8350467682;22.0;8;31.9008569717;3;15.6259355545;16.5;8;29.6065893173;
34;4;15.8702573776;23.0;9;32.1722673178;3;15.036482811;17.5;8;29.7629098892;
35;4;16.9059295654;24.0;9;32.4664597511;3;15.0716552734;18.5;8;29.9170894623;
36;4;17.3399372101;25.0;10;32.7856234312;3;15.1063451767;19.5;9;30.0686788559;
37;4;16.9783496857;26.0;11;33.132037878;3;15.1404533386;20.5;9;30.2172579765;
38;4;17.0149288177;27.0;11;33.5080165863;3;15.1738834381;21.5;9;31.3624405861;
39;4;18.0516376495;26.0;11;33.9158296585;4;16.2065486908;22.5;8;34.4136915207;
40;4;17.7747478485;26.0;13;34.3576016426;4;18.2383728027;23.5;8;34.7394857407;
41;5;17.9072799683;27.0;12;34.8351821899;4;18.2432670593;25.5;7;35.0652561188;
42;5;17.8889045715;26.0;12;35.3499925137;4;18.9654598236;27.5;8;35.3903950453;
43;5;18.0070133209;26.0;13;35.9028494358;4;19.0096988678;29.5;8;35.7143028975;
44;5;18.3708553314;27.0;14;36.4937782288;4;19.054725647;31.5;9;36.0363893509;
45;5;18.2696266174;27.0;14;37.1218233109;4;19.1004371643;33.5;9;36.3560767174;
46;5;19.0;28.0;13;37.7848815918;4;19.1467247009;35.1335754395;9;36.6728036404;
47;5;20.5961093903;29.0;11;38.479575634;4;19.8890419006;34.1787490845;9;36.9860280752;
48;5;20.0;30.0;12;39.2011938095;4;19.2405719757;34.325138092;9;37.2952302694;
49;5;21.0;31.0;13;39.9437236786;4;20.2878952026;35.325138092;9;37.5999159813;
50;5;22.0;30.0;13;40.699988842;4;21.3353252411;37.325138092;10;37.8996210098;
51;5;23.0;29.0;14;41.4618973732;4;22.3827400208;39.325138092;11;38.1939125061;
52;5;24.0;29.0;14;42.2207903862;4;23.4300231934;41.325138092;11;38.4823924303;
53;5;24.3999996185;29.0;9;42.9678659439;4;24.1023979187;43.325138092;12;38.764701128;
54;5;24.3999996185;29.0;10;43.6946296692;4;25.1487293243;42.7933120728;12;38.9775030613;
55;6;24.3999996185;29.0;9;44.3933320045;5;26.1949386597;42.7999992371;12;40.180367589;
56;6;24.3999996185;29.0;9;45.0573368073;5;26.8278484344;43.7999992371;13;40.5103199482;
57;6;24.3999996185;29.0;9;45.681388855;5;27.5398216248;42.7999992371;13;40.852421999;
58;6;24.3999996185;29.0;9;47.2617559433;5;27.1777629852;43.7999992371;14;41.2077736855;
59;6;25.3999996185;30.0;9;47.8162455559;5;27.2443332672;45.2075195312;13;41.5775392056;
