Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;6;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.5;10.0;6;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;10.5900001526;10.5;5;21.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.6634397507;10.3632001877;5;21.9903717041;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;12.7228336334;10.4951858521;5;23.0819120407;
12;2;14.4463853836;12.6000003815;5;27.3101004362;2;13.1934309006;11.0209560394;5;23.99553442;
13;2;16.4463844299;13.0788002014;5;28.2276027203;2;14.9660997391;11.4571752548;5;24.7449600697;
14;2;18.4463844299;13.4505519867;5;28.9901894331;2;16.9660987854;11.8107032776;5;25.3503712416;
15;2;19.603723526;13.7328653336;5;29.6360723972;2;18.7228336334;12.4417638779;5;25.8344515562;
16;2;20.6710681915;13.943564415;5;30.0025589466;2;19.7228336334;12.6748571396;5;26.2195074558;
17;2;21.7471523285;14.0;5;30.2878723145;2;21.0058269501;12.4808797836;5;26.3048160076;
18;2;22.8327465057;14.0;5;30.6073079109;2;22.016418457;12.5;6;26.3530313969;
19;2;23.1821918488;14.0;8;30.9630148411;2;22.625;12.9059095383;6;26.4023760557;
20;3;23.2889041901;14.0;6;36.3567101955;2;22.625;13.0609502792;6;26.4528282881;
21;3;24.4070129395;15.0;6;36.9395005703;2;22.625;13.0811309814;6;26.5043625832;
22;3;25.5368499756;16.0;6;37.5584659576;2;22.9634819031;12.5;6;26.5569496155;
23;4;25.6785068512;16.1187095642;5;38.2125544548;2;22.9753131866;12.5;7;26.6105561256;
24;4;25.83177948;16.175983429;6;38.8995895386;3;22.9873752594;12.5;6;26.6651450396;
25;5;25.9961090088;16.2316894531;5;39.6161465645;3;22.9996566772;12.5;6;26.72067523;
26;5;26.1705589294;17.2316894531;5;40.3574919701;3;22.625;13.1882705688;6;26.7771017551;
27;5;26.3537788391;18.0914268494;6;41.1176133156;3;21.024848938;13.5;6;26.8343759775;
28;5;26.5440254211;18.1796016693;6;41.88935709;3;20.0377349854;14.5;6;26.8924454451;
29;5;26.739200592;18.2644119263;6;42.6646747589;3;19.0508003235;15.5;6;26.9512542486;
30;5;26.9369258881;18.3457756042;6;43.4349684715;3;18.064031601;16.5;6;27.0107431412;
31;5;24.9369258881;19.4236412048;6;44.1915140152;3;17.4524173737;17.5;6;27.0708494186;
32;5;24.3999996185;20.4979820251;6;45.9259076118;3;17.4659423828;18.5;6;27.1315076351;
33;5;25.3999996185;22.0687942505;6;46.6705012321;3;17.4795894623;19.5;6;27.1926498413;
34;5;25.3999996185;20.6360988617;6;47.3799524307;3;17.493347168;20.5;6;27.2542052269;
35;5;25.7243537903;20.6999378204;7;48.0491235256;3;17.5071964264;21.5;7;27.3161010742;
36;5;25.7370662689;21.7603702545;8;48.6744002104;3;17.5211219788;22.5;7;27.3782629967;
37;5;25.537689209;22.8174686432;9;49.2537077665;3;17.5351085663;23.5;7;27.4406147003;
38;5;24.551109314;21.8713245392;9;49.754935503;3;17.5491371155;24.5;7;27.5030794144;
39;5;26.5648822784;25.8713245392;10;50.1735560894;3;17.5631923676;25.5;8;27.5655794144;
40;5;28.1875572205;29.8713245392;10;50.5520222187;4;17.577255249;26.5;7;27.628036499;
41;5;30.0656051636;33.8713226318;10;50.8925894499;4;17.5913085938;27.5;7;27.690372467;
42;5;30.7470626831;36.8713226318;10;51.1980389357;4;17.6053333282;28.5;8;27.7525100708;
43;5;30.8235626221;38.8713226318;11;51.4714579582;4;17.6193141937;29.5;9;27.8143725395;
44;5;31.3414382935;38.9000015259;11;51.7160587311;4;18.633234024;27.5;10;27.8758842945;
45;6;31.4148178101;38.9000015259;7;80.6105561256;4;17.6470737457;28.5;10;27.936971426;
46;6;31.9749984741;39.9000015259;7;82.6776458025;5;18.0;27.5;10;50.9975619316;
47;6;30.9749984741;42.7325706482;8;84.2674548626;5;20.0;28.5;10;52.4375853539;
48;6;30.9749984741;44.7603378296;8;85.4391615391;5;22.0;29.5;11;53.6233325005;
49;6;31.5081291199;45.9000015259;8;86.277590394;5;23.0;30.5;11;55.5731277466;
50;6;30.9749984741;48.8171882629;11;86.8679741621;5;25.7145271301;32.5;11;56.3680684566;
51;6;31.5427322388;48.9000015259;11;86.9512542486;5;26.625;34.5;10;56.9959738255;
52;6;31.5603752136;49.9000015259;11;87.0107431412;5;26.625;35.5;10;57.4917382002;
53;6;30.9749984741;51.9000015259;12;87.0708494186;5;27.378068924;33.5;10;57.6142421961;
54;6;32.1962547302;51.9000015259;12;87.1315076351;5;27.3905181885;33.5;10;57.7266292572;
55;6;32.5750007629;53.9000015259;12;87.1926498413;6;26.625;33.5;8;67.8400473595;
56;6;34.2327957153;53.9000015259;13;87.2542052269;6;28.4147510529;33.5;8;68.3544584513;
57;6;34.5750007629;55.9000015259;13;87.3161010742;6;29.4265174866;34.5;8;70.2010911703;
58;6;35.6948280334;55.9000015259;13;87.3782629967;6;29.7433376312;36.125;10;71.7583931684;
59;6;35.7134780884;56.9000015259;15;91.6497662067;7;30.0006465912;37.6171875;10;73.0597137213;
60;6;36.5749282837;57.9000015259;15;94.8481407166;7;29.2972049713;39.9937896729;10;74.1457476616;
61;6;36.0660705566;56.9000015259;15;97.1823601723;7;30.368806839;39.2754020691;11;75.0569963455;
62;6;36.1065254211;55.9000015259;20;98.8314838409;7;30.4978103638;39.4822807312;13;75.5650343895;
63;6;36.1479225159;55.9000015259;21;99.5070924759;7;28.5170249939;41.4822807312;13;76.0134890079;
64;6;35.6804046631;54.9000015259;21;99.9199864864;7;28.5170249939;43.4822807312;13;76.4387809038;
65;6;34.7650718689;54.9000015259;21;100.291423798;7;28.5170249939;45.4822807312;14;77.8420472145;
66;6;32.7650718689;56.5700073242;22;100.487305641;7;29.5170249939;47.9708175659;16;78.4645135403;
67;6;31.7650718689;57.6436538696;21;100.63595891;7;30.5170249939;50.0760421753;16;80.4179872274;
68;6;31.7650718689;56.9000015259;22;100.78554368;7;31.0;52.1790428162;17;82.063716054;
69;6;30.5282783508;58.9000015259;22;100.935619831;8;32.0;54.2795562744;16;86.3457119465;
70;6;31.5282783508;58.9000015259;23;101.085739136;8;33.0;56.4532928467;17;89.9053561687;
71;6;31.7540016174;60.9000015259;23;101.235451221;8;34.0;57.6251220703;18;92.912037611;
72;6;31.798915863;62.9000015259;23;101.384308338;8;35.0;58.7942199707;17;95.4864618778;
73;6;30.1282806396;66.9000015259;24;101.531870842;8;35.7038955688;59.9598007202;17;97.7552115917;
74;6;29.6000003815;70.9000015259;24;101.67771244;8;36.5935058594;62.1211509705;18;99.1705005169;
75;6;29.6000003815;74.238861084;23;101.821425438;9;37.4941558838;64.2776184082;16;101.82878232;
76;6;29.6000003815;76.3107147217;25;101.96262455;9;38.643371582;68.4286499023;17;103.802474856;
77;6;29.6000003815;78.3813171387;25;102.100951672;9;38.6503868103;71.5737686157;17;105.969976664;
78;6;30.6000003815;77.4504776001;25;102.236078262;9;38.6575317383;74.7125854492;18;108.270350456;
79;6;30.6000003815;77.4504776001;26;102.36770916;9;37.6648025513;76.8448104858;19;110.623682141;
80;6;32.3000030518;76.9000015259;26;102.495583534;10;37.6721992493;79.9702606201;21;112.940500259;
81;6;33.4982337952;76.9000015259;27;102.619476795;10;37.4047393799;84.9702606201;21;116.13531673;
82;6;33.3477935791;76.9000015259;27;102.739201069;10;38.4047393799;90.1281738281;22;118.065271795;
83;6;33.3956832886;77.9000015259;27;102.854604721;10;39.4047393799;95.2248153687;23;119.771728933;
84;6;31.6854629517;78.9000015259;30;102.965572834;11;38.4047393799;98.3277893066;23;121.241417229;
85;6;30.2965564728;82.9000015259;30;103.072024345;11;38.4047393799;102.437210083;23;122.485069573;
86;6;30.3072013855;86.9000015259;30;103.173911572;11;38.4047393799;101.860519409;26;123.529122114;
87;6;31.3173904419;86.9869537354;32;103.271217823;11;36.4047393799;102.079856873;27;124.407199621;
88;6;30.3271217346;90.0356140137;32;103.363955498;11;36.4047393799;103.299987793;27;125.131568074;
89;6;30.3363952637;93.0819778442;33;103.452162743;11;39.2616233826;106.423377991;28;125.495948374;
90;6;31.3452148438;93.126083374;33;103.535901546;11;41.5495986938;108.583702087;28;126.757780552;
91;6;30.3535881042;96.1679534912;33;103.615253925;11;44.3757781982;111.7501297;29;127.05444026;
92;6;30.3615245819;99.2076263428;34;103.690320492;11;46.4034461975;112.922241211;31;127.364371955;
93;6;32.3690299988;96.2451629639;34;103.75;11;45.7364387512;117.099609375;31;127.685811877;
94;6;30.3749980927;99.2750015259;35;103.75;11;46.7685852051;118.281669617;31;128.016984314;
95;6;31.375;99.2750015259;35;103.75;11;45.801700592;122.467796326;33;128.356111109;
96;6;32.375;96.2750015259;36;103.75;11;45.835609436;125.657295227;34;128.701403886;
97;6;30.3749980927;99.2750015259;36;103.75;11;46.8701438904;125.849395752;35;129.051080316;
98;6;31.375;99.2750015259;36;103.75;11;45.9051055908;129.043273926;35;129.403375238;
99;6;32.375;96.2750015259;38;103.75;11;45.9403419495;130.063171387;34;129.756561875;
100;6;30.3749980927;99.2750015259;38;103.75;11;46.9756546021;129.083114624;36;130.10896033;
101;6;31.3749980927;102.625;37;103.75;11;46.0108985901;131.687789917;32;130.458963782;
102;6;32.375;103.724998474;36;103.75;11;46.0458946228;134.707794189;30;130.8050569;
103;6;33.375;104.724998474;29;103.75;11;45.0743293762;132.707794189;29;129.804156333;
104;6;34.375;105.724998474;32;103.75;11;45.9804115295;137.415008545;30;130.63503322;
105;6;35.375;106.724998474;33;103.75;11;46.0635032654;140.514068604;30;131.013482571;
106;6;37.375;104.724998474;31;103.75;11;47.1026077271;143.840774536;32;131.365006238;
107;6;37.375;105.724998474;30;103.75;11;48.1389045715;146.7787323;32;131.628548026;
108;6;39.375;103.724998474;27;103.75;11;49.1662788391;145.806732178;34;131.885483205;
109;7;40.375;101.724998474;25;125.5;11;50.1928901672;147.834716797;34;132.135041684;
110;7;38.375;105.724998474;24;126.859375;11;51.2186775208;150.862701416;34;132.376594007;
111;7;39.375;106.724998474;22;127.98956871;11;50.2435798645;153.890655518;34;132.609660864;
112;7;39.375;107.724998474;22;128.901081085;11;50.2675552368;157.918533325;35;132.833896011;
113;7;38.375;111.724998474;16;130.191364765;11;49.2905845642;160.946334839;36;134.65385443;
114;7;39.4323768616;113.126625061;11;131.323461056;11;48.4731292725;165.696807861;32;136.462913215;
115;7;39.4904251099;113.532974243;12;132.321718216;11;48.6545181274;170.437240601;33;138.243894935;
