Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;6;20.0;
8;2;11.8999996185;11.6999998093;5;24.4599990845;1;9.5;10.0;6;20.3999996185;
9;2;12.3380002975;11.7299995422;5;24.9137833118;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;12.4741353989;11.9106416702;5;25.1925456524;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;12.5577640533;12.0;5;26.536337018;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;14.5472860336;12.6000003815;5;27.6531432867;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;16.5472869873;13.0788002014;5;28.5724397898;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;18.5472869873;13.4505519867;5;29.3305848837;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;19.7058410645;13.7328653336;5;29.9642994404;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;20.769536972;13.943564415;5;30.3092494011;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;21.8391609192;14.0;5;30.5618987083;1;15.7228336334;12.4808797836;6;25.0;
18;2;22.9149551392;14.0;5;30.8357169628;1;16.7228336334;12.5;7;25.0;
19;2;23.2507152557;14.0;7;31.13103652;1;17.625;12.5;7;25.0;
20;2;23.3393096924;14.0;7;31.4478650093;1;17.625;12.5;7;25.0;
21;2;23.4343585968;14.0;8;31.7858293056;1;17.625;12.5;7;25.0;
22;2;23.5357475281;14.0;8;32.1441264153;1;17.625;12.5;8;25.0;
23;2;23.6432380676;14.0;8;32.5214853287;1;17.625;12.5;8;25.0;
24;3;23.756444931;14.0;7;32.9161438942;1;17.625;12.5;8;25.0;
25;3;22.3999996185;15.0;7;33.3258481026;1;17.625;12.5;7;25.0;
26;3;21.3999996185;15.0;7;33.7478761673;1;17.625;12.5;8;25.0;
27;3;21.1243629456;16.0;7;34.1790890694;1;17.625;12.5;8;25.0;
28;3;20.2537269592;17.0;7;34.6160068512;1;17.625;12.5;8;25.0;
29;3;19.3848018646;18.0;7;35.0549120903;1;17.625;12.5;8;25.0;
30;3;18.5164737701;19.0;7;35.4919700623;1;17.625;12.5;8;25.0;
31;3;17.6475906372;20.0;7;35.9233598709;1;15.625;13.5;8;25.0;
32;3;16.7770080566;21.0;7;36.3454084396;1;14.625;14.5;8;25.0;
33;3;16.5036220551;22.0;8;36.7547168732;1;13.625;15.5;8;25.0;
34;3;16.6264152527;23.0;8;37.1482658386;1;12.625;16.5;8;25.0;
35;3;16.7444801331;24.0;8;37.5235033035;1;12.0;17.5;8;25.0;
36;3;16.8570518494;25.0;8;37.8783960342;1;12.0;18.5;8;25.0;
37;3;16.96352005;26.0;8;38.2114562988;1;12.0;19.5;8;25.0;
38;3;16.96352005;25.5;7;39.521736145;1;12.0;20.5;9;25.0;
39;3;17.96352005;25.0;7;39.838796854;1;12.0;21.5;9;25.0;
40;3;19.2725200653;26.0;7;40.1332523823;1;12.0;22.5;9;25.0;
41;3;19.6399765015;27.0;7;40.405516386;1;12.0;23.5;10;25.0;
42;3;20.721654892;25.0;7;40.6563303471;1;12.0;24.5;11;25.0;
43;3;19.731180191;25.0;8;40.8866881132;1;12.0;25.5;11;25.0;
44;3;21.7408752441;26.0;8;41.097771287;1;12.0;26.5;12;25.0;
45;3;23.3941249847;27.0;8;41.2908821106;1;12.0;27.5;12;25.0;
46;3;24.9872646332;28.0;10;41.4673931599;1;12.0;28.5;13;25.0;
47;3;26.0402183533;29.0;10;41.5405418873;1;12.0;29.5;15;25.0;
48;3;27.0621623993;29.0;10;41.5755085945;1;13.0;27.5;15;25.0;
49;3;28.0726509094;29.0;12;41.6109591722;1;12.0;28.5;16;25.0;
50;3;28.4832878113;29.0;12;41.6468753815;1;12.0;29.5;17;25.0;
51;3;28.4940643311;29.0;13;41.6832377911;1;13.0;27.5;17;25.0;
52;3;28.0750007629;29.7166194916;14;41.7200255394;1;12.0;28.5;18;25.0;
53;3;28.0750007629;29.7350120544;14;41.7572168112;1;12.0;29.5;18;25.0;
54;3;28.5271663666;29.0;16;41.7947884798;1;13.0;27.5;20;25.0;
55;4;28.5384368896;29.0;15;41.8327163458;1;12.0;28.5;20;25.0;
56;4;28.5498161316;29.0;16;41.8709751368;1;12.0;29.5;20;25.0;
57;4;28.0750007629;29.8104877472;16;41.9095385075;1;13.0;27.5;21;25.0;
58;4;28.5728626251;29.0;14;41.9483793974;1;12.0;28.5;22;25.0;
59;4;28.5845146179;29.0;14;41.9874696732;1;12.0;29.5;22;25.0;
60;4;28.5962409973;29.0;14;42.0267804861;1;12.0;30.5;22;25.0;
61;4;28.6080341339;29.0;15;42.0662822723;1;12.0;31.5;23;25.0;
62;4;28.619884491;29.0;15;43.1059447527;1;12.0;32.5;23;25.0;
63;4;29.6317844391;30.0;16;43.1857372522;1;12.0;33.5;24;25.0;
64;4;30.6437225342;31.0;16;43.2668124437;1;12.0;34.5;25;25.0;
65;4;30.0750007629;32.9678153992;17;43.3491406441;1;13.0;32.5;25;25.0;
66;4;30.6676769257;33.0;17;43.4326885939;1;12.0;33.5;26;25.0;
67;4;30.6796760559;34.0;12;45.4303709269;1;12.0;34.5;26;25.0;
68;4;30.6328125;36.3175926208;13;47.0494073629;1;13.0;32.5;27;25.0;
69;5;31.0757980347;36.9609069824;12;48.3471066952;1;12.0;33.5;28;25.0;
70;5;29.3080368042;36.6162643433;12;49.3866177797;1;12.0;34.5;27;25.0;
71;5;30.4736442566;37.6214561462;12;50.0552486181;1;13.0;32.5;27;25.0;
72;5;29.2509784698;37.7695884705;12;50.4764778614;2;13.0;34.5;27;26.0;
73;5;28.3349666595;38.8116149902;12;50.8684495687;2;15.0;33.5;27;26.0700000525;
74;5;27.6000003815;40.8552513123;13;51.2340331078;2;16.0;33.5;27;27.3941510916;
75;6;27.6000003815;42.2003555298;12;51.5697450638;2;17.0;33.5;28;28.4569673538;
76;6;28.6000003815;38.0;12;52.7420413494;2;18.0;33.5;29;29.293027997;
77;6;31.4252090454;38.9956703186;12;52.9974058867;2;19.0;32.5;29;29.9436507225;
78;7;33.5999984741;41.045539856;12;54.2611581087;2;20.0;31.5;29;30.4494355917;
79;7;33.4705657959;43.0968666077;13;54.6008025408;2;20.5170249939;30.5;29;30.5816155672;
80;7;32.4931869507;46.1495857239;12;54.9526466131;2;20.5249996185;29.5;29;30.6831297874;
81;7;31.6000003815;50.2036247253;12;55.3167439699;2;20.5249996185;28.5;29;30.7894508839;
82;7;31.6000003815;53.5513076782;12;55.6930981874;2;20.5249996185;27.5;29;30.9005856514;
83;8;32.5603942871;53.099155426;10;66.0816558599;2;20.5249996185;26.5;29;31.0165102482;
84;8;32.5999984741;56.2148857117;10;67.982301116;2;20.5249996185;25.5;29;31.1371679306;
85;8;32.5999984741;61.0087738037;10;68.8973485231;2;20.5249996185;24.5;28;31.2624664307;
86;8;33.5999984741;62.1690216064;10;69.7940460443;2;20.5249996185;24.5;28;31.3922762871;
87;8;32.5999984741;64.5874328613;13;70.6699830294;2;20.5249996185;24.5;28;31.5264284611;
88;8;31.6683273315;68.7197113037;15;71.523651123;2;20.5249996185;24.5;29;31.6647143364;
89;8;33.6890411377;66.8557739258;15;72.3543519974;2;20.5249996185;24.5;29;31.8068845272;
90;8;33.7094039917;68.8045196533;16;73.1620672941;2;20.5249996185;24.5;29;31.9526493549;
91;8;34.7293968201;69.9705276489;15;73.9473104477;2;20.5249996185;24.5;30;32.1016800404;
92;8;35.5999984741;70.1399841309;16;74.2109723091;2;20.5249996185;24.5;31;32.2536101341;
93;8;35.5999984741;73.2595214844;17;75.0103924274;2;20.5249996185;24.5;31;32.408039093;
94;8;36.5999984741;73.4878845215;18;75.7864408493;2;20.5249996185;24.5;31;33.7926955223;
95;8;35.5999984741;71.6655731201;19;76.5400725603;2;20.7859992981;25.0799999237;32;34.8805449009;
96;9;34.5999984741;73.845199585;18;77.2723505497;3;20.9787216187;26.508272171;31;35.7328400612;
97;9;35.5999984741;76.0938720703;18;77.9843411446;3;21.1171417236;27.8158721924;32;35.6115851402;
98;9;35.5999984741;73.3041992188;19;78.5709140301;3;21.0354290009;28.6342849731;33;35.5304121971;
99;10;34.5999984741;74.5142440796;19;79.119107604;3;20.9618854523;29.4708557129;33;35.4845480919;
100;10;35.5999984741;76.7234725952;19;79.666426301;3;20.89569664;29.6770763397;33;35.4695291519;
