Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;4;20.0;
3;2;8.0;12.3000001907;5;24.0;1;8.0;12.0;4;20.0;
4;2;9.19999980927;11.5;5;24.1050000191;1;8.0;11.0;4;20.0;
5;2;9.82100009918;11.5;5;24.2198647261;2;8.0;10.3000001907;3;21.0;
6;2;10.965959549;11.5;5;24.3452684879;2;9.22500038147;10.0;3;21.0599999428;
7;2;12.0035810471;11.5;5;24.4818768501;2;9.73849964142;10.0;3;21.1229639053;
8;2;12.3445625305;11.5;5;25.105150938;2;9.75266647339;10.0;3;21.6001901627;
9;2;12.531545639;11.7299995422;5;25.6450139284;2;9.86004257202;10.1999998093;3;22.0082015991;
10;2;12.6935043335;11.9106416702;5;27.10983181;2;9.95184516907;10.3632001877;3;22.3582868576;
11;2;13.1329488754;12.5274600983;5;28.354003191;2;10.0306148529;10.4951858521;3;23.5279067755;
12;2;14.8395795822;13.0216779709;5;29.4056661129;2;10.2937793732;11.0209560394;2;24.5268628597;
13;2;16.8395786285;13.4066829681;5;30.3006589413;2;12.0856485367;11.4571752548;2;25.3691681623;
14;2;18.8395786285;13.6998376846;5;31.0756287575;2;14.0856485367;11.8107032776;2;26.0752547979;
15;2;20.1176261902;13.9190797806;5;31.6020901203;2;16.0856494904;12.0916318893;3;26.6680037975;
16;2;21.2270126343;14.0;5;31.9946427345;3;17.1830482483;12.3113050461;2;27.1698563099;
17;2;22.3447780609;14.0;5;32.4142942429;3;18.2196559906;12.4808797836;2;27.3801496029;
18;2;23.4706726074;14.0;5;32.8595070839;3;18.7228336334;13.2140445709;2;27.5615134239;
19;2;23.8578510284;14.0;7;33.3279876709;3;19.625;13.268453598;2;27.7520513535;
20;2;23.9983959198;14.0;7;33.8166713715;3;20.2442111969;12.5;2;27.9515185356;
21;2;22.3999996185;15.0;8;34.3217520714;3;19.625;13.5;3;28.1595556736;
22;2;23.3999996185;14.0;8;34.8387608528;3;20.335899353;12.5;3;28.3756833076;
23;2;22.3999996185;15.0;8;35.3626947403;3;19.625;13.5;3;28.5992991924;
24;2;23.3999996185;14.0;8;35.8881926537;3;20.4348430634;12.5;3;28.8296794891;
25;2;22.3999996185;15.0;8;36.4097452164;3;20.4866771698;12.5;3;29.0659828186;
26;2;21.3999996185;15.0;8;36.9219198227;3;20.5398464203;12.5;4;29.3072590828;
27;2;21.3999996185;15.0;8;37.4195919037;4;20.5941333771;12.5;3;29.5524601936;
28;2;20.3999996185;15.0;9;37.8981456757;4;19.625;13.5;3;29.8004574776;
29;2;20.3999996185;16.0;9;38.353644371;4;18.625;13.5;3;30.0500593185;
30;2;20.3999996185;17.0;9;38.7829437256;4;17.7612628937;14.5;3;30.3000340462;
31;2;19.6348838806;18.0;9;39.1837520599;4;16.8175086975;15.5;4;30.5491337776;
