Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;2;6.0;12.8999996185;3;22.0;
2;1;9.0;10.0;5;20.0;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;9.0;10.0;6;20.0;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;9.0;10.0;6;20.0;2;8.32806777954;10.5;3;22.2917383909;
5;1;10.0;10.0;6;20.0;2;8.34376049042;10.5;3;22.4042263031;
6;1;11.0;10.0;6;20.0;2;9.46595096588;10.5;3;22.5249304771;
7;1;11.0;10.0;6;20.3999996185;2;10.0681095123;10.5;3;22.6541694403;
8;2;11.4200000763;10.1999998093;5;21.7264003754;2;10.0971889496;10.5;3;23.2287653685;
9;2;11.5179204941;10.3632001877;5;21.9903717041;2;10.2264719009;10.7100000381;3;23.7334493399;
10;2;11.597111702;10.4951858521;5;23.0619120598;2;10.3400268555;10.8792181015;3;24.1532578468;
11;2;11.9185733795;11.0209560394;5;23.9545464516;2;10.4344825745;11.0;3;26.0129473209;
12;2;13.9185733795;11.4571752548;5;24.6819883585;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;15.9185733795;11.8107032776;5;25.2644146681;2;12.5872430801;12.4126424789;3;29.0951218605;
14;2;16.5793247223;12.0916318893;5;25.7245066166;2;14.5872430801;12.9308347702;3;30.3518810272;
15;2;16.7173519135;12.3113050461;5;26.0845712423;2;16.5872421265;13.3366470337;4;31.4625301361;
16;2;16.8253707886;12.4808797836;5;26.1438889503;3;17.8879413605;13.6469516754;3;32.4630823135;
17;2;18.7299499512;12.5;5;26.1651208401;3;19.0082912445;13.879781723;3;33.2818861008;
18;2;19.7363204956;12.5;5;26.1864993572;3;20.138425827;14.0;3;33.9008235931;
19;2;20.7427330017;12.5;6;26.2080165148;3;21.2776870728;14.0;3;34.5557665825;
20;2;21.3867835999;12.8624048233;6;26.2296639681;3;21.7750473022;14.0;3;35.2404661179;
21;2;21.5;12.8688993454;6;26.2514331341;3;21.9291038513;14.0;3;35.9471020699;
22;2;21.5;12.8754301071;6;26.2733153105;3;22.0880966187;14.0;3;36.6665449142;
23;2;21.5;12.8819942474;6;26.2953014374;3;22.2499713898;14.0;3;37.3887672424;
24;2;21.5;12.8885908127;6;26.3173824549;3;22.4124717712;14.0;3;38.1033678055;
25;2;21.8952140808;12.5;7;26.3395489454;3;22.5732574463;14.0;3;38.8001594543;
26;3;21.9018650055;12.5;6;26.3617914915;3;22.7300338745;14.0;4;39.4697523117;
27;3;21.5;13.1808958054;6;26.3841004372;3;22.8806934357;14.0;4;40.1040582657;
28;3;21.5;13.1920499802;6;26.4064661264;3;23.0234127045;14.0;4;40.6966657639;
29;3;21.9219398499;12.5;6;26.428878665;4;24.1567497253;14.5;3;42.2430458069;
30;3;19.9286632538;13.5;6;26.4513280392;4;23.2796840668;15.0;3;42.9005805254;
31;3;18.9353981018;14.5;5;26.4738043547;4;22.6526298523;16.0;3;43.5321880579;
32;3;17.9421405792;15.5;5;26.4962974787;4;21.7947406769;17.0;4;44.1414842606;
33;3;16.9488887787;16.5;4;26.5187973976;5;20.5821552277;18.0;3;44.7334724665;
34;3;15.9556388855;17.5;4;26.5412938595;5;19.6613426208;19.0;3;45.3141448498;
35;3;14.9623880386;18.5;5;26.5637768507;5;19.4306106567;20.0;3;45.8900673389;
36;3;14.4691333771;19.5;5;26.5862361193;5;19.4907436371;21.0;3;46.4679715633;
37;3;14.4758710861;20.5;5;26.6086617708;5;20.155292511;22.0;3;47.0543589592;
38;3;14.4825983047;21.5;5;26.6310436726;5;20.2872314453;23.0;3;47.544028759;
39;3;14.4893131256;22.5;5;26.6533719301;5;20.3974075317;24.0;3;48.0209121704;
40;3;14.496011734;23.5;5;27.6756366491;5;20.5047054291;25.0;3;48.5427899361;
41;3;15.5026912689;24.5;5;27.727828145;5;20.622127533;26.0;3;49.1086950302;
42;3;17.5093479156;22.5;5;27.7805278301;5;19.6000003815;27.0;3;49.7161855698;
43;3;16.8341598511;23.5;6;27.8337192535;5;20.6000003815;25.0;3;50.3611893654;
44;3;16.8501167297;24.5;6;27.8873850107;5;21.6000003815;26.0;4;51.0379443169;
45;3;17.8662147522;22.5;7;27.941506505;5;19.6000003815;29.0;4;51.7390680313;
46;3;16.8824520111;23.5;7;27.9960643053;5;19.6000003815;32.0;6;52.4557781219;
47;3;17.0;23.5;8;28.0510376692;5;19.6000003815;35.0;6;53.1782588959;
48;4;18.3666381836;24.5;7;28.1064050198;5;19.6000003815;38.0;6;53.8961582184;
49;4;19.3768234253;25.5;7;28.1621434689;5;19.6000003815;39.0;6;54.5991659164;
50;4;20.9486446381;26.5;8;28.2182292938;5;19.6000003815;40.0;7;55.2776012421;
