Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;2;9.0;10.3000001907;5;21.0;2;9.375;10.5;4;22.0900000334;
7;2;9.72500038147;10.0;4;21.0599999428;2;9.9702501297;10.5;4;22.1871190071;
8;2;9.73849964142;10.0;4;21.5335636139;2;9.99210166931;10.5;4;22.7236096859;
9;2;9.84505176544;10.1999998093;4;21.9377998114;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;9.93600463867;10.3632001877;4;22.2840082645;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;10.0139017105;10.4951858521;4;23.4481773376;2;10.3025445938;11.0;4;25.3486820459;
12;2;10.2758407593;11.0209560394;4;24.4414664507;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;12.0664348602;11.4571752548;4;25.2779132128;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;14.0664348602;11.8107032776;4;25.9779809713;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;16.0664348602;12.0916318893;3;26.5645889044;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;17.159778595;12.3113050461;3;27.060223341;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;18.1949882507;12.4808797836;3;27.2642745972;2;18.7531986237;13.879781723;5;32.049197197;
18;2;19.23229599;12.5;4;27.439432621;2;19.8610706329;14.0;5;32.573600769;
19;2;20.173871994;12.5;4;27.6238675117;2;20.9790611267;14.0;5;33.1419348717;
20;2;20.2153701782;12.5;5;27.8174073696;2;21.4569339752;14.0;5;33.7516689301;
21;2;19.625;13.5;5;28.0197701454;2;21.5941238403;14.0;5;34.3986358643;
22;2;20.3044490814;12.5;5;28.2305569649;2;20.2999992371;15.0;5;35.0769786835;
23;2;20.3518753052;12.5;6;28.4492475986;2;21.2999992371;14.0;6;35.7792286873;
24;2;19.625;13.5;6;28.6751992702;2;22.0503253937;14.0;6;36.4965333939;
25;2;19.625;13.970079422;6;28.907648325;2;22.2117195129;14.0;6;37.2190332413;
26;2;18.5042209625;13.5;6;29.1457161903;2;22.3742828369;14.0;6;37.9363632202;
27;2;18.625;13.5;6;29.3884181976;2;22.5356807709;14.0;7;38.6382322311;
28;2;19.625;14.2553672791;6;29.634677887;2;22.6936016083;14.0;7;39.3150119781;
29;2;18.625;13.5;6;29.8833432198;2;22.8458766937;14.0;7;39.9582691193;
30;2;17.7237529755;14.5;6;30.1332073212;2;20.9906101227;15.0;7;40.5611724854;
31;2;16.7799720764;15.5;6;30.3830299377;2;20.1262626648;16.0;7;41.1187410355;
32;2;15.8361816406;16.5;8;30.6315627098;2;19.2517166138;17.0;7;41.627913475;
33;2;15.2671012878;17.5;8;30.877573967;2;18.3662796021;18.0;7;42.0874586105;
34;2;15.3224544525;18.5;8;31.11987257;2;17.4696769714;19.0;7;42.4977617264;
35;2;15.3769712448;19.5;8;31.3573312759;2;17.2619972229;20.0;8;42.8605298996;
36;2;15.430398941;20.5;9;31.5889077187;2;17.3436203003;21.0;8;43.1784667969;
37;2;15.482503891;21.5;10;31.8136615753;2;17.4151554108;22.0;8;43.4549474716;
38;2;15.5330734253;22.5;10;32.0307679176;2;17.4773635864;23.0;8;43.693734169;
39;2;15.5819225311;23.5;11;32.2395277023;2;17.5310897827;24.0;8;43.8987360001;
40;2;14.0;25.5;11;32.4393730164;2;17.5772151947;25.0;8;44.0;
41;2;14.0;27.5;11;32.6298675537;2;17.6000003815;26.0;8;44.0;
42;2;14.0;29.5;10;32.8107056618;2;17.6000003815;27.0;10;44.0;
43;2;14.0;31.5;11;32.9817051888;2;18.6000003815;25.0;10;44.0;
44;2;14.0;33.5;12;33.1427993774;2;17.6000003815;26.0;10;44.0;
45;2;14.0;35.1999588013;12;33.2940273285;2;17.6000003815;27.0;11;44.0;
46;3;15.0;33.3058204651;11;57.4355211258;2;18.6000003815;25.0;12;44.0;
47;3;15.0;34.4048652649;12;58.7674942017;2;19.6000003815;25.0;12;44.0;
48;3;16.0;35.4972457886;12;59.8478240967;2;20.6000003815;25.0;12;44.0;
49;3;18.0;33.5831565857;13;60.7051506042;2;21.6000003815;25.0;14;44.0;
50;3;18.0;34.6628341675;13;61.3750696182;2;22.6000003815;25.0;14;44.0;
51;3;21.0;32.5;13;61.88712883;2;23.6000003815;25.0;14;44.0;
52;3;24.0;32.5;14;62.0;2;23.8999996185;24.0;15;44.0;
53;4;26.0249996185;32.5;13;62.0;2;23.8999996185;24.0;15;44.0;
54;4;28.0249996185;32.5;14;62.0;2;23.8999996185;24.0;16;44.0;
55;4;30.0249996185;32.5;14;62.0;2;23.8999996185;24.0;16;44.0;
56;4;31.6499996185;31.5;15;62.0;2;23.8999996185;24.0;16;44.0;
57;4;32.0499992371;30.5;15;62.0;2;23.8999996185;24.0;17;44.0;
58;4;32.0499992371;29.5;15;62.0;2;23.8999996185;24.0;17;44.0;
59;5;32.0499992371;28.5;12;78.0;2;23.8999996185;24.0;18;44.0;
60;5;33.0499992371;28.5;12;78.6399993896;2;23.8999996185;24.0;18;44.0;
61;5;34.0499992371;29.5;12;79.1991043091;2;23.8999996185;24.0;19;44.0;
62;5;33.0499992371;31.5;14;79.6808338165;2;23.8999996185;24.0;19;44.0;
63;5;33.0499992371;33.5;15;80.0908813477;2;23.8999996185;24.0;19;44.0;
64;6;33.0499992371;35.5;14;80.436258316;2;23.8999996185;24.0;20;44.0;
65;6;33.0499992371;36.5;15;80.7245540619;2;23.8999996185;24.0;20;44.0;
66;6;31.4249992371;38.5;15;80.9633750916;2;23.8999996185;24.0;20;44.0;
67;6;32.4000015259;40.5;15;81.0;2;23.8999996185;24.0;20;44.0;
68;6;33.4000015259;42.5;15;81.0;2;23.8999996185;24.0;21;44.0;
69;6;34.4000015259;44.5;15;82.0;2;23.8999996185;24.0;22;44.0;
70;6;35.9499969482;47.5;16;82.0599999428;3;23.8999996185;24.0;21;44.0;
71;6;36.9499969482;50.5;16;82.1229639053;3;23.8999996185;24.0;21;44.0;
72;6;37.2868881226;52.7999992371;16;84.6226494312;3;23.8999996185;24.0;22;44.0;
73;6;37.7397956848;54.9260025024;17;86.6139416695;3;23.8999996185;24.0;23;45.3199996948;
74;6;38.1001548767;57.0429534912;19;88.1883404255;3;22.0890007019;25.4200000763;23;46.3582401276;
75;6;37.9527664185;59.1511039734;18;89.0323489904;3;23.2291622162;24.7314720154;23;47.1666984558;
76;6;38.0;60.6627883911;18;89.4759172201;3;21.3310565948;25.9579029083;24;47.5526294708;
77;7;38.5103569031;60.3423080444;19;89.7368630171;3;22.3500003815;25.0;25;47.8066806793;
78;7;38.5527114868;61.4261474609;20;89.9926626682;3;20.75;26.0;25;49.0;
79;7;38.5978012085;62.5;20;90.1522219181;3;22.75;26.0;25;49.0399999619;
80;7;36.6456680298;64.5;21;90.3211236;3;24.75;27.0;26;49.0811839104;
81;8;35.6963348389;66.5;19;90.4993598461;3;25.75;28.0;26;49.1235535145;
82;8;35.0;66.5;19;90.686827898;3;24.75;30.0;24;49.1671074629;
83;8;34.8060493469;66.5;19;91.8833203316;3;24.0625991821;32.0;23;49.211841464;
84;8;34.8649978638;67.5;19;92.118516922;3;22.7999992371;33.0;22;49.2577478886;
85;8;35.9265556335;69.5;20;92.3625702858;3;21.7999992371;32.0;19;49.3048160076;
86;8;33.9905929565;70.5;20;92.6149127483;4;21.7999992371;33.0;18;49.3530313969;
87;8;33.384475708;71.5;20;92.8748528957;4;21.7999992371;35.0;12;49.4023760557;
88;9;34.1254005432;73.5;19;93.1415790319;4;22.75;37.0;12;49.4528282881;
89;10;33.1957244873;73.5;19;93.414165616;4;22.75;39.0;13;49.5043625832;
90;10;33.2676391602;73.5;19;93.6915845871;4;22.75;41.0;13;49.5569496155;
91;10;34.3408355713;75.5;20;93.9727189541;4;22.75;42.7784729004;13;49.6105561256;
92;10;33.4149932861;75.5;20;94.2563817501;4;22.75;43.8052787781;14;49.6651450396;
93;10;32.4897537231;78.5;21;94.5413370132;4;22.75;44.832572937;14;49.72067523;
94;10;32.5647506714;81.5;21;95.8263217211;4;22.75;45.8603363037;14;50.7771017551;
95;10;35.4897537231;83.5;22;96.3500721455;4;23.75;47.8885498047;14;51.0143759251;
96;10;36.0;88.5;22;96.9259721041;4;24.75;49.9171905518;14;51.2827214003;
97;11;37.7673110962;93.5;22;97.5636855364;4;24.75;51.9462203979;17;51.5863540173;
98;11;39.9473648071;92.5;22;98.2742849588;4;25.75;50.9756278992;17;51.9297763109;
99;11;38.1662559509;97.5;22;99.0699990988;4;24.75;53.0053710938;17;52.3176720142;
100;11;39.4306182861;98.5;23;99.963680625;4;24.75;54.0354232788;18;52.7547442913;
