Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0;
6;1;9.0;10.0;5;20.0;2;9.375;10.5;4;22.0900000334;
7;1;9.5;10.0;5;20.0;2;9.9702501297;10.5;4;22.1871190071;
8;1;9.5;10.0;5;20.3999996185;2;9.99210166931;10.5;4;22.7236096859;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;10.1128120422;10.7100000381;4;23.1884489059;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;10.2174015045;10.8792181015;4;23.5668647289;
11;1;9.72283363342;10.4951858521;5;22.0419120789;2;10.3025445938;11.0;4;25.3486820459;
12;1;9.95943069458;11.0209560394;5;22.9143505096;2;10.703453064;11.7700004578;5;26.9087285995;
13;1;11.7228336334;11.4571752548;5;23.6214065552;2;12.4187746048;12.4126424789;5;28.2558913231;
14;1;12.7228336334;11.8107032776;5;24.1832637787;2;14.4187746048;12.9308347702;5;29.4172105789;
15;1;13.7228336334;12.0916318893;5;24.6226100922;2;16.4187736511;13.3366470337;5;30.428994894;
16;1;14.7228336334;12.3113050461;5;24.9617595673;2;17.6553955078;13.6469516754;5;31.3293325901;
17;1;15.7228336334;12.4808797836;5;25.0;2;18.7531986237;13.879781723;5;32.049197197;
18;1;16.7228336334;12.5;6;25.0;2;19.8610706329;14.0;5;32.573600769;
19;1;17.625;12.5;6;25.0;2;20.9790611267;14.0;5;33.1419348717;
20;1;17.625;12.5;7;25.0;2;21.4569339752;14.0;5;33.7516689301;
21;1;17.625;12.5;7;25.0;2;21.5941238403;14.0;5;34.3986358643;
22;1;17.625;12.5;7;25.0;2;21.739692688;14.0;5;35.0769786835;
23;1;17.625;12.5;8;25.0;2;21.8923187256;14.0;6;35.7792286873;
24;1;17.625;12.5;8;25.0;2;22.0503253937;14.0;6;36.4965333939;
25;1;17.625;12.5;8;25.0;2;22.2117195129;14.0;6;37.2190332413;
26;1;17.625;12.5;8;25.0;2;22.3742828369;14.0;6;37.9363632202;
27;1;17.625;12.5;8;25.0;2;22.5356807709;14.0;7;38.6382322311;
28;1;17.625;12.5;8;25.0;2;22.6936016083;14.0;7;39.3150119781;
29;1;17.625;12.5;9;25.0;2;22.8458766937;14.0;7;39.9582691193;
30;1;17.625;12.5;9;25.0;2;20.9906101227;15.0;7;40.5611724854;
31;1;15.625;13.5;9;25.0;2;20.1262626648;16.0;7;41.1187410355;
32;1;14.625;14.5;9;25.0;3;20.2517166138;17.5;6;42.627913475;
33;1;13.625;15.5;9;25.0;3;20.3662796021;18.0;6;43.2474585772;
34;1;12.625;16.5;9;25.0;3;19.730676651;19.0;6;43.8415056467;
35;1;12.0;17.5;9;25.0;3;19.5643386841;20.0;7;44.4146537781;
36;1;12.0;18.5;9;25.0;3;19.6932983398;21.0;7;44.9726387262;
37;1;12.0;19.5;9;25.0;3;19.8188438416;22.0;7;45.5219380856;
38;1;12.0;20.5;10;25.0;3;19.9424362183;23.0;7;46.069388628;
39;1;12.0;21.5;10;25.0;3;20.065612793;24.0;7;46.6218144894;
40;1;12.0;22.5;10;25.0;3;20.189907074;25.0;7;47.1118502617;
41;1;12.0;23.5;11;25.0;3;20.3001670837;26.0;7;47.544028759;
42;1;12.0;24.5;12;25.0;3;20.3974075317;27.0;8;48.0209121704;
43;1;12.0;25.5;12;25.0;3;21.5047054291;25.0;8;48.5427899361;
44;1;12.0;26.5;13;25.0;3;20.622127533;26.0;9;49.1086950302;
45;1;12.0;27.5;13;25.0;3;21.7494564056;26.0;9;49.7161855698;
46;1;12.0;28.5;14;25.0;3;22.8861427307;27.0;10;50.3611893654;
47;1;12.0;29.5;15;25.0;3;24.0312690735;28.0;10;51.0379443169;
48;1;13.0;27.5;15;25.0;3;23.6000003815;29.0;11;51.7390680313;
49;1;12.0;28.5;16;25.0;3;25.6000003815;30.0;11;52.4557781219;
50;1;12.0;29.5;16;25.0;3;27.5025501251;29.0;12;53.1782588959;
51;1;13.0;27.5;17;25.0;4;28.9651069641;30.0;11;54.8961582184;
52;1;12.0;28.5;17;25.0;4;30.1266365051;31.0;11;55.7591658831;
53;1;12.0;29.5;18;25.0;4;30.2848129272;32.0;12;56.6213451624;
54;1;13.0;27.5;19;25.0;4;30.4374599457;33.0;14;57.4770746231;
55;1;12.0;28.5;18;25.0;5;30.5826644897;34.0;13;58.3224569559;
56;1;12.0;29.5;18;25.0;5;30.7188644409;34.8970870972;14;59.1555049419;
57;1;13.0;27.5;16;25.0;5;30.84491539;35.033493042;14;59.9761240482;
58;1;12.0;28.5;15;25.0;5;31.4946269989;34.0;14;60.7858998775;
59;1;12.0;29.5;13;25.0;5;31.0641345978;35.0;14;61.5877223015;
60;1;12.0;30.5;14;25.0;5;31.1570701599;35.5559234619;13;62.3852906227;
61;1;12.0;31.5;14;25.0;5;31.2392845154;35.7720146179;13;63.1825580597;
62;1;12.0;32.5;15;25.0;5;32.2160758972;34.0;13;63.9831604958;
63;1;12.0;33.5;16;25.0;5;32.3962097168;34.0;14;64.7898778915;
64;1;12.0;34.5;16;25.0;5;30.5777206421;35.0;14;65.604174614;
65;1;13.0;32.5;16;25.0;5;29.7609405518;36.0;14;66.3611893654;
66;1;12.0;33.5;17;25.0;5;28.931268692;37.0;15;67.0379443169;
67;1;12.0;34.5;17;25.0;5;28.5;36.0;15;69.6798262596;
68;1;13.0;32.5;18;25.0;6;27.5;37.4199981689;14;73.0096139908;
69;1;12.0;33.5;18;25.0;6;29.470117569;37.4199981689;15;75.2506347895;
70;1;12.0;34.5;19;25.0;6;29.9374351501;38.957901001;15;77.0508441925;
71;1;13.0;32.5;19;25.0;7;32.2242851257;39.0;14;78.6951335669;
72;1;12.0;33.5;20;25.0;8;32.2499008179;41.0;13;80.2303105593;
73;1;12.0;34.5;21;25.0;8;34.1200370789;40.0;14;81.3815672398;
74;1;13.0;32.5;21;25.0;9;31.6255722046;42.0;13;82.5283679962;
75;1;12.0;33.5;22;25.0;9;30.9402275085;44.0;13;83.6664175987;
76;1;12.0;34.5;20;25.0;9;29.0368881226;44.0;13;84.7942717075;
77;1;13.0;32.5;21;25.0;9;27.3499984741;45.0;14;85.9128637314;
78;1;12.0;33.5;21;25.0;9;29.3499984741;45.0;15;87.0246748924;
79;2;13.0;35.5;17;26.0;9;29.3499984741;48.0;15;89.1326789856;
80;2;15.0;34.5;16;26.0499999523;9;31.3499984741;52.0;15;90.3192278147;
81;2;16.0;34.5;16;26.1019749641;9;32.7999992371;56.0;15;91.51057446;
82;2;17.2479438782;34.5;16;26.1559499502;9;33.0622444153;60.0;16;93.705272913;
83;3;18.0;34.5;15;26.2119446993;9;34.0827903748;65.0;16;94.9390510321;
84;3;19.0;34.348361969;16;26.269973278;9;35.1046867371;70.0;16;96.0250537395;
85;4;19.625;33.3889808655;15;26.3300433159;9;35.3712501526;74.0;17;97.0798660517;
86;4;19.625;32.4310302734;15;26.3921557665;9;35.4055213928;78.0;19;98.1345360279;
87;4;19.625;31.4745101929;15;26.4563041925;9;35.4415359497;82.0;19;99.1731805801;
88;4;19.625;30.5194129944;16;26.5224741697;9;35.2066574097;85.0;19;100.181149364;
89;4;19.9675559998;28.5;14;26.5906432867;9;35.2359085083;88.0;19;101.146023273;
90;4;19.9828948975;27.5;14;26.6607804298;9;35.2666969299;91.0;20;102.058320284;
91;4;19.9986763;26.5;13;26.7328453064;9;35.2990188599;94.0;21;102.911838412;
92;4;20.0148906708;25.5;13;26.8067884445;9;36.332862854;94.0;23;103.703618646;
93;4;20.0315284729;24.5;12;26.8825509548;9;35.3681983948;97.0;24;104.433597326;
94;4;19.625;24.5;13;26.9600640535;9;34.7434692383;98.0;24;105.10405302;
95;4;19.625;23.8720436096;13;27.0392494202;9;34.7934837341;96.0;25;105.718961477;
96;4;19.625;23.9274749756;15;27.120018959;9;31.4326705933;97.0;27;106.283359885;
97;5;20.1020050049;22.5;13;28.2022752762;9;32.4733963013;97.0;27;106.802788734;
98;5;19.8500003815;24.0;13;29.0659122467;9;33.9023971558;95.0;27;107.282848835;
99;5;20.0255012512;24.9901371002;12;29.7453298569;9;32.55809021;97.0;26;107.620141149;
100;5;21.6926994324;24.6872596741;11;31.2763383389;9;33.6017990112;100.0;27;107.875609279;
