Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;2;8.0;11.3000001907;3;21.0;1;8.14999961853;10.5;5;21.0;
5;2;8.14999961853;10.0;3;21.0900000334;2;8.14999961853;10.6999998093;4;22.0;
6;2;9.24524974823;10.0;3;21.1871190071;2;9.375;10.5;4;22.0900000334;
7;2;9.76710128784;10.0;3;21.2917383909;2;9.9702501297;10.5;4;22.1871190071;
8;2;9.79064083099;10.0;3;21.817143321;2;9.99210166931;10.5;4;22.7236096859;
9;2;9.90885734558;10.1999998093;3;22.2793469429;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;10.0128526688;10.3632001877;3;22.6900259256;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;10.1052560806;10.4951858521;3;23.9506295919;2;10.3025445938;11.0;4;25.3486820459;
12;2;10.3888921738;11.0209560394;3;25.0538563728;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;12.2042226791;11.4571752548;2;26.0146684647;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;14.2042226791;11.8107032776;2;26.8543052673;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;16.2042217255;12.0916318893;3;27.5962526798;2;16.4187736511;13.3366470337;5;30.428994894;
16;3;17.3919029236;12.3113050461;2;28.2632865906;2;17.6553955078;13.6469516754;5;31.3293325901;
17;3;18.4656772614;12.4808797836;2;28.6547400951;2;18.7531986237;13.879781723;5;32.049197197;
18;3;19.5451507568;12.5;2;29.0328326225;2;19.8610706329;14.0;5;32.573600769;
19;3;20.5323867798;12.5;2;29.4347915649;2;20.9790611267;14.0;5;33.1419348717;
20;3;20.6228275299;12.5;2;29.8589887619;2;21.4569339752;14.0;5;33.7516689301;
21;3;20.7182731628;12.5;3;30.3031497002;2;21.5941238403;14.0;5;34.3986358643;
22;3;20.8182086945;12.5;3;30.7643566132;2;21.739692688;14.0;5;35.0769786835;
23;4;20.9219799042;12.5;2;31.2390885353;2;21.8923187256;14.0;6;35.7792286873;
24;4;21.0287952423;12.5;2;31.7232985497;2;22.0503253937;14.0;6;36.4965333939;
25;4;19.625;13.5;2;32.2125329971;2;22.2117195129;14.0;6;37.2190332413;
26;4;20.625;12.5;2;32.7020812035;2;22.3742828369;14.0;6;37.9363632202;
27;4;21.3579673767;12.5;3;33.1871519089;2;22.5356807709;14.0;6;38.6382322311;
28;4;19.625;13.5;3;33.6630582809;2;22.6936016083;14.0;6;39.3150119781;
29;4;17.625;15.5;3;34.1254005432;2;22.8458766937;14.0;6;39.9582691193;
30;4;16.625;17.5;3;34.570227623;2;20.9906101227;15.0;6;40.5611724854;
31;4;15.625;19.5;3;34.9941673279;3;21.1262626648;16.5;5;42.1187410355;
32;4;14.625;21.5;3;35.3945169449;3;21.2517166138;17.0;5;42.7879134417;
33;4;14.0;23.5;4;36.7692890167;3;20.6272792816;18.0;5;43.4312025309;
34;4;15.0;25.5;4;37.1472132206;3;19.77202034;19.0;5;44.0518856049;
35;4;16.0;27.2820491791;4;37.4982893467;3;19.6116752625;20.0;5;44.654701829;
36;4;16.2386322021;28.5063896179;4;37.8225324154;3;19.7473068237;21.0;6;45.2454574108;
37;4;16.2456474304;29.7115364075;5;38.1204817295;3;19.8802280426;22.0;6;45.8306019306;
38;4;16.2527923584;30.8978748322;5;38.3931025267;3;20.0118846893;23.0;6;46.4168126583;
39;4;16.2600631714;32.0660858154;5;38.6416870356;3;20.1437835693;24.0;6;47.0105862617;
40;4;16.2674598694;33.2170829773;6;38.8677549362;3;20.277381897;25.0;6;47.544028759;
41;4;16.2749786377;34.351940155;6;39.0729725361;3;20.3974075317;26.0;6;48.0209121704;
42;4;16.282617569;35.4718284607;6;39.2590754032;3;19.6000003815;28.0;6;48.5427899361;
43;4;16.2903709412;36.5779724121;6;39.3255085945;4;21.6000003815;27.5;5;50.1086950302;
44;4;17.2982406616;35.5779724121;6;39.3609591722;4;21.6000003815;29.0543479919;7;50.8761855364;
45;4;18.3062152863;35.5779724121;6;39.3968753815;4;23.6000003815;30.0543479919;7;51.7049332857;
46;4;17.3142967224;34.5779724121;7;39.4332377911;4;25.0312671661;32.0543479919;7;52.5920681953;
47;4;17.322479248;33.5779724121;7;39.4700255394;4;24.6000003815;34.0543479919;9;53.5332399607;
48;5;19.3307552338;34.277973175;6;40.5072168112;5;27.6000003815;35.5;8;55.5227687359;
49;5;21.9249992371;35.2000007629;6;40.674788475;5;30.5025501251;37.5;9;56.7139133215;
50;5;23.1792488098;36.2000007629;7;40.8581473827;5;32.1996307373;37.0;9;57.962980628;
51;5;24.5680847168;37.2000007629;8;41.0586992502;5;32.1266326904;39.0;11;59.2651400566;
52;5;25.2484874725;38.2000007629;11;41.2778735161;6;32.2848129272;40.5559234619;11;60.6158019304;
53;5;26.2983970642;39.2000007629;11;41.5170912743;6;32.437461853;41.6691017151;11;62.010853529;
54;6;27.5499992371;40.7730979919;10;42.7777240276;6;33.4873695374;40.033493042;12;63.4467294216;
55;6;29.0090560913;39.7162284851;11;43.1010440588;6;32.1393127441;39.0;13;64.9202878475;
56;6;29.297958374;39.7437438965;13;43.4493482113;6;31.0494556427;40.0;13;66.4285054207;
57;6;29.1241722107;39.771396637;14;43.823522687;6;31.1861419678;40.5559234619;14;67.9680395126;
58;6;28.5499992371;40.7991638184;15;44.2241477966;6;31.3312683105;40.7720146179;14;69.5347285271;
59;6;29.2391414642;39.5;16;44.651417017;6;30.8047046661;40.0;15;71.1231198311;
60;7;29.3383865356;39.3482894897;15;45.1050581932;6;31.92212677;39.0;15;72.7261190414;
61;7;28.8329925537;39.8829116821;15;45.5842592716;6;32.9520072937;39.0;15;74.3348150253;
62;7;29.8029518127;38.9109077454;16;46.0876076221;6;33.2512512207;39.0;15;75.9385304451;
63;7;29.9072055817;38.9389038086;16;46.6130510569;6;31.5579032898;40.0;15;77.5250992775;
64;7;29.7009029388;39.9485473633;17;47.1578844786;6;31.2848129272;40.0;15;79.0166692734;
65;7;30.6105251312;37.5;17;47.718775034;6;30.4374599457;40.0;15;80.3787288666;
