Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;6.0;14.3000001907;3;21.0;2;6.0;12.8999996185;3;22.0;
2;2;7.15000009537;13.0;3;21.0900000334;2;7.15000009537;11.6999998093;3;22.0900000334;
3;2;8.16349983215;12.0;3;21.1871190071;2;8.16349983215;10.6999998093;3;22.1871190071;
4;2;8.17806816101;11.0;2;21.2917383909;2;8.32806777954;10.5;3;22.2917383909;
5;2;8.19376087189;10.0;2;21.4042263031;2;8.34376049042;10.5;3;22.4042263031;
6;2;9.31595134735;10.0;2;21.5249304771;2;9.46595096588;10.5;3;22.5249304771;
7;2;9.84310913086;10.0;2;21.6541694403;2;10.0681095123;10.5;3;22.6541694403;
8;2;9.87218856812;10.0;2;22.2087649107;2;10.0971889496;10.5;3;23.2287653685;
9;2;9.99697208405;10.1999998093;2;22.7014135122;2;10.2264719009;10.7100000381;3;23.7334493399;
10;2;10.1078176498;10.3632001877;2;23.1436295509;2;10.3400268555;10.8792181015;3;24.1532578468;
11;2;10.2073163986;10.4951858521;2;24.4502608776;2;10.4344825745;11.0;3;26.0129473209;
12;2;10.5013093948;11.0209560394;2;25.6018667221;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;12.3275251389;11.4571752548;2;26.6129477024;2;12.5872430801;12.4126424789;3;29.0951218605;
14;2;14.3275251389;11.8107032776;2;27.5041275024;2;14.5872430801;12.9308347702;3;30.3518810272;
15;2;16.3275241852;12.0916318893;3;28.2981133461;2;16.5872421265;13.3366470337;4;31.4625301361;
16;3;17.5498218536;12.3113050461;2;29.0167398453;3;17.8879413605;13.6469516754;3;32.4630823135;
17;3;18.6352043152;12.4808797836;2;29.4582490921;3;19.0082912445;13.879781723;3;33.2818861008;
18;3;19.7259407043;12.5;2;29.883644104;3;20.138425827;14.0;3;33.9008235931;
19;3;20.7238197327;12.5;3;30.3288545609;3;21.2776870728;14.0;3;34.5557665825;
20;3;20.8239917755;12.5;3;30.7909274101;3;21.7750473022;14.0;3;35.2404661179;
21;3;20.9279594421;12.5;3;31.2663087845;3;21.9291038513;14.0;3;35.9471020699;
22;3;21.0349197388;12.5;3;31.7509255409;3;22.0880966187;14.0;3;36.6665449142;
23;3;21.1439590454;12.5;5;32.2403049469;3;22.2499713898;14.0;3;37.3887672424;
24;3;21.2540683746;12.5;5;32.7297272682;3;22.4124717712;14.0;3;38.1033678055;
25;3;19.625;13.5;5;33.2144021988;3;22.5732574463;14.0;3;38.8001594543;
26;3;19.625;14.5;6;33.6896543503;3;22.7300338745;14.0;4;39.4697523117;
27;3;20.625;12.5;6;34.1511049271;3;22.8806934357;14.0;5;40.1040582657;
28;3;21.625;12.5;6;34.5948324203;3;23.0234127045;14.0;5;40.6966657639;
29;3;17.625;14.5;6;35.0175008774;3;23.1567497253;14.0;5;41.2430458069;
30;3;16.625;16.5;6;35.4164476395;3;21.2796840668;15.0;5;41.7405805588;
31;3;15.625;18.5;6;35.7897262573;3;20.3916301727;16.0;5;42.1884441376;
32;3;14.625;20.5;6;36.1361055374;3;19.4923992157;17.0;5;42.5873603821;
33;3;14.0;22.5;7;36.455031395;3;18.5821552277;18.0;5;42.9393005371;
34;3;14.0;24.5;7;36.7465581894;3;17.6613426208;19.0;5;43.2471542358;
35;3;14.0;26.5;8;37.0112600327;3;17.4306106567;20.0;6;43.5144128799;
36;3;14.0;28.5;8;37.2501325607;3;17.4907436371;21.0;6;43.744893074;
37;3;14.0;30.0750923157;9;37.4644937515;3;17.5426006317;22.0;6;43.9425086975;
38;3;14.0;31.22514534;10;37.6558866501;3;17.587064743;23.0;6;44.0;
39;3;14.0;32.3591194153;10;37.8259963989;3;17.6000003815;24.0;6;44.0;
40;3;14.0;33.4781990051;12;37.9765739441;3;17.6000003815;25.0;6;44.0;
41;3;14.0;34.5836029053;12;38.0;3;17.6000003815;26.0;5;44.0;
42;3;14.0;35.5999984741;13;38.0;3;17.6000003815;27.0;5;44.0;
43;3;14.0;36.5999984741;14;38.0;3;18.6000003815;25.0;6;44.0;
44;3;14.0;37.5999984741;15;38.0;3;17.6000003815;26.0;7;44.0;
45;3;14.0;38.5999984741;16;38.0;3;18.6000003815;25.0;7;44.0;
46;4;15.0;36.5999984741;9;53.0;3;19.6000003815;25.0;7;44.0;
47;4;15.0;37.5999984741;10;53.75;3;20.6000003815;25.0;8;44.0;
48;4;16.0;38.5999984741;11;54.4193744659;3;21.6000003815;25.0;8;44.0;
49;4;18.0;36.5999984741;11;55.0072898865;3;22.6000003815;25.0;9;44.0;
50;4;18.0;37.5999984741;12;55.5162696838;3;23.6000003815;24.0;9;44.0;
51;4;21.0;34.5999984741;12;55.9513263702;3;23.8999996185;24.0;10;44.0;
52;4;24.0;33.5999984741;12;56.3190898895;3;23.8999996185;24.0;11;44.0;
53;4;26.9249992371;32.5999984741;13;56.6270179749;3;23.8999996185;24.0;11;44.0;
54;4;28.5131034851;32.5;13;56.8827629089;4;23.8999996185;24.0;10;44.0;
55;4;29.5898284912;32.5;14;57.0;4;23.8999996185;24.0;10;44.0;
56;4;30.25;31.5;16;57.0;4;23.8999996185;24.0;10;44.0;
57;4;30.25;30.5;16;57.0;4;23.8999996185;24.0;11;45.0;
58;4;30.25;29.5;17;57.0;4;24.8999996185;25.0;11;45.0299999714;
59;4;30.25;28.5;18;57.0;5;26.8999996185;27.0;10;46.0605909824;
60;4;30.25;27.5;19;57.0;5;28.138633728;29.0;11;46.2517660856;
61;5;31.25;28.5;18;58.0;5;28.145647049;31.0;11;46.4672611952;
62;5;32.25;29.5;18;58.1699999571;5;28.1527900696;33.0;11;46.7099589109;
63;5;32.25;30.5;18;58.3669109344;5;28.1600627899;34.0;12;46.9828808308;
64;5;32.25;31.5;17;58.5942704678;5;27.8999996185;35.4914398193;12;48.2891175747;
65;5;32.25;32.5;17;58.8558222055;5;29.6400508881;35.0;12;48.6517305374;
66;5;32.6675605774;32.5;17;59.1554293633;5;30.7171401978;36.0;14;49.0538163185;
67;5;32.25;33.5;18;59.4969480038;5;31.037109375;37.0;14;49.4979406595;
68;5;32.25;34.2478637695;18;59.8840510845;5;31.1370353699;38.0;14;49.9861388206;
69;5;32.25;34.5188369751;19;60.3200027943;5;31.246881485;39.0;15;50.5196840763;
70;5;32.25;34.8240013123;19;60.8073790073;6;31.3669281006;39.0;16;51.0988394022;
71;5;33.1066627502;32.8240013123;20;61.3477458954;7;32.4972381592;40.0;15;54.1477972269;
72;5;33.2282447815;32.5;20;64.0317435265;7;33.9582557678;41.4199981689;16;56.1570154428;
73;5;33.8748931885;33.0;20;66.4446148872;7;34.6353302002;42.7314720154;16;58.02447474;
74;5;33.1305503845;34.3899993896;21;68.6305141449;7;34.7885437012;44.5511550903;17;59.5545701981;
75;5;33.4517288208;35.6872596741;21;70.6320843697;7;33.4371337891;46.6040077209;17;61.0324659348;
76;6;35.7093048096;34.9097442627;19;73.3218402863;7;31.6993408203;47.4644050598;18;63.5213398933;
77;6;37.8474121094;36.0;19;74.7531121969;7;30.6993408203;49.5033340454;18;64.9185506105;
78;6;36.182723999;38.0;20;76.203130722;7;30.1070842743;50.6366577148;18;66.3671041727;
79;6;35.2619247437;39.0;20;77.5432208776;7;29.4115257263;52.0;19;67.8548454046;
80;6;32.9749984741;42.0;21;78.841758728;8;28.2992115021;54.0;18;69.3697290421;
81;7;31.3651618958;43.0;20;80.123637557;8;28.75;57.0;18;70.9004294872;
82;7;27.9749984741;47.0;20;81.371250391;8;30.3290672302;60.0;19;72.4366619587;
83;8;27.5999984741;48.5814437866;20;82.5714738369;8;31.3444156647;63.0;19;73.9691499472;
84;8;28.8781681061;49.0;19;83.7163846493;8;32.3600387573;63.0;19;75.4892977476;
85;8;29.9558181763;51.0;20;84.8031818867;8;33.3759307861;64.0;20;76.9886831045;
86;10;30.980714798;53.0;14;91.833435297;8;31.3920822144;66.1460952759;20;79.4585607052;
87;10;30.2125225067;57.0;14;92.9918913841;8;32.408493042;69.1771316528;21;81.0695486069;
88;10;30.432674408;61.0;14;94.0993776321;8;33.4251480103;72.2082748413;21;82.661911726;
89;10;30.6426467896;65.0;15;96.1625127792;8;33.7548522949;75.2394866943;22;84.2296210527;
90;10;31.7616176605;68.0;15;97.2274127007;9;34.4591674805;75.2707366943;22;85.7673012018;
91;10;33.8878936768;72.0;15;98.2600879669;9;35.4765090942;76.3019790649;23;87.2061094046;
92;10;35.3449058533;76.0;15;99.0669839382;10;35.4940567017;77.3331756592;22;89.5045751333;
93;10;37.2023544312;80.0;17;99.8803242445;10;36.5117950439;79.3642883301;23;90.9762365818;
94;10;38.3569717407;84.0;19;100.696818709;10;37.7952194214;82.3952713013;23;92.4691622257;
95;11;39.5140075684;87.0;19;101.508505106;10;39.860622406;83.4261016846;23;93.987835288;
96;11;40.8877716064;87.0;20;102.30726409;10;39.5660476685;84.4567337036;23;95.5386631489;
97;12;40.0799560547;90.0;19;103.085220575;10;39.6344299316;86.4871292114;24;98.1288452148;
98;13;39.861114502;94.0;20;116.585142016;10;41.652923584;87.517250061;25;99.7851023674;
99;14;35.861114502;98.0;18;118.097657561;10;39.6715278625;93.5470733643;25;101.492620826;
100;14;34.2999992371;103.0;17;120.788206577;10;38.9242591858;97.0199813843;22;103.253563762;
