Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;6;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;6;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;6;20.0;1;9.72500038147;10.5;5;21.0;
8;1;9.5;10.0;6;20.3999996185;2;9.72500038147;10.6999998093;4;22.4200000763;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;10.044500351;10.7100000381;4;22.8584362268;
10;2;9.66343975067;10.6632003784;5;21.9903717041;2;10.1431493759;10.8792181015;4;23.2088999748;
11;2;9.94783401489;10.4951858521;5;23.0619120598;2;10.2220020294;11.0;4;24.9397995472;
12;2;10.1889305115;11.0209560394;4;23.9545464516;2;10.6114549637;11.7700004578;5;26.4434549809;
13;2;11.9568777084;11.4571752548;3;24.6819883585;2;12.3140878677;12.4126424789;5;27.7287436724;
14;2;13.9568777084;11.8107032776;3;25.2644146681;2;14.3140878677;12.9308347702;5;28.8229112625;
15;2;15.9568777084;12.0916318893;3;25.7245066166;2;16.3140888214;13.3366470337;5;29.7627468109;
16;2;16.9707603455;12.3113050461;3;26.0845712423;2;17.5054893494;13.6469516754;5;30.5871584415;
17;2;17.9754657745;12.4808797836;3;26.1438889503;2;18.5862083435;13.879781723;5;31.2283332348;
18;2;18.7228336334;12.8431663513;4;26.1651208401;2;19.6763763428;14.0;5;31.6729285717;
19;2;19.8871517181;12.5;4;26.1864993572;2;20.7764091492;14.0;5;32.1624221802;
20;2;19.625;12.9745998383;4;26.2080165148;2;21.2365436554;14.0;5;32.6967763901;
21;2;19.625;12.983206749;4;26.2296639681;2;20.2999992371;15.0;5;33.2746315002;
22;2;19.625;12.9918651581;4;26.2514331341;2;21.2999992371;14.0;5;33.8931016922;
23;3;19.625;13.0005731583;3;26.2733153105;2;20.2999992371;15.0;5;34.5476427078;
24;3;19.625;12.5;3;26.2953014374;2;21.2999992371;14.0;5;35.2320256233;
25;3;19.9164428711;12.5;4;26.3173824549;2;21.9272041321;14.0;6;35.9384479523;
26;4;19.625;13.0269527435;3;26.3395489454;2;22.0861492157;14.0;7;36.6577949524;
27;4;19.625;13.0358200073;3;26.3617914915;2;22.248003006;14.0;7;37.3800458908;
28;4;19.9314041138;12.5;3;26.3841004372;2;22.4105091095;14.0;7;38.0948009491;
29;4;17.936422348;13.5;3;26.4064661264;2;20.4105091095;15.0;7;38.7918672562;
30;4;16.9414558411;14.5;3;26.428878665;2;21.4105091095;14.0;8;39.4618406296;
31;4;15.9464979172;15.5;3;27.4513280392;2;22.4105091095;14.0;9;40.0966157913;
32;4;15.9515485764;16.5;3;27.5438044071;2;23.0217380524;14.0;9;40.6897592545;
33;4;16.3316059113;17.5;5;28.9051866531;2;23.1551952362;14.0;9;41.2367181778;
34;4;16.3399829865;18.5;5;30.0056120157;2;23.2782611847;14.0;10;41.7348527908;
35;4;16.3484458923;19.5;4;30.8796354532;2;23.3903408051;14.0;10;42.1833162308;
36;4;16.3569869995;20.5;5;31.5685492754;3;23.4912452698;14.0;7;54.0828151703;
37;4;16.3656024933;21.5;5;32.1129270792;3;24.5811328888;15.0;7;54.8953084946;
38;4;16.3742866516;22.5;5;32.2839746475;3;25.6604442596;16.0;7;55.6270599365;
39;5;16.3830299377;23.5;3;47.4246029854;3;25.7298259735;17.0;7;56.2807302475;
40;5;18.0;23.5;3;48.7702565193;3;25.7900657654;18.0;7;56.8603210449;
41;5;20.400680542;22.5;3;50.0225114822;3;25.8420181274;19.0;7;57.3707809448;
42;5;21.4095726013;22.5;3;51.1640274525;3;25.8865661621;20.0;8;57.7084302902;
43;5;22.4185009003;22.5;2;52.1862845421;3;26.8999996185;21.0;8;57.9540262222;
44;5;23.4274559021;22.5;2;53.0888636112;3;27.8999996185;23.0;8;58.169752121;
45;5;24.4364337921;22.5;3;53.8777719736;4;26.8999996185;27.0;7;59.3582448959;
46;5;24.9704246521;22.5;4;54.5633716583;4;27.8999996185;31.0;8;59.6599999666;
47;5;24.9794235229;26.5;5;55.1583673954;4;27.8999996185;35.0;8;59.8437439203;
48;5;24.9884223938;30.5;5;55.6761591434;4;27.8999996185;37.0;8;60.0541238785;
49;5;24.9974155426;34.5;6;56.0921752453;4;27.8999996185;39.0;7;60.2941719294;
50;5;25.0063934326;38.5;8;56.281011343;4;27.8999996185;40.0;13;60.5669906139;
51;5;25.0153503418;41.5;9;56.472619772;5;27.8999996185;41.0;7;84.875654459;
52;5;25.0242767334;42.5;10;56.6665689945;5;26.8999996185;44.0;11;86.4230792522;
53;5;25.0331687927;43.5;10;56.8623964787;6;26.8999996185;47.0;9;102.769450665;
54;5;25.0420188904;44.5;11;57.0596129894;6;25.8999996185;52.0;9;104.695132732;
55;5;25.050819397;45.5;11;57.2577080727;6;26.8999996185;54.0;11;106.406017303;
56;5;25.0595626831;46.5;11;57.4561562538;7;26.2999992371;59.0;11;107.937208652;
57;5;25.0682449341;47.5;11;57.6544213295;7;29.0;60.0;12;109.124964714;
58;5;25.0768585205;48.5;12;57.8519649506;7;33.0;59.0;12;110.16751194;
59;5;25.0853977203;49.5;13;58.0482523441;7;35.0;61.0;13;111.180279255;
60;5;25.0938568115;49.9000015259;13;58.2427580357;7;37.5999984741;63.0;12;112.164962292;
61;5;25.1022281647;49.9000015259;14;58.4349732399;7;40.1881065369;62.0;7;113.12183094;
62;5;25.1105079651;49.9000015259;18;58.6244122982;7;40.264831543;64.0;11;113.955778122;
63;5;25.1186923981;49.9000015259;18;58.8106160164;8;39.2999992371;67.0;10;124.678258896;
64;5;25.1267757416;49.9000015259;17;58.9931595325;8;41.2999992371;68.0;11;126.796157837;
65;6;26.1347503662;50.9000015259;16;60.1716535091;8;43.7000007629;70.0;12;127.923565626;
66;6;27.142616272;51.9000015259;18;60.3857493401;8;45.2999992371;75.0;13;129.001514912;
67;7;28.3843669891;53.9000015259;17;61.6275244951;8;52.7407875061;79.1500015259;14;130.020935416;
68;7;29.4082870483;55.9000015259;17;61.9985647202;8;58.4546737671;81.1500015259;18;130.974948049;
69;7;29.687286377;57.9000015259;17;62.4181160927;8;60.5080184937;82.1500015259;19;131.859030247;
70;9;29.7532463074;58.9000015259;15;89.3629062176;8;60.4670028687;80.1500015259;20;132.671000957;
71;9;31.8259620667;61.9000015259;16;91.0459220409;8;60.2151947021;79.1500015259;21;136.897752881;
72;9;33.5125312805;63.9000015259;14;95.1452665329;9;60.7924232483;82.1500015259;19;157.639679551;
73;9;34.8083496094;66.9420013428;15;98.7054530382;10;63.7198066711;86.1500015259;19;161.844429851;
74;8;34.0365524292;65.7414398193;17;83.3956048489;11;68.090057373;84.1500015259;20;182.520868659;
75;8;34.5317420959;68.3428192139;15;85.3694344759;11;66.0193099976;90.1500015259;22;185.775312901;
76;9;35.875;68.756690979;14;86.7188732624;12;68.2801589966;93.8143157959;21;188.264572144;
77;9;36.0339775085;68.8000030518;14;89.0205454826;12;69.0821075439;96.1500015259;21;190.125515938;
78;9;35.1807746887;71.8000030518;16;90.3697655201;12;68.7059707642;100.150001526;21;191.572704077;
79;9;36.7537879944;72.9000015259;16;91.7392613888;13;66.8572692871;107.150001526;20;193.741218686;
80;9;38.0753326416;74.7810516357;17;93.1291143894;13;66.9741210938;115.150001526;20;194.676610827;
81;9;38.1539535522;75.9186096191;19;94.5367672443;13;68.0631561279;120.150001526;22;195.21157372;
82;9;36.9175834656;75.9186096191;19;96.8824156523;14;67.2211532593;129.149993896;23;197.341950655;
83;9;38.0;78.9186096191;20;98.3372724056;14;68.2341918945;139.030914307;23;197.630280495;
84;9;40.0;82.9186096191;19;99.8377506733;14;68.365524292;143.064361572;25;197.954226673;
85;9;40.8441543579;83.9186096191;19;101.371908307;14;67.4954223633;147.098327637;25;198.317684889;
86;9;40.0;87.9186096191;22;102.92750299;14;66.5317687988;155.132751465;28;198.724853814;
87;9;40.0;91.9186096191;22;104.493030787;14;65.5724868774;157.167572021;31;199.180126369;
88;9;41.0;90.5813674927;22;106.022287011;15;65.0180130005;159.202728271;31;199.687926769;
89;9;41.0613594055;90.5804824829;22;107.493508339;15;65.0687942505;165.238189697;32;200.252479613;
90;9;40.0;91.5984420776;28;108.95966959;15;66.1252441406;168.695327759;34;200.877506316;
91;10;40.0;92.6166229248;27;110.417962551;15;67.18775177;172.744628906;35;201.565845728;
92;10;43.302280426;94.635017395;27;111.867442012;15;69.2565841675;177.794067383;34;203.319012046;
93;10;44.5867462158;96.6531982422;27;113.308135152;17;71.3319015503;182.843566895;32;208.566717625;
94;10;42.1308135986;98.8434143066;35;114.739992499;17;74.5316696167;185.893035889;34;209.773556352;
95;10;43.2740020752;101.030952454;34;116.161872029;17;76.640663147;188.942382812;36;211.069820046;
96;10;44.4161834717;103.215011597;35;117.570721865;18;78.2069778442;191.991516113;36;212.609732032;
97;10;42.5570755005;102.375595093;34;118.961095691;20;79.3609695435;194.040344238;35;214.241206825;
98;10;40.6961097717;101.531204224;34;120.324767113;20;80.5241165161;196.088806152;37;215.955671608;
99;10;40.0324745178;101.681282043;34;120.556464076;20;81.6955718994;197.136779785;37;218.742346883;
100;10;40.055644989;101.604202271;34;122.231026649;20;83.8742294312;200.18421936;38;221.761362076;
