Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;2;8.0;10.8999996185;4;22.0;
4;2;8.0;11.3000001907;5;21.0;2;8.29999923706;10.5;4;22.0900000334;
5;2;8.14999961853;10.0;5;21.0599999428;2;8.31349945068;10.5;4;22.1871190071;
6;2;9.23849964142;10.0;5;21.1229639053;2;9.41710090637;10.5;4;22.2917383909;
7;2;9.75266647339;10.0;5;21.1889609098;2;10.0156412125;10.5;4;22.4042263031;
8;2;9.76751613617;10.0;5;21.6699410677;2;10.0409517288;10.5;4;22.9589728117;
9;2;9.87573719025;10.1999998093;5;22.0818096399;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;9.96840667725;10.3632001877;5;22.4358423948;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;10.0480642319;10.4951858521;5;23.611035943;2;10.3643379211;11.0;4;25.6606454849;
12;2;10.3124837875;11.0209560394;5;24.615765214;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;12.1056518555;11.4571752548;5;25.4640146494;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;14.1056518555;11.8107032776;5;26.1761806011;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;16.1056518555;12.0916318893;5;26.7751014233;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;17.2071437836;12.3113050461;5;27.2831678391;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;18.2451515198;12.4808797836;5;27.4996597767;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;19.2852573395;12.5;6;27.687142849;2;19.9946746826;14.0;5;33.2167277336;
19;2;20.2296066284;12.5;6;27.883649826;2;21.1237640381;14.0;5;33.8314290047;
20;2;20.2738208771;12.5;6;28.0888605118;2;21.6120700836;14.0;5;34.4827160835;
21;2;20.3199939728;12.5;6;28.3023359776;2;21.7586097717;14.0;5;35.1645216942;
22;2;20.368024826;12.5;6;28.5235154629;2;21.9120159149;14.0;5;35.8691868782;
23;2;20.4177913666;12.5;6;28.7517154217;2;22.0705661774;14.0;6;36.5877075195;
24;2;20.4691352844;12.5;6;28.986133337;2;22.2322330475;14.0;6;37.3101301193;
25;2;20.5218811035;12.5;7;29.22585392;2;22.3947792053;14.0;6;38.0260667801;
26;2;20.5758171082;12.5;8;29.4698610306;2;22.5558643341;14.0;6;38.7252779007;
27;3;20.6307182312;12.5;7;29.7170505524;2;22.713186264;14.0;6;39.3982591629;
28;3;20.6863365173;12.5;7;29.9662499428;2;22.8646087646;14.0;6;40.0367603302;
29;3;18.7424068451;13.5;8;30.2162384987;2;23.0082702637;14.0;6;40.6341733932;
30;3;17.7986526489;14.5;8;30.4657707214;3;22.1426887512;15.5;5;42.1857595444;
31;3;16.8547973633;15.5;8;30.7136011124;3;22.2667961121;16.0;5;42.8486958742;
32;3;15.9105606079;16.5;8;30.9585089684;3;21.6409549713;17.0;5;43.4857145548;
33;3;15.3406639099;17.5;8;31.1993217468;3;20.784286499;18.0;5;44.1002759933;
34;3;15.3948478699;18.5;8;31.4349379539;3;19.9225616455;19.0;5;44.6972643137;
35;3;15.4478607178;19.5;8;32.6643476486;3;19.7568836212;20.0;5;45.282586813;
36;3;16.4994773865;20.5;8;32.9166471958;3;19.8885822296;21.0;6;45.8627579212;
37;3;17.549495697;21.5;8;33.1616437435;3;20.01912117;22.0;6;46.4444854259;
38;3;17.8363685608;22.5;9;33.3986747265;3;20.1500072479;23.0;7;47.0342698097;
39;4;16.2456474304;24.5;9;33.6272075176;3;20.2827110291;24.0;7;47.544028759;
40;4;16.2527923584;26.5;9;33.8468407393;3;20.3974075317;25.0;8;48.0209121704;
41;4;16.2600631714;28.5;10;34.0572992563;3;20.5047054291;26.0;7;48.5427899361;
42;4;16.2674598694;30.5;11;34.2584295273;3;20.622127533;27.0;7;49.1086950302;
43;4;16.2749786377;32.5;12;34.4501869678;3;21.7494564056;25.0;7;49.7161855698;
44;4;16.282617569;34.2358779907;14;34.6326296329;3;20.8861427307;26.0;7;50.3611893654;
45;4;16.2903709412;35.3394622803;15;34.8059010506;3;22.0312690735;26.0;7;51.0379443169;
46;4;17.2982387543;33.4362754822;15;34.970220685;3;21.6000003815;27.0;7;51.7390680313;
47;5;16.3062152863;34.5264816284;11;55.1258687973;3;23.6000003815;28.0;8;52.4557781219;
48;5;18.3142967224;33.610294342;11;56.4731776714;3;25.5025501251;29.0;9;53.1782588959;
49;5;21.322479248;33.5;11;57.6301131248;3;26.6651077271;30.0;9;53.8961582184;
50;5;22.0;35.5;12;58.5651754141;3;27.8266372681;29.0;9;54.5991659164;
51;5;25.0;35.5;14;59.2811223269;3;28.2848129272;29.0;10;55.2776012421;
52;5;28.0;36.5;14;59.8563617468;3;28.4374599457;29.0;10;55.9229507446;
53;5;30.006111145;36.5;15;60.3136688471;3;28.5826644897;29.0;9;56.5282850266;
54;5;30.6499996185;36.5;17;60.6595385075;3;28.7188644409;29.0;10;57.088514328;
55;5;31.6483955383;34.5;18;60.6983793974;4;28.84491539;29.0;9;57.6004695892;
56;5;31.6571350098;33.5;18;60.7374696732;4;28.960105896;29.0;9;58.0628213882;
57;5;31.2749996185;33.5;18;60.7767804861;4;29.0641345978;29.0;9;58.4758720398;
58;5;31.2749996185;33.7437438965;18;60.8162822723;5;30.1570701599;30.0;8;59.8412618637;
59;5;31.6836624146;32.5;19;60.8559447527;5;31.2392845154;31.0;9;60.3216458559;
60;5;31.2749996185;33.5;20;60.8957372904;5;31.3113708496;32.0;10;60.78411448;
61;5;31.7015399933;32.5;21;60.9356285334;5;31.3740825653;33.0;10;61.2353067398;
62;5;31.2749996185;33.5;23;60.9755871296;6;32.4282646179;35.0;9;62.6821609735;
63;5;31.2749996185;33.8829116821;25;61.015581131;6;33.4747962952;36.8970870972;10;63.2269905806;
64;5;31.7285060883;32.5;25;61.0555787086;6;33.5;38.0334968567;10;63.7193983793;
65;5;31.7375049591;32.5;25;61.0955479145;6;34.0345230103;38.0;11;64.2772023678;
66;5;31.2749996185;33.5;26;61.135456562;6;33.5;40.0;12;64.906022191;
67;5;31.7554779053;32.5;26;61.17527318;6;33.5;41.4530105591;13;67.509139061;
68;5;31.2749996185;33.5;26;61.2149660587;6;35.1895599365;39.4199981689;14;69.8731400967;
69;5;31.7733669281;32.5;26;61.2545039654;7;36.7214584351;40.7314720154;13;73.0613195896;
70;5;31.7822628021;32.5;26;63.4964015484;7;38.2137985229;41.957901001;14;75.0708447695;
71;5;31.7655010223;34.0;29;65.2856419086;7;38.8909378052;43.0;16;77.0498371124;
72;5;32.154094696;35.0549926758;29;66.6915278435;7;39.3362159729;44.0;16;79.0578545332;
73;5;33.0055961609;33.6872596741;29;67.7863016129;7;36.2150115967;47.0;16;80.8269597292;
74;5;33.2519187927;33.9097442627;29;68.3406085968;7;35.4241600037;49.0;16;82.7362754345;
75;5;33.3766365051;34.0;29;68.5228323936;7;35.3555335999;49.0;16;84.7732982635;
76;5;32.826259613;35.0;29;68.6906735897;7;35.4402275085;49.0;17;86.9206871986;
77;5;32.8499984741;35.8834724426;30;68.7528100014;7;36.5368881226;50.0;17;89.1568233967;
78;5;30.8499984741;37.8834724426;30;68.8146708012;7;36.8499984741;53.0;19;91.4567461014;
79;5;30.5999984741;39.8834724426;31;68.8761806488;7;36.8499984741;56.0;20;93.7933535576;
80;5;30.5999984741;41.8834724426;31;68.9372656345;8;36.8499984741;59.0;19;96.138718605;
81;5;30.5999984741;43.8834724426;31;68.9978535175;8;34.8499984741;63.0;20;98.4653458595;
82;6;30.5999984741;45.8834724426;30;79.057874918;8;33.8499984741;67.0;21;100.747233391;
83;6;31.5999984741;48.1405105591;30;79.6172626019;8;32.8499984741;71.0;22;102.960652351;
84;6;32.5999984741;50.1820831299;30;80.148452282;9;32.7999992371;75.0;21;105.084630013;
85;6;33.5999984741;52.2231674194;31;80.6483006477;9;32.7999992371;79.0;21;107.101209641;
86;7;35.5999984741;55.2637176514;29;82.1146879196;9;32.7999992371;83.0;22;109.995573044;
87;9;35.5999984741;59.3036956787;29;92.596487999;9;34.7999992371;85.0;22;111.776118755;
88;9;36.2597732544;63.3430709839;31;93.5454559326;9;34.7999992371;90.0;22;113.414758205;
89;10;34.6102180481;68.3817901611;30;94.4346760511;9;35.7999992371;92.0;23;114.906605363;
90;10;35.4547920227;70.4198455811;31;95.262280345;9;34.7999992371;97.0;24;116.119109988;
91;10;33.5376968384;74.3055419922;31;96.0278952122;9;35.7999992371;99.0;25;117.158904314;
92;10;33.311504364;77.382774353;32;96.7324664593;10;35.7999992371;101.0;26;118.084894538;
93;10;33.0365982056;79.4606628418;32;98.3780356646;11;34.7999992371;106.0;25;118.869346142;
94;10;33.1966056824;82.5392074585;33;99.067507267;11;37.7999992371;106.0;23;120.405515432;
95;10;34.039516449;85.6183776855;35;100.617636561;11;37.7999992371;109.0;23;121.055065513;
96;12;35.1376991272;89.6981582642;33;101.136798263;11;37.7999992371;112.0;24;121.67260468;
97;12;36.2115020752;92.6650466919;34;101.639648557;11;37.7999992371;115.0;24;122.267874241;
98;12;36.2768249512;97.6968383789;34;102.128909588;11;38.7999992371;119.0;26;122.851485133;
99;12;36.6713981628;101.738059998;35;102.607349634;11;39.7999992371;122.0;26;123.434366345;
100;12;36.6647529602;100.757873535;36;102.982001424;11;40.7999992371;125.0;26;123.918538094;
101;12;37.758934021;98.787109375;36;103.297167897;12;42.8499984741;122.0;29;124.370220304;
102;12;38.4011306763;98.8000030518;36;104.608913422;12;40.8499984741;124.922164917;30;124.879227757;
103;13;41.7297325134;101.0;35;104.975736141;12;41.8499984741;123.937683105;31;125.448716044;
104;13;44.3447189331;102.0;35;105.358768344;12;42.8499984741;119.9532547;32;126.080511093;
105;13;43.4225921631;104.0;36;105.757803321;14;40.8499984741;122.96887207;30;126.774632096;
106;13;42.8045005798;106.0;37;106.172458768;14;41.8499984741;122.984527588;31;127.52882421;
107;13;41.8903617859;108.0;38;106.602160335;14;42.8499984741;120.000213623;31;128.338169813;
108;13;45.2402534485;108.0;38;107.046131372;14;40.8499984741;124.015930176;34;129.223886847;
