Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;6;20.0;1;8.14999961853;10.5;4;21.0;
5;2;8.0;10.3000001907;4;21.0;1;8.14999961853;10.5;4;21.0;
6;2;9.22500038147;10.0;4;21.0599999428;1;9.14999961853;10.5;4;21.0;
7;2;9.73849964142;10.0;4;21.1229639053;1;9.72500038147;10.5;4;21.0;
8;2;9.75266647339;10.0;4;21.6001901627;1;9.72500038147;10.5;4;21.4200000763;
9;2;9.86004257202;10.1999998093;4;22.0082015991;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;9.95184516907;10.3632001877;4;22.3582868576;1;9.8956489563;10.8792181015;4;22.0;
11;2;10.0306148529;10.4951858521;4;23.5279067755;1;9.94999980927;11.0;4;23.5400009155;
12;2;10.2937793732;11.0209560394;4;24.5268628597;2;10.296500206;11.970000267;4;25.8252849579;
13;2;12.0856485367;11.4571752548;4;25.3691681623;2;12.1750001907;12.4126424789;4;27.021669507;
14;2;14.0856485367;11.8107032776;4;26.0752547979;2;14.1750001907;12.9308347702;4;28.0170379877;
15;2;16.0856494904;12.0916318893;4;26.6680037975;2;16.1749992371;13.3366470337;4;28.8480272293;
16;2;17.1830482483;12.3113050461;4;27.1698563099;2;17.2996768951;13.6469516754;4;29.5537353754;
17;2;18.2196559906;12.4808797836;3;27.3801496029;2;18.3536891937;13.879781723;4;30.0669906139;
18;2;18.7228336334;13.2140445709;4;27.5615134239;2;19.4150733948;14.0;4;30.375654459;
19;2;19.625;13.268453598;4;27.7520513535;2;20.4845237732;14.0;4;30.7230784893;
20;2;20.2442111969;12.5;4;27.9515185356;2;20.9126911163;14.0;4;31.1118502617;
21;3;19.625;13.5;3;28.1595556736;2;20.2999992371;14.9335546494;4;31.544028759;
22;3;19.625;12.5;3;28.3756833076;2;21.0974063873;14.0;4;32.0209121704;
23;3;19.625;13.5;3;28.5992991924;2;21.2047042847;14.0;5;32.5427899361;
24;4;20.4348430634;12.5;2;28.8296794891;2;20.2999992371;15.0;5;33.1086950302;
25;4;20.4866771698;12.5;2;29.0659828186;2;21.2999992371;14.0;5;33.7161855698;
26;4;20.5398464203;12.5;2;29.3072590828;2;21.5861415863;14.0;5;34.3611893654;
27;4;20.5941333771;12.5;2;29.5524601936;2;21.7312660217;14.0;5;35.0379443169;
28;4;19.625;13.5;2;29.8004574776;2;21.8835372925;14.0;5;35.7390680313;
29;4;18.625;13.5;3;31.0500593185;2;22.0412902832;14.0;5;36.4557781219;
30;4;18.7612628937;15.1999998093;3;31.340034008;3;23.2025489807;14.5;5;38.1782588959;
31;4;18.8175086975;16.2280006409;3;31.630317688;3;22.36510849;15.0;6;39.056158185;
32;4;17.8735542297;17.2568283081;3;31.9196717739;3;21.5266342163;16.0;6;39.9429098368;
33;4;17.3041267395;18.2864875793;3;32.2068876028;3;20.6848106384;17.0;7;40.8317251205;
34;4;17.6215496063;18.5;3;33.4908102751;3;19.8374595642;18.0;7;41.717122674;
35;4;18.4127674103;21.0482902527;3;33.8103592396;3;18.9826622009;19.0;8;42.5952756405;
36;4;18.2829933167;22.2280006409;3;34.1257312298;3;18.818862915;20.0;9;43.464168787;
37;4;18.2935829163;24.2568283081;3;34.4360494614;3;18.9449157715;21.0;9;44.3235480785;
38;4;18.3044319153;26.2864875793;3;34.7405531406;3;19.0601062775;22.0;9;45.1746716499;
39;4;18.5781345367;27.5;3;35.0386040211;3;19.1641349792;23.0;9;46.0199007988;
40;4;18.5995502472;29.5;3;35.3296892643;3;19.2570705414;24.0;9;46.8621740341;
41;4;18.6214752197;30.7973060608;3;35.6134197712;3;19.3392829895;25.0;9;47.7044358253;
42;4;18.6438961029;31.926158905;3;35.8895256519;3;19.4113693237;26.0;9;48.5490655899;
43;4;18.6668071747;33.0481567383;3;36.1578483582;3;19.4740829468;27.0;9;49.3973684311;
44;4;18.6901931763;34.163230896;4;36.4183298349;3;20.5282669067;25.0;9;50.2491784096;
45;4;18.7140388489;35.2713775635;4;36.6710021496;3;19.574798584;28.0;11;51.0379443169;
46;4;19.0;35.3726768494;4;36.9159733057;3;19.6000003815;31.0;12;51.7390680313;
47;4;20.3503131866;37.3726768494;5;37.1534179449;3;19.6000003815;34.0;12;52.4557781219;
48;4;22.7881755829;36.5;5;37.3835606575;3;19.6000003815;37.0;13;53.1782588959;
49;4;23.9726104736;37.5;6;37.6066644192;3;19.6000003815;40.0;14;53.8961582184;
50;4;25.3840827942;38.5;6;37.8230221272;3;19.6000003815;41.0;14;54.5991659164;
51;5;27.5101776123;38.5;6;38.9658836126;3;19.6000003815;42.0;15;55.2776012421;
52;5;27.6499996185;40.5;6;39.2150952816;3;20.6000003815;40.0;16;55.9229507446;
53;5;28.56914711;38.5;7;39.4808905125;3;19.6000003815;41.0;16;56.5282850266;
54;5;27.6499996185;40.5;7;39.7645683289;3;19.6000003815;42.0;16;57.088514328;
55;5;27.6499996185;41.528793335;8;40.0674474239;3;20.6000003815;40.0;16;57.6004695892;
56;5;28.115940094;39.1647834778;8;40.3908342123;3;19.6000003815;41.0;16;58.0628213882;
57;5;28.199136734;38.5;11;40.7359836102;3;19.6000003815;42.0;16;58.4758720398;
58;6;28.1433467865;38.5;9;56.1040482521;3;20.6000003815;40.0;18;58.8412618637;
59;6;28.6499996185;41.2959060669;9;57.2460196018;3;19.6000003815;41.0;18;59.1616458893;
60;6;29.6499996185;42.960899353;9;58.3320343494;3;19.6000003815;42.0;18;59.4403705597;
61;6;30.2553329468;42.1647834778;10;59.361717701;3;20.6000003815;40.0;19;59.6811828613;
62;6;30.1991386414;42.5;12;60.3376686573;3;19.6000003815;41.0;21;59.8879890442;
63;6;30.6499996185;45.4700622559;13;61.2645132542;3;19.6000003815;42.0;21;60.0;
64;6;32.2970733643;44.2959060669;13;62.1479599476;3;20.6000003815;40.0;27;60.0;
65;6;32.6500015259;45.3396263123;12;62.9939498901;3;19.6000003815;41.0;23;60.0;
66;6;34.2553329468;44.5;14;63.8079862595;4;19.6000003815;42.0;22;60.0;
67;6;34.6500015259;45.6403121948;15;64.5009493828;4;20.6000003815;40.0;22;60.0;
68;6;36.0513191223;44.610370636;15;65.0906941891;4;19.6000003815;41.0;23;60.0;
69;6;34.7116012573;43.5;16;65.6904833317;4;19.6000003815;42.0;23;60.0;
70;6;35.0775604248;43.5;16;68.2996966839;4;20.6000003815;40.0;24;60.0;
71;6;33.5209999084;47.0;17;70.5977170467;4;19.6000003815;41.0;25;60.0;
72;6;34.7539520264;47.3899993896;17;72.6219387054;4;19.6000003815;42.0;25;60.0;
73;6;35.0325813293;49.2073860168;17;74.4114601612;4;20.6000003815;40.0;26;60.0;
74;6;37.0935630798;45.4298706055;20;75.8395016193;5;19.6000003815;41.0;25;60.0;
75;6;38.2621650696;44.0;21;76.8149271011;5;19.6000003815;42.0;26;61.7999992371;
76;7;32.5999984741;48.0;20;77.7505834103;5;18.6000003815;41.0;26;63.2535362244;
77;7;31.5999984741;52.0;20;78.548558712;5;18.0;39.0;25;64.417591095;
78;7;30.5999984741;55.680141449;23;79.3089818954;5;19.0;39.0;25;65.1052589417;
79;8;29.5999984741;57.846988678;23;80.0278925896;5;21.0;37.0;26;65.6133613586;
80;9;31.5986709595;56.7624092102;23;80.7027592659;4;21.0;37.0;26;66.0;
81;10;32.6242523193;56.7624092102;22;81.3323984146;4;23.0;35.0;26;66.0;
82;10;32.5999984741;58.7624092102;23;81.9168109894;4;24.75;34.0;26;66.0;
83;10;34.5999984741;59.7364387512;23;82.4569787979;4;25.75;33.0;27;66.0;
84;10;35.6977577209;61.7364387512;22;82.9546403885;4;26.75;32.0;27;67.0;
85;10;32.5999984741;65.7364349365;24;83.4120707512;4;23.75;35.0;27;67.0800000429;
86;11;31.5999984741;69.7364349365;22;83.8318858147;4;22.75;38.0;26;67.165536046;
87;11;30.5999984741;73.7364349365;21;84.2168703079;4;20.75;41.0;26;67.2568495274;
88;11;29.5999984741;77.4286956787;20;84.5007967949;4;19.75;44.0;26;67.3541692495;
89;11;28.5999984741;80.3505554199;21;84.6842536926;4;18.75;47.0;26;67.4577066898;
90;10;28.2999992371;82.4789733887;22;84.8611373901;5;18.0;49.0;27;67.5676511526;
91;10;28.2999992371;84.6027984619;22;85.0313663483;5;18.0;51.0;28;67.6841644049;
92;9;29.2999992371;84.6652679443;24;85.1948947906;6;19.0;50.0;26;67.8073750734;
93;9;29.2999992371;83.7254104614;24;85.3517136574;6;20.0;50.0;25;67.9373728037;
94;9;30.2999992371;83.783203125;24;85.5018472672;6;21.0;50.0;26;68.0742022991;
95;9;29.2999992371;82.8386306763;19;85.6453499794;6;22.0;50.0;22;68.2178573608;
96;9;30.6295623779;80.891708374;19;85.7823038101;6;23.0;50.0;22;68.3682756424;
97;9;30.2999992371;81.9424591064;22;85.8778805733;6;24.0;50.0;22;68.5253331661;
98;9;31.2999992371;82.9908981323;22;85.9438376427;6;24.75;50.0;23;68.6888401508;
99;9;32.2999992371;84.0370635986;21;86.0;6;24.75;50.0;23;68.8585371971;
100;10;33.2999992371;84.4000015259;19;110.0;6;24.75;51.0;23;69.0340931416;
