Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;2;8.0;12.3000001907;5;21.0;1;8.0;10.6999998093;5;21.0;
4;2;8.14999961853;11.0;5;21.0900000334;1;8.14999961853;10.5;4;21.0;
5;2;8.16349983215;10.0;5;21.1871190071;1;8.14999961853;10.5;4;21.0;
6;2;9.26710128784;10.0;5;21.2917383909;1;9.14999961853;10.5;4;21.0;
7;2;9.79064083099;10.0;5;21.4042263031;1;9.72500038147;10.5;4;21.0;
8;2;9.81595134735;10.0;5;21.9389723539;1;9.72500038147;10.5;4;21.4200000763;
9;2;9.93626880646;10.1999998093;5;22.4109756947;2;9.81949996948;10.9099998474;3;22.758436203;
10;2;10.0424690247;10.3632001877;5;22.831872344;2;10.1206493378;10.8792181015;3;23.1000000238;
11;2;10.1371707916;10.4951858521;5;24.1073114872;2;10.1975002289;11.0;3;24.8149009943;
12;2;10.4241456985;11.0209560394;5;25.2262470722;2;10.5833530426;11.7700004578;4;26.3006643057;
13;2;12.2430105209;11.4571752548;5;26.2035200596;2;12.2819604874;12.4126424789;4;27.5660959482;
14;2;14.2430105209;11.8107032776;5;27.060199976;2;14.2819604874;12.9308347702;4;28.6384222507;
15;2;16.2430095673;12.0916318893;5;27.819549799;2;16.2819595337;13.3366470337;4;29.5544860363;
16;2;17.4421443939;12.3113050461;5;28.5040667057;2;17.4586315155;13.6469516754;4;30.3533427715;
17;2;17.7228336334;13.4808797836;5;28.912750721;2;18.5335998535;13.879781723;4;30.9674448967;
18;2;18.7228336334;13.673825264;6;29.3074398041;2;19.6176757812;14.0;4;31.3838531971;
19;2;19.625;13.7922325134;6;29.7249407768;2;20.7113685608;14.0;4;31.8446035385;
20;2;20.625;12.5;6;30.1631817818;2;21.1650352478;14.0;4;32.350376606;
21;2;20.7867164612;12.5;6;30.6194429398;2;20.2999992371;15.0;4;32.9006829262;
22;2;20.8893737793;12.5;6;31.0903835297;2;20.2999992371;14.0;4;33.4936323166;
23;2;19.625;13.5;7;31.5721096992;2;20.2999992371;14.0;5;34.1257500648;
24;3;19.625;14.5;6;32.0602788925;2;20.2999992371;14.0;4;34.7918796539;
25;4;18.625;13.5;5;32.550242424;2;20.2999992371;14.0;4;35.4852027893;
26;4;18.3238048553;14.5;5;33.0372152328;2;20.2999992371;14.0;4;36.1974048615;
27;4;17.625;13.5;5;33.516456604;2;20.2999992371;14.0;5;36.9189891815;
28;4;15.625;15.5;5;33.9834604263;2;20.2999992371;14.0;6;37.6397333145;
29;4;14.625;17.5;5;34.4341192245;2;20.2999992371;14.0;6;38.3492431641;
30;4;14.0;19.5;5;34.8648700714;2;18.2999992371;15.0;6;39.0375461578;
31;4;14.0;21.5;5;35.2727956772;2;17.2999992371;16.0;6;39.6956548691;
32;4;14.0;23.5;5;35.6556835175;2;16.2999992371;17.0;6;40.3160324097;
33;4;14.0;25.5;6;36.0120429993;2;15.2999992371;18.0;6;40.8929109573;
34;4;14.0;27.2084293365;5;36.3410778046;2;14.2999992371;19.0;6;41.4224338531;
35;4;14.0;28.4387550354;5;36.6426286697;2;14.0;20.0;6;41.9026298523;
36;4;14.0;29.6498413086;5;36.9170885086;2;14.0;21.0;6;42.3332462311;
37;5;15.0;31.7419624329;4;38.1653108597;2;14.0;22.0;7;42.7154788971;
38;5;16.0;32.0157165527;7;38.548506856;2;14.0;23.0;9;43.051656723;
39;5;16.0;33.1719551086;7;40.5535455942;2;14.0;24.0;9;43.3449144363;
40;5;17.0;32.1719551086;7;42.2719020844;2;14.0;25.0;9;43.5988855362;
41;5;17.0;31.1719551086;7;43.7393079996;2;14.0;26.0;11;43.8174438477;
42;5;17.0;30.1719551086;9;46.0000054836;2;14.0;27.0;11;44.0;
43;7;18.0;29.1719551086;4;67.1289229393;2;15.0;25.0;11;44.0;
44;7;19.0;31.1719551086;5;69.0731630325;2;14.0;26.0;13;44.0;
45;7;20.0;33.1719551086;6;70.7989952564;2;14.0;27.0;15;44.0;
46;7;21.0;35.1719551086;6;72.3527448177;2;15.0;25.0;15;44.0;
47;7;22.0;37.1719551086;6;73.7548455;2;14.0;26.0;16;44.0;
48;7;24.0;36.1719551086;7;75.0051442385;2;14.0;27.0;17;44.0;
49;7;26.0;39.1719551086;7;77.0235157013;2;15.0;25.0;17;44.0;
50;7;29.0;43.1719551086;7;78.1822617054;2;14.0;26.0;18;44.0;
51;7;32.5999984741;44.1719551086;7;79.1132903099;2;15.0;25.0;18;44.0;
52;8;32.9288520813;48.5;6;80.1251933575;2;16.0;25.0;18;44.0;
53;8;34.0999984741;50.5;8;81.2183133364;2;17.0;25.0;19;44.0;
54;8;33.5766143799;52.5;9;82.3920912743;2;18.0;25.0;19;44.0;
55;8;33.67137146;53.5;9;83.6451232433;2;19.0;25.0;19;44.0;
56;8;34.0999984741;52.5;10;84.9751791954;2;20.0;24.0;19;44.0;
57;8;33.9120254517;52.5;11;86.3791087866;2;20.2999992371;24.0;19;44.0;
58;8;34.0613632202;53.5;11;87.8525534868;2;20.2999992371;24.0;21;44.0;
59;8;34.2317886353;54.5;10;89.389441371;2;20.2999992371;24.0;20;44.0;
60;8;35.7799606323;53.5;11;91.9812766314;2;20.2999992371;24.0;20;44.0;
61;9;38.0019226074;54.5;10;92.6768583059;2;20.2999992371;24.0;21;44.0;
62;9;39.7413787842;55.5;11;94.423342824;3;20.2999992371;24.0;20;44.0;
63;9;42.1890258789;58.5;11;95.3311169147;3;20.2999992371;24.0;21;44.0;
64;9;44.3319473267;60.6814956665;12;96.2670741081;3;20.2999992371;24.0;21;44.0;
65;9;46.2490844727;61.5;12;97.21555233;3;20.2999992371;24.0;22;44.0;
66;9;44.2668647766;64.5;12;98.1627955437;3;20.2999992371;24.0;22;44.0;
67;9;43.2859268188;65.7278137207;12;100.097360492;3;20.2999992371;24.0;22;44.0;
68;9;46.5963973999;64.5;13;103.897631168;3;20.2999992371;24.0;22;44.0;
69;10;46.3403930664;67.737411499;12;107.222098827;3;20.2999992371;24.0;23;45.0;
70;10;47.1500396729;69.9469299316;13;109.897890806;3;21.2999992371;25.0;23;45.0399999619;
71;10;48.9319877625;70.0;14;112.071202636;3;22.2999992371;26.0;23;45.0811839104;
72;12;49.7965164185;73.0;8;119.624922991;3;22.2999992371;27.0;23;45.1235535145;
73;12;51.4882240295;74.0;8;121.333785892;3;22.2999992371;28.0;24;45.1671074629;
74;12;52.1560897827;78.0;9;122.928765297;3;22.2999992371;29.0;23;45.211841464;
75;12;51.9035568237;80.0;10;125.272791505;3;22.2999992371;29.0;24;45.2577478886;
76;12;51.1025772095;82.0;11;126.608746171;3;22.2999992371;29.0;24;45.3048160076;
77;12;49.3130111694;86.0;13;127.902980089;3;22.2999992371;29.0;25;45.3530313969;
78;12;47.4111747742;91.0;14;130.153070211;3;22.2999992371;29.0;26;45.4023760557;
79;13;51.7991371155;91.0;13;131.361504912;3;22.2999992371;29.0;26;45.4528282881;
80;13;50.3589172363;97.0;14;135.513804317;3;22.2999992371;29.0;26;45.5043625832;
81;14;49.3047409058;100.0;15;139.099757075;3;22.2999992371;29.0;27;46.9070365429;
82;14;48.3628921509;101.0;16;142.180164695;3;22.4890003204;29.4200000763;28;48.0311826468;
83;14;48.4568099976;103.0;16;144.82864058;3;22.6291618347;29.7314720154;28;48.9287595749;
84;14;49.2328605652;107.959365845;18;146.946665525;3;22.7310562134;29.9579029083;28;49.4069862366;
85;15;50.7933807373;105.117156982;18;148.673133254;3;22.75;30.0;29;49.7564560175;
86;15;49.8569221497;108.266052246;20;150.097993016;3;22.75;30.0;30;50.0482432842;
87;15;52.5170936584;112.406036377;22;151.249778509;3;22.75;30.0;30;50.149667263;
88;15;54.8750991821;113.159645081;23;152.223732352;3;22.75;30.0;29;50.2539331913;
89;15;52.773765564;114.659713745;22;153.15249157;3;22.75;30.0;29;50.3609063625;
90;15;52.8007469177;117.773780823;23;154.03533411;3;22.75;30.0;30;50.4704310894;
91;15;53.8276634216;117.879692078;24;155.872700453;3;20.75;31.0;29;50.5823309422;
92;16;53.8544616699;121.977783203;25;156.815966606;3;19.75;32.0;28;50.6964097023;
93;16;55.8810958862;124.879692078;25;157.680314898;3;18.75;33.0;28;50.8124520779;
94;16;57.3037567139;127.879692078;28;158.500628948;3;17.75;34.0;28;50.9302248955;
95;19;58.388092041;130.699996948;25;159.31683445;3;16.75;35.0;25;51.0494785309;
96;19;59.4797897339;132.699996948;25;160.133869052;3;16.0;36.0;22;51.1699488163;
97;19;60.0547637939;133.699996948;26;160.877693415;3;16.0;37.0;19;51.2913594246;
98;20;60.1880264282;134.699996948;23;162.571850777;3;16.0;38.0;17;51.413424015;
99;20;62.3059005737;135.699996948;23;163.643951297;3;16.0;39.0;17;51.5358490944;
100;20;62.4337234497;139.699996948;25;166.985094547;3;16.0;40.0;18;51.6583361626;
