Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;8.0;11.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;8.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;9.0;10.0;4;20.0;1;9.14999961853;10.5;5;21.0;
7;1;9.5;10.0;4;20.0;1;9.72500038147;10.5;5;21.0;
8;1;9.5;10.0;3;20.3999996185;1;9.72500038147;10.5;5;21.4200000763;
9;2;9.59000015259;10.8999996185;2;21.7264003754;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;9.66343975067;10.3632001877;2;22.0603717566;1;9.8956489563;10.8792181015;5;22.0;
11;2;9.72283363342;10.4951858521;2;24.897392869;1;9.94999980927;11.0;5;23.5400009155;
12;2;10.3372573853;11.4951858521;2;27.451207757;2;10.296500206;11.970000267;5;25.8252849579;
13;2;11.7228336334;12.4951858521;2;29.6276706457;2;12.1750001907;12.4126424789;5;27.021669507;
14;2;13.7228336334;13.4951858521;2;31.396736145;2;14.1750001907;12.9308347702;5;28.0170379877;
15;2;15.7228336334;14.4951858521;3;32.7838406563;2;16.1749992371;13.3366470337;5;28.8480272293;
16;3;16.7228336334;15.4951858521;2;33.8483003378;2;17.2996768951;13.6469516754;5;29.5537353754;
17;3;17.7228336334;15.9952421188;2;34.6610000134;2;18.3536891937;13.879781723;5;30.0669906139;
18;3;18.7228336334;16.3166694641;2;35.2095897198;2;19.4150733948;14.0;5;30.375654459;
19;3;19.7228336334;16.5;3;35.4038217068;2;20.4845237732;14.0;5;30.7230784893;
20;3;20.7228336334;16.5;3;35.6104586124;2;20.9126911163;14.0;5;31.1118502617;
21;3;21.4249992371;16.5;3;35.8294641972;2;21.0001659393;14.0;5;31.544028759;
22;3;21.4249992371;16.5;3;36.060646534;2;21.0974063873;14.0;5;32.0209121704;
23;3;21.4249992371;16.5;2;36.3036420345;2;21.2047042847;14.0;6;32.5427899361;
24;4;21.4249992371;16.5;1;36.5579020977;2;21.3221263885;14.0;6;33.1086950302;
25;4;21.4249992371;16.5;1;36.8226847649;2;21.4494552612;14.0;6;33.7161855698;
26;4;22.2851028442;16.5;2;37.0970506668;2;21.5861415863;14.0;6;34.3611893654;
27;4;22.3468360901;16.5;2;36.5798687935;2;21.7312660217;14.0;6;35.0379443169;
28;4;22.23046875;16.1000003815;2;36.1498227119;2;21.8835372925;14.0;6;35.7390680313;
29;4;21.0830001831;16.7400016785;3;36.7974300385;2;22.0412902832;14.0;6;36.4557781219;
30;4;19.3080005646;16.7400016785;3;36.2138721347;2;20.2025489807;15.0;7;37.1782588959;
31;4;19.3080005646;17.7400016785;4;37.6666133404;2;19.36510849;16.0;7;37.8961582184;
32;4;19.2441234589;18.7400016785;4;38.8065730929;2;18.5266342163;17.0;7;38.5991659164;
33;4;20.0830001831;18.2527198792;4;39.7025067806;2;17.6848106384;18.0;7;39.2776012421;
34;4;20.0830001831;18.3914165497;4;38.9473209679;2;16.8374595642;19.0;7;39.9229507446;
35;4;20.1896858215;19.0022754669;5;38.2925685197;2;16.6826629639;20.0;7;40.5282850266;
36;4;21.0944404602;19.652048111;6;37.726065679;2;16.818862915;21.0;7;41.088514328;
37;4;20.9015808105;20.3368434906;6;37.4331560135;3;16.9449157715;22.0;6;41.6004695892;
38;4;20.7739219666;21.0531578064;7;37.1916508675;3;17.0601062775;23.0;6;42.0628213882;
39;4;20.659029007;21.7978439331;9;36.9906520844;3;17.1641349792;24.0;6;42.4758720398;
40;5;20.5556259155;22.5680580139;5;56.8241014481;3;17.2570705414;25.0;7;42.8412618637;
41;5;21.462562561;23.2730083466;5;57.8866672516;3;17.3392829895;26.0;7;43.1616458893;
42;5;22.3788070679;24.3451805115;5;58.7912883759;3;17.4113693237;27.0;8;43.4403705597;
43;5;22.3034267426;25.4219207764;6;59.5390825272;3;18.4740829468;25.0;8;43.6811828613;
44;5;22.235584259;26.5010147095;6;60.1418275833;3;17.5282669067;26.0;8;43.8879890442;
45;5;23.1745262146;29.5010147095;6;60.6174707413;3;17.574798584;27.0;10;44.0;
46;5;24.1195716858;32.5010147095;6;60.9862957001;3;18.6000003815;25.0;10;44.0;
47;5;25.0701141357;34.5010147095;8;61.2527074814;4;20.6000003815;26.0;10;45.0;
48;5;26.025604248;36.5010147095;8;61.2193746567;5;23.6000003815;28.0;10;46.1599999666;
49;5;26.9855442047;37.9453697205;7;61.1921396255;5;25.6000003815;30.0;10;46.5037438869;
50;5;27.5744895935;38.8652496338;8;61.1698007584;6;26.6000003815;32.0;10;46.8978677988;
51;6;27.5420417786;39.0080032349;8;61.1513757706;6;27.6000003815;34.0;11;47.3482958078;
52;6;27.5128364563;39.065612793;9;61.0513477325;6;27.8999996185;34.8970870972;11;47.8611625433;
53;6;27.4865531921;39.0256729126;9;60.9462127686;6;27.8999996185;35.033493042;11;48.4426450729;
54;6;27.4628982544;38.9731063843;9;60.8515911102;6;28.4345226288;34.0;11;49.0987329483;
55;6;27.441608429;38.9257965088;10;60.7664318085;6;27.8999996185;34.0;10;49.834928751;
56;6;27.4224472046;38.8832168579;11;60.6897888184;6;27.8999996185;34.0;11;51.6558790207;
57;6;27.4052028656;38.8448944092;11;61.6208095551;6;28.8999996185;35.0;12;52.724940896;
58;6;28.3896827698;39.8104057312;12;61.6087291241;6;29.8999996185;36.0;13;53.9074460268;
59;6;29.3757133484;40.7793655396;12;62.7958359718;6;29.8999996185;37.0;13;55.2056088448;
60;6;29.6311187744;42.3469314575;13;63.7323468924;6;29.8999996185;38.0;14;56.6190525293;
61;7;29.8296890259;43.7882003784;12;64.4566842318;6;29.8999996185;39.0;15;58.1443655491;
62;7;29.9800662994;45.1223678589;15;65.0104823112;6;30.8999996185;40.0;15;60.7747881413;
63;7;30.0916137695;45.3702545166;15;65.3300433159;6;31.4345226288;41.0;16;62.5200908184;
64;7;30.1499996185;45.5;16;65.3921557665;6;32.9000015259;42.0;15;64.3468923569;
65;8;30.1499996185;45.5;14;65.4563041925;6;34.0365905762;43.5559234619;16;66.2386475801;
