Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;2;8.0;12.3000001907;5;21.0;1;8.0;10.6999998093;5;21.0;
4;2;8.14999961853;11.0;5;21.0900000334;1;8.14999961853;10.5;5;21.0;
5;2;8.16349983215;10.0;5;21.1871190071;2;8.14999961853;10.6999998093;4;22.0;
6;2;9.26710128784;10.0;5;21.2917383909;2;9.375;10.5;4;22.0900000334;
7;2;9.79064083099;10.0;5;21.4042263031;2;9.9702501297;10.5;4;22.1871190071;
8;2;9.81595134735;10.0;5;21.9389723539;2;9.99210166931;10.5;4;22.7236096859;
9;2;9.93626880646;10.1999998093;4;22.4109756947;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;10.0424690247;10.3632001877;4;22.831872344;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;10.1371707916;10.4951858521;4;24.1073114872;2;10.3025445938;11.0;4;25.3486820459;
12;2;10.4241456985;11.0209560394;4;25.2262470722;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;12.2430105209;11.4571752548;4;26.2035200596;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;14.2430105209;11.8107032776;4;27.060199976;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;16.2430095673;12.0916318893;4;27.819549799;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;17.4421443939;12.3113050461;4;28.5040667057;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;18.5198516846;12.4808797836;4;28.912750721;2;18.7531986237;13.879781723;5;32.049197197;
18;2;19.6032028198;12.5;5;29.3074398041;2;19.8610706329;14.0;5;32.573600769;
19;2;20.5941734314;12.5;5;29.7249407768;2;20.9790611267;14.0;5;33.1419348717;
20;2;20.6881122589;12.5;5;30.1631817818;2;21.4569339752;14.0;5;33.7516689301;
21;2;20.7867164612;12.5;5;30.6194429398;2;21.5941238403;14.0;5;34.3986358643;
22;2;20.8893737793;12.5;5;31.0903835297;2;21.739692688;14.0;5;35.0769786835;
23;2;20.9953365326;12.5;6;31.5721096992;2;21.8923187256;14.0;6;35.7792286873;
24;3;21.1037254333;12.5;5;32.0602788925;2;22.0503253937;14.0;6;36.4965333939;
25;3;21.2135620117;12.5;6;32.550242424;2;22.2117195129;14.0;6;37.2190332413;
26;3;21.3238048553;12.5;5;33.0372152328;2;22.3742828369;14.0;6;37.9363632202;
27;3;21.4333724976;12.5;5;33.516456604;2;22.5356807709;14.0;6;38.6382322311;
28;4;21.5412025452;12.5;4;33.9834604263;2;22.6936016083;14.0;6;39.3150119781;
29;4;17.625;14.5;4;34.4341192245;2;22.8458766937;14.0;6;39.9582691193;
30;4;16.625;16.5;3;34.8648700714;2;22.9906101227;14.0;7;40.5611724854;
31;4;15.625;18.5;3;35.2727956772;2;23.1262626648;14.0;7;41.1187410355;
32;4;14.625;20.5;3;35.6556835175;2;23.2517166138;14.0;7;41.627913475;
33;4;14.0;22.5;4;37.0120429993;2;23.3662796021;14.0;7;42.0874586105;
34;4;15.0;24.5;4;37.371077776;2;23.4696769714;14.0;7;42.4977617264;
35;5;16.0;26.5;2;46.2032196522;2;23.56199646;14.0;6;42.8605298996;
36;5;17.2386322021;28.5;3;46.8488547802;2;23.6436195374;14.0;6;43.1784667969;
37;5;18.2456474304;29.841960907;4;47.4523718357;2;23.7151546478;14.0;6;43.4549474716;
38;5;19.2527923584;31.0157165527;5;48.0136231184;2;23.7773628235;14.0;6;43.693734169;
39;5;20.2600631714;32.1719551086;4;48.5331245661;2;23.8310890198;14.0;5;43.8987360001;
40;5;21.2674598694;33.3117027283;4;49.0119543076;2;23.8772144318;14.0;5;44.0;
41;5;22.2749786377;34.4361114502;4;49.4516479969;2;23.8999996185;14.0;5;44.0;
42;6;22.9050865173;35.5463943481;5;49.791541338;2;23.8999996185;14.0;4;44.0;
43;6;23.7254486084;35.4497718811;5;50.0364232063;2;23.8999996185;16.0;5;44.0;
44;6;24.8199119568;35.4742507935;6;50.2635012865;2;23.8999996185;18.0;5;44.0;
45;6;25.8311443329;35.4990653992;6;50.4735813141;2;23.8999996185;20.0;5;44.0;
46;6;27.223815918;35.452671051;6;50.6675975323;2;23.8999996185;22.0;5;44.0;
47;6;28.3029403687;36.452671051;5;50.8465714455;2;23.8999996185;24.0;5;44.0;
48;6;29.0444450378;37.452671051;6;51.0072168112;2;23.8999996185;24.0;6;44.0;
49;6;30.1000003815;38.452671051;3;51.0447884798;3;24.8999996185;25.0;6;45.0;
50;6;31.1000003815;38.5;3;51.0827163458;3;25.8999996185;26.0;6;45.1599999666;
51;6;31.7250003815;37.5;3;51.1209751368;3;25.8999996185;27.0;7;45.3437439203;
52;6;31.7250003815;36.5;4;51.1595385075;3;25.8999996185;28.0;7;45.5541238785;
53;6;31.7250003815;35.5;5;51.1983793974;3;25.8999996185;29.0;6;45.7941719294;
54;6;32.1071357727;34.5;8;51.2374696732;3;25.8999996185;29.8970870972;5;46.0669906139;
55;6;31.7250003815;34.5;8;51.2767804861;3;25.8999996185;30.0334949493;6;46.375654459;
56;6;31.7250003815;33.7437438965;8;51.3162822723;3;26.4345226288;29.0;6;46.7230784893;
57;7;32.1336631775;32.5;5;66.3559447527;3;25.8999996185;30.0;6;47.1118502617;
58;8;33.1425857544;33.5;3;77.1457372904;3;25.8999996185;30.5559253693;6;47.544028759;
59;8;35.1515426636;35.5;3;78.2550026178;3;25.8999996185;30.7720146179;7;48.0209121704;
60;8;36.1605148315;37.5;2;79.2572767735;3;24.8047046661;30.0;12;48.5427899361;
61;8;37.169506073;39.5;2;80.1537895203;4;23.92212677;31.0;7;64.1086950302;
62;8;35.7249984741;41.5;4;80.9489398003;4;22.8999996185;34.0;10;65.4661855698;
63;8;38.1875076294;43.5;6;81.6493561268;4;22.8999996185;37.0;10;66.7805638313;
64;8;39.7169151306;44.5;6;82.2630171776;5;23.8999996185;37.0;10;68.0452342033;
65;8;39.8056411743;45.5;6;82.9185297489;5;23.6000003815;40.0;10;69.2553377151;
66;8;39.9225845337;46.5;8;85.4573521614;5;25.6000003815;41.0;11;70.9122123718;
67;8;40.424659729;48.0;8;87.5894238949;5;25.6000003815;43.0;12;73.8036603928;
68;9;40.8504714966;49.3899993896;5;104.363986015;5;25.6000003815;43.0;12;76.3178339005;
69;9;42.2091522217;51.6872596741;4;106.793824434;5;26.4655838013;44.0;13;78.4991950989;
70;9;43.4699935913;53.9097442627;6;108.705963135;5;25.6091766357;44.0;12;80.1496429443;
71;9;44.6403160095;56.0;8;110.036586523;5;25.7275218964;45.0;12;81.5564813614;
72;9;43.7555809021;58.0;8;111.159352064;5;25.2240257263;45.0;12;82.7828350067;
73;9;42.2647514343;62.0;9;111.900500298;5;26.2999992371;46.0;13;83.5019083023;
74;9;42.2749977112;64.8709030151;9;111.995737314;5;27.2999992371;47.0;13;84.15421772;
75;9;44.8903579712;62.0;10;112.585275173;5;27.7096977234;48.0;11;84.7370157242;
76;9;46.2749977112;64.0;10;113.084533215;5;25.7096977234;51.0;10;85.2505111694;
77;9;45.2749977112;67.0;10;113.504549026;5;24.7096977234;54.0;11;86.6973171234;
78;9;44.9319343567;67.0;11;113.856595039;5;25.2999992371;58.0;11;87.1818042994;
79;9;45.2749977112;67.0;11;114.040632963;5;26.2999992371;62.0;11;87.6183657646;
80;9;43.9591407776;68.0;11;114.10021019;6;26.6626701355;66.0;11;88.0136334896;
81;9;43.9725456238;70.0;16;114.159107685;7;27.2999992371;71.0;10;89.3743504286;
82;10;43.9857978821;72.0;11;119.21726346;7;28.7366943359;76.0;11;89.7745794058;
83;10;42.2749977112;77.0;6;118.924618959;7;29.0438728333;80.0;11;90.134832263;
84;10;41.7274627686;84.0;7;119.435394287;7;28.8233661652;84.0;11;90.5411225557;
85;10;43.6331100464;90.3317871094;7;119.826669693;7;29.8718070984;85.0;13;90.9983891249;
86;10;43.8386688232;96.3706970215;11;120.020572186;7;29.9238052368;85.0;14;92.5116705894;
87;10;44.6441345215;102.108947754;14;120.209271193;7;27.2999992371;91.0;13;93.1459224224;
88;10;45.6494979858;106.146492004;14;120.392483473;7;28.2999992371;93.2313461304;14;93.8487348557;
89;10;46.6547584534;111.183311462;12;120.569972754;7;29.2999992371;92.3364639282;13;94.6241496801;
90;10;47.2569961548;116.21937561;15;120.741549492;7;27.2999992371;97.4477539062;16;95.4751527309;
91;10;47.2741546631;120.691474915;16;120.907069921;8;28.2999992371;99.5650863647;16;96.4032148123;
92;10;48.279083252;122.725975037;14;121.066434383;8;29.0;97.0;17;97.4078017473;
93;10;48.306640625;124.759666443;13;121.219585419;8;28.0;102.0;18;98.4858984947;
94;10;49.3219528198;123.792533875;16;121.366504192;10;28.0;105.0;15;123.881617665;
95;10;48.3265304565;125.824562073;16;121.50720787;10;31.0;107.0;16;126.515349627;
96;10;48.3507156372;127.855751038;15;121.641746521;11;32.0;115.231796265;15;130.095562816;
97;10;49.3641700745;126.88608551;18;121.770198822;11;35.0;120.247505188;14;132.715922356;
98;10;48.3683853149;128.915588379;19;121.882099152;11;37.0;121.441734314;15;136.90150547;
99;10;48.3882064819;130.936798096;18;121.959033966;11;36.0;128.689819336;17;140.798979521;
100;10;50.3882064819;134.699996948;18;122.0;11;38.0;131.944458008;21;144.390662074;
101;10;52.3882064819;137.699996948;18;122.0;11;40.0;131.204055786;21;147.672771931;
102;10;53.4999961853;140.699996948;22;122.0;11;39.0;136.46685791;22;150.652631283;
103;10;54.4999961853;143.699996948;22;122.0;11;42.0;136.731048584;22;153.202517509;
104;10;56.4999961853;143.699996948;23;122.0;11;43.0;136.994781494;20;155.423296452;
105;10;55.4999961853;146.0;23;122.0;11;42.0;140.256225586;22;157.451498032;
106;10;56.4999961853;145.0;22;122.199999809;11;43.0;147.640808105;24;159.302009344;
107;10;56.5199966431;145.199996948;21;122.401599884;11;44.0;153.071517944;24;160.901003838;
108;10;55.5401573181;148.401596069;21;122.604002953;12;53.5225639343;159.414077759;24;163.086738825;
109;10;56.5603981018;148.604003906;19;122.806394577;12;60.7086715698;165.745040894;25;164.243501186;
110;10;57.5806350708;145.806396484;23;124.007956028;12;64.3243484497;169.063049316;27;165.34936142;
