Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.0;6;20.0;2;8.0;10.8999996185;4;22.0;
4;1;8.0;11.0;6;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;8.0;10.0;6;20.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;9.0;10.0;6;20.0;2;9.41710090637;10.5;4;22.2917383909;
7;1;9.5;10.0;6;20.0;2;10.0156412125;10.5;4;22.4042263031;
8;1;9.5;10.0;6;20.3999996185;2;10.0409517288;10.5;4;22.9589728117;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;10.1657686234;10.7100000381;4;23.4430115223;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;10.2746782303;10.8792181015;4;23.8415006399;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.3643379211;11.0;4;25.6606454849;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.773645401;11.7700004578;5;27.2614676952;
13;1;11.7228336334;11.4571752548;6;23.6214065552;2;12.4981412888;12.4126424789;5;28.6526534557;
14;1;12.7228336334;11.8107032776;5;24.1832637787;2;14.4981412888;12.9308347702;5;29.8608493805;
15;1;13.7228336334;12.0916318893;5;24.6226100922;2;16.4981403351;13.3366470337;5;30.9217379093;
16;1;14.7228336334;12.3113050461;5;24.9617595673;2;17.7662620544;13.6469516754;5;31.8725180626;
17;1;15.7228336334;12.4808797836;5;25.0;2;18.8754138947;13.879781723;5;32.6429929733;
18;1;16.7228336334;12.5;5;25.0;2;19.9946746826;14.0;5;33.2167277336;
19;1;17.625;12.5;5;25.0;2;21.1237640381;14.0;5;33.8314290047;
20;1;17.625;12.5;5;25.0;2;21.6120700836;14.0;5;34.4827160835;
21;1;17.625;12.5;5;25.0;2;21.7586097717;14.0;5;35.1645216942;
22;1;17.625;12.5;6;25.0;2;21.9120159149;14.0;5;35.8691868782;
23;1;17.625;12.5;6;25.0;2;22.0705661774;14.0;6;36.5877075195;
24;1;17.625;12.5;5;25.0;2;22.2322330475;14.0;6;37.3101301193;
25;1;17.625;12.5;5;25.0;2;22.3947792053;14.0;6;38.0260667801;
26;1;17.625;12.5;5;25.0;2;22.5558643341;14.0;6;38.7252779007;
27;1;17.625;12.5;6;25.0;3;23.713186264;14.3000001907;6;40.3982591629;
28;1;17.625;12.5;7;25.0;3;24.8646087646;14.5;6;41.1967602968;
29;1;17.625;12.5;5;25.0;3;25.0082702637;14.5799999237;6;41.9779173136;
30;1;17.625;12.5;5;25.0;3;23.4450302124;15.0;6;42.7398834229;
31;1;15.625;13.5;5;25.0;3;22.2667961121;16.7770614624;6;43.482867837;
32;1;14.625;14.5;5;25.0;3;21.3799552917;17.8970851898;6;44.2089612484;
33;1;13.625;15.5;5;25.0;3;20.4819431305;19.0334949493;6;44.9218065739;
34;1;12.625;16.5;5;25.0;3;20.1074066162;19.0;6;45.6261708736;
35;1;12.0;17.5;5;25.0;3;19.3531951904;21.0;7;46.3274464607;
36;1;12.0;18.5;5;25.0;3;19.4235095978;22.5559253693;8;47.0311322212;
37;2;12.0;19.5;4;33.0;3;19.4845981598;23.7720146179;9;47.7423191071;
38;2;13.0;20.5;5;33.3199996948;3;20.4420204163;23.0;9;48.4652094841;
39;2;14.0;21.5;5;33.6261758804;3;19.5825443268;25.0;10;49.1086950302;
40;2;15.0;22.5;5;33.9172077179;3;19.6000003815;27.0;11;49.7161855698;
41;2;16.0;23.5;7;34.1921062469;3;20.6000003815;26.0;11;50.3611893654;
42;2;17.0;24.5;8;34.4502105713;3;21.0312690735;27.0;11;51.0379443169;
43;2;18.0;25.5;10;34.6911706924;3;22.1835384369;25.0;11;51.7390680313;
44;2;18.3610267639;26.5;9;34.9149236679;3;21.3412914276;26.0;11;52.4557781219;
45;2;18.4617156982;27.5;11;35.1216573715;4;22.5025501251;26.0;8;70.4282588959;
46;2;18.5547466278;28.5;12;35.3117771149;4;22.6000003815;28.0;7;72.0086574554;
47;2;18.6403007507;29.5;12;35.4858627319;4;24.6000003815;30.0;8;73.4610700607;
48;2;19.7186393738;27.5;13;35.6446332932;4;26.6000003815;32.0;5;74.2785644531;
49;2;18.7900848389;28.5;13;35.7889070511;4;27.6000003815;34.0;6;75.541261673;
50;3;18.8550071716;29.5;11;50.9195709229;4;29.6000003815;34.0;5;76.6628885269;
51;3;20.9138069153;28.5;11;51.75;4;30.7188644409;34.0;6;77.6490440369;
52;4;22.9500007629;29.5;10;56.6693744659;4;30.84491539;34.0;7;78.5083637238;
53;4;24.9500007629;31.5;13;57.3847899437;4;31.960105896;34.0;7;79.2513208389;
54;4;26.9500007629;33.5;13;58.019513607;4;33.0641326904;34.0;7;79.7258720398;
55;4;28.9500007629;35.5;14;58.5782632828;4;34.1570701599;34.0;8;80.0912618637;
56;4;30.5750007629;37.5;14;59.0673942566;4;32.2392845154;35.0;9;80.4116458893;
57;4;30.7117385864;38.5;14;59.4941105843;4;31.3113708496;36.0;9;80.6903705597;
58;5;30.7651920319;38.5;11;79.8658337593;4;31.3740825653;37.0;7;80.9311828613;
59;5;29.8173828125;41.5;10;79.7960343361;4;29.4282646179;36.0;9;81.1379890442;
60;5;29.6432151794;44.5;10;81.4409012794;4;28.4747962952;36.0;9;81.25;
61;5;29.7634849548;47.5;10;82.8318576813;4;27.5;37.0;10;81.25;
62;5;29.8757591248;50.5;11;83.9925694466;4;26.5;38.0;9;81.25;
63;5;30.3553752899;53.5;11;84.7881617546;4;25.5;39.0;10;81.25;
64;6;31.4315338135;55.5;10;85.3029136658;4;25.2000007629;40.0;11;81.25;
65;6;32.4746017456;57.0;10;85.7022151947;4;26.2000007629;39.0;12;81.25;
66;6;33.5159988403;58.0;8;85.7904729843;4;27.2000007629;39.0;11;83.8468742371;
67;6;34.5557136536;59.0;8;85.8749866486;4;28.4160003662;39.0;12;85.9514827728;
68;6;35.5937461853;60.0;7;85.9557685852;5;29.6028823853;39.0;12;87.6380558014;
69;6;36.6300964355;61.0;8;86.0328497887;5;30.7629013062;39.957901001;12;88.7389392853;
70;6;37.6647834778;62.0;9;85.6062784195;5;31.8986816406;41.0;11;89.5699539185;
71;6;38.6978263855;63.0;8;86.0436177254;5;32.7630081177;42.0;13;90.0;
72;6;38.919631958;64.0;10;86.7736549377;6;32.8499984741;43.0;12;90.0;
73;6;40.2481460571;62.0;9;88.9429764748;6;32.8499984741;44.0;12;90.0;
74;6;37.524974823;63.2849998474;10;91.1879291534;6;32.8499984741;45.0;12;90.0;
75;6;38.9766235352;64.5227737427;11;92.453977108;6;32.8499984741;46.0;13;90.0;
76;6;40.0889587402;65.7186660767;11;93.4507522583;6;29.8499984741;46.0;12;91.0;
77;6;40.1935501099;66.8783493042;10;94.0302491188;6;29.8499984741;48.0;13;91.1399999857;
78;6;40.4886131287;67.75;11;94.7573204041;6;29.8499984741;50.0;14;93.2580031157;
79;6;38.6774177551;69.9037475586;12;95.0758123398;6;31.75;53.0;14;94.2446389198;
80;6;38.7341156006;69.0;13;95.0682311058;6;31.75;57.0;16;95.0829113722;
81;6;36.7307014465;71.0;13;95.0614080429;7;32.75;61.0;15;95.8058841228;
82;6;35.7276306152;73.0;13;95.055267334;7;33.75;64.0;16;96.3593991995;
83;6;36.3248672485;72.0;13;95.0497407913;7;34.75;67.0;17;96.6934304237;
84;6;35.3223800659;74.0;14;95.0447669029;7;33.8499984741;70.0;19;97.0582876205;
85;6;35.3201446533;76.0;16;95.0402903557;8;33.0999984741;73.0;18;97.4552036524;
86;6;36.3181304932;75.0;16;95.0362615585;8;33.0999984741;77.0;19;97.8849865198;
87;6;35.3163146973;77.0;16;95.0326352119;8;33.0999984741;81.0;20;99.3479002714;
88;6;35.3146820068;79.0;17;94.5293717384;8;34.0999984741;86.0;21;100.023544312;
89;6;36.088218689;78.0;17;94.938934803;8;37.0999984741;85.0;22;100.761021137;
90;6;35.2725219727;80.0;19;94.5237908363;8;35.0999984741;89.1625442505;23;101.562566638;
91;6;35.0857048035;82.0;19;94.9339122772;8;35.0999984741;93.2129898071;26;103.429795384;
92;6;36.2702598572;81.0;20;94.0192708969;8;38.0999984741;92.264755249;27;104.461090207;
93;6;34.8586730957;83.0;24;94.5573449135;8;37.0999984741;96.3177871704;28;106.847417593;
94;6;35.1008033752;85.0;23;94.9576950073;8;37.4239997864;100.424758911;29;109.071023703;
95;6;36.2809638977;84.0;23;95.0140485764;8;39.6699829102;98.538230896;29;111.175023198;
96;6;36.3063201904;83.0;23;95.0126438141;8;37.8520545959;102.658256531;29;113.200062871;
97;6;35.3056869507;85.0;20;95.0113792419;8;37.9842300415;105.784797668;31;114.916323543;
98;6;36.3051185608;84.0;20;95.0102415085;8;40.0;103.917770386;33;116.649078488;
99;6;36.3046073914;83.0;20;95.0092172623;8;39.0;105.938575745;33;117.964933276;
100;6;35.304145813;85.0;23;95.008295536;8;39.9099998474;108.028541565;34;119.338659525;
101;6;35.303730011;89.0;22;95.0074658394;8;40.8290023804;110.118530273;34;120.751946926;
102;6;35.3033599854;92.0;20;95.0067191124;8;41.7560997009;113.208389282;34;122.185675144;
103;7;34.3033599854;93.0;20;95.0060472488;8;46.1794128418;118.297958374;34;123.620321512;
104;7;34.3033599854;94.1999969482;23;95.0054426193;8;49.2409858704;123.387069702;35;125.036524057;
105;7;32.5999984741;97.1999969482;24;95.0048985481;8;52.0819473267;122.475570679;35;126.415803909;
106;7;33.5999984741;97.1999969482;24;95.0044088364;8;50.1720428467;127.563308716;37;127.741379261;
107;7;32.5999984741;100.199996948;25;95.003967762;8;50.261554718;132.650146484;37;128.998975754;
108;7;32.5999984741;102.502182007;27;95.0035710335;8;52.348575592;131.735900879;38;130.177481174;
109;7;35.5999984741;96.5021820068;27;95.0032138824;8;50.4315567017;136.820495605;41;131.269351006;
110;8;34.5999984741;97.5021820068;27;95.0028924942;8;50.5093612671;141.903762817;41;132.27069068;
111;8;32.5999984741;100.502182007;28;95.002603054;8;52.5812568665;140.985595703;41;133.148239613;
112;8;35.5999984741;95.1999969482;29;95.002342701;9;50.6435852051;146.065887451;41;133.81492877;
