Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;2;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;2;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;2;20.0;1;9.0;10.0;6;20.0;
7;1;14.0;10.0;2;20.3999996185;1;9.5;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;2;20.7264003754;2;9.5;10.3000001907;4;21.3999996185;
9;2;15.3268795013;10.3632001877;1;22.8194274902;2;9.81500053406;10.1999998093;4;21.7264003754;
10;2;16.8187427521;10.9097137451;1;23.7616035938;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;18.8187427521;11.3658018112;1;24.5351526737;2;9.94783401489;10.4951858521;4;23.0619120598;
12;2;20.8187427521;11.7372808456;1;25.1591641903;2;10.1889305115;11.0209560394;4;23.9545464516;
13;2;22.8187427521;12.0336990356;2;25.6560432911;2;11.9568777084;11.4571752548;4;24.6819883585;
14;2;24.3243255615;12.2662630081;2;26.0483692884;2;13.9568777084;11.8107032776;3;25.2644146681;
15;2;25.3388690948;12.446267128;2;26.1887089014;2;15.9568777084;12.0916318893;3;25.7245066166;
16;2;26.3536605835;12.5;2;26.2221269608;2;16.9707603455;12.3113050461;3;26.0845712423;
17;2;27.3687000275;12.5;2;26.2560760975;2;17.9754657745;12.4808797836;3;26.1438889503;
18;2;28.3839759827;12.5;2;26.2905418873;2;18.9802093506;12.5;4;26.1651208401;
19;2;28.8307437897;12.5;3;26.3255085945;2;19.8871517181;12.5;4;26.1864993572;
20;2;28.8464794159;12.5;3;26.3609591722;2;19.8919620514;12.5;5;26.2080165148;
21;2;28.8624305725;12.5;3;26.3968753815;2;19.8968029022;12.5;5;26.2296639681;
22;2;28.8785934448;12.5;3;26.4332377911;2;19.9016742706;12.5;5;26.2514331341;
23;2;28.8949565887;12.5;3;26.4700255394;2;19.9065723419;12.5;5;26.2733153105;
24;3;28.9115104675;12.5;3;26.5072168112;2;19.9114952087;12.5;7;26.2953014374;
25;4;28.9282474518;12.5;2;26.5447884798;2;19.9164428711;12.5;7;26.3173824549;
26;4;28.9451541901;12.5;2;26.5827163458;2;19.9214115143;12.5;7;26.3395489454;
27;4;28.962223053;12.5;2;26.6209751368;2;19.926399231;12.5;7;26.3617914915;
28;4;28.9794387817;12.5;2;26.6595385075;2;19.9314041138;12.5;7;26.3841004372;
29;4;28.9967918396;12.5;2;26.6983793974;2;17.936422348;13.5;7;26.4064661264;
30;4;29.0142707825;12.5;2;26.7374696732;2;16.9414558411;14.5;9;26.428878665;
31;4;29.0318603516;12.5;2;26.7767804861;2;15.9464979172;15.5;9;26.4513280392;
32;4;29.0495510101;12.5;2;26.8162822723;2;14.9515485764;16.5;9;26.4738043547;
33;4;29.0673274994;12.5;2;26.8559447527;2;14.3316059113;17.5;10;26.4962974787;
34;4;29.0851745605;14.5;3;26.8957372904;2;14.3366670609;18.5;6;26.5187973976;
35;4;29.1030807495;16.5;3;26.9356285334;2;14.0;19.5;6;26.5412938595;
36;4;29.1210327148;18.5;3;26.9755871296;2;14.0;20.5;6;26.5637768507;
37;4;29.1390151978;20.5;4;27.015581131;2;14.0;21.5;6;26.5862361193;
38;4;29.1570110321;22.5;4;27.0555787086;2;14.0;22.5;7;26.6086617708;
39;4;29.1750106812;22.5;4;27.0955479145;2;14.0;23.5;7;26.6310436726;
40;4;29.1929969788;22.5;5;27.135456562;2;14.0;24.5;8;26.6533719301;
41;4;29.2109565735;22.5;4;27.17527318;2;14.0;25.5;9;26.6756366491;
42;4;29.2288722992;22.5;5;27.2149660587;2;14.3770179749;26.5;10;26.6978281736;
43;4;29.2467346191;22.5;6;27.2545039654;2;14.3820114136;27.5;11;26.7199368477;
44;4;29.2645263672;22.5;6;27.293856144;2;14.3869857788;28.5;11;26.7419531345;
45;4;29.2822341919;22.5;6;27.3329925537;3;14.3919391632;29.5;9;36.7638677359;
46;4;29.2998466492;22.5;7;27.3718836308;3;16.0;27.5;8;37.1856710911;
47;4;29.3173484802;22.5;8;27.4105007648;3;16.4017753601;28.5;7;37.5817551613;
48;4;29.3347244263;22.5;8;27.4488155842;3;17.4066543579;29.5;7;37.9508494139;
49;4;29.3519668579;22.5;8;27.4868011475;3;19.4115047455;27.5;7;38.2923636436;
50;4;29.3690605164;22.5;8;27.5244314671;3;19.4163246155;28.5;8;38.6063199043;
51;4;29.3859939575;22.5;9;27.5616812706;3;20.9415245056;28.5;9;38.89326334;
52;4;29.4027557373;22.5;9;27.5985264778;3;21.6001625061;29.5;10;39.15416646;
53;4;29.419336319;22.5;9;27.6349442005;3;23.1027259827;30.5;10;39.3903281689;
54;4;29.4357261658;22.5;10;27.6709127426;3;23.7367591858;31.5;11;39.6032766104;
55;4;29.4519119263;22.5;10;28.7331206799;4;24.7944602966;32.5;10;39.7946841717;
56;4;29.9299049377;23.0;10;29.5750780106;4;25.4707527161;31.5;11;39.9662950039;
57;5;30.3087844849;23.3899993896;10;30.2312240601;4;25.9652080536;30.5;11;40.0;
58;5;30.6040496826;23.6872596741;11;30.73741889;5;25.9750003815;29.5;9;64.0;
59;6;30.8318386078;23.9097423553;10;30.9786875248;5;26.5249996185;29.5;9;65.2000007629;
60;6;30.9404067993;24.0;11;31.0388960838;5;27.9750003815;29.5;9;66.1576004028;
61;6;30.967502594;24.0;11;31.0984919071;5;28.9750003815;30.5;10;67.9011039734;
62;6;30.9943199158;24.0;12;31.1574099064;5;30.9750003815;32.5;10;68.505730629;
63;6;31.0208320618;24.0;12;31.2155880928;5;32.9749984741;34.5;10;68.9683127403;
64;6;31.0470123291;24.0;12;31.2729673386;5;34.2993545532;35.5;10;69.1235535145;
65;6;31.0728340149;24.0;12;31.329492569;5;35.3120651245;36.5;11;69.1671074629;
66;6;31.0982704163;24.0;12;32.3851120472;5;36.3251342773;37.5;11;69.211841464;
67;6;32.123298645;25.0;12;32.459777832;5;36.9749984741;37.5;11;69.2577478886;
68;6;29.5999984741;28.0;12;32.5336420536;5;37.9749984741;37.5;12;69.3048160076;
69;6;30.5999984741;28.3973789215;13;33.6066585779;5;38.9749984741;37.5;13;69.3530313969;
70;6;33.5999984741;29.0;13;33.7787849903;6;39.9749984741;37.5;13;69.4023760557;
71;6;35.2189331055;31.0;13;33.9588825703;6;38.5250015259;38.5;13;69.4528282881;
72;6;35.2416381836;32.4407577515;14;34.1474813223;6;38.5250015259;40.5;15;71.6334195137;
73;6;35.2638320923;33.4491271973;14;34.3451036215;6;38.5810012817;41.9000015259;16;73.3509140015;
74;8;35.2855033875;35.4491271973;12;34.5522532463;6;37.9305419922;42.9000015259;16;74.6889572144;
75;8;36.0242080688;36.4491271973;13;34.7694016695;6;37.5704116821;43.9000015259;17;75.4871747494;
76;8;36.1123046875;37.4491271973;13;34.9969736338;6;37.6619415283;44.9000015259;17;75.8879660368;
77;8;36.2050285339;38.4491271973;13;35.2353292704;6;37.7000007629;45.9000015259;17;75.9844795465;
78;8;36.3025474548;39.4491271973;13;35.484746933;6;37.7000007629;46.9000015259;19;76.0840115547;
79;8;36.4049911499;39.5005722046;13;35.7360011339;7;37.7000007629;47.9000015259;18;76.1864612103;
80;8;36.5082054138;39.5093269348;13;36.968234539;8;37.7000007629;48.9000015259;17;76.2917072773;
81;8;37.6028175354;40.518119812;14;37.2328923941;8;36.7000007629;46.5;18;76.3996076584;
82;8;38.7029762268;41.5269546509;14;39.1010047197;8;36.7000007629;47.5;18;76.5099990368;
83;8;39.5186386108;43.2410888672;15;40.6470686197;8;37.7000007629;49.5;18;76.6226980686;
84;9;40.1890792847;44.7846107483;14;41.9276283979;8;37.7000007629;51.5;19;76.7375013828;
85;9;40.7397575378;46.1861801147;15;43.003663063;9;37.7000007629;53.5;18;76.8541872501;
86;9;41.1981277466;46.4768714905;16;43.7590974569;9;37.7000007629;55.5;18;76.9725165367;
87;9;35.3149452209;49.4917106628;14;44.3130323887;9;37.7000007629;57.5;18;77.0922341347;
