Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;2;8.0;11.5;4;21.0;
5;1;12.0;10.0;6;20.0;2;8.0;10.0;4;21.2000000477;
6;1;13.0;10.0;5;20.0;2;9.0;10.0;3;22.4376000166;
7;1;14.0;10.0;5;20.3999996185;2;9.72500038147;10.5;3;23.5588291883;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;9.9139995575;10.9200000763;3;24.8159723282;
9;1;14.3268795013;10.3632001877;3;21.8194274902;2;10.1184225082;11.3742723465;3;25.9677221775;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;10.2848453522;11.7441015244;3;27.0417115688;
11;2;16.8187427521;11.3658018112;2;24.4745616913;2;10.4175901413;12.0390892029;3;29.1799073219;
12;2;18.8187427521;11.7372808456;2;25.1973980665;2;12.2848453522;13.7520227432;3;31.1839208603;
13;2;20.3272438049;12.0336990356;2;25.8079570532;2;14.2848453522;13.3253479004;3;32.0373206139;
14;2;20.6135807037;12.2662630081;2;26.3302583694;2;16.2848453522;13.2428131104;3;33.0795016289;
15;2;20.8486175537;12.446267128;2;26.6183350086;2;18.2848453522;13.1685314178;3;34.3116483688;
16;2;20.9782505035;12.5;2;26.8187118769;2;20.109210968;13.1016778946;3;35.7231063843;
17;2;23.0200614929;12.5;2;27.0402543545;2;21.4538650513;13.0415096283;4;37.288315773;
18;2;24.1197547913;12.5;2;27.2842636108;2;22.3898696899;12.9873590469;4;38.9655408859;
19;2;25.2295589447;12.5;3;27.5518820286;2;22.7672462463;12.9386234283;4;40.6986207962;
20;2;26.34998703;12.5;3;27.8440244198;2;20.7475090027;13.8947610855;3;42.4223117828;
21;2;26.5298118591;12.5;3;28.1613030434;3;19.7848777771;14.8552846909;2;44.070602417;
22;2;26.672586441;12.5;3;28.5039470196;3;19.7688903809;15.8197565079;3;45.5859947205;
23;2;26.8267765045;12.5;3;28.871723175;4;19.7545013428;16.7877807617;2;46.9270820618;
24;2;26.992275238;12.5;4;29.263862133;4;20.7415504456;14.7590026855;2;48.0722465515;
25;4;27.1687374115;12.5;3;29.6789975166;4;21.7298965454;13.7331027985;2;49.0189247131;
26;4;27.3555488586;12.5;3;30.1151270866;4;22.7194061279;12.7097921371;2;49.7795009613;
27;4;27.5518074036;12.5;4;30.5695996284;4;20.7099647522;13.6888132095;2;51.3757286072;
28;4;27.7563209534;12.5;4;31.0391392708;4;20.7014694214;14.6699314117;2;51.8834788799;
29;4;27.9676132202;12.5;4;31.5199065208;4;21.6938228607;15.6529378891;2;52.2807335854;
30;4;23.9676132202;14.5;4;32.007601738;4;21.9348831177;16.6376438141;2;52.4037088156;
31;4;24.25;14.5;4;32.4976010323;4;21.9408340454;17.623878479;2;52.4349271059;
32;4;22.25;16.4990406036;4;32.9851250648;4;21.9478588104;18.611492157;3;52.4706568718;
33;4;21.25;17.6940498352;4;33.465420723;4;21.9558982849;19.6003417969;3;52.5106577873;
34;4;23.25;13.6940498352;4;34.9339466095;4;21.9648971558;20.5903072357;3;52.5547095537;
35;4;26.25;13.0940494537;4;35.4265451431;4;21.9748096466;21.5812759399;3;52.6026016474;
36;4;29.25;12.9160003662;5;35.9007735252;4;21.9855861664;22.5731487274;2;52.6541422606;
37;4;31.25;15.9160003662;5;36.3536427021;4;21.9971809387;23.5658340454;2;52.7091449499;
38;4;31.8535404205;18.9160003662;5;36.7828615904;4;22.009557724;24.5592498779;2;53.767431736;
39;4;32.0270881653;21.9160003662;5;37.1868590117;4;23.0226726532;25.5533256531;3;53.8688306808;
40;4;32.1887588501;24.9160003662;6;38.5647575855;5;24.0364875793;26.5479927063;3;53.9743599892;
41;4;33.3381538391;28.9160003662;7;38.9763224125;5;24.0509643555;27.5431938171;4;54.0838537216;
42;4;34.4751777649;30.0219268799;7;41.0023318529;5;24.0660686493;28.5388755798;4;54.1971464157;
43;4;35.3192367554;31.6818695068;8;42.7275305986;5;24.0817604065;29.5349884033;4;54.3140677214;
44;4;36.0244827271;33.2108535767;9;44.1824014187;5;25.0980014801;30.5349884033;5;54.4344456196;
45;5;36.6045646667;34.6261367798;8;45.4060469866;6;26.1147575378;32.5349884033;5;54.5581014156;
46;5;37.0770339966;34.9483413696;9;46.4385789633;6;27.1319904327;34.5349884033;5;54.6848528385;
47;5;37.4598999023;35.1977348328;10;47.052210331;6;28.1496601105;36.5349884033;6;54.8145073652;
48;5;37.6506538391;35.2598953247;10;47.5920137167;6;29.1677284241;38.5206604004;6;54.9468694925;
49;5;37.8045730591;35.3062515259;11;48.0964188576;6;30.0361595154;37.5185928345;7;55.0817344189;
50;5;37.9389801025;35.3544998169;11;48.5689040422;6;30.0549087524;36.5167350769;8;55.2188937664;
51;5;38.055480957;35.4046058655;11;50.013163209;7;30.0739364624;35.5150604248;5;70.3581330776;
52;5;39.1558189392;36.4565162659;12;50.5928887129;7;31.0932044983;35.5135536194;5;71.2492302656;
53;5;40.2417488098;37.5101623535;13;51.0309423208;7;32.1126708984;35.5121994019;5;72.0613331795;
54;6;40.8546829224;38.5654678345;13;51.4841647148;7;32.1322898865;35.5109786987;5;73.7933783531;
55;6;40.25;39.6223220825;13;53.700722456;7;33.1520233154;37.5098800659;5;74.577655077;
56;7;41.8093643188;41.2830657959;12;55.6026673317;7;33.1718254089;40.508895874;6;75.3043699265;
57;7;42.5227584839;41.7954597473;14;57.2612328529;7;33.4786338806;42.5080032349;6;75.9813488722;
58;8;43.1218948364;42.1903572083;13;58.680508852;7;32.8017311096;45.5072021484;6;76.617266655;
59;8;44.6089782715;41.0;13;59.7486600876;7;32.4779205322;48.5064849854;9;77.2209852934;
60;8;45.686340332;41.0;14;60.823302269;7;32.6276245117;50.9117279053;9;77.7073462009;
61;8;46.1179199219;41.0;14;61.7729449272;7;33.7864189148;50.9728088379;10;78.0986895561;
62;8;46.49243927;41.0;16;63.7902393341;8;34.6538581848;49.9722824097;12;78.5131678581;
63;8;47.8967132568;42.0;16;64.872292757;8;33.326915741;52.9718093872;12;78.9514753819;
64;8;49.3295516968;43.0;16;68.0135917664;8;34.1780509949;53.4946479797;12;82.3863675594;
65;8;52.7885894775;46.0;17;69.3457347155;8;33.7223587036;56.2557525635;12;85.2553775311;
66;8;56.2701873779;49.0;19;70.7306420803;8;35.7456130981;54.6450538635;13;87.6452074051;
67;8;58.2374572754;52.0;19;72.1553713083;8;36.1158981323;55.6890144348;15;89.6500957012;
68;9;59.2072257996;54.0;20;73.6048707962;9;34.4869842529;58.9110450745;14;91.1558187008;
69;10;58.7948379517;56.0;20;75.062830925;9;36.5423088074;58.0;14;91.9055016041;
70;10;57.306312561;57.6965637207;21;76.5127533674;9;32.5999984741;62.0;14;92.6839151382;
71;10;57.7619056702;58.7749862671;21;77.9390878677;9;31.5999984741;66.0;15;93.4856054783;
72;10;57.253276825;59.8607177734;22;79.328275919;10;30.5999984741;70.0;14;94.3039739132;
73;10;58.2699356079;58.9540901184;23;80.6695332527;10;29.5999984741;73.1361160278;14;95.1314733028;
74;10;59.7068481445;59.0553665161;23;82.955275178;10;29.5999984741;74.1361160278;15;95.9599032402;
75;10;62.110534668;61.1647186279;24;84.27115345;10;29.2999992371;75.1361160278;16;96.7807784081;
76;11;64.479057312;63.2822189331;23;85.5328650475;10;29.2999992371;76.1361160278;17;97.5857412815;
77;11;65.3461380005;65.4078063965;25;86.7417521477;10;30.2999992371;78.1361160278;18;98.366969347;
78;11;65.6912307739;67.5412750244;26;87.9008488655;10;31.2999992371;80.1361160278;20;99.1175427437;
79;12;59.1198348999;73.3130950928;26;89.0141912699;10;32.2999992371;82.1361160278;21;99.8317337036;
80;12;54.9495773315;77.079788208;27;90.0861952305;10;33.2999992371;84.1361160278;21;100.505182743;
81;13;52.9495773315;80.3750610352;26;91.121160984;10;34.2999992371;87.1361160278;22;101.117323875;
82;13;50.9495773315;82.9335861206;26;93.0715193748;10;34.5999984741;90.1361160278;22;101.652611256;
