Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
7;2;14.4499998093;10.0;5;21.3999996185;1;9.5;10.0;6;20.0;
8;2;14.6300001144;10.1999998093;5;21.7264003754;1;9.5;10.0;6;20.3999996185;
9;2;14.7768793106;10.3632001877;5;22.8594274521;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.2867431641;10.9097137451;5;23.8127875328;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;17.2867431641;11.3658018112;5;24.5981152058;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;19.2867431641;11.7372808456;5;25.2345055342;2;10.184431076;11.0209560394;5;23.944350481;
13;2;20.3439407349;12.0336990356;5;25.7443674803;2;11.954583168;11.4571752548;4;24.6819975376;
14;2;20.5849647522;12.2662630081;5;26.1502821445;2;13.9545841217;12.1288805008;4;25.2750298977;
15;2;20.7676277161;12.446267128;5;26.3048160076;2;15.9545841217;12.0916318893;4;25.746127367;
16;2;20.8371677399;12.5;4;26.3530313969;2;16.9756240845;12.3113050461;4;26.1175945997;
17;2;22.8105049133;12.5;4;26.4023760557;2;17.9828968048;12.4808797836;4;26.1887089014;
18;2;23.8327102661;12.5;4;26.4528282881;2;18.7228336334;12.8566131592;4;26.2221269608;
19;2;24.8554134369;12.5;5;26.5043625832;2;19.8999786377;12.5;4;26.2560760975;
20;2;25.8786048889;12.5;5;26.5569496155;2;19.625;12.8768224716;4;26.2905418873;
21;2;25.9506263733;12.5;5;26.6105561256;2;19.625;13.0162162781;4;26.3255085945;
22;2;25.9747505188;12.5;5;26.6651450396;2;19.9232387543;12.5;4;26.3609591722;
23;2;25.9993152618;12.5;5;26.72067523;2;19.625;13.0443840027;5;26.3968753815;
24;2;26.0243034363;12.5;5;26.7771017551;3;19.625;13.0587501526;4;26.4332377911;
25;3;26.0496959686;12.5;4;26.8343759775;3;19.947479248;12.5;3;26.4700255394;
26;3;26.0754699707;12.5;3;26.8924454451;3;19.625;13.0880098343;3;26.5072168112;
27;3;26.101600647;12.5;3;26.9512542486;3;19.625;13.1028871536;3;26.5447884798;
28;3;26.1280651093;12.5;2;27.0107431412;3;19.625;13.1179151535;3;26.5827163458;
29;3;26.1548347473;12.5;2;27.0708494186;3;19.9811115265;12.5;3;26.6209751368;
30;3;26.1818828583;12.5;2;27.1315076351;3;17.9897193909;13.5;3;26.6595385075;
31;3;26.2091789246;12.5;2;27.1926498413;3;16.9983959198;14.5;2;26.6983793974;
32;3;26.2366924286;12.5;2;27.2542052269;3;16.0071353912;15.5;2;26.7374696732;
33;3;26.2643928528;12.5;2;27.3161010742;3;15.0159301758;16.5;2;26.7767804861;
34;3;26.2922458649;12.5;3;27.3782629967;3;14.3997755051;17.5;2;26.8162822723;
35;3;26.3202190399;12.5;3;27.4406147003;0;0;0;0;0;
