Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;2;7.0;13.3000001907;5;21.0;
3;1;11.0;10.0;5;20.0;2;8.14999961853;12.0;5;21.0900000334;
4;1;11.0;10.0;5;20.0;2;8.16349983215;11.0;5;21.1871190071;
5;1;12.0;10.0;5;20.0;2;8.17806816101;10.0;5;21.2917383909;
6;1;13.0;10.0;5;20.0;2;9.29064083099;10.0;4;21.4042263031;
7;1;14.0;10.0;5;20.3999996185;2;9.81595134735;10.0;4;21.5249304771;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;9.84310913086;10.0;4;22.0694183111;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;9.96561908722;10.1999998093;4;22.5515855551;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;10.0741062164;10.3632001877;4;22.983014226;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;10.1711778641;10.4951858521;4;24.2738182545;
12;1;16.8187427521;11.7372808456;5;24.0673980713;2;10.4616098404;11.0209560394;4;25.4089095592;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;12.2841091156;11.4571752548;4;26.4029755592;
14;1;18.8187427521;12.2662630081;6;24.892534256;2;14.2841091156;11.8107032776;4;27.276881218;
15;1;19.8187427521;12.446267128;6;25.0;2;16.2841091156;12.0916318893;4;28.0536293983;
16;1;20.8187427521;12.5;6;25.0;2;17.4948120117;12.3113050461;4;28.755402565;
17;1;21.8187427521;12.5;6;25.0;2;18.5764026642;12.4808797836;4;29.1808357239;
18;1;22.8187427521;12.5;6;25.0;2;19.663520813;12.5;5;29.5913586617;
19;1;23.25;12.5;7;25.0;2;20.6580562592;12.5;5;30.0233430862;
20;1;23.25;12.5;7;25.0;2;20.7552528381;12.5;6;30.4742712975;
21;1;23.25;12.5;7;25.0;2;20.856710434;12.5;6;30.9409928322;
22;1;23.25;12.5;7;25.0;2;20.9617233276;12.5;6;31.4197778702;
23;1;23.25;12.5;7;25.0;3;21.0694503784;12.5;5;31.906411171;
24;1;23.25;12.5;7;25.0;3;21.1789417267;12.5;5;32.3963236809;
25;1;23.25;12.5;7;25.0;3;21.2891731262;12.5;6;32.8847527504;
26;2;23.25;12.5;7;25.0;3;21.3990688324;12.5;7;33.3669252396;
27;2;23.25;12.5;7;25.0;3;21.5075588226;12.5;8;33.8382406235;
28;2;23.25;12.5;7;25.0;3;21.6136035919;12.5;8;34.2944498062;
