Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
7;1;14.0;10.0;3;20.3999996185;1;9.5;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;3;20.7264003754;1;9.5;10.0;6;20.3999996185;
9;1;14.3268795013;10.3632001877;3;21.8194274902;2;9.59000015259;10.5;5;21.7264003754;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;9.88844013214;10.3632001877;5;22.0603717566;
11;1;15.8187427521;11.3658018112;3;23.4745616913;2;9.96358394623;10.4951858521;5;23.2074631453;
12;1;16.8187427521;11.7372808456;3;24.0673980713;2;10.2216796875;11.0209560394;5;24.1828715801;
13;1;17.8187427521;12.0336990356;4;24.5325260162;2;12.0082511902;11.4571752548;5;25.0006883144;
14;2;19.8187427521;12.2662630081;3;25.892534256;2;14.0082511902;11.8107032776;5;25.6814495325;
15;2;21.8187427521;12.446267128;3;26.1299999952;2;16.0082511902;12.0916318893;5;26.2481688261;
16;2;23.3272438049;12.5;3;26.2754310369;2;17.0885848999;12.3113050461;5;26.723449707;
17;2;24.3926868439;12.5;3;26.4377241135;2;18.1192131042;12.4808797836;5;26.9068236351;
18;2;25.465719223;12.5;3;26.6183350086;2;19.1518688202;12.5;5;27.0611462593;
19;2;25.9782505035;12.5;3;26.8187118769;2;20.0887584686;12.5;5;27.2247776985;
20;2;26.0684204102;12.5;3;27.0402543545;2;20.1255760193;12.5;6;27.3977591991;
21;2;26.1681137085;12.5;5;27.2842636108;2;20.1644954681;12.5;7;27.5800426006;
22;2;26.2779178619;12.5;5;27.5518820286;2;20.2055091858;12.5;7;27.7714805603;
23;2;26.3983459473;12.5;5;27.8440244198;2;20.24858284;12.5;7;27.9718174934;
24;2;26.5298118591;12.5;5;28.1613030434;2;20.2936592102;12.5;7;28.1806821823;
25;2;25.25;13.5;5;28.5039470196;2;20.3406524658;12.5;8;28.3975830078;
26;2;25.25;13.9015789032;6;28.871723175;3;20.3894557953;12.5;8;28.6219055653;
27;2;25.25;14.0486888885;7;29.263862133;3;20.4399280548;12.5;8;28.8529140949;
28;2;25.25;14.2055444717;7;29.6789975166;3;19.625;13.5;9;29.089756012;
29;2;25.25;14.3715991974;7;30.1151270866;3;18.5451946259;13.5;9;29.3314704895;
30;2;25.25;14.5460510254;7;30.5695996284;3;17.5995807648;14.5;9;29.5770010948;
31;2;25.25;14.7278404236;7;31.0391392708;3;16.6548252106;15.5;9;29.8252120018;
32;2;25.25;14.9156551361;7;31.5199065208;3;15.7106723785;16.5;9;30.0749063492;
33;2;25.25;15.1079626083;8;32.007601738;3;15.1418533325;17.5;9;30.3248500824;
34;2;25.25;15.3030405045;9;32.4976010323;3;15.198091507;18.5;9;31.5737948418;
35;2;25.25;15.4990406036;9;32.9851250648;3;16.2541046143;19.5;9;31.8505022526;
36;2;25.25;15.6940498352;9;33.465420723;3;17.3096122742;20.5;9;32.1243607998;
37;2;25.25;17.6940498352;7;33.9339466095;4;17.6029815674;21.5;6;42.3942196369;
38;2;25.25;19.6940498352;8;34.3865451813;4;18.6637001038;22.5;6;43.0590064526;
39;2;25.25;21.6940498352;8;34.8195896149;4;19.4704856873;24.2864627838;6;43.6921471357;
40;2;26.25;21.5;9;35.2300891876;4;20.7814922333;24.5;6;44.2915164232;
41;2;27.25;22.5;10;35.6157541275;4;21.5706958771;26.3320960999;6;44.8557920456;
42;2;28.25;22.5;10;35.9750175476;4;20.8494358063;27.5;7;45.3843924999;
43;2;29.25;22.5;11;36.307009697;4;20.9229297638;29.5;7;45.8773896694;
44;2;30.25;22.5;12;36.6115064621;4;20.9904937744;31.5;7;46.3354120255;
45;2;30.4751777649;22.5;12;36.8888463974;4;21.0523490906;33.5;9;46.7595392466;
46;2;30.599981308;22.5;12;37.1398382187;4;22.1087837219;32.5;12;47.1511955261;
47;2;30.7129268646;22.5;13;37.3656587601;4;23.1601409912;34.5;12;47.5120561123;
48;3;30.8145465851;22.5;10;50.3869314194;3;20.322479248;32.5;12;34.8734154701;
49;3;29.8145465851;24.5;10;50.7183046341;3;20.0;33.5;13;35.0447763205;
50;3;29.8145465851;26.5;10;50.9073896408;3;21.0;34.5;14;35.2072049379;
51;3;28.8145465851;25.5;10;51.0;3;22.625;32.5;14;35.360999465;
52;3;29.25;27.5;10;51.0;4;22.9811115265;33.5;12;36.5065037012;
53;3;30.1749992371;29.5;10;51.0;4;23.625;34.5;12;36.7740937471;
54;3;30.1749992371;30.5;11;51.0;4;24.625;32.5;13;36.9738104343;
55;3;30.1749992371;28.5;11;51.0;4;25.625;32.5;13;37.1751937866;
56;3;30.1749992371;29.5;10;51.0;4;25.6499996185;32.5;14;37.3951154947;
57;3;30.1749992371;30.5;11;51.2600002289;4;25.6499996185;34.5;14;37.6349941492;
58;3;30.233499527;31.5;12;52.8807249069;4;26.0586624146;33.7730979919;14;37.8961991072;
59;2;25.7000007629;28.0;12;40.5194797516;5;26.1090564728;33.5;12;51.6707254648;
60;3;26.0510005951;26.3899993896;10;45.9692573547;5;27.1639595032;33.5;12;51.9291628599;
61;3;27.3185329437;26.6872596741;10;46.845225811;5;28.2241725922;34.5;12;52.2170982361;
62;3;28.5187683105;26.9097423553;11;47.4208836555;5;28.6499996185;35.5;13;52.5346226692;
63;3;28.5999984741;27.0;11;47.7826690674;5;29.6499996185;36.5;14;52.8814899921;
64;3;28.5999984741;28.0;13;48.1137137413;5;30.647441864;37.5;14;53.2570393085;
65;3;28.5999984741;29.0;13;48.3058166504;6;30.6401977539;37.5;13;53.6601104736;
66;3;26.5999984741;30.0;12;48.4487652779;6;30.6336784363;37.5;13;54.0889832973;
67;3;27.5999984741;29.0;13;48.5877761841;6;30.6278095245;37.5;13;54.5413348675;
68;3;25.5999984741;30.0;13;48.7225656509;6;30.6225280762;37.5;13;55.0142214298;
69;3;24.5999984741;31.0;14;48.8528933525;6;30.6177749634;37.5;14;55.5041017532;
70;3;23.5999984741;32.0;14;48.9785614014;6;30.6134986877;37.5;15;56.0068945885;
71;3;22.5999984741;33.0;14;49.0994143486;6;30.6096496582;37.5;15;58.1100325584;
72;3;21.5999984741;34.0;16;49.215338707;6;28.8892841339;39.0;15;59.9668443203;
73;3;20.5999984741;35.0;16;49.3262615204;7;29.0881099701;40.3899993896;15;61.6068005562;
74;3;19.5999984741;36.0;16;49.4321465492;7;29.2643966675;41.6872596741;14;63.0604841709;
75;3;18.5999984741;37.0;16;49.5329933167;7;30.401758194;39.9097442627;15;64.0971114635;
76;3;17.5999984741;38.0;19;49.6288328171;7;31.4499988556;39.0;15;64.8910324574;
77;3;16.5999984741;39.0;19;49.719725132;7;32.6762619019;40.0;15;66.6462028027;
78;4;16.0;40.0;18;49.8057560921;7;33.6999969482;41.0;15;67.3052158356;
79;4;17.0;39.0;18;49.8870334625;8;29.6999988556;44.0;14;82.9298751354;
80;4;16.0;39.0;19;49.9636836052;8;29.4499988556;48.0;16;84.5666930676;
81;4;16.0;41.0;19;50.0;8;29.4499988556;52.0;17;86.06856215;
82;4;17.0;38.0;19;50.0;8;29.4499988556;55.8169746399;17;87.4241675138;
83;4;16.0;40.0;20;50.0;8;29.4499988556;58.8482894897;17;88.6302354336;
84;4;16.0;42.0;20;50.0;8;30.1499996185;61.8804244995;19;89.6903738976;
85;4;17.0;38.0;20;50.0;9;31.1499996185;64.8804244995;19;90.61337924;
86;4;16.0;40.0;19;50.0;9;32.1500015259;66.8804244995;19;91.4114276171;
87;4;16.0;42.0;19;50.0;9;33.1500015259;68.8804244995;19;92.0984221697;
88;4;17.0;41.0;20;50.0;9;34.1500015259;70.8804244995;18;92.6886789799;
89;4;16.0;43.0;20;50.0;9;35.1500015259;72.8804244995;19;93.028223753;
90;5;16.0;45.0;17;64.0;8;31.0;69.0898666382;19;79.1348965168;
