Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;2;8.0;10.3000001907;5;21.0;
6;1;13.0;10.0;5;20.0;2;9.22500038147;10.0;4;21.1200000048;
7;1;14.0;10.0;5;20.3999996185;2;9.75199985504;10.0;4;21.2530560493;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;9.78193759918;10.0;3;21.8127820492;
9;2;14.7768793106;10.3632001877;4;22.8594274521;2;9.90787601471;10.1999998093;3;22.3170127869;
10;2;15.2867431641;10.9097137451;4;23.8127875328;2;10.0213279724;10.3632001877;3;22.7783694267;
11;2;17.2867431641;11.3658018112;3;24.5981152058;2;10.1251335144;10.4951858521;3;24.1197800636;
12;2;19.2867431641;11.7372808456;3;25.2345055342;2;10.4269514084;11.0209560394;3;25.3230593204;
13;2;20.3439407349;12.0336990356;4;25.7443674803;2;12.264793396;11.4571752548;3;26.4056642056;
14;2;21.3640708923;12.2662630081;4;26.1502821445;2;14.264793396;11.8107032776;3;27.3911669254;
15;2;22.3847293854;12.446267128;4;26.3048160076;2;16.264793396;12.0916318893;3;28.3050293922;
16;2;23.4059104919;12.5;4;26.3530313969;2;17.5513782501;12.3113050461;3;29.1714119911;
17;2;24.4276065826;12.5;4;26.4023760557;2;18.6700057983;12.4808797836;3;29.790178299;
18;2;25.4498119354;12.5;4;26.4528282881;2;19.8006229401;12.5;4;30.4229521751;
19;2;25.9037723541;12.5;5;26.5043625832;2;20.8451652527;12.5;4;31.1049995422;
20;2;25.9269638062;12.5;5;26.5569496155;2;20.9986248016;12.5;4;31.8311891556;
21;3;25.9506263733;12.5;4;26.6105561256;2;21.1620178223;12.5;4;32.5941519737;
22;3;25.9747505188;12.5;4;26.6651450396;3;21.3336849213;12.5;3;33.38438797;
23;3;25.9993152618;12.5;4;26.72067523;3;21.5114879608;12.5;4;34.1905984879;
24;3;26.0243034363;12.5;5;26.7771017551;4;21.6928844452;12.5;3;35.0002355576;
25;4;25.25;13.2108402252;4;26.8343759775;4;21.8750534058;12.5;3;35.8002309799;
26;4;25.25;13.2337503433;4;26.8924454451;4;22.0550518036;12.5;4;36.5778226852;
27;4;25.25;13.256978035;4;26.9512542486;4;22.2300109863;12.5;4;37.3213710785;
28;4;25.25;13.2805013657;4;27.0107431412;4;22.3973083496;12.5;4;38.0210561752;
29;4;25.25;13.3042974472;4;27.0708494186;4;18.3973083496;14.5;4;38.6693668365;
30;4;25.25;13.3283395767;4;28.1315076351;4;16.625;16.5;4;39.2613372803;
31;4;26.25;13.7526025772;4;28.2326498032;4;15.625;18.5;4;40.7945203781;
32;4;27.25;13.7930603027;4;28.3353891373;4;17.625;17.5;4;41.3187558651;
33;4;27.25;13.8341550827;4;28.4396545887;4;19.625;17.5;6;43.6485085487;
34;4;27.25;13.8758611679;4;28.5453704596;4;18.625;16.5;6;45.6163266897;
35;4;27.25;13.9181480408;4;28.6524561644;4;18.625;17.6171875;7;47.2478905916;
36;4;28.7953281403;16.9181480408;4;29.7608273029;4;17.625;16.6171875;7;48.5823531151;
37;4;29.9423713684;20.9181480408;4;29.9103953838;4;17.625;17.2754020691;7;49.6637606621;
38;4;30.9916782379;24.9181480408;4;30.0622518063;4;17.0;16.2754020691;8;50.2708846331;
39;4;31.5280151367;28.9181480408;5;30.2163020372;4;18.0;16.2754020691;9;50.7567154169;
40;5;31.5973358154;31.5;5;30.3724458218;4;19.0;17.2754020691;9;51.167909503;
41;5;31.6676006317;32.5;5;30.5305765867;4;20.0;18.2754020691;9;51.5157340765;
42;5;31.7387599945;32.5;6;30.6905817986;4;20.7081451416;19.2754020691;10;51.6607804298;
43;5;31.810760498;32.5;6;30.8523435593;4;20.7250003815;20.2754020691;12;51.7328453064;
44;5;31.8835525513;32.5;6;31.015738368;5;20.7250003815;21.2754020691;9;61.8067884445;
45;5;31.9570808411;32.5;6;31.1806374788;5;21.7250003815;22.2754020691;9;62.2825505733;
46;5;32.031288147;32.5;7;31.346907258;5;23.7250003815;23.2754020691;9;62.7344638109;
47;5;32.1061096191;32.5;7;31.5144091845;5;25.7250003815;25.5;10;63.1611881256;
48;5;32.1814842224;32.5;7;31.6830004454;5;27.7250003815;28.5;10;63.5620536804;
49;5;32.2573509216;32.5;7;31.8525339365;5;29.7250003815;31.5;11;63.9369935989;
50;6;33.3336410522;33.5;6;33.0228592157;5;31.2454147339;34.5;11;64.2864542007;
51;6;33.6609725952;34.5;6;33.2338221073;5;32.3251647949;34.5;12;64.6113004684;
52;6;34.9552192688;35.5;7;33.4464492798;5;32.9221458435;34.5;12;64.9127147198;
53;6;35.0509033203;36.5;8;33.6605833769;5;32.9867591858;34.5;12;65.1921007633;
54;6;35.1472625732;37.5;8;33.8760612011;5;33.0444602966;34.5;13;65.4509990215;
55;6;35.244228363;37.5;8;34.0927150249;5;33.0957527161;34.5;14;65.6910154819;
56;8;36.3417205811;38.5;7;36.4922273159;5;33.1411628723;34.5;14;65.8096864223;
57;9;37.9715042114;40.0;7;37.7398785353;5;33.1500015259;34.5;13;65.8993241787;
58;9;38.9829483032;41.3899993896;7;38.812587142;5;33.1500015259;34.5;14;65.989222765;
59;9;39.4656639099;42.6872596741;7;39.7457479239;5;33.1500015259;34.5;14;66.079221487;
60;9;39.8855857849;43.9097442627;8;40.4238671064;5;33.1500015259;34.5;15;66.1691586971;
61;9;40.190738678;44.0;8;40.9302396774;5;33.1500015259;34.5;14;66.258872509;
62;9;39.2557792664;45.0;9;41.4446901083;5;33.1500015259;34.5;16;66.348202467;
63;10;39.4359359741;45.0792655945;8;42.9664827585;5;33.1500015259;34.5;17;66.4369900227;
64;10;40.6185073853;45.0;8;43.5548391342;5;33.1500015259;34.5;17;66.5250804424;
65;10;42.8032608032;46.0;10;44.1519043446;5;33.1500015259;34.5;17;66.6123232841;
66;10;40.1260375977;50.0;10;44.7568945885;5;33.1500015259;34.5;19;66.6985738277;
67;10;40.2279586792;54.0;10;45.3689843416;5;33.1500015259;34.5;19;69.0806796551;
68;11;40.3290252686;58.0;10;45.987314105;5;33.6779975891;35.0800018311;19;70.9795637131;
69;12;40.4290428162;61.665145874;9;46.6109901667;6;34.0952224731;35.5082702637;19;72.475382328;
70;12;40.5278320312;64.7028579712;10;47.2390906811;6;34.4199295044;35.8158721924;19;73.5835113525;
71;12;40.6252098083;67.5918731689;10;47.8706671;6;34.6558189392;36.0;19;75.1744775772;
72;12;39.0189094543;69.4417724609;10;48.5047512054;6;35.7717857361;37.0;20;75.4459798336;
73;12;37.0189094543;71.620300293;10;49.1403573751;7;36.7999992371;38.0;19;75.5906808376;
74;12;36.5999984741;73.8014373779;11;50.7764874697;7;34.7999992371;40.0;19;75.7337453365;
75;12;37.5999984741;76.9848937988;15;51.4521365166;7;33.7999992371;42.0;18;75.8749554157;
76;12;38.5999984741;80.1703796387;15;52.1274807453;7;32.7999992371;44.0;18;76.0141123533;
77;12;38.5999984741;83.3575897217;16;52.8015146255;7;31.7999992371;46.0;18;77.1510368586;
78;12;38.5999984741;86.5461883545;17;53.4732385874;7;32.4000015259;49.0;18;77.3155710697;
79;12;38.5999984741;89.7358398438;16;54.1416608095;7;33.4000015259;52.0;18;78.4781675339;
80;12;38.5999984741;92.5321273804;15;54.7643795013;7;34.4000015259;56.0;18;78.668702364;
81;12;38.5999984741;94.745803833;16;55.3653712273;7;35.4000015259;60.0;18;78.8576622009;
82;12;38.5999984741;96.960067749;17;55.9631650448;7;35.4000015259;63.6627540588;18;79.0449531078;
83;12;38.5999984741;99.1745376587;18;56.5567609072;7;35.4000015259;66.680480957;19;79.2304981947;
84;12;38.5999984741;104.034103394;19;57.1451872587;8;35.4000015259;69.6984405518;18;79.4142361879;
85;13;38.5999984741;105.382904053;18;57.7275054455;8;35.6600646973;71.7166213989;18;79.5961192846;
86;13;38.5999984741;106.028747559;18;58.3028142452;8;35.4000015259;74.5671081543;18;79.7761131525;
