Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;2;14.4499998093;10.0;4;21.3999996185;1;9.5;10.0;6;20.0;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;9.5;10.0;6;20.3999996185;
9;2;14.7768793106;10.3632001877;4;22.8594274521;2;9.59000015259;10.5;5;21.7264003754;
10;2;15.2867431641;10.9097137451;4;23.8127875328;2;9.88844013214;10.3632001877;5;21.9903717041;
11;2;17.2867431641;11.3658018112;4;24.5981152058;2;9.94783401489;10.4951858521;5;23.0719120502;
12;2;19.2867431641;11.7372808456;4;25.2345055342;2;10.1911802292;11.0209560394;5;23.9749414921;
13;2;20.3439407349;12.0336990356;5;25.7443674803;2;11.9614667892;11.4571752548;5;24.7131726742;
14;2;21.3640708923;12.2662630081;5;26.1502821445;2;13.9614667892;11.8107032776;5;25.3067810535;
15;2;22.3847293854;12.446267128;5;26.3048160076;2;15.9614667892;12.0916318893;5;25.7784451246;
16;2;23.4059104919;12.5;5;26.3530313969;2;16.9828968048;12.3113050461;5;26.1504684687;
17;2;24.4276065826;12.5;5;26.4023760557;2;17.9902935028;12.4808797836;5;26.2221269608;
18;2;25.4498119354;12.5;5;26.4528282881;2;18.9978122711;12.5;6;26.2560760975;
19;2;25.9037723541;12.5;6;26.5043625832;2;19.907617569;12.5;6;26.2905418873;
20;2;25.9269638062;12.5;6;26.5569496155;2;19.9153709412;12.5;6;26.3255085945;
21;2;25.9506263733;12.5;6;26.6105561256;2;19.9232387543;12.5;6;26.3609591722;
22;2;25.9747505188;12.5;6;26.6651450396;3;19.9312152863;12.5;6;26.3968753815;
23;2;25.9993152618;12.5;6;26.72067523;3;19.625;12.5;6;26.4332377911;
24;2;26.0243034363;12.5;7;26.7771017551;3;19.947479248;12.5;6;26.4700255394;
25;3;23.25;14.2108402252;6;26.8343759775;3;19.9557552338;12.5;6;26.5072168112;
26;4;24.25;13.2337503433;5;26.8924454451;3;19.625;13.1028871536;6;26.5447884798;
27;4;22.25;14.256978035;5;26.9512542486;3;19.625;13.1179151535;6;26.5827163458;
28;4;21.25;15.2805013657;5;27.0107431412;3;19.9811115265;12.5;6;26.6209751368;
29;4;20.25;16.3042964935;5;27.0708494186;3;17.9897193909;13.5;6;26.6595385075;
30;4;19.25;17.3283405304;5;27.1315076351;3;16.9983959198;14.5;6;26.6983793974;
31;4;18.25;18.3526039124;5;27.1926498413;3;16.0071353912;15.5;6;26.7374696732;
32;4;17.25;19.3770599365;5;27.2542052269;3;15.0159301758;16.5;6;26.7767804861;
33;4;16.25;20.4016819;5;27.3161010742;3;14.3997755051;17.5;6;26.8162822723;
34;4;15.25;21.4264411926;5;27.3782629967;3;14.4086637497;18.5;6;26.8559447527;
35;4;14.25;22.4513053894;7;27.4406147003;3;14.4175872803;19.5;7;26.8957372904;
36;4;15.25;20.4762458801;8;27.5030794144;3;14.4265403748;20.5;7;26.9356285334;
37;4;14.0;21.5012321472;9;27.5655794144;3;14.4355163574;21.5;7;26.9755871296;
38;4;14.0;22.5262317657;10;27.628036499;3;14.4445075989;22.5;7;27.015581131;
39;4;15.0;20.5512142181;10;27.690372467;3;15.4535055161;24.2000007629;6;28.0555787086;
40;4;14.0;21.5761489868;11;27.7525100708;3;16.0;25.2000007629;6;28.1355478764;
41;4;16.0;20.5761489868;11;27.8143725395;3;16.2339992523;26.5;6;28.2166404724;
42;4;17.2664680481;20.5761489868;11;27.8758842945;3;16.4804782867;27.2568283081;8;28.2988266945;
43;4;18.2941474915;21.5761489868;11;27.936971426;3;16.4894371033;28.2864875793;10;28.3820735216;
44;4;19.3216362;22.5;12;27.9975619316;3;16.2625999451;29.5;10;28.4663454294;
45;4;20.348903656;22.5;13;28.0575861931;3;16.5072631836;30.3482894897;11;28.5516040325;
46;4;21.37591362;22.5;12;28.1169772148;3;17.0;29.3804225922;12;28.6378085613;
47;4;22.402639389;22.5;13;28.1756706238;3;16.2935829163;30.1330947876;12;28.7249150276;
48;4;23.4290523529;22.5;13;28.2336053848;3;16.3044319153;31.1603183746;12;28.8128768206;
49;5;24.455121994;22.5;12;28.2907235622;3;17.0;30.1690139771;11;28.9016438723;
50;5;24.0;23.5;13;28.346971035;3;18.3268871307;31.1690139771;12;28.9911637306;
51;5;25.0;23.8387889862;13;28.4022974968;3;19.3384819031;32.1690139771;11;29.0813810825;
52;6;25.25;23.8609199524;11;30.0136055946;2;18.0;29.1873512268;12;27.5616812706;
53;6;26.25;24.8826618195;11;30.1205601692;2;19.0;28.5;13;27.5985264778;
54;6;27.25;25.904001236;11;30.2274481058;2;19.625;27.5;13;27.6349442005;
55;6;27.25;26.9249210358;11;31.3341934681;2;19.625;26.5;14;27.6709127426;
56;6;28.25;28.9454078674;11;31.4607207775;2;19.625;25.5;14;27.7064116001;
57;6;29.25;30.9654464722;11;31.5871509314;2;19.625;24.5;15;27.7414214611;
58;6;29.25;31.9850311279;12;31.7134027481;2;19.625;23.5;15;27.7759244442;
59;6;29.25;33.0041503906;12;32.8393952847;2;19.625;22.5;15;27.8099038601;
60;6;30.25;35.0227966309;12;33.0950475931;2;19.625;22.5;17;27.84334445;
61;6;31.25;36.5919113159;13;33.3657100201;2;19.625;22.5;17;27.8762321472;
62;6;31.8239440918;37.6200523376;14;33.6527330875;2;19.625;22.5;17;27.9085543156;
63;6;31.8969764709;38.6477890015;14;33.9574933052;2;19.625;22.5;18;27.940299511;
64;6;32.9782485962;38.0825614929;14;34.259416461;2;19.625;22.5;18;27.9714579582;
65;6;32.0684204102;39.0932502747;16;34.5643719435;2;19.625;22.5;14;28.0;
66;6;31.25;39.7040061951;18;36.0993174314;2;19.625;22.5;13;28.0;
67;6;31.7000007629;40.2628326416;18;37.4486296177;2;19.625;22.5;13;28.0;
68;6;32.0510025024;40.7111778259;18;38.6482979059;2;19.625;22.5;13;28.0;
69;6;32.3185348511;41.0661964417;19;39.7352867126;2;19.625;22.5;15;28.0;
70;6;33.5187683105;41.345741272;17;40.5951174498;2;19.625;22.5;15;28.0;
71;7;34.3157272339;41.4922714233;15;65.3113714457;2;19.625;22.5;15;28.0;
72;7;36.5248260498;40.6697769165;15;67.7432607412;2;19.625;22.5;15;28.0;
73;7;38.7504653931;41.680896759;16;69.8945639133;2;19.625;22.5;15;28.0;
74;8;36.9917755127;43.6920509338;15;71.7786902189;2;19.625;22.5;15;28.0;
75;8;37.2473373413;45.0;17;73.4292427301;2;19.625;22.5;15;28.0;
76;8;37.5151672363;46.7587509155;17;74.887370348;2;19.625;22.5;16;28.0;
77;8;37.7927474976;47.7699737549;18;76.192518115;2;19.625;22.5;16;28.0;
78;8;35.7927474976;49.781211853;19;77.1048811674;2;19.625;22.5;16;28.0;
79;9;34.7927474976;51.7924613953;18;77.974054575;2;19.625;22.5;17;28.0;
80;9;34.5999984741;53.8037109375;18;78.8301136494;2;19.625;22.5;18;28.0;
81;9;34.5999984741;55.814956665;18;79.6648834944;2;19.625;22.5;18;29.0599999428;
82;9;34.5999984741;57.0382614136;18;80.4709025621;2;19.8500003815;23.0;18;29.8993647099;
83;9;34.5999984741;58.0801544189;18;81.2417598963;2;20.0255012512;23.3899993896;20;30.5525453091;
84;9;34.5999984741;59.1206970215;15;81.9723360538;2;20.1592674255;23.6872596741;19;31.0554153919;
85;9;34.5999984741;60.1598968506;15;82.6589323282;2;20.2593841553;23.9097423553;18;31.2930147648;
86;7;32.5999984741;56.1977653503;16;78.5203155279;4;20.2999992371;24.0;14;36.0193920135;
87;8;32.5999984741;57.2343215942;15;78.9556921721;4;21.2999992371;25.0;15;36.1834871769;
88;8;32.5999984741;58.248916626;15;79.3413491249;4;22.2999992371;26.0;15;36.343947649;
89;8;32.5999984741;59.2599716187;16;79.6873629093;4;22.2999992371;27.0;15;36.5005683899;
