Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;9.5;10.0;5;20.0;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;9.5;10.0;5;20.3999996185;
9;2;14.7768793106;10.3632001877;4;22.8594274521;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;15.2867431641;10.9097137451;4;23.8127875328;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;17.2867431641;11.3658018112;4;24.5981152058;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;19.2867431641;11.7372808456;4;25.2345055342;2;9.95943069458;11.3209562302;3;23.9143505096;
13;2;20.3439407349;12.0336990356;5;25.7443674803;2;11.9478340149;11.4571752548;3;24.6414065361;
14;2;21.3640708923;12.2662630081;5;26.1502821445;2;13.9478340149;11.8107032776;3;25.2234597206;
15;2;22.3847293854;12.446267128;4;26.3048160076;2;15.9478340149;12.0916318893;3;25.6831918955;
16;2;23.4059104919;12.5;4;26.3530313969;2;16.9614639282;12.3113050461;3;26.0429104567;
17;2;24.4276065826;12.5;4;26.4023760557;2;17.9660930634;12.4808797836;3;26.1018965244;
18;2;25.4498119354;12.5;4;26.4528282881;2;18.9707603455;12.5;3;26.1228116751;
19;2;25.9037723541;12.5;5;26.5043625832;2;19.8776321411;12.5;3;26.1438889503;
20;2;25.9269638062;12.5;6;26.5569496155;2;19.625;12.8431663513;3;26.1651208401;
21;2;25.9506263733;12.5;7;26.6105561256;2;19.8871517181;12.5;4;26.1864993572;
22;2;25.9747505188;12.5;7;26.6651450396;2;19.625;12.9745998383;4;26.2080165148;
23;2;25.9993152618;12.5;7;26.72067523;2;19.625;12.983206749;4;26.2296639681;
24;2;26.0243034363;12.5;7;26.7771017551;2;19.625;12.9918651581;4;26.2514331341;
25;3;26.0496959686;12.5;6;26.8343759775;3;19.625;13.0005731583;5;26.2733153105;
26;3;26.0754699707;12.5;6;26.8924454451;3;19.625;13.0093259811;5;26.2953014374;
27;3;26.101600647;12.5;6;26.9512542486;3;19.9164428711;12.5;6;26.3173824549;
28;3;26.1280651093;12.5;6;27.0107431412;3;19.625;13.0269527435;6;26.3395489454;
29;3;26.1548347473;12.5;6;27.0708494186;3;19.625;13.0358200073;7;26.3617914915;
30;3;26.1818828583;12.5;6;27.1315076351;3;17.9314041138;13.5;7;26.3841004372;
31;3;26.2091789246;12.5;6;27.1926498413;3;16.936422348;14.5;7;26.4064661264;
32;3;26.2366924286;12.5;6;27.2542052269;4;15.9414548874;15.5;4;41.428878665;
33;3;26.2643928528;12.5;5;27.3161010742;4;15.625;16.5;4;42.2013280392;
34;3;26.2922458649;12.5;6;27.3782629967;4;16.32654953;17.5;4;42.8931788206;
35;3;26.3202190399;12.5;6;27.4406147003;4;16.3316059113;18.5;4;43.5035873652;
36;3;26.3482761383;14.5;6;27.5030794144;4;17.0;20.5;4;45.0350670815;
37;3;26.3763847351;16.5;7;27.5655794144;4;19.0;22.2631587982;3;45.5226202011;
38;3;26.404510498;18.5;6;27.628036499;4;21.0;23.299905777;4;45.9434577227;
39;3;26.4326171875;20.5;7;27.690372467;5;22.0;24.337059021;3;46.3050202131;
40;3;26.4606666565;22.5;7;27.7525100708;5;23.0;25.3746013641;3;46.6149419546;
41;3;26.4886302948;22.5;8;27.8143725395;5;23.6648292542;26.412525177;4;46.786878705;
42;3;26.5164680481;22.5;9;27.8758842945;5;23.7000007629;26.3090839386;4;46.8420808315;
43;3;26.5441474915;22.5;9;27.936971426;5;23.7000007629;27.3320960999;4;46.8977636099;
44;4;26.5716362;22.5;8;42.9975619316;5;23.7000007629;28.3554897308;4;46.9539042711;
45;4;27.598903656;23.5;8;43.8075861931;5;23.7000007629;29.3792533875;4;47.010478735;
46;4;28.62591362;24.5;8;44.5363516808;5;24.7000007629;30.3792533875;5;47.067461729;
47;4;28.652639389;25.5;9;45.1829605103;5;25.9982376099;32.3792533875;5;47.1248269081;
48;4;28.6790523529;26.5;9;45.7498750687;5;26.7000007629;34.3792533875;7;47.182546854;
49;4;28.705121994;27.5;9;46.2420499325;5;28.0142974854;36.3792533875;7;47.240593195;
50;4;28.7308254242;28.5;10;46.6660609245;5;29.022480011;37.5;8;47.2989362478;
51;4;28.7561378479;29.5;9;47.0293154716;5;29.3250007629;37.5;9;47.3575457335;
52;5;28.7810344696;30.5;5;66.3394188881;4;21.625;31.5550518036;8;28.4163900614;
53;5;29.8054962158;32.5;6;66.5100040436;4;21.625;30.5813522339;9;28.4754370451;
54;6;30.8295021057;34.5;6;66.5623030663;4;21.9811115265;28.5;9;28.5346535444;
55;6;30.8530368805;36.5;6;66.6135182381;4;21.625;28.5;8;28.5940055847;
56;6;30.876083374;38.5;7;66.6636190414;4;21.9983959198;27.5;9;28.6534588337;
57;6;31.8986282349;37.5;7;66.7125790119;4;22.0071353912;28.5;8;28.7129781246;
58;6;30.9206600189;39.5;6;67.3303751945;4;21.625;28.5;9;28.7725278139;
59;6;30.9421691895;41.5;6;69.4977486134;4;21.625;28.7437458038;8;28.8162822723;
60;6;32.4469909668;41.0;5;72.2661209106;4;22.033662796;27.5;7;28.8559447527;
61;6;32.8524551392;44.3899993896;6;73.791754365;4;21.625;28.5;8;28.8957372904;
62;6;34.1739730835;47.6872596741;6;75.0269055367;4;22.0515403748;27.5;9;28.9356285334;
63;6;34.9715919495;50.9097442627;7;75.6860821247;4;22.0750007629;28.5;9;28.9755871296;
64;6;36.1587371826;51.0;8;75.9295891523;4;22.0750007629;28.8829116821;10;29.015581131;
65;6;35.2683143616;54.0;8;76.1815354824;4;22.5285072327;27.5;10;29.0555787086;
66;6;35.381690979;56.0;9;76.4421976805;4;22.5375061035;27.5;12;29.0955479145;
67;6;35.4989852905;57.4000015259;9;76.7118208408;4;22.0750007629;28.5;12;29.135456562;
68;5;33.6203155518;42.4000015259;9;55.9906027317;5;22.5554790497;27.5;11;50.17527318;
69;5;33.7457695007;42.4000015259;9;56.2786786556;6;22.625;29.5;10;50.0149652958;
70;5;33.8754043579;42.4000015259;11;56.5760996342;6;24.1233673096;29.5;9;49.8745028973;
71;7;34.0092430115;42.4000015259;8;56.8828158379;6;25.1322631836;30.5;10;49.7518544197;
72;7;32.9444465637;43.4000015259;8;57.1986558437;6;26.0750007629;32.5;10;51.1293916702;
73;7;32.9864120483;44.4000015259;8;57.5233089924;6;26.8500003815;34.6491508484;11;52.1982243061;
74;7;33.0269088745;45.4000015259;9;57.8563086987;7;28.0255012512;35.0827560425;10;52.8551743031;
75;8;33.0659065247;46.4000015259;7;58.197021246;7;29.717414856;33.6872596741;10;53.3626377583;
76;8;33.1033935547;47.4000015259;7;58.5446352959;7;30.7093849182;34.9097442627;10;53.6056344509;
77;8;33.1393661499;48.4000015259;7;58.8981604576;7;31.0499992371;35.8239440918;11;54.668022871;
78;8;33.1738204956;49.0714187622;7;59.2564320564;7;32.650302887;35.0;11;54.8302406073;
79;8;33.20677948;49.1854400635;7;60.6181192398;7;33.6643028259;36.0;11;55.0011105537;
80;8;31.2067775726;48.1854400635;6;61.04174757;7;30.5999984741;40.0;14;55.1811213493;
81;8;31.5999984741;49.1854400635;6;61.4686851501;7;29.5999984741;43.3977012634;14;55.370751977;
82;8;30.5999984741;48.5826034546;7;61.8440440893;7;28.5999984741;45.440574646;15;56.5704610348;
83;7;28.5999984741;50.58543396;9;62.2153944969;8;29.5283737183;44.0831184387;12;56.8706731796;
84;7;27.5999984741;52.58543396;9;62.5880395174;8;31.2564926147;43.0831184387;11;58.0637757778;
85;7;27.5999984741;51.332118988;10;62.9602211714;8;30.6322727203;46.0831184387;11;59.132136941;
86;7;25.5999984741;51.3622894287;11;63.3302407265;8;30.6966667175;49.0831184387;12;60.0930583477;
