Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;2;11.3000001907;10.0;4;21.0;1;8.0;11.0;6;20.0;
5;2;12.4499998093;10.0;4;21.0299999714;1;8.0;10.0;6;20.0;
6;2;13.4635000229;10.0;4;21.0605909824;1;9.0;10.0;6;20.0;
7;2;14.4772663116;10.0;4;21.5023716688;1;9.5;10.0;6;20.0;
8;2;14.6760673523;10.1999998093;4;21.8717387915;2;9.5;10.3000001907;5;21.3999996185;
9;2;14.8422813416;10.3632001877;4;23.0203682184;2;9.81500053406;10.1999998093;5;21.7664003372;
10;2;15.3591661453;10.9097137451;4;23.9901782274;2;9.89743995667;10.3632001877;5;22.0715556145;
11;2;17.3591651917;11.3658018112;4;24.7928106785;2;9.96609973907;10.4951858521;5;23.1762773991;
12;2;19.3591651917;11.7372808456;4;25.4473642111;2;10.2146625519;11.0209560394;5;24.1039098501;
13;2;20.4397277832;12.0336990356;5;25.9762470722;2;11.9904842377;11.4571752548;5;24.8681889772;
14;2;21.4684181213;12.2662630081;5;26.4020352364;2;13.9904842377;11.8107032776;5;25.4893084764;
15;2;22.4980182648;12.446267128;5;26.5772850513;2;15.7228336334;12.4834451675;5;25.9899599552;
16;2;23.5285205841;12.5;5;26.6470438242;2;16.7228336334;12.7215099335;5;26.3924539089;
17;2;24.5599117279;12.5;5;26.7187389135;2;18.0447406769;12.4808797836;4;26.4960671663;
18;2;25.59217453;12.5;5;26.7923226357;2;18.7228336334;12.9488201141;5;26.5634490252;
19;2;26.0565452576;12.5;6;26.8677377701;2;19.976776123;12.5;5;26.6328122616;
20;2;26.0904827118;12.5;6;26.9449175596;2;19.625;12.9898433685;5;26.7041202784;
21;2;26.125213623;12.5;6;27.0237855911;2;20.0084266663;12.5;5;26.7773271799;
22;3;26.1607036591;12.5;5;27.1042556763;2;19.625;13.2109308243;5;26.8523778915;
23;3;26.1969146729;12.5;5;27.18623209;2;19.625;13.2409515381;4;26.9292075634;
24;3;26.2338047028;12.5;6;27.2696099281;2;20.0590724945;12.5;4;27.0077416897;
25;4;23.25;14.4078435898;5;27.3542752266;3;20.0767421722;12.5;5;27.0878958702;
26;4;24.25;12.5;5;27.4401056767;4;19.625;12.5;4;27.1695766449;
27;4;22.25;14.4760417938;5;27.5269708633;4;20.113155365;12.5;4;27.2526805401;
28;4;21.25;15.5107879639;4;27.6147332191;4;19.625;13.4010725021;5;27.3370957375;
29;4;20.25;16.5458927155;4;27.7032489777;4;19.625;13.434838295;5;27.4227013588;
30;4;19.25;17.5812988281;4;28.792368412;4;18.1701087952;13.5;5;27.5093686581;
31;4;19.25;19.0169467926;5;28.9319372177;4;17.1896076202;14.5;5;27.5969614983;
32;4;19.25;20.0727748871;5;29.0737729073;4;16.2093162537;15.5;5;27.6853370667;
33;4;18.25;21.1295089722;5;29.2177399397;4;15.2292003632;16.5;5;27.7743468285;
34;4;17.25;22.1870956421;5;29.363696456;4;14.6242275238;17.5;5;28.863837719;
35;4;16.25;23.2454776764;5;29.5114946365;4;15.6443634033;19.2000007629;6;29.0836523771;
36;4;17.25;21.3045978546;5;29.6609814167;4;16.6645717621;19.5;6;29.3190618753;
37;4;16.0;22.3643913269;5;30.8119987249;4;16.9717884064;20.5;6;29.571336031;
38;4;17.0;23.824798584;8;31.0043843985;4;17.0285511017;21.5;6;29.8417685032;
39;4;19.0;21.9017543793;8;31.1991568804;4;17.0893974304;22.5;6;31.1316460371;
40;4;21.6851139069;23.9017543793;8;31.3961495161;4;18.1546211243;23.5;7;31.4822092056;
41;4;23.37266922;25.9017543793;9;31.595189929;4;19.2244968414;24.5;8;31.8557868004;
42;4;24.4426364899;28.9017543793;10;31.7961012125;4;19.542552948;25.5;8;32.2533705235;
43;4;25.5129165649;31.4985218048;10;31.9987018108;4;19.6320075989;26.5;9;32.6757267714;
44;4;26.5834293365;32.9160003662;12;32.2028059959;4;18.2625999451;29.5;10;33.1233226061;
45;4;27.654094696;33.0219268799;13;32.4082235098;4;18.8437900543;31.3482894897;10;33.5962452888;
46;4;28.7248363495;33.0412139893;13;32.6147602797;4;18.2829933167;32.9527626038;12;34.094124794;
47;4;29.7955722809;33.0609512329;14;32.8222197294;4;19.0;33.1235771179;12;34.6160595417;
48;5;30.8662261963;33.0811309814;11;48.0304012299;4;19.2638015747;32.0096206665;13;35.1605561972;
49;5;32.9367179871;34.1017456055;12;48.9891009331;4;20.9705905914;33.0096206665;13;35.7254918814;
50;5;34.2569694519;35.1227798462;12;49.8674879074;4;21.2623329163;35.0096206665;14;36.3080997467;
51;5;34.3269004822;36.1442222595;13;50.6645201445;4;22.2911624908;36.2102050781;14;36.9049954414;
52;5;34.3964385986;37.1660575867;14;51.3825106621;4;22.0;38.2102050781;15;37.512237072;
53;5;35.2398071289;37.5;14;52.026260376;4;24.348274231;37.5;15;38.125428319;
54;7;35.3337173462;38.5;9;72.6021865606;4;25.6268539429;37.5;17;38.739855051;
55;7;35.6019248962;38.5;10;74.3175350428;4;25.6991119385;36.5;17;39.35065341;
56;7;37.5207328796;39.5;10;75.7973424196;4;25.024848938;35.5;18;39.9529920816;
57;7;36.7355766296;41.2805023193;10;76.9602339268;5;24.6719684601;36.5;16;40.5422567129;
58;7;36.8011894226;42.3042984009;9;77.8425261974;5;24.0508003235;33.5;14;41.1142224073;
59;7;36.8659057617;43.328338623;9;78.5743117332;5;23.625;35.5;15;41.6651988029;
60;7;37.8852996826;43.5;10;82.4850564003;5;24.625;33.9075202942;15;42.1921372414;
61;7;35.9558792114;46.0;10;84.866281271;5;26.1914596558;32.5;15;42.6926939487;
62;7;37.1048049927;48.3899993896;10;86.7734827995;5;24.7377223969;34.5;16;43.1652526855;
63;8;37.4214248657;50.6872596741;9;88.2893832922;5;23.625;35.0348548889;16;44.5612149239;
64;8;37.6718330383;52.9097442627;10;89.3302320242;5;24.625;37.0779418945;16;44.9776074886;
65;8;37.8042297363;55.0;11;89.5922539234;5;25.625;39.1212692261;18;45.3690843582;
66;9;37.856300354;56.0;12;89.8157733679;5;25.8729438782;40.6647834778;16;45.7364028692;
67;9;39.9091682434;57.5614051819;12;90.0397193432;5;25.625;41.7084312439;16;46.0806828737;
68;9;41.7031211853;58.5719451904;10;90.2636995316;5;25.625;42.752155304;19;46.4033083916;
69;9;42.0443572998;59.5825614929;10;91.4873175621;5;25.625;43.6848869324;19;46.7058367729;
70;9;43.1353683472;61.5932502747;10;91.7701753378;5;25.625;43.7706565857;20;46.9899178743;
71;9;44.2259712219;63.6040077209;11;92.0548402071;6;26.2303333282;42.9745101929;19;47.2088142633;
72;9;44.315990448;65.6148300171;12;92.3409901857;6;26.625;42.0194129944;18;47.3368467093;
73;10;44.4052658081;67.6257171631;11;93.6283012629;6;27.625;43.0657310486;15;47.4665275812;
74;10;44.6696662903;69.0;14;93.976451993;6;29.1970729828;42.1134490967;15;49.0452699661;
75;10;45.7165298462;71.8651199341;15;94.3280878067;6;26.7750015259;41.5;15;50.3667588234;
76;10;47.2393684387;72.9622955322;16;94.6829631329;6;27.9505004883;40.8899993896;16;51.4668161869;
77;11;48.3116760254;75.9642791748;15;95.0408306122;6;26.1592674255;41.9520721436;15;52.3833138943;
78;11;49.3839569092;77.233215332;16;95.4014385939;6;28.0147647858;39.1745529175;15;53.0037051439;
79;11;50.4562187195;79.0700378418;18;95.7645343542;6;28.2999992371;40.2648124695;16;54.4145128727;
80;11;51.528465271;80.1253814697;21;96.1298596859;6;31.110458374;40.0;16;54.8389127254;
81;12;52.6007118225;83.1599578857;17;111.451609492;5;26.2999992371;37.0;13;40.1298911572;
82;12;54.6729507446;86.20728302;16;111.866139293;5;25.2999992371;40.0;14;40.3771967888;
83;13;56.7451934814;89.2561340332;15;112.236545801;5;24.1927394867;41.0;14;40.6259640455;
84;13;57.8174476624;92.3064880371;16;112.590444922;5;23.2999992371;43.0;15;40.8757811785;
85;13;59.2782440186;95.3582763672;17;112.913524389;6;22.4249992371;45.8482894897;14;41.1262378693;
