Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;14.0;10.0;5;20.3999996185;1;9.5;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;9.5;10.0;6;20.3999996185;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;14.8187427521;10.9097137451;5;22.7316036224;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;9.72283363342;10.7951860428;5;23.0419120789;
12;1;16.8187427521;11.7372808456;5;24.0673980713;2;10.184431076;11.0209560394;5;23.9543504715;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;11.9568338394;11.4571752548;5;24.7025904655;
14;1;18.8187427521;12.2662630081;6;24.892534256;2;13.9568338394;12.135058403;5;25.3068172932;
15;1;19.8187427521;12.446267128;6;25.0;2;15.7228336334;12.4286975861;5;25.789717555;
16;1;20.8187427521;12.5;6;25.0;2;16.9854335785;12.3113050461;5;26.1736010313;
17;2;22.8187427521;12.5;5;26.0;2;17.7228336334;12.8444318771;5;26.2577478886;
18;2;24.8187427521;12.5;5;26.0299999714;2;18.7228336334;12.5;5;26.3048160076;
19;2;25.7135009766;12.5;5;26.0605909824;2;19.625;12.5;5;26.3530313969;
20;2;25.7272663116;12.5;5;26.091766119;2;19.625;12.5;6;26.4023760557;
21;2;25.25;12.7729415894;7;26.1235172749;2;19.625;12.5;7;26.4528282881;
22;2;25.25;12.7808790207;7;26.1558350325;2;19.625;12.5;7;26.5043625832;
23;2;25.25;12.7889585495;8;26.1887089014;2;19.625;12.5;8;26.5569496155;
24;2;25.7849197388;12.5;8;26.2221269608;3;19.625;12.5;7;26.6105561256;
25;2;25.25;12.9888505936;8;26.2560760975;3;19.625;12.5;7;26.6651450396;
26;2;25.25;13.0024299622;8;26.2905418873;3;19.625;12.5;7;26.72067523;
27;2;25.25;13.0162162781;8;26.3255085945;3;19.625;12.5;7;26.7771017551;
28;2;25.25;13.0302038193;8;26.3609591722;3;19.625;12.5;7;26.8343759775;
29;4;25.25;13.0443840027;6;33.8030719757;3;19.625;12.5;7;26.8924454451;
30;4;26.25;13.5;6;34.3277842999;3;17.625;13.5;7;26.9512542486;
31;4;27.25;15.0732955933;6;34.8465695381;3;16.625;14.5;8;27.0107431412;
32;4;27.25;16.088010788;6;35.354812026;3;15.625;15.5;8;27.0708494186;
33;4;27.25;16.6419239044;6;35.8482476473;3;14.625;16.5;8;27.1315076351;
34;4;27.25;16.8393001556;5;36.3231166601;3;14.0;17.5;8;27.1926498413;
35;4;27.25;17.0292472839;5;36.7762771845;3;14.0;18.5;8;27.2542052269;
36;4;27.25;16.5621204376;5;37.205281496;3;14.0;19.5;8;27.3161010742;
37;4;27.25;19.5621204376;6;37.608399272;3;14.0;20.5;7;28.3782629967;
38;4;28.0142707825;22.5621204376;6;37.9846067429;3;15.0;21.5;5;28.4406147003;
39;4;28.0318603516;25.5621204376;6;38.333535552;3;16.0;22.5;5;28.5030794144;
40;4;28.0495510101;28.5621204376;6;38.6553974152;3;16.2250003815;23.5;6;28.5655794144;
41;4;28.0673274994;31.5621204376;6;38.9508897066;3;16.2250003815;24.5;7;28.628036499;
42;4;29.0851745605;29.5621204376;7;39.2210975885;3;16.2250003815;25.5;9;28.690372467;
43;4;28.1030807495;30.5621204376;7;40.4673944712;3;16.2250003815;26.5;9;28.7525100708;
44;4;29.1210327148;32.5621185303;7;40.8213483095;3;16.2250003815;27.5;10;28.8143725395;
45;4;30.1390151978;34.5621185303;8;41.1700738668;3;16.0;29.3999996185;10;28.8758842945;
46;4;31.1570110321;33.5621185303;8;41.4933028221;3;16.0;30.3999996185;10;28.936971426;
47;5;30.1750106812;35.5621185303;8;41.7138829231;3;17.0;28.3999996185;11;28.9975619316;
48;5;30.1929969788;37.5621185303;9;41.9541684389;3;16.0;29.3999996185;10;29.0575861931;
49;5;31.2109565735;35.5621185303;9;42.2155275345;3;16.0;30.3999996185;11;29.1169772148;
50;5;30.2288722992;36.5621185303;10;42.4992296696;3;17.0;28.3999996185;11;29.1756706238;
51;5;30.2467346191;37.5621185303;10;42.806385994;3;18.0;29.3999996185;11;29.2336053848;
52;5;29.25;38.6018028259;10;43.1378805637;3;19.0;30.3999996185;11;29.2907235622;
53;5;29.25;38.6175422668;11;44.4942955971;3;20.0;31.3999996185;12;29.346971035;
54;5;31.25;38.7000007629;13;44.9258306026;3;21.0;32.4000015259;12;29.4022974968;
55;5;32.3173484802;39.7000007629;13;45.384198904;3;21.625;33.4000015259;13;29.4566559792;
56;5;32.3347244263;40.7000007629;14;45.8686276674;3;21.625;32.4000015259;13;29.5100040436;
57;5;32.3519668579;41.7000007629;14;46.3777433634;3;21.625;31.3999996185;14;29.5623030663;
58;5;32.3690605164;42.7000007629;15;48.2879798412;3;21.625;30.3999996185;14;29.6135182381;
59;7;32.8471870422;43.8119888306;13;49.9833376408;3;21.625;29.3999996185;14;29.6636190414;
60;7;33.2262992859;44.3183059692;13;51.4962605238;3;21.625;28.3999996185;14;29.7125790119;
61;7;33.521900177;44.7218551636;14;52.8595145941;3;21.625;28.3999996185;15;29.7603754997;
62;7;33.750125885;45.041519165;14;53.9244807959;3;21.625;28.3999996185;17;29.8069901466;
63;7;33.8592300415;45.2089920044;15;54.6926892996;3;21.625;28.3999996185;17;29.8524079323;
64;7;33.8869514465;45.2362594604;15;55.4634449482;3;21.625;28.3999996185;17;29.8966178894;
65;7;30.5999984741;45.2643127441;16;57.2284653187;3;21.625;28.3999996185;17;29.9396123886;
66;8;33.5999984741;43.2931365967;15;59.0796715021;3;21.625;28.3999996185;18;29.9813876152;
67;8;36.9689025879;44.3227157593;14;60.0184901953;3;21.625;28.3999996185;18;30.0;
68;8;37.9957046509;45.3530197144;15;60.9478675127;3;21.625;28.3999996185;19;30.0;
69;8;38.0222015381;46.7840270996;16;61.8636194468;3;21.625;28.3999996185;18;30.0;
70;8;38.0483627319;49.7840270996;17;62.762896657;3;21.625;27.5;18;30.0;
71;8;39.0741653442;52.7840270996;17;63.6442004442;3;21.625;28.3999996185;18;30.0;
72;8;40.0995826721;55.4218597412;18;64.5072857141;3;21.625;27.5;19;30.0;
73;9;38.1245880127;59.4218597412;17;65.3529849052;3;21.625;27.5;17;30.0;
74;9;38.1491661072;61.4218597412;16;66.1829750538;3;21.625;27.5;17;30.0;
75;10;38.1732902527;63.6205749512;14;76.9995145798;3;21.625;27.5;18;30.0;
76;10;37.5999984741;66.6404724121;14;78.3051834106;3;21.625;28.3999996185;18;30.0;
77;10;38.5999984741;68.7597351074;14;79.5751373768;3;21.625;28.3999996185;17;30.0;
78;10;38.5999984741;70.3155670166;16;80.8088133335;3;21.625;28.3999996185;17;30.0;
79;10;39.5999984741;71.5341491699;16;81.9777443409;3;21.625;28.3999996185;17;31.1199998856;
80;10;36.5999984741;73.7624053955;16;82.9938714504;3;21.8500003815;28.8999996185;18;32.0186567307;
81;10;37.5999984741;73.9998626709;18;83.9963576794;3;22.0255012512;29.2899990082;18;32.7302174568;
82;11;39.5999984741;74.2458953857;17;84.983840704;3;22.1592674255;29.5872592926;18;33.2903623581;
83;11;40.3483467102;75.4997253418;17;85.9552044868;3;22.2593841553;29.8097419739;20;33.5839514732;
84;11;40.3678359985;76.7604064941;18;86.9094433784;3;22.2999992371;29.8999996185;20;33.6947021484;
85;13;40.5999984741;79.0268554688;16;88.834056139;3;22.2999992371;29.8999996185;20;33.8029289246;
86;13;42.5999984741;81.2978591919;17;89.8612877131;3;22.2999992371;29.8999996185;20;33.9084525108;
87;13;44.1175003052;83.5720748901;18;90.8900618553;3;22.2999992371;29.8999996185;20;34.0111150742;
