Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
7;1;12.0;10.0;6;20.0;2;11.0;10.1999998093;4;21.0;
8;1;13.0;10.0;6;20.3999996185;2;11.3000001907;10.0;4;21.3999996185;
9;1;14.0;10.1999998093;6;20.7264003754;2;11.4200000763;10.1999998093;4;21.7264003754;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;11.5179204941;10.3632001877;4;21.9903717041;
11;2;14.8187427521;11.2097139359;5;23.7316036224;2;11.597111702;10.4951858521;4;23.0919120312;
12;2;15.6792221069;11.3658018112;5;24.5045616627;2;11.927573204;11.0209560394;4;24.0163254738;
13;2;18.268743515;11.7372808456;5;25.1279890537;2;13.9275741577;11.4571752548;5;24.7773565054;
14;2;20.268743515;12.0336990356;4;25.6242921352;2;15.9275741577;11.8107032776;5;25.395208478;
15;2;21.3100376129;12.2662630081;4;26.0160515308;2;16.9761562347;12.0916318893;5;25.8925833702;
16;2;22.3243255615;12.446267128;4;26.1558350325;2;17.9935646057;12.3113050461;5;26.2918028831;
17;2;23.3388690948;12.5;4;26.1887089014;2;19.0115871429;12.4808797836;5;26.3921557665;
18;2;24.3536624908;12.5;5;26.2221269608;2;20.0302200317;12.5;5;26.4563041925;
