Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.3999996185;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.19999980927;10.0;4;21.0800000429;
4;1;9.0;11.0;6;20.0;2;9.21599960327;10.0;4;21.165536046;
5;1;10.0;10.0;6;20.0;2;9.23310756683;10.0;3;21.2568495274;
6;1;11.0;10.0;6;20.0;2;10.3770551682;10.0;3;21.3541692495;
7;1;12.0;10.0;6;20.0;2;11.4062509537;10.0;3;21.4577066898;
8;1;13.0;10.0;6;20.3999996185;2;11.4373121262;10.0;3;21.9822279215;
9;1;14.0;10.1999998093;5;20.7264003754;2;11.5946683884;10.1999998093;3;22.4418170452;
10;1;14.3268795013;10.3632001877;5;21.8194274902;2;11.732544899;10.3632001877;3;22.8479034901;
11;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.8543710709;10.4951858521;3;24.1249940395;
12;1;15.2292222977;11.3658018112;5;23.4745616913;2;12.2374982834;11.0209560394;3;25.2456717491;
13;1;16.8187427521;11.7372808456;5;24.0673980713;2;14.2374982834;11.4571752548;4;26.2247622013;
14;1;17.8187427521;12.0336990356;5;24.5325260162;2;16.2374992371;11.8107032776;4;27.0833146572;
15;1;18.8187427521;12.2662630081;5;24.892534256;2;17.4825897217;12.0916318893;4;27.8445651531;
16;1;19.8187427521;12.446267128;5;25.0;2;18.5791606903;12.3113050461;4;28.5309784412;
17;1;20.8187427521;12.5;5;25.0;2;19.6833381653;12.4808797836;4;28.9415163994;
18;1;21.8187427521;12.5;6;25.0;2;20.7950286865;12.5;4;29.3379731178;
19;1;22.8187427521;12.5;6;25.0;2;21.9139652252;12.5;4;29.7571091652;
20;1;23.25;12.5;6;25.0;2;22.9271316528;12.5;5;30.1968035698;
21;1;23.25;12.5;6;25.0;2;23.0590400696;12.5;6;30.6542882919;
22;1;23.25;12.5;7;25.0;2;23.1962871552;12.5;7;31.1261787415;
23;1;23.25;12.5;7;25.0;3;23.337852478;12.5;6;31.6085429192;
24;2;23.25;12.5;5;25.0;3;23.4825630188;12.5;6;32.0970106125;
25;2;23.25;12.5;5;25.0;3;23.6291027069;12.5;7;32.5869164467;
26;2;23.25;12.5;5;25.0;3;23.7760753632;12.5;7;33.073472023;
27;2;23.25;12.5;5;25.0;3;23.9220428467;12.5;7;33.5519485474;
28;2;23.25;12.5;5;25.0;3;24.0655841827;12.5;7;34.0178632736;
29;2;23.25;12.5;6;25.0;3;24.2053585052;12.5;7;34.4671459198;
30;2;23.25;12.5;5;25.0;3;22.2053585052;13.5;7;34.8962774277;
31;2;23.25;12.5;5;25.0;3;21.5;14.5;7;36.3023929596;
32;2;23.25;12.5;5;25.0;3;22.5;16.0;7;36.7733353376;
33;3;24.25;13.1999998093;4;26.0;3;23.5;16.5;7;37.2247843742;
34;3;23.25;13.5;4;26.0299999714;3;23.5;18.0935592651;7;37.6563767195;
35;3;22.7135009766;14.5;4;26.0605909824;3;23.5;19.1458683014;7;38.0683641434;
36;3;23.25;13.2424135208;4;26.091766119;3;23.9212684631;19.5;7;38.4615263939;
37;3;21.7412948608;13.5;4;26.1235172749;3;23.9574794769;20.5;6;38.8370651007;
38;3;20.7555828094;14.5;4;26.1558350325;3;24.9962501526;18.5;7;39.1964946985;
39;3;19.7701263428;15.5;5;26.1887089014;3;23.5;20.396112442;8;39.5415353775;
40;3;18.7849197388;16.5;5;26.2221269608;3;23.5;21.4696617126;8;39.8740103245;
41;3;19.7999572754;18.5;5;26.2560760975;3;25.1286945343;21.4696617126;8;40.1957628727;
42;3;20.25;19.5;6;26.2905418873;3;26.1783885956;22.4696617126;8;40.4362905025;
43;3;21.25;20.5;6;26.3255085945;3;27.2308864594;24.4696617126;10;40.6205644608;
44;3;22.8464794159;21.5;8;26.3609591722;3;24.5;27.4696617126;11;40.8139474392;
45;3;23.25;22.5;8;26.3968753815;3;23.5;30.4696617126;10;41.016159296;
46;3;24.8785934448;22.5;8;26.4332377911;3;24.4048480988;30.5;11;41.2268030643;
47;3;25.8949565887;22.5;8;26.4700255394;3;24.4680404663;31.5;12;41.445360899;
48;4;25.25;23.5;7;26.5072168112;3;24.5336074829;32.5;12;41.6711919308;
49;4;25.25;23.5550518036;9;26.5447884798;3;24.6013565063;33.5;12;41.9035346508;
50;4;25.25;23.5813522339;9;26.5827163458;3;24.6710605621;34.5;13;42.141512394;
51;4;25.25;23.6079025269;9;26.6209751368;4;24.7424545288;35.5;9;42.3841423988;
52;4;25.25;23.6346817017;7;26.6595385075;5;23.9337177277;35.8199996948;7;52.6303496361;
53;4;25.9967918396;22.5;7;26.6983793974;5;26.0001945496;34.8199996948;7;53.2789826393;
54;4;26.0142707825;22.5;7;26.7374696732;5;28.067325592;34.8199996948;8;53.9032363892;
55;4;25.25;23.5;7;26.7767804861;5;27.75;35.8199996948;7;54.5006093979;
56;4;26.0495510101;22.5;7;27.8162822723;5;26.75;36.8199996948;7;55.0692715645;
57;4;27.0673274994;23.5;8;27.8859447241;5;26.2693538666;38.8199996948;7;56.6080207825;
58;4;26.0851745605;25.5;8;27.9563282728;5;27.3357925415;41.8199996948;8;57.1562185287;
59;4;26.1030807495;27.5;8;28.0273946524;5;29.4012336731;41.8199996948;8;57.6749005318;
60;4;26.1210327148;29.5;9;28.0991044044;5;28.4653720856;44.8199996948;9;58.1643307209;
61;5;26.1390151978;31.5;5;43.1714161634;6;28.5279273987;47.8199996948;8;58.6251009703;
62;5;26.1570110321;33.5;6;43.9942876101;6;29.5886459351;47.8199996948;8;59.05806005;
63;6;26.4424705505;35.5;5;44.7370493412;6;28.6473007202;50.4259185791;9;59.4642493725;
64;7;26.1929969788;37.5;4;45.398822546;6;28.7037086487;52.4488754272;9;59.7407748699;
65;7;26.2109565735;39.5;5;46.003439188;6;29.7577095032;51.2724075317;9;61.8601080179;
66;7;26.5288543701;41.5;5;47.8982741833;7;29.0992660522;52.9655609131;8;63.6729052067;
67;7;26.5673370361;42.5;6;49.4660563469;7;30.3784599304;52.3943252563;7;65.7150537968;
68;7;26.6263904572;43.5;6;50.7463041544;7;30.8152961731;54.9632568359;7;67.1700612307;
69;7;26.794670105;44.5;6;51.7834862471;7;32.0229721069;58.1857452393;7;68.316286087;
70;7;26.941947937;45.5;7;52.4732303619;7;33.7723503113;55.2760009766;8;69.1235551834;
71;7;27.0705795288;46.5;7;52.9107136726;7;32.2623977661;58.2760009766;8;69.9037789106;
72;7;27.1830768585;47.5;8;54.280711174;7;31.8930244446;62.2760009766;9;70.6618010998;
73;7;28.2803783417;49.5;8;54.4782884121;7;31.9480628967;59.3857116699;10;71.3648929596;
74;7;27.7250003815;53.351940155;7;54.6821085215;8;30.9995346069;60.4720535278;10;72.9387309551;
75;7;27.7250003815;56.309589386;8;54.8922885656;8;30.0474624634;64.5630493164;11;73.5579617023;
76;7;27.7250003815;58.3813934326;9;55.1089308262;8;32.0919189453;62.6586303711;11;74.1939504147;
77;7;27.7250003815;60.4533538818;10;55.3321179152;8;31.1329994202;63.7586593628;13;74.8472280502;
78;8;27.7250003815;61.5253868103;12;55.5619090796;8;32.1708335876;68.6586303711;14;75.5180127621;
79;8;28.7250003815;60.5677757263;10;55.7983349562;9;33.2055625916;72.6586303711;16;76.2061320543;
80;8;27.7250003815;62.6097640991;12;56.041392684;9;34.2373504639;76.6586303711;17;76.8873597383;
81;8;27.7250003815;64.6513061523;12;56.2910403013;9;34.2599983215;80.6586303711;18;77.5098919868;
82;7;28.7250003815;63.6923599243;14;56.5471918583;10;32.2599983215;85.6586303711;18;78.1552746296;
83;7;27.7250003815;65.7328796387;15;56.8097114563;11;32.5599975586;87.6586303711;18;78.8206293583;
84;7;27.7250003815;66.9548034668;15;57.0784087181;11;34.5599975586;87.6586303711;20;79.5025525093;
85;7;28.7250003815;65.025177002;15;57.3530340195;11;34.5599975586;90.3213806152;21;80.1971675158;
86;7;27.7250003815;66.0950241089;15;57.6332743168;11;35.5599975586;93.3391113281;21;80.9001989365;
87;7;27.7250003815;67.1642456055;16;57.9187502861;11;35.8799972534;92.3391113281;23;81.2715163231;
88;7;28.7250003815;65.2327880859;16;58.2090139389;11;34.1628646851;92.6596832275;25;81.6543371677;
89;7;27.7250003815;66.3005905151;16;58.5035495758;11;34.8799972534;90.7027587891;25;83.043675065;
90;7;27.7250003815;67.3675842285;19;58.8017728329;11;35.8799972534;87.7441558838;30;83.3347470164;
91;7;28.7250003815;65.4337081909;20;59.1030349731;12;38.8799972534;87.7838745117;31;84.0405290127;
92;7;27.7250003815;66.4989013672;20;59.4066269398;12;41.0299987793;87.9067306519;31;84.7310544252;
93;7;27.7250003815;67.563117981;20;59.7117855549;12;41.0299987793;90.027671814;31;85.4024804831;
94;7;28.7250003815;65.6263046265;22;60.0177013874;12;39.0299987793;90.1461486816;31;85.5239472985;
95;7;27.7250003815;66.6884155273;22;60.3235294819;13;35.0299987793;92.807182312;31;85.6496502757;
96;7;27.7250003815;67.7494049072;23;60.6283996105;13;34.0299987793;95.3901138306;31;85.7759132981;
97;7;28.7250003815;65.8092422485;23;60.931429863;13;33.8799972534;98.0598907471;31;86.8997883797;
98;7;27.7250003815;66.8678817749;23;61.2072093487;13;35.8799972534;102.19090271;33;87.1689966917;
99;7;27.7250003815;67.9081344604;24;61.4646689892;13;37.8799972534;104.127418518;33;87.4526409507;
100;7;28.7250003815;65.9368209839;23;61.7189085484;13;39.2366065979;105.436897278;33;87.7519088984;
101;7;27.7250003815;66.9650802612;23;61.9691181183;14;38.2889556885;105.348800659;34;89.0685235262;
102;7;27.7250003815;67.9928817749;23;62.2145359516;15;37.3481941223;109.269523621;33;89.4246146977;
103;7;27.7250003815;69.7082901001;24;62.4544579983;15;38.4149856567;112.198165894;34;92.3622043133;
104;7;27.7250003815;70.7458496094;24;62.6882491112;15;39.1000328064;116.0259552;36;94.8833207488;
105;7;27.7250003815;71.7826843262;25;62.915346384;15;39.6807441711;119.675346375;38;97.0506426394;
106;7;27.7250003815;72.8187713623;27;63.1352660656;16;40.3244590759;122.010391235;37;98.8419292271;
107;8;27.7250003815;73.8540725708;26;63.3476059437;16;41.6145172119;124.239593506;38;101.231518373;
108;8;27.7250003815;74.8885879517;27;63.5520453453;17;43.7914772034;127.305175781;37;102.480703205;
109;8;27.7250003815;75.9222869873;27;63.7483444214;17;46.9890480042;132.299102783;38;105.346298426;
110;8;27.7250003815;76.9551696777;27;63.9363410473;17;49.1178512573;137.593612671;39;108.170585617;
111;8;28.7250003815;74.9872131348;28;64.1159467697;17;49.2270278931;142.889358521;39;110.738783598;
112;8;27.7250003815;76.0184173584;29;64.2871422768;17;49.2662658691;148.038299561;39;113.188679397;
113;8;27.7250003815;77.0487670898;28;64.4499695301;17;48.2662658691;151.315200806;42;116.539794326;
114;8;28.7250003815;75.0782699585;29;64.5946507454;17;52.2662658691;148.664031982;42;119.882181317;
115;8;27.7250003815;76.1000061035;29;64.7013821602;17;55.2662658691;150.674575806;43;122.231463939;
116;8;27.7250003815;77.1000061035;30;64.8013935089;17;58.0400009155;155.685653687;44;124.490995616;
117;8;28.7250003815;75.1000061035;30;64.8949017525;17;62.597946167;157.697341919;45;126.650851309;
118;8;27.7250003815;76.1000061035;30;66.0137395859;17;64.6471176147;162.709686279;46;128.704537243;
119;8;27.7250003815;77.3800048828;31;67.1393108368;17;67.6999893188;163.722808838;46;130.648946822;
120;8;28.7250003815;75.6622314453;30;68.2596263885;17;69.7567138672;163.736862183;47;132.484221488;
121;8;27.7250003815;76.945602417;30;69.3628339767;17;69.7132263184;166.751937866;48;134.021543324;
122;8;27.7250003815;78.2289505005;30;70.4378299713;17;69.7823486328;164.768203735;49;135.487219751;
123;8;28.7250003815;76.511138916;31;73.4747934341;17;69.8514862061;163.785842896;50;136.891918421;
124;8;29.7250003815;79.7910308838;31;74.585603714;17;69.9249572754;162.80506897;50;138.238580167;
125;8;31.7250003815;83.0675048828;31;75.6500082016;17;69.0028076172;164.826126099;52;139.531662464;
126;8;32.7249984741;83.3395385742;32;76.6639707088;17;71.0850601196;160.849243164;52;140.776464045;
127;8;31.7250003815;86.6061096191;33;77.6253528595;17;70.1716690063;159.874679565;54;141.978539467;
