Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;11.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
7;1;12.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
8;1;13.0;10.0;4;20.3999996185;1;11.0;10.0;5;20.3999996185;
9;2;15.0;10.5;3;21.7264003754;2;11.1199998856;10.3999996185;4;21.7264003754;
10;2;16.3268795013;10.3632001877;3;22.8394274712;2;11.2179203033;10.3632001877;4;22.0403716564;
11;2;17.8187427521;10.9097137451;3;23.7717995644;2;11.2971115112;10.4951858521;4;24.0255018473;
12;2;18.6973114014;11.3658018112;3;24.5351434946;2;11.8644580841;11.4407634735;4;25.7556272745;
13;2;21.2868309021;11.7372808456;3;25.1485489607;2;13.8644580841;12.2551708221;5;27.2101818323;
14;2;23.2868309021;12.0336990356;3;25.6344225407;2;15.8644580841;12.9279375076;5;28.3987699747;
15;2;24.3145961761;12.2662630081;3;26.0153459311;2;16.8644580841;13.4636869431;5;29.3516368866;
16;2;25.3240089417;12.446267128;3;26.1438889503;2;17.8644580841;13.8773756027;5;30.1089882851;
17;2;26.3334922791;12.5;3;26.1651208401;2;18.8644580841;14.1889572144;5;30.7124433517;
18;2;27.3430480957;12.5;4;26.1864993572;2;19.8644580841;14.4191141129;4;31.0265097618;
