Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
6;1;11.0;10.0;6;20.0;2;10.0;10.1999998093;5;21.0;
7;1;12.0;10.0;6;20.0;2;11.3000001907;10.0;5;21.0900000334;
8;1;13.0;10.0;6;20.3999996185;2;11.3269996643;10.0;5;21.5980186462;
9;2;14.0;10.5;5;21.7264003754;2;11.4794054031;10.1999998093;5;22.0418490171;
10;2;14.7768793106;10.3632001877;5;22.8594274521;2;11.6125545502;10.3632001877;5;22.4332156181;
11;2;15.2867431641;10.9097137451;5;23.8127875328;2;11.7299642563;10.4951858521;5;23.6659361124;
12;2;15.7157554626;11.3658018112;5;24.5981152058;2;12.0997810364;11.0209560394;5;24.7393633127;
13;2;18.3052749634;11.7372808456;5;25.2345055342;2;14.0997810364;11.4571752548;5;25.6686143875;
14;2;20.3052749634;12.0336990356;5;25.7443674803;2;16.0997810364;11.8107032776;4;26.4751701355;
15;2;21.3640708923;12.2662630081;5;26.1502821445;2;16.9425506592;12.0916318893;4;27.1828548908;
16;2;22.3847293854;12.446267128;5;26.3048160076;2;17.1548576355;12.3113050461;4;27.8148901463;
17;2;23.4059104919;12.5;5;26.3530313969;2;17.3444671631;12.4808797836;4;28.1711652279;
18;2;24.4276065826;12.5;6;26.4023760557;2;19.3381328583;12.5;4;28.5145654678;
